	sd0	sd2	sdX	sr0	sr2	srX	dd0	dd2	ddX	dr0	dr2	drX
sd0	0	0.24290826090432396	0.24290826090432396	0.015144011070114457	0.12321267577886393	0.12321267577886393	0.9627444106905072	0.00022417913702160763	0.00022417913702160763	0.5751253201089747	0.035557905699920955	0.035557905699920955
sd2	0.24290826090432396	0	2.4437014980581897e-12	0.8153345943552277	4.542972556445961e-07	4.542972556445961e-07	3.969675445187793e-09	0.85178628234001	0.85178628234001	1.5868175014478622e-08	1.0	1.0
sdX	0.24290826090432396	2.4437014980581897e-12	0	0.8153345943552277	4.542972556445961e-07	4.542972556445961e-07	3.969675445187793e-09	0.85178628234001	0.85178628234001	1.5868175014478622e-08	1.0	1.0
sr0	0.015144011070114457	0.8153345943552277	0.8153345943552277	0	0.0554788079635867	0.0554788079635867	0.6073853229874004	0.00045962606940060243	0.00045962606940060243	0.6404287874127911	1.6850233828597046e-09	1.6850233828597046e-09
sr2	0.12321267577886393	4.542972556445961e-07	4.542972556445961e-07	0.0554788079635867	0	2.4437014980581897e-12	4.7039987802868795e-06	0.6404287874127911	0.6404287874127911	2.7213029718909896e-08	0.07590158707836372	0.07590158707836372
srX	0.12321267577886393	4.542972556445961e-07	4.542972556445961e-07	0.0554788079635867	2.4437014980581897e-12	0	4.7039987802868795e-06	0.6404287874127911	0.6404287874127911	2.7213029718909896e-08	0.07590158707836372	0.07590158707836372
dd0	0.9627444106905072	3.969675445187793e-09	3.969675445187793e-09	0.6073853229874004	4.7039987802868795e-06	4.7039987802868795e-06	0	0.1909146158563612	0.1909146158563612	5.259641815968573e-09	0.5131510335318282	0.5131510335318282
dd2	0.00022417913702160763	0.85178628234001	0.85178628234001	0.00045962606940060243	0.6404287874127911	0.6404287874127911	0.1909146158563612	0	2.4437014980581897e-12	0.6742009885943653	8.722296860974227e-05	8.722296860974227e-05
ddX	0.00022417913702160763	0.85178628234001	0.85178628234001	0.00045962606940060243	0.6404287874127911	0.6404287874127911	0.1909146158563612	2.4437014980581897e-12	0	0.6742009885943653	8.722296860974227e-05	8.722296860974227e-05
dr0	0.5751253201089747	1.5868175014478622e-08	1.5868175014478622e-08	0.6404287874127911	2.7213029718909896e-08	2.7213029718909896e-08	5.259641815968573e-09	0.6742009885943653	0.6742009885943653	0	0.743690911122529	0.743690911122529
dr2	0.035557905699920955	1.0	1.0	1.6850233828597046e-09	0.07590158707836372	0.07590158707836372	0.5131510335318282	8.722296860974227e-05	8.722296860974227e-05	0.743690911122529	0	2.4437014980581897e-12
drX	0.035557905699920955	1.0	1.0	1.6850233828597046e-09	0.07590158707836372	0.07590158707836372	0.5131510335318282	8.722296860974227e-05	8.722296860974227e-05	0.743690911122529	2.4437014980581897e-12	0
