Measure 1	Measure 2	RBO	Kendall's Tau	p-value	Spearman Rho	p-value
sd0-ranks	sd2-ranks	0.9181857861825502	0.19999999999999998	0.42082864053497004	0.309090909090909	0.3848412302612835
sd0-ranks	sr0-ranks	0.9557791706075103	0.4222222222222222	0.08924164599420337	0.5757575757575757	0.08155281477260236
sd0-ranks	sr2-ranks	0.9402529072581769	0.4666666666666666	0.06034053291564658	0.6	0.06668799999999996
sd0-ranks	dd0-ranks	0.9057654647957267	0.022222222222222223	0.9287300745648026	0.01818181818181818	0.9602404181286243
sd0-ranks	dd2-ranks	0.8817338452953534	-0.6444444444444444	0.00949109605344092	-0.8181818181818182	0.0038149200825507135
sd0-ranks	dr0-ranks	0.9218752588225503	0.19999999999999998	0.42082864053497004	0.34545454545454546	0.32822651147136733
sd0-ranks	dr2-ranks	0.8854233179353534	-0.5111111111111111	0.039668670463066553	-0.6363636363636362	0.04791172612997547
sd2-ranks	sr0-ranks	0.9156548079515102	-0.1111111111111111	0.6547208460185772	-0.1515151515151515	0.6760651759978538
sd2-ranks	sr2-ranks	0.9130344865646868	0.4666666666666666	0.06034053291564658	0.5878787878787878	0.07387770688865801
sd2-ranks	dd0-ranks	0.9181857861825502	0.8222222222222221	0.0009350263526396277	0.9272727272727272	0.00011203450639397582
sd2-ranks	dd2-ranks	0.9067819521557268	0.15555555555555553	0.5312499859948483	0.19999999999999998	0.5795840000000001
sd2-ranks	dr0-ranks	0.962783885489217	0.8222222222222221	0.0009350263526396277	0.9272727272727272	0.00011203450639397582
sd2-ranks	dr2-ranks	0.8780443726553534	0.19999999999999998	0.42082864053497004	0.2121212121212121	0.5563057751029299
sr0-ranks	sr2-ranks	0.9404536405913535	0.4222222222222222	0.08924164599420337	0.6363636363636362	0.04791172612997547
sr0-ranks	dd0-ranks	0.9025580832473534	-0.19999999999999998	0.42082864053497004	-0.33333333333333326	0.34659350708733405
sr0-ranks	dd2-ranks	0.8931423472580201	-0.4222222222222222	0.08924164599420337	-0.6121212121212121	0.05997214247725524
sr0-ranks	dr0-ranks	0.8995450139246868	-0.022222222222222223	0.9287300745648026	-0.07878787878787878	0.8287173946974606
sr0-ranks	dr2-ranks	0.8884363872580201	-0.911111111111111	0.00024526750741092087	-0.9757575757575757	1.4675461874042197e-06
sr2-ranks	dd0-ranks	0.9045461812848435	0.28888888888888886	0.24492877823603054	0.3696969696969697	0.2930500752928223
sr2-ranks	dd2-ranks	0.8909673654890601	-0.19999999999999998	0.42082864053497004	-0.24848484848484845	0.48877630451924314
sr2-ranks	dr0-ranks	0.9321573499141769	0.5555555555555555	0.025347318677468277	0.6727272727272726	0.0330412225454377
sr2-ranks	dr2-ranks	0.9052782713705098	-0.3333333333333333	0.17971249487899987	-0.5393939393939393	0.1075931877824148
dd0-ranks	dd2-ranks	0.8986863948117267	0.3333333333333333	0.17971249487899987	0.4545454545454545	0.186904810349332
dd0-ranks	dr0-ranks	0.9476875393065097	0.6444444444444444	0.00949109605344092	0.7696969696969697	0.009221952722215994
dd0-ranks	dr2-ranks	0.9055626686448436	0.28888888888888886	0.24492877823603054	0.3939393939393939	0.25999776683488757
dd2-ranks	dr0-ranks	0.8956733254890601	0.06666666666666667	0.788446734264471	0.07878787878787878	0.8287173946974606
dd2-ranks	dr2-ranks	0.9374015221718835	0.5111111111111111	0.039668670463066553	0.7212121212121211	0.018573155089460208
dr0-ranks	dr2-ranks	0.88945287461802	0.1111111111111111	0.6547208460185772	0.1515151515151515	0.6760651759978538
