Measure 1	Measure 2	RBO	Kendall's Tau	p-value	Spearman Rho	p-value
sd0-ranks	sd2-ranks	0.8369921446451632	0.2866666666666666	0.044587290572855515	0.4230769230769231	0.035100611039495716
sd0-ranks	sdX-ranks	0.8369921446451632	0.2866666666666666	0.044587290572855515	0.4230769230769231	0.035100611039495716
sd0-ranks	sr0-ranks	0.9266213445422569	0.6599999999999998	3.758950493024995e-06	0.8276923076923076	3.312856727194e-07
sd0-ranks	sr2-ranks	0.8693243432286809	0.4599999999999999	0.0012686191838068	0.5900000000000001	0.0019070495528528914
sd0-ranks	srX-ranks	0.8693243432286809	0.4599999999999999	0.0012686191838068	0.5900000000000001	0.0019070495528528914
sd0-ranks	dd0-ranks	0.7937776129504308	0.09999999999999998	0.48352205986804897	0.1323076923076923	0.5283992800855006
sd0-ranks	dd2-ranks	0.7223682532018659	-0.7599999999999999	1.0099038032020191e-07	-0.8715384615384615	1.4187284779497005e-08
sd0-ranks	ddX-ranks	0.7223682532018659	-0.7599999999999999	1.0099038032020191e-07	-0.8715384615384615	1.4187284779497005e-08
sd0-ranks	dr0-ranks	0.8117759887548703	0.21999999999999997	0.12321267577886391	0.2946153846153846	0.15282630212252207
sd0-ranks	dr2-ranks	0.7428116035250321	-0.4599999999999999	0.0012686191838068	-0.5569230769230769	0.0038313877602207673
sd0-ranks	drX-ranks	0.7428116035250321	-0.4599999999999999	0.0012686191838068	-0.5569230769230769	0.0038313877602207673
sd2-ranks	sdX-ranks	1.0	0.9999999999999998	2.44370149805819e-12	1.0	0.0
sd2-ranks	sr0-ranks	0.8289073974199763	0.10666666666666665	0.454846895367632	0.17923076923076922	0.3913084960893425
sd2-ranks	sr2-ranks	0.8682337217659576	0.7866666666666665	3.5523785254248634e-08	0.936923076923077	5.5280036127825306e-12
sd2-ranks	srX-ranks	0.8682337217659576	0.7866666666666665	3.5523785254248634e-08	0.936923076923077	5.5280036127825306e-12
sd2-ranks	dd0-ranks	0.807664666935438	0.8133333333333331	1.2078657846217212e-08	0.9384615384615383	4.193338858401591e-12
sd2-ranks	dd2-ranks	0.7351329303245959	-0.12666666666666662	0.37481579546460053	-0.21307692307692308	0.3064753923200176
sd2-ranks	ddX-ranks	0.7351329303245959	-0.12666666666666662	0.37481579546460053	-0.21307692307692308	0.3064753923200176
sd2-ranks	dr0-ranks	0.8197876222971741	0.8266666666666665	6.953982858506173e-09	0.9515384615384614	2.8677263907826657e-13
sd2-ranks	dr2-ranks	0.746505229622084	0.14666666666666664	0.3041292684025675	0.21153846153846154	0.31006337883220825
sd2-ranks	drX-ranks	0.746505229622084	0.14666666666666664	0.3041292684025675	0.21153846153846154	0.31006337883220825
sdX-ranks	sr0-ranks	0.8289073974199763	0.10666666666666665	0.454846895367632	0.17923076923076922	0.3913084960893425
sdX-ranks	sr2-ranks	0.8682337217659576	0.7866666666666665	3.5523785254248634e-08	0.936923076923077	5.5280036127825306e-12
sdX-ranks	srX-ranks	0.8682337217659576	0.7866666666666665	3.5523785254248634e-08	0.936923076923077	5.5280036127825306e-12
sdX-ranks	dd0-ranks	0.807664666935438	0.8133333333333331	1.2078657846217212e-08	0.9384615384615383	4.193338858401591e-12
sdX-ranks	dd2-ranks	0.7351329303245959	-0.12666666666666662	0.37481579546460053	-0.21307692307692308	0.3064753923200176
sdX-ranks	ddX-ranks	0.7351329303245959	-0.12666666666666662	0.37481579546460053	-0.21307692307692308	0.3064753923200176
sdX-ranks	dr0-ranks	0.8197876222971741	0.8266666666666665	6.953982858506173e-09	0.9515384615384614	2.8677263907826657e-13
sdX-ranks	dr2-ranks	0.746505229622084	0.14666666666666664	0.3041292684025675	0.21153846153846154	0.31006337883220825
sdX-ranks	drX-ranks	0.746505229622084	0.14666666666666664	0.3041292684025675	0.21153846153846154	0.31006337883220825
sr0-ranks	sr2-ranks	0.8337538303053466	0.2933333333333333	0.0398560984772541	0.42923076923076925	0.03226015868478607
sr0-ranks	srX-ranks	0.8337538303053466	0.2933333333333333	0.0398560984772541	0.42923076923076925	0.03226015868478607
sr0-ranks	dd0-ranks	0.7771258439211453	-0.07999999999999997	0.5751253201089747	-0.12923076923076923	0.538116551492184
sr0-ranks	dd2-ranks	0.7378679142225133	-0.8066666666666665	1.5868175014478622e-08	-0.933076923076923	1.0712241050434818e-11
sr0-ranks	ddX-ranks	0.7378679142225133	-0.8066666666666665	1.5868175014478622e-08	-0.933076923076923	1.0712241050434818e-11
sr0-ranks	dr0-ranks	0.8167091192981504	0.05333333333333332	0.7086427839278765	0.07461538461538461	0.722985560826711
sr0-ranks	dr2-ranks	0.7573037061016907	-0.7466666666666665	1.6812829542831763e-07	-0.8753846153846153	1.0200312520177632e-08
sr0-ranks	drX-ranks	0.7573037061016907	-0.7466666666666665	1.6812829542831763e-07	-0.8753846153846153	1.0200312520177632e-08
sr2-ranks	srX-ranks	1.0	0.9999999999999998	2.44370149805819e-12	1.0	0.0
sr2-ranks	dd0-ranks	0.8202486279228587	0.6266666666666666	1.1296864633703444e-05	0.8061538461538461	1.1466737691746186e-06
sr2-ranks	dd2-ranks	0.7374723384978121	-0.29999999999999993	0.035557905699920955	-0.4130769230769231	0.04013747815937923
sr2-ranks	ddX-ranks	0.7374723384978121	-0.29999999999999993	0.035557905699920955	-0.4130769230769231	0.04013747815937923
sr2-ranks	dr0-ranks	0.8163616485125988	0.7599999999999999	1.0099038032020191e-07	0.9084615384615384	3.4733019911603265e-10
sr2-ranks	dr2-ranks	0.750183124590263	-0.03999999999999999	0.7792783284771574	-0.030769230769230767	0.8839182553315145
sr2-ranks	drX-ranks	0.750183124590263	-0.03999999999999999	0.7792783284771574	-0.030769230769230767	0.8839182553315145
srX-ranks	dd0-ranks	0.8202486279228587	0.6266666666666666	1.1296864633703444e-05	0.8061538461538461	1.1466737691746186e-06
srX-ranks	dd2-ranks	0.7374723384978121	-0.29999999999999993	0.035557905699920955	-0.4130769230769231	0.04013747815937923
srX-ranks	ddX-ranks	0.7374723384978121	-0.29999999999999993	0.035557905699920955	-0.4130769230769231	0.04013747815937923
