	docprops1	docprops2	relfreqs1	relfreqs2	meanrelfreqs	sd0	sd2	sdX	sr0	sr2	srX	dd0	dd2	ddX	dr0	dr2	drX
mot	0.32	0.164021164021164	0.42400000000000004	0.1904761904761905	0.2938053097345133	0.155978835978836	0.12034508228070054	0.12034508228070045	-0.07958442416564082	0.01670938452880505	0.01670938452880505	-0.5895026453563704	-0.4922756436009984	-0.4922756436009984	-0.5895026454252886	0.2008751800666383	0.2008751800666384
cas	0.16533333333333333	0.01164021164021164	0.18933333333333335	0.01164021164021164	0.09026548672566374	0.1536931216931217	0.2698728508718286	0.2698728508718285	-0.09428679776675805	0.10530446100069402	0.10530446100069399	-0.5895026444377188	-0.5005329279433376	-0.5005329279433375	-0.5895026449373968	0.2030278292945544	0.2030278292945545
propos	0.19466666666666665	0.04126984126984127	0.21866666666666665	0.04338624338624339	0.1209439528023599	0.1533968253968254	0.22125710812074872	0.22125710812074872	-0.09492215432116571	0.06772366917826475	0.06772366917826475	-0.5895026451489912	-0.49710498933685193	-0.49710498933685193	-0.589502645327498	0.20419073581524474	0.20419073581524483
manière	0.15733333333333333	0.004232804232804233	0.18533333333333335	0.004232804232804233	0.08436578171091447	0.1531005291005291	0.2840404299911617	0.28404042999116164	-0.09338949596623497	0.118687582156253	0.11868758215625297	-0.5895026427158013	-0.5013957925604263	-0.5013957925604263	-0.589502643981052	0.20247474788979686	0.20247474788979697
fait	0.204	0.05185185185185185	0.2573333333333333	0.058201058201058205	0.1463126843657817	0.15214814814814814	0.20596816016276892	0.20596816016276898	-0.08864104171750418	0.07168450783315092	0.07168450783315097	-0.5895026452076699	-0.49578721533349746	-0.49578721533349746	-0.5895026453489933	0.20264909469616155	0.20264909469616166
mari	0.188	0.04021164021164021	0.3746666666666667	0.05714285714285715	0.1976401179941003	0.1477883597883598	0.21553437644923806	0.215534376449238	-0.05746398412665893	0.1427544080430288	0.1427544080430288	-0.5895026451521146	-0.495452458805337	-0.49545245880533695	-0.5895026452747916	0.19484544844255475	0.19484544844255486
maître|maîtresse	0.20266666666666666	0.06772486772486773	0.28400000000000003	0.08042328042328042	0.17050147492625373	0.13494179894179892	0.1673031085396766	0.1673031085396765	-0.08747064806464798	0.057144253379137255	0.05714425337913728	-0.5895026452782809	-0.4890692653320042	-0.4890692653320042	-0.589502645379927	0.20268964736710365	0.20268964736710376
soir	0.14933333333333335	0.015873015873015872	0.18133333333333335	0.01798941798941799	0.09026548672566372	0.13346031746031747	0.23284853904159747	0.23284853904159758	-0.09806549727455088	0.08492333721253623	0.08492333721253625	-0.5895026447972747	-0.4935174185004336	-0.4935174185004336	-0.5895026451523505	0.20442132232025043	0.2044213223202505
dame	0.13866666666666666	0.005291005291005291	0.176	0.006349206349206349	0.08141592920353982	0.13337566137566137	0.25223190654119754	0.2522319065411975	-0.09640465294811687	0.1056405888921702	0.10564058889217015	-0.5895026435376841	-0.49494418432857346	-0.49494418432857346	-0.5895026445393344	0.20346942192452072	0.2034694219245208
fille	0.42933333333333334	0.2962962962962963	0.9586666666666668	0.5671957671957673	0.7404129793510326	0.13303703703703706	0.05525380572011068	0.05525380572011067	-0.037990863064375546	-0.014659120264946923	-0.014659120264946937	-0.5895026453940058	-0.4858745331716088	-0.4858745331716088	-0.589502645443909	0.16756137487281586	0.16756137487281597
personne	0.19733333333333333	0.06455026455026455	0.24266666666666667	0.07724867724867723	0.1504424778761062	0.13278306878306878	0.1677986847067758	0.16779868470677584	-0.09751931356988466	0.03363831243188542	0.033638312431885364	-0.5895026452734412	-0.48857599121421147	-0.48857599121421147	-0.5895026453934782	0.20570589178129545	0.20570589178129556
quatre	0.14533333333333334	0.012698412698412698	0.20000000000000004	0.013756613756613757	0.096165191740413	0.13263492063492063	0.23717135471884637	0.23717135471884643	-0.0920351833107871	0.10956470434471646	0.10956470434471643	-0.5895026446445494	-0.49365884185662795	-0.49365884185662795	-0.5895026449974125	0.20243709620163713	0.20243709620163725
maison	0.21066666666666667	0.07936507936507936	0.30000000000000004	0.09735449735449735	0.18702064896755163	0.1313015873015873	0.15202933104636804	0.152029331046368	-0.0877158734014369	0.0451937815625027	0.045193781562502644	-0.5895026453036301	-0.48711387070230855	-0.48711387070230855	-0.589502645395558	0.20297765231834333	0.20297765231834344
parole	0.22933333333333333	0.10052910052910052	0.2826666666666667	0.10793650793650796	0.18525073746312687	0.1288042328042328	0.1322205907361743	0.13222059073617431	-0.09506706020199551	0.0215902783253967	0.021590278325396672	-0.5895026453316062	-0.48516647227387366	-0.48516647227387366	-0.5895026454116374	0.20533625831036947	0.20533625831036956
lisette	0.12533333333333332	0.0	0.36533333333333334	0.0	0.16165191740412982	0.12533333333333332	0.25002359761455	0.25002359761454995	-0.04487389240379169	0.24841629086558714	0.24841629086558714	0.3501918926995635	-0.4930317171089887	-0.4930317171089887	0.680084656084656	0.1913108434953347	0.1913108434953348
heure|hure	0.264	0.13968253968253969	0.35733333333333334	0.15873015873015875	0.24660766961651923	0.12431746031746033	0.10306869713736558	0.10306869713736552	-0.08878037429522515	0.011735139549612444	0.011735139549612389	-0.5895026453609414	-0.48226720408482737	-0.48226720408482737	-0.5895026454244129	0.2036812837121582	0.20368128371215832
sorte	0.17066666666666666	0.04656084656084656	0.204	0.052910052910052914	0.11976401179941004	0.12410582010582011	0.1759214844674104	0.17592148446741052	-0.10129243977456866	0.04047825880326189	0.04047825880326186	-0.5895026452278257	-0.48707507370368797	-0.48707507370368797	-0.5895026453686576	0.20646241647166613	0.20646241647166622
jeu	0.13733333333333334	0.014814814814814815	0.176	0.01798941798941799	0.08790560471976402	0.12251851851851853	0.2178947657274528	0.21789476572745287	-0.0994699696579783	0.08024345854741391	0.08024345854741391	-0.5895026448076214	-0.4899375632812155	-0.4899375632812155	-0.5895026451626533	0.204870870301719	0.20487087030171908
goût	0.12666666666666668	0.004232804232804233	0.15733333333333333	0.004232804232804233	0.071976401179941	0.12243386243386245	0.23678070720356548	0.23678070720356542	-0.10076297597922895	0.09343252483802	0.09343252483801998	-0.5895026432589997	-0.49137960982661577	-0.49137960982661577	-0.589502644210933	0.2047677354672386	0.2047677354672387
besoin	0.25333333333333335	0.14285714285714285	0.29200000000000004	0.15978835978835979	0.2182890855457227	0.1104761904761905	0.08709094744594945	0.08709094744594945	-0.106263826147653	-0.026955224991515883	-0.02695522499151594	-0.5895026453696887	-0.4773424479409768	-0.4773424479409768	-0.58950264543914	0.20951011778032974	0.20951011778032985
logis	0.11066666666666666	0.0010582010582010583	0.14933333333333335	0.0010582010582010583	0.06666666666666667	0.1096084656084656	0.22103645971987113	0.22103645971987107	-0.10203368908804424	0.09327327844267111	0.09327327844267108	-0.5895026376616943	-0.48726032018576726	-0.4872603201857672	-0.589502640598517	0.20505274697695972	0.20505274697695983
aventure	0.15333333333333332	0.044444444444444446	0.1706666666666667	0.04550264550264551	0.10088495575221237	0.10888888888888887	0.15669003508337404	0.156690035083374	-0.1081197360828964	0.024221829477894363	0.024221829477894308	-0.5895026452439796	-0.48188324335784316	-0.48188324335784316	-0.5895026453723031	0.2086670058407299	0.20866700584073
moyen	0.172	0.0656084656084656	0.19333333333333336	0.07513227513227515	0.12743362831858407	0.10639153439153438	0.1322446771668116	0.13224467716681154	-0.10995335280570442	-0.0014342061073305823	-0.0014342061073305823	-0.5895026453060883	-0.47930906219703273	-0.47930906219703273	-0.5895026454132215	0.20997055377881935	0.20997055377881943
peur	0.212	0.10582010582010581	0.268	0.13015873015873014	0.19115044247787616	0.10617989417989418	0.10238418812115146	0.10238418812115152	-0.10478132752070185	-0.012793043725486772	-0.012793043725486786	-0.5895026453524392	-0.4770291667649446	-0.47702916676494467	-0.5895026454310913	0.20879393258101953	0.20879393258101964
présent	0.196	0.08994708994708994	0.236	0.10476190476190476	0.16283185840707964	0.10605291005291007	0.1126684909314572	0.11266849093145723	-0.10652019809065963	-0.006447956058446183	-0.006447956058446155	-0.5895026453392691	-0.47772678979216765	-0.47772678979216765	-0.5895026454243598	0.2091549180332298	0.20915491803322991
mine	0.112	0.007407407407407408	0.12533333333333332	0.007407407407407408	0.05958702064896755	0.1045925925925926	0.20069245907406075	0.2006924590740607	-0.11002580574611934	0.05362682261876481	0.053626822618764725	-0.5895026443690139	-0.4844528381360693	-0.4844528381360693	-0.5895026449146504	0.2081606250511029	0.208160625051103
-vous	0.8173333333333334	0.7132275132275132	2.285333333333334	1.888888888888889	2.0643067846607677	0.10410582010582015	-0.007687351436136962	-0.007687351436136962	-0.0366811368337983	-0.08310391914447651	-0.08310391914447647	-0.589502645416726	-0.5340515686346766	-0.5340515686346766	-0.5895026454606003	0.2381012319694888	0.2381012319694889
pari	0.10533333333333333	0.0031746031746031746	0.136	0.0031746031746031746	0.06194690265486727	0.10215873015873016	0.20376689481075405	0.2037668948107541	-0.10610220035749668	0.07476706651881007	0.07476706651881013	-0.589502643014954	-0.4841386372313121	-0.4841386372313121	-0.5895026440138922	0.20654495584772642	0.20654495584772653
lettre|lettré	0.14266666666666666	0.044444444444444446	0.276	0.06560846560846562	0.15870206489675517	0.09822222222222221	0.1406685863730462	0.14066858637304624	-0.08567604446360183	0.072946327129365	0.07294632712936502	-0.5895026452619736	-0.47791508991534765	-0.47791508991534765	-0.5895026453564538	0.20194052907347124	0.20194052907347132
-on	0.32	0.2222222222222222	0.42666666666666664	0.29735449735449737	0.3545722713864307	0.0977777777777778	0.04615025176520671	0.04615025176520669	-0.10702736867356397	-0.05865810111830118	-0.058658101118301165	-0.5895026453946806	-0.4718243254955141	-0.4718243254955141	-0.5895026454527814	0.209507465623264	0.20950746562326408
car	0.164	0.06666666666666667	0.20133333333333336	0.07195767195767196	0.12920353982300883	0.09733333333333334	0.11875395694186575	0.11875395694186577	-0.10701064876423744	0.009618083908061348	0.009618083908061348	-0.5895026453182054	-0.4758759306342985	-0.4758759306342985	-0.5895026454054129	0.20883614684743299	0.2088361468474331
question	0.09866666666666667	0.0021164021164021165	0.11599999999999999	0.0021164021164021165	0.052507374631268436	0.09655026455026455	0.19531362299867286	0.19531362299867294	-0.11109030663990757	0.05563513449848348	0.05563513449848356	-0.5895026420072816	-0.4821188116066343	-0.4821188116066343	-0.5895026435979169	0.20834901277437604	0.20834901277437612
bien	0.3426666666666667	0.24761904761904763	0.5573333333333333	0.346031746031746	0.43952802359882004	0.09504761904761905	0.03747109661583481	0.037471096615834865	-0.08543639242992176	-0.032724199160682935	-0.032724199160682935	-0.5895026453988906	-0.4708867729270315	-0.4708867729270315	-0.5895026454466732	0.2007196952631953	0.20071969526319539
vérité	0.17733333333333334	0.08253968253968254	0.22799999999999998	0.09417989417989417	0.15339233038348082	0.0947936507936508	0.10322288519623682	0.10322288519623679	-0.10584025511138126	0.0006345273031219401	0.0006345273031219678	-0.5895026453415632	-0.4739504959411669	-0.4739504959411669	-0.5895026454185156	0.20877530883783438	0.20877530883783446
adieu	0.2946666666666667	0.2	0.4093333333333334	0.25925925925925924	0.3256637168141593	0.09466666666666668	0.04959376144034841	0.04959376144034848	-0.10155995832379291	-0.04219742534957123	-0.0421974253495712	-0.5895026453921813	-0.470716062204136	-0.470716062204136	-0.5895026454477778	0.20771506968853784	0.20771506968853792
pis	0.10133333333333333	0.007407407407407408	0.14	0.009523809523809525	0.06725663716814159	0.09392592592592593	0.18146541584641612	0.1814654158464162	-0.10672083700257781	0.0642743590515856	0.06427435905158552	-0.5895026444769789	-0.48032307949533415	-0.48032307949533415	-0.5895026449917987	0.20702517438717288	0.207025174387173
pièce	0.09466666666666666	0.0010582010582010583	0.14400000000000002	0.0010582010582010583	0.06430678466076697	0.0936084656084656	0.1916179170030218	0.19161791700302172	-0.10343816147147165	0.08798623579080209	0.087986235790802	-0.5895026387953258	-0.4811095186554345	-0.4811095186554345	-0.5895026407736644	0.20552629676459597	0.20552629676459608
d'abord	0.17733333333333334	0.08465608465608465	0.20933333333333334	0.08888888888888889	0.14218289085545724	0.09267724867724869	0.09892956675075279	0.0989295667507529	-0.1093625826761675	-0.0069376742196381735	-0.0069376742196381735	-0.5895026453455903	-0.473032053359458	-0.473032053359458	-0.5895026454208057	0.20997421844747144	0.20997421844747155
compliment	0.09866666666666667	0.008465608465608466	0.11466666666666667	0.008465608465608466	0.055457227138643074	0.0902010582010582	0.1728480448710402	0.1728480448710402	-0.11311341566841612	0.03937193182638407	0.03937193182638404	-0.5895026446288045	-0.47868583915681795	-0.47868583915681795	-0.5895026450319366	0.2094044879894656	0.20940448798946568
garçon	0.09333333333333334	0.0031746031746031746	0.124	0.0031746031746031746	0.05663716814159292	0.09015873015873016	0.18133890726813331	0.18133890726813337	-0.10926226322020839	0.062006804660368925	0.062006804660368925	-0.589502643298362	-0.47940662485648433	-0.47940662485648433	-0.5895026441452528	0.20769829603878692	0.20769829603878703
oncle	0.096	0.006349206349206349	0.17200000000000001	0.006349206349206349	0.07964601769911504	0.08965079365079365	0.17515395972203557	0.17515395972203543	-0.09745800723568743	0.10207094598936697	0.10207094598936689	-0.5895026443690139	-0.47875136458934964	-0.47875136458934964	-0.5895026445612279	0.20379642829186015	0.20379642829186026
sot	0.08933333333333333	0.0	0.10800000000000001	0.0	0.047787610619469026	0.08933333333333333	0.18519213181816577	0.18519213181816577	-0.1126396849041648	0.05152795826262732	0.05152795826262735	0.08027963174812414	-0.47953878167315434	-0.47953878167315434	-0.21418669135929336	0.20886511683707001	0.2088651168370701
beauté	0.20533333333333334	0.11746031746031746	0.2773333333333334	0.16296296296296295	0.2135693215339233	0.08787301587301588	0.07385035301739362	0.07385035301739357	-0.11096212066840426	-0.039249198089338064	-0.039249198089338064	-0.5895026453715799	-0.4697605546175243	-0.4697605546175243	-0.5895026454435047	0.211260308491341	0.2112603084913411
moi|mois	0.11066666666666666	0.025396825396825397	0.13466666666666666	0.02751322751322751	0.07492625368731565	0.08526984126984127	0.1406685863730462	0.14066858637304624	-0.11286261702851837	0.021593813456724953	0.02159381345672498	-0.5895026451759391	-0.4746556709840791	-0.4746556709840791	-0.5895026453325503	0.20996476550358795	0.20996476550358806
bout	0.156	0.07089947089947089	0.18800000000000003	0.07513227513227515	0.1250737463126844	0.08510052910052911	0.09795261286764212	0.09795261286764212	-0.11135782518913184	-0.005920867697089466	-0.005920867697089452	-0.5895026453376766	-0.4708838706266456	-0.4708838706266456	-0.5895026454156884	0.21049924298674358	0.2104992429867437
écu|écus	0.088	0.0031746031746031746	0.13333333333333333	0.0031746031746031746	0.0607669616519174	0.08482539682539682	0.170920290821416	0.170920290821416	-0.1068044365492104	0.07198844347967914	0.07198844347967917	-0.589502643424321	-0.4772084328938411	-0.47720843289384113	-0.5895026440430834	0.20679610254537167	0.20679610254537178
chambre	0.10266666666666667	0.01904761904761905	0.13333333333333333	0.019047619047619046	0.0696165191740413	0.08361904761904762	0.14560165519206594	0.14560165519206592	-0.11098441388083963	0.0369979695269414	0.03699796952694134	-0.5895026450985268	-0.4746776562433253	-0.4746776562433253	-0.5895026452593851	0.2089587089012307	0.20895870890123078
métier	0.084	0.0021164021164021165	0.09733333333333334	0.0021164021164021165	0.044247787610619475	0.08188359788359789	0.16675012737872427	0.16675012737872444	-0.11600595998190355	0.03353476759576021	0.033534767595760295	-0.5895026425268628	-0.47611951742589137	-0.4761195174258914	-0.589502643904425	0.21033753550945677	0.21033753550945686
cent	0.248	0.16613756613756614	0.4120000000000001	0.19788359788359788	0.2926253687315634	0.08186243386243386	0.04733307531081905	0.047333075310818984	-0.08469514311644616	0.004887455347998698	0.004887455347998726	-0.5895026453907264	-0.4662190701066903	-0.4662190701066903	-0.5895026454302917	0.20238109474371735	0.20238109474371746
mot|mots	0.164	0.08253968253968254	0.21466666666666673	0.10476190476190476	0.15339233038348082	0.08146031746031747	0.08487231407178455	0.08487231407178447	-0.11213808762436929	-0.022487554049592004	-0.022487554049591976	-0.5895026453536746	-0.4687799574993564	-0.4687799574993564	-0.5895026454314365	0.2112312376811829	0.21123123768118302
habit	0.08533333333333333	0.004232804232804233	0.128	0.006349206349206349	0.060176991150442484	0.0811005291005291	0.1617991571301632	0.16179915713016316	-0.10904490439896367	0.05892448914459589	0.05892448914459589	-0.5895026439911367	-0.4754880881904229	-0.4754880881904229	-0.5895026448020556	0.20774897102527928	0.20774897102527937
qualité	0.12	0.039153439153439155	0.14533333333333337	0.04973544973544974	0.0920353982300885	0.08084656084656083	0.11804521980908755	0.11804521980908764	-0.11590564052594444	-0.006818528793404943	-0.006818528793404985	-0.5895026452728552	-0.47151227355663283	-0.47151227355663283	-0.5895026454010972	0.2117787845016857	0.2117787845016858
serviteur	0.092	0.01164021164021164	0.10400000000000002	0.014814814814814817	0.054277286135693215	0.08035978835978835	0.14939126259515637	0.1493912625951564	-0.11759435136792265	0.012999926510319615	0.012999926510319615	-0.5895026449100653	-0.4741985825484618	-0.47419858254846187	-0.58950264525869	0.2115003955291323	0.21150039552913238
merveille	0.096	0.015873015873015872	0.10666666666666666	0.015873015873015876	0.056047197640118	0.08012698412698413	0.14321085734235633	0.1432108573423563	-0.1171707803316509	0.01393222257012175	0.013932222570121722	-0.5895026450491928	-0.4735865069910694	-0.4735865069910694	-0.5895026452691154	0.2113548455522382	0.21135484555223832
folie	0.084	0.004232804232804233	0.10266666666666667	0.004232804232804233	0.047787610619469026	0.07976719576719578	0.15911003894322498	0.15911003894322506	-0.11515881790936003	0.03503969320071096	0.03503969320071096	-0.589502644014754	-0.47491815892371425	-0.47491815892371425	-0.5895026446597483	0.2100694077568252	0.2100694077568253
avis	0.20666666666666667	0.12698412698412698	0.24533333333333335	0.16190476190476188	0.19882005899705013	0.07968253968253969	0.059508981583396556	0.059508981583396514	-0.11911028981352685	-0.05993198502172643	-0.05993198502172646	-0.5895026453806226	-0.46627345853089963	-0.46627345853089963	-0.5895026454499868	0.21447039850103966	0.21447039850103974
enfant	0.236	0.15661375661375662	0.3706666666666667	0.27724867724867724	0.3185840707964602	0.07938624338624337	0.047835855860142676	0.047835855860142676	-0.11647969074615486	-0.0734497359127628	-0.0734497359127628	-0.5895026453896652	-0.4654274237894189	-0.4654274237894189	-0.5895026454561846	0.21343865825543307	0.21343865825543318
compte	0.116	0.0380952380952381	0.136	0.04021164021164022	0.08259587020648969	0.07790476190476191	0.11405432044066263	0.1140543204406626	-0.1158554807979649	-0.0002334517151153237	-0.0002334517151153237	-0.5895026452743446	-0.47038642649085827	-0.47038642649085827	-0.5895026453851122	0.21152727606440963	0.2115272760644097
portrait	0.08666666666666667	0.010582010582010581	0.132	0.012698412698412698	0.06548672566371683	0.07608465608465609	0.142446352282504	0.14244635228250405	-0.1096635410440448	0.04899822825112668	0.04899822825112668	-0.589502644888595	-0.4724962500236329	-0.47249625002363294	-0.5895026451414038	0.20822869564162097	0.20822869564162105
six	0.10133333333333333	0.025396825396825397	0.1386666666666667	0.026455026455026457	0.07610619469026549	0.07593650793650794	0.12379133801177988	0.12379133801177997	-0.11153059758550585	0.02776422670210918	0.027764226702109207	-0.5895026452034927	-0.4707602563521298	-0.4707602563521298	-0.5895026453204921	0.20941208654392357	0.20941208654392368
çà	0.07866666666666666	0.004232804232804233	0.09333333333333334	0.004232804232804233	0.04365781710914455	0.07443386243386244	0.14815509474363517	0.14815509474363522	-0.117616644580358	0.02351154227937613	0.023511542279376157	-0.5895026441092234	-0.4725963779975979	-0.4725963779975979	-0.5895026447363754	0.21111608551805167	0.21111608551805178
billet	0.10933333333333334	0.03492063492063492	0.20533333333333334	0.05925925925925927	0.12389380530973454	0.07441269841269842	0.11103990471085765	0.11103990471085756	-0.10261331261136349	0.03160055986844637	0.031600559868446315	-0.5895026452679035	-0.46919701769615024	-0.4691970176961502	-0.5895026453822315	0.20704766864559634	0.20704766864559646
patience	0.08666666666666667	0.012698412698412698	0.09066666666666667	0.013756613756613757	0.04778761061946902	0.07396825396825397	0.13538564317330926	0.13538564317330926	-0.12082686717104926	-0.0012636728937583386	-0.0012636728937583663	-0.5895026449909367	-0.4713148160041326	-0.4713148160041326	-0.5895026452736064	0.2129043105056943	0.21290431050569442
isabelle	0.07333333333333333	0.0	0.18400000000000002	0.0	0.08141592920353982	0.07333333333333333	0.152308322769021	0.15230832276902107	-0.09262595344032404	0.12767914307251277	0.12767914307251277	-0.039681373119182184	-0.47269489642493334	-0.47269489642493334	0.04992453560601817	0.2020755895157866	0.2020755895157867
c’est	0.08	0.008465608465608466	0.3826666666666667	0.033862433862433865	0.1882005899705015	0.07153439153439153	0.13609869773968866	0.13609869773968855	-0.04922664213179492	0.18604749971197887	0.18604749971197881	-0.5895026447941257	-0.4707576432134249	-0.4707576432134249	-0.589502645109932	0.19281662080411904	0.19281662080411915
chevalier	0.08133333333333333	0.01164021164021164	0.15466666666666667	0.03597883597883598	0.08849557522123895	0.06969312169312168	0.12810311144606143	0.12810311144606149	-0.10982516683420113	0.025875360908012707	0.025875360908012734	-0.5895026449787703	-0.4695455103803625	-0.4695455103803625	-0.5895026453532549	0.2090452916152764	0.20904529161527652
or	0.09333333333333334	0.02433862433862434	0.12	0.02857142857142857	0.06902654867256637	0.068994708994709	0.11184660057438103	0.11184660057438112	-0.11700358123838572	0.003792293251548534	0.0037922932515485896	-0.5895026452151302	-0.4678490609105042	-0.4678490609105042	-0.5895026453566892	0.21168647904562993	0.21168647904563
espèce	0.07333333333333333	0.005291005291005291	0.08133333333333334	0.005291005291005291	0.03893805309734514	0.06804232804232804	0.13310606764460595	0.1331060676446059	-0.12105537259851167	0.005373342421740007	0.005373342421740035	-0.5895026444634832	-0.46958346875967627	-0.46958346875967627	-0.5895026449684457	0.21270875620624743	0.21270875620624755
