Measure 1	Measure 2	RBO	Kendall's Tau	p-value	Spearman Rho	p-value
sdX-ranks	dd2-ranks	0.7748003168889807	0.02666666666666666	0.85178628234001	0.020769230769230772	0.921503568780896
sdX-ranks	ddX-ranks	0.7748003168889807	0.02666666666666666	0.85178628234001	0.020769230769230772	0.921503568780896
sdX-ranks	dr0-ranks	0.8464156224692305	0.8066666666666665	1.5868175014478622e-08	0.9423076923076923	2.034745227545092e-12
sdX-ranks	dr2-ranks	0.7771778092406809	0.0	1.0	0.03846153846153846	0.8551673034402157
sdX-ranks	drX-ranks	0.7771778092406809	0.0	1.0	0.03846153846153846	0.8551673034402157
sr0-ranks	sr2-ranks	0.8335670266091005	0.27333333333333326	0.0554788079635867	0.3546153846153846	0.08197511194517204
sr0-ranks	srX-ranks	0.8335670266091005	0.27333333333333326	0.0554788079635867	0.3546153846153846	0.08197511194517204
sr0-ranks	dd0-ranks	0.7652614817821706	-0.07333333333333332	0.6073853229874004	-0.14846153846153848	0.4787936059036386
sr0-ranks	dd2-ranks	0.77123688344652	-0.4999999999999999	0.00045962606940060243	-0.6984615384615384	0.00010317024482877786
sr0-ranks	ddX-ranks	0.77123688344652	-0.4999999999999999	0.00045962606940060243	-0.6984615384615384	0.00010317024482877786
sr0-ranks	dr0-ranks	0.7668093235998301	0.06666666666666665	0.640428787412791	0.03769230769230769	0.858034946173457
sr0-ranks	dr2-ranks	0.7611529148858182	-0.8599999999999999	1.6850233828597046e-09	-0.9592307692307691	4.080805582974764e-14
sr0-ranks	drX-ranks	0.7611529148858182	-0.8599999999999999	1.6850233828597046e-09	-0.9592307692307691	4.080805582974764e-14
sr2-ranks	srX-ranks	1.0	0.9999999999999998	2.44370149805819e-12	1.0	0.0
sr2-ranks	dd0-ranks	0.8148293376971574	0.6533333333333332	4.7039987802868795e-06	0.8261538461538462	3.64009155957771e-07
sr2-ranks	dd2-ranks	0.7357561478499123	-0.06666666666666665	0.640428787412791	-0.09923076923076923	0.6369836836671996
sr2-ranks	ddX-ranks	0.7357561478499123	-0.06666666666666665	0.640428787412791	-0.09923076923076923	0.6369836836671996
sr2-ranks	dr0-ranks	0.8565213690272111	0.7933333333333331	2.721302971890989e-08	0.9207692307692308	7.020721162428648e-11
sr2-ranks	dr2-ranks	0.7687408068207686	-0.25333333333333324	0.07590158707836372	-0.2646153846153846	0.20115369650871265
sr2-ranks	drX-ranks	0.7687408068207686	-0.25333333333333324	0.07590158707836372	-0.2646153846153846	0.20115369650871265
srX-ranks	dd0-ranks	0.8148293376971574	0.6533333333333332	4.7039987802868795e-06	0.8261538461538462	3.64009155957771e-07
srX-ranks	dd2-ranks	0.7357561478499123	-0.06666666666666665	0.640428787412791	-0.09923076923076923	0.6369836836671996
srX-ranks	ddX-ranks	0.7357561478499123	-0.06666666666666665	0.640428787412791	-0.09923076923076923	0.6369836836671996
srX-ranks	dr0-ranks	0.8565213690272111	0.7933333333333331	2.721302971890989e-08	0.9207692307692308	7.020721162428648e-11
srX-ranks	dr2-ranks	0.7687408068207686	-0.25333333333333324	0.07590158707836372	-0.2646153846153846	0.20115369650871265
srX-ranks	drX-ranks	0.7687408068207686	-0.25333333333333324	0.07590158707836372	-0.2646153846153846	0.20115369650871265
dd0-ranks	dd2-ranks	0.783854673644619	0.18666666666666662	0.19091461585636116	0.26615384615384613	0.19844887309568143
dd0-ranks	ddX-ranks	0.783854673644619	0.18666666666666662	0.19091461585636116	0.26615384615384613	0.19844887309568143
dd0-ranks	dr0-ranks	0.851828411129106	0.8333333333333331	5.2596418159685724e-09	0.9523076923076922	2.3948235644928954e-13
dd0-ranks	dr2-ranks	0.747538067945624	0.09333333333333331	0.5131510335318282	0.19384615384615386	0.35316974326493866
dd0-ranks	drX-ranks	0.747538067945624	0.09333333333333331	0.5131510335318282	0.19384615384615386	0.35316974326493866
dd2-ranks	ddX-ranks	1.0	0.9999999999999998	2.44370149805819e-12	1.0	0.0
dd2-ranks	dr0-ranks	0.7731320452447759	0.05999999999999999	0.6742009885943653	0.10384615384615385	0.6213151863171391
dd2-ranks	dr2-ranks	0.901598988143309	0.5599999999999998	8.722296860974227e-05	0.7523076923076923	1.4420529590621071e-05
dd2-ranks	drX-ranks	0.901598988143309	0.5599999999999998	8.722296860974227e-05	0.7523076923076923	1.4420529590621071e-05
ddX-ranks	dr0-ranks	0.7731320452447759	0.05999999999999999	0.6742009885943653	0.10384615384615385	0.6213151863171391
ddX-ranks	dr2-ranks	0.901598988143309	0.5599999999999998	8.722296860974227e-05	0.7523076923076923	1.4420529590621071e-05
ddX-ranks	drX-ranks	0.901598988143309	0.5599999999999998	8.722296860974227e-05	0.7523076923076923	1.4420529590621071e-05
dr0-ranks	dr2-ranks	0.760965513616495	-0.046666666666666655	0.743690911122529	0.015384615384615384	0.941814892951957
dr0-ranks	drX-ranks	0.760965513616495	-0.046666666666666655	0.743690911122529	0.015384615384615384	0.941814892951957
dr2-ranks	drX-ranks	1.0	0.9999999999999998	2.44370149805819e-12	1.0	0.0
