	sd0	sd2	sr0	sr2	dd0	dd2	dr0	dr2
sd0	1	0.2	0.422222222222	0.466666666667	0.0222222222222	-0.644444444444	0.2	-0.511111111111
sd2	0.2	1	-0.111111111111	0.466666666667	0.822222222222	0.155555555556	0.822222222222	0.2
sr0	0.422222222222	-0.111111111111	1	0.422222222222	-0.2	-0.422222222222	-0.0222222222222	-0.911111111111
sr2	0.466666666667	0.466666666667	0.422222222222	1	0.288888888889	-0.2	0.555555555556	-0.333333333333
dd0	0.0222222222222	0.822222222222	-0.2	0.288888888889	1	0.333333333333	0.644444444444	0.288888888889
dd2	-0.644444444444	0.155555555556	-0.422222222222	-0.2	0.333333333333	1	0.0666666666667	0.511111111111
dr0	0.2	0.822222222222	-0.0222222222222	0.555555555556	0.644444444444	0.0666666666667	1	0.111111111111
dr2	-0.511111111111	0.2	-0.911111111111	-0.333333333333	0.288888888889	0.511111111111	0.111111111111	1
