	sd0	sd2	sdX	sr0	sr2	srX	dd0	dd2	ddX	dr0	dr2	drX
sd0	0	0.04458729057285552	0.04458729057285552	3.7589504930249945e-06	0.0012686191838068	0.0012686191838068	0.483522059868049	1.0099038032020193e-07	1.0099038032020193e-07	0.12321267577886393	0.0012686191838068	0.0012686191838068
sd2	0.04458729057285552	0	2.4437014980581897e-12	0.454846895367632	3.5523785254248634e-08	3.5523785254248634e-08	1.2078657846217212e-08	0.3748157954646005	0.3748157954646005	6.953982858506173e-09	0.3041292684025675	0.3041292684025675
sdX	0.04458729057285552	2.4437014980581897e-12	0	0.454846895367632	3.5523785254248634e-08	3.5523785254248634e-08	1.2078657846217212e-08	0.3748157954646005	0.3748157954646005	6.953982858506173e-09	0.3041292684025675	0.3041292684025675
sr0	3.7589504930249945e-06	0.454846895367632	0.454846895367632	0	0.0398560984772541	0.0398560984772541	0.5751253201089747	1.5868175014478622e-08	1.5868175014478622e-08	0.7086427839278765	1.6812829542831766e-07	1.6812829542831766e-07
sr2	0.0012686191838068	3.5523785254248634e-08	3.5523785254248634e-08	0.0398560984772541	0	2.4437014980581897e-12	1.1296864633703446e-05	0.035557905699920955	0.035557905699920955	1.0099038032020193e-07	0.7792783284771574	0.7792783284771574
srX	0.0012686191838068	3.5523785254248634e-08	3.5523785254248634e-08	0.0398560984772541	2.4437014980581897e-12	0	1.1296864633703446e-05	0.035557905699920955	0.035557905699920955	1.0099038032020193e-07	0.7792783284771574	0.7792783284771574
dd0	0.483522059868049	1.2078657846217212e-08	1.2078657846217212e-08	0.5751253201089747	1.1296864633703446e-05	1.1296864633703446e-05	0	0.6742009885943653	0.6742009885943653	1.2609755789283626e-09	0.01951748118217773	0.01951748118217773
dd2	1.0099038032020193e-07	0.3748157954646005	0.3748157954646005	1.5868175014478622e-08	0.035557905699920955	0.035557905699920955	0.6742009885943653	0	2.4437014980581897e-12	0.6742009885943653	5.874298729772541e-06	5.874298729772541e-06
ddX	1.0099038032020193e-07	0.3748157954646005	0.3748157954646005	1.5868175014478622e-08	0.035557905699920955	0.035557905699920955	0.6742009885943653	2.4437014980581897e-12	0	0.6742009885943653	5.874298729772541e-06	5.874298729772541e-06
dr0	0.12321267577886393	6.953982858506173e-09	6.953982858506173e-09	0.7086427839278765	1.0099038032020193e-07	1.0099038032020193e-07	1.2609755789283626e-09	0.6742009885943653	0.6742009885943653	0	0.16112494928905174	0.16112494928905174
dr2	0.0012686191838068	0.3041292684025675	0.3041292684025675	1.6812829542831766e-07	0.7792783284771574	0.7792783284771574	0.01951748118217773	5.874298729772541e-06	5.874298729772541e-06	0.16112494928905174	0	2.4437014980581897e-12
drX	0.0012686191838068	0.3041292684025675	0.3041292684025675	1.6812829542831766e-07	0.7792783284771574	0.7792783284771574	0.01951748118217773	5.874298729772541e-06	5.874298729772541e-06	0.16112494928905174	2.4437014980581897e-12	0
