	sd0	sd2	sr0	sr2	dd0	dd2	dr0	dr2
sd0	0	0.420828640535	0.0892416459942	0.0603405329156	0.928730074565	0.00949109605344	0.420828640535	0.0396686704631
sd2	0.420828640535	0	0.654720846019	0.0603405329156	0.00093502635264	0.531249985995	0.00093502635264	0.420828640535
sr0	0.0892416459942	0.654720846019	0	0.0892416459942	0.420828640535	0.0892416459942	0.928730074565	0.000245267507411
sr2	0.0603405329156	0.0603405329156	0.0892416459942	0	0.244928778236	0.420828640535	0.0253473186775	0.179712494879
dd0	0.928730074565	0.00093502635264	0.420828640535	0.244928778236	0	0.179712494879	0.00949109605344	0.244928778236
dd2	0.00949109605344	0.531249985995	0.0892416459942	0.420828640535	0.179712494879	0	0.788446734264	0.0396686704631
dr0	0.420828640535	0.00093502635264	0.928730074565	0.0253473186775	0.00949109605344	0.788446734264	0	0.654720846019
dr2	0.0396686704631	0.420828640535	0.000245267507411	0.179712494879	0.244928778236	0.0396686704631	0.654720846019	0
