	sd0	sd2	sr0	sr2	dd0	dd2	dr0	dr2
sd0	0	0.384841230261	0.0815528147726	0.066688	0.960240418129	0.00381492008255	0.328226511471	0.04791172613
sd2	0.384841230261	0	0.676065175998	0.0738777068887	0.000112034506394	0.579584	0.000112034506394	0.556305775103
sr0	0.0815528147726	0.676065175998	0	0.04791172613	0.346593507087	0.0599721424773	0.828717394697	1.4675461874e-06
sr2	0.066688	0.0738777068887	0.04791172613	0	0.293050075293	0.488776304519	0.0330412225454	0.107593187782
dd0	0.960240418129	0.000112034506394	0.346593507087	0.293050075293	0	0.186904810349	0.00922195272222	0.259997766835
dd2	0.00381492008255	0.579584	0.0599721424773	0.488776304519	0.186904810349	0	0.828717394697	0.0185731550895
dr0	0.328226511471	0.000112034506394	0.828717394697	0.0330412225454	0.00922195272222	0.828717394697	0	0.676065175998
dr2	0.04791172613	0.556305775103	1.4675461874e-06	0.107593187782	0.259997766835	0.0185731550895	0.676065175998	0
