	sd0	sd2	sdX	sr0	sr2	srX	dd0	dd2	ddX	dr0	dr2	drX
sd0	1	0.2866666666666666	0.2866666666666666	0.6599999999999998	0.4599999999999999	0.4599999999999999	0.09999999999999998	-0.7599999999999999	-0.7599999999999999	0.22	-0.4599999999999999	-0.4599999999999999
sd2	0.2866666666666666	1	0.9999999999999998	0.10666666666666663	0.7866666666666665	0.7866666666666665	0.8133333333333331	-0.12666666666666662	-0.12666666666666662	0.8266666666666665	0.14666666666666664	0.14666666666666664
sdX	0.2866666666666666	0.9999999999999998	1	0.10666666666666663	0.7866666666666665	0.7866666666666665	0.8133333333333331	-0.12666666666666662	-0.12666666666666662	0.8266666666666665	0.14666666666666664	0.14666666666666664
sr0	0.6599999999999998	0.10666666666666663	0.10666666666666663	1	0.2933333333333333	0.2933333333333333	-0.07999999999999997	-0.8066666666666665	-0.8066666666666665	0.053333333333333316	-0.7466666666666665	-0.7466666666666665
sr2	0.4599999999999999	0.7866666666666665	0.7866666666666665	0.2933333333333333	1	0.9999999999999998	0.6266666666666666	-0.29999999999999993	-0.29999999999999993	0.7599999999999999	-0.03999999999999999	-0.03999999999999999
srX	0.4599999999999999	0.7866666666666665	0.7866666666666665	0.2933333333333333	0.9999999999999998	1	0.6266666666666666	-0.29999999999999993	-0.29999999999999993	0.7599999999999999	-0.03999999999999999	-0.03999999999999999
dd0	0.09999999999999998	0.8133333333333331	0.8133333333333331	-0.07999999999999997	0.6266666666666666	0.6266666666666666	1	0.05999999999999999	0.05999999999999999	0.8666666666666665	0.3333333333333333	0.3333333333333333
dd2	-0.7599999999999999	-0.12666666666666662	-0.12666666666666662	-0.8066666666666665	-0.29999999999999993	-0.29999999999999993	0.05999999999999999	1	0.9999999999999998	-0.05999999999999999	0.6466666666666666	0.6466666666666666
ddX	-0.7599999999999999	-0.12666666666666662	-0.12666666666666662	-0.8066666666666665	-0.29999999999999993	-0.29999999999999993	0.05999999999999999	0.9999999999999998	1	-0.05999999999999999	0.6466666666666666	0.6466666666666666
dr0	0.22	0.8266666666666665	0.8266666666666665	0.053333333333333316	0.7599999999999999	0.7599999999999999	0.8666666666666665	-0.05999999999999999	-0.05999999999999999	1	0.2	0.2
dr2	-0.4599999999999999	0.14666666666666664	0.14666666666666664	-0.7466666666666665	-0.03999999999999999	-0.03999999999999999	0.3333333333333333	0.6466666666666666	0.6466666666666666	0.2	1	0.9999999999999998
drX	-0.4599999999999999	0.14666666666666664	0.14666666666666664	-0.7466666666666665	-0.03999999999999999	-0.03999999999999999	0.3333333333333333	0.6466666666666666	0.6466666666666666	0.2	0.9999999999999998	1
