	sd0	sd2	sr0	sr2	dd0	dd2	dr0	dr2
sd0	1	0.309090909091	0.575757575758	0.6	0.0181818181818	-0.818181818182	0.345454545455	-0.636363636364
sd2	0.309090909091	1	-0.151515151515	0.587878787879	0.927272727273	0.2	0.927272727273	0.212121212121
sr0	0.575757575758	-0.151515151515	1	0.636363636364	-0.333333333333	-0.612121212121	-0.0787878787879	-0.975757575758
sr2	0.6	0.587878787879	0.636363636364	1	0.369696969697	-0.248484848485	0.672727272727	-0.539393939394
dd0	0.0181818181818	0.927272727273	-0.333333333333	0.369696969697	1	0.454545454545	0.769696969697	0.393939393939
dd2	-0.818181818182	0.2	-0.612121212121	-0.248484848485	0.454545454545	1	0.0787878787879	0.721212121212
dr0	0.345454545455	0.927272727273	-0.0787878787879	0.672727272727	0.769696969697	0.0787878787879	1	0.151515151515
dr2	-0.636363636364	0.212121212121	-0.975757575758	-0.539393939394	0.393939393939	0.721212121212	0.151515151515	1
