Dorante	Ga	DORER
n'	Rp	NE
écrivais	Vvc	ÉCRIRE
tantôt	Rg	TANTÔT
qu'	Cs	QUE
à	S	À
dessein	Nc	DESSEIN
de	S	DE
lui	Pp	IL
plaire	Vvn	PLAIRE
;	Fw	;
Mais	Vvc	Mais
,	Fw	,
Lyse	Vvc	Lyse
,	Fw	,
maintenant	Rg	MAINTENANT
j'	Pp	JE
ai	Vuc	AVOIR
pitié	Nc	PITIÉ
de	S	DE
l'	Da	LE
ennui	Nc	ENNUI
D'	Nc	D'
un	Dn	UN
homme	Nc	HOMME
si	Rg	SI
bien	Rg	BIEN
fait	Ge	FAIRE
qui	Pr	QUI
souffre	Vvc	SOUFFRIR
pour	S	POUR
autrui	Pi	AUTRUI
;	Fw	;
Et	Vvc	Et
par	S	PAR
quelques	Di	QUELQUE
motifs	Nc	MOTIF
que	Pr	QUE
je	Pp	JE
vienne	Vvc	VENIR
d'	S	DE
écrire	Vvn	ÉCRIRE
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
de	S	DE
mon	Ds	MON
honneur	Nc	HONNEUR
de	S	DE
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
pas	Rg	PAS
dédire	Vvn	DÉDIRE
.	Fs	.
La	Da	LE
lettre	Nc	LETTRE|LETTRÉ
est	Vuc	ÊTRE
de	S	DE
ma	Ds	MON
main	Nc	MAIN
,	Fw	,
elle	Pp	IL
parle	Vvc	PARLER
d'	S	DE
amour	Nc	AMOUR
:	Fw	:
S'	Cs	SI
il	Pp	IL
ne	Rp	NE
sait	Vvc	SAVOIR
qui	Pt	QUI
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
il	Pp	IL
peut	Vvc	POUVOIR
l'	Pp	IL
apprendre	Vvn	APPRENDRE
un	Dn	UN
jour	Nc	JOUR
.	Fs	.
Un	Dn	UN
tel	Ag	TEL
gage	Nc	GAGE
m'	Pp	JE
oblige	Vvc	OBLIGER
à	S	À
lui	Pp	IL
tenir	Vvn	TENIR
parole	Nc	PAROLE
:	Fw	:
Ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
met	Vvc	METTRE
par	S	PAR
écrit	Nc	ÉCRIT
passe	Vvc	PASSER
une	Dn	UN
amour	Nc	AMOUR
frivole	Ag	FRIVOLE
.	Fs	.
Puisqu'il	Nc	Puisqu'il
a	Vuc	AVOIR
du	Dp	DU
mérite	Nc	MÉRITE
,	Fw	,
on	Pp	ON
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
peut	Vvc	POUVOIR
blâmer	Vvn	BLÂMER
;	Fw	;
Et	Vvc	Et
je	Pp	JE
lui	Pp	IL
dois	Vvc	DEVOIR
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
s'	Pp	SE
il	Pp	IL
daigne	Vvc	DAIGNER
l'	Pp	IL
estimer	Vvn	ESTIMER
.	Fs	.
Je	Pp	JE
m'	Pp	JE
en	Pp	EN
forme	Vvc	FORMER
en	S	EN
idée	Nc	IDÉE
une	Dn	UN
image	Nc	IMAGE
si	Rg	SI
rare	Ag	RARE
,	Fw	,
Qu'	Vvc	Qu'
elle	Pp	IL
pourrait	Vvc	POUVOIR
gagner	Vvn	GAGNER
l'	Da	LE
âme	Nc	ÂME
la	Da	LE
plus	Rg	PLUS
barbare	Ag	BARBARE
;	Fw	;
L'	Vvc	L'
amour	Nc	AMOUR
en	Pp	EN
est	Vuc	ÊTRE
le	Da	LE
peintre	Nc	PEINTRE
,	Fw	,
et	Cc	ET
ton	Ds	TON
rapport	Nc	RAPPORT
flatteur	Ag	FLATTEUR
En	Vvc	En
fournit	Vvc	FOURNIR
les	Da	LE
couleurs	Nc	COULEUR
à	S	À
ce	Dd	CE
doux	Ag	DOUX
enchanteur	Nc	ENCHANTEUR
.	Fs	.
Tout	Rg	TOUT
comme	Cs	COMME
vous	Pp	VOUS
l'	Pp	IL
aimez	Vvc	AIMER
vous	Pp	VOUS
verrez	Vvc	VOIR
qu'	Cs	QUE
il	Pp	IL
vous	Pp	VOUS
aime	Vvc	AIMER
.	Fs	.
Si	Cs	SI
vous	Pp	VOUS
vous	Pp	VOUS
engagez	Vvc	ENGAGER
,	Fw	,
il	Pp	IL
s'	Pp	SE
engage	Vvc	ENGAGER
de	S	DE
même	Pi	MÊME
,	Fw	,
Et	Vvc	Et
se	Pp	IL
forme	Vvc	FORMER
de	S	DE
vous	Pp	VOUS
un	Dn	UN
tableau	Nc	TABLEAU
si	Rg	SI
parfait	Ag	PARFAIT
,	Fw	,
Que	Vvc	Que
c'	Pd	CE
est	Vuc	ÊTRE
lettre	Nc	LETTRE|LETTRÉ
pour	S	POUR
lettre	Nc	LETTRE|LETTRÉ
et	Cc	ET
portrait	Nc	PORTRAIT
pour	S	POUR
portrait	Nc	PORTRAIT
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
votre	Ds	VOTRE
amour	Nc	AMOUR
plaisamment	Rg	PLAISAMMENT
s'	Pp	SE
entretienne	Vvc	ENTRETENIR
:	Fw	:
Il	Pp	IL
sera	Vuc	ÊTRE
votre	Ds	VOTRE
idée	Nc	IDÉE
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
serez	Vuc	ÊTRE
la	Da	LE
sienne	Ps	SIEN
.	Fs	.
L'	Da	LE
alliance	Nc	ALLIANCE
est	Vuc	ÊTRE
mignarde	Ag	MIGNARD
,	Fw	,
et	Cc	ET
cette	Dd	CE
nouveauté	Nc	NOUVEAUTÉ
,	Fw	,
Surtout	Vvc	Surtout
dans	S	DANS
une	Dn	UN
lettre	Nc	LETTRE|LETTRÉ
,	Fw	,
aura	Vuc	AVOIR
grande	Ag	GRAND
beauté	Nc	BEAUTÉ
,	Fw	,
Quand	Nc	Quand
vous	Pp	VOUS
y	Pp	Y
souscrirez	Vvc	SOUSCRIRE
pour	S	POUR
Dorante	Ga	DORER
ou	Cc	OU
Mélisse	Vvc	Mélisse
:	Fw	:
""""	Fw	""""
Votre	Ds	VOTRE
très	Rg	TRÈS
humble	Ag	HUMBLE
idée	Nc	IDÉE
à	S	À
vous	Pp	VOUS
rendre	Vvn	RENDRE
service	Nc	SERVICE
.	Fs	.
""""	Fw	""""
Vous	Pp	VOUS
vous	Pp	VOUS
moquez	Vvc	MOQUER
,	Fw	,
madame	Nc	MADAME
;	Fw	;
et	Cc	ET
loin	Rg	LOIN
d'	S	DE
y	Pp	Y
consentir	Vvn	CONSENTIR
,	Fw	,
Vous	Nc	Vous
n'	Rp	NE
en	Pp	EN
parlez	Vvc	PARLER
ainsi	Rg	AINSI
que	Cs	QUE
pour	S	POUR
vous	Pp	VOUS
divertir	Vvn	DIVERTIR
.	Fs	.
Je	Pp	JE
ne	Rp	NE
me	Pp	JE
moque	Vvc	MOQUER
point	Rg	POINT
.	Fs	.
Et	Cc	ET
que	Pr	QUE
fera	Vvc	FAIRE|FERRER
,	Fw	,
madame	Nc	MADAME
,	Fw	,
Cet	Vvc	Cet
autre	Ag	AUTRE
cavalier	Nc	CAVALIER
dont	Pr	DONT
vous	Pp	VOUS
possédez	Vvc	POSSÉDER
l'	Da	LE
âme	Nc	ÂME
,	Fw	,
Votre	Nc	Votre
amant	Nc	AMANT
?	Fs	?
Qui	Pt	QUI
?	Fs	?
Philiste	Nc	Philiste
.	Fs	.
Ah	I	AH
!	Fs	!
Ne	Rp	NE
présume	Vvc	PRÉSUMER
pas	Rg	PAS
Que	Vvc	Que
son	Ds	SON
coeur	Nc	CUR
soit	Vuc	ÊTRE
sensible	Ag	SENSIBLE
au	S+Da	À+LE
peu	Rg	PEU
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
d'	S	DE
appas	Nc	APPAS
:	Fw	:
Il	Pp	IL
fait	Vvc	FAIRE
mine	Nc	MINE
d'	S	DE
aimer	Vvn	AIMER
,	Fw	,
mais	Cc	MAIS
sa	Ds	SON
galanterie	Nc	GALANTERIE
N'	Ag	N'
est	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
amusement	Nc	AMUSEMENT
et	Cc	ET
qu'	Cs	QUE
une	Dn	UN
raillerie	Nc	RAILLERIE
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
riche	Ag	RICHE
,	Fw	,
et	Cc	ET
parent	Nc	PARENT
des	S+Da	DE+LE|DE+LES
premiers	Nc	PREMIER
de	S	DE
Lyon	Nc	Lyon
.	Fs	.
Et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
ce	Pd	CE
qui	Pr	QUI
le	Da	LE
porte	Nc	PORTE|PORTÉ
à	S	À
plus	Rg	PLUS
d'	S	DE
ambition	Nc	AMBITION
.	Fs	.
S'	Cs	SI
il	Pp	IL
me	Pp	JE
voit	Vvc	VOIR
quelquefois	Rg	QUELQUEFOIS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
comme	Cs	COMME
par	S	PAR
surprise	Nc	SURPRISE
;	Fw	;
Dans	Vvc	Dans
ses	Ds	SON
civilités	Nc	CIVILITÉ
on	Pp	ON
dirait	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
méprise	Vvc	MÉPRISER
,	Fw	,
Qu'	Vvc	Qu'
un	Dn	UN
seul	Ag	SEUL
mot	Nc	MOT
de	S	DE
sa	Ds	SON
bouche	Nc	BOUCHE
est	Vuc	ÊTRE
un	Dn	UN
rare	Ag	RARE
bonheur	Nc	BONHEUR
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
un	Pi	UN
de	S	DE
ses	Ds	SON
regards	Nc	REGARD
est	Vuc	ÊTRE
un	Dn	UN
excès	Nc	EXCÈS
d'	S	DE
honneur	Nc	HONNEUR
.	Fs	.
L'	Da	LE
amour	Nc	AMOUR
même	Ag	MÊME
d'	S	DE
un	Dn	UN
roi	Nc	ROI
me	Pp	JE
serait	Vuc	ÊTRE
importune	Ag	IMPORTUN
,	Fw	,
S'	Vvc	S'
il	Pp	IL
fallait	Vvc	FALLOIR
la	Pp	IL
tenir	Vvn	TENIR
à	S	À
si	Rg	SI
haute	Ag	HAUT
fortune	Nc	FORTUNE
.	Fs	.
La	Da	LE
sienne	Ps	SIEN
est	Vuc	ÊTRE
un	Dn	UN
trésor	Nc	TRÉSOR
qu'	Pr	QUE
il	Pp	IL
fait	Vvc	FAIRE
bien	Rg	BIEN
d'	S	DE
épargner	Vvn	ÉPARGNER
:	Fw	:
L'	Da	LE
avantage	Nc	AVANTAGE
est	Vuc	ÊTRE
trop	Rg	TROP
grand	Ag	GRAND
,	Fw	,
j'	Pp	JE
y	Pp	Y
pourrais	Vvc	POUVOIR
trop	Rg	TROP
gagner	Vvn	GAGNER
.	Fs	.
Il	Pp	IL
n'	Rp	NE
entre	Vvc	ENTRER
point	Rg	POINT
chez	S	CHEZ
nous	Pp	NOUS
;	Fw	;
et	Cc	ET
quand	Cs	QUAND
il	Pp	IL
me	Pp	JE
rencontre	Vvc	RENCONTRER
,	Fw	,
Il	Vvc	Il
semble	Vvc	SEMBLER
qu'	Cs	QUE
avec	S	AVEC
peine	Nc	PEINE
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
il	Pp	IL
se	Pp	IL
montre	Vvc	MONTRER
,	Fw	,
Et	Vvc	Et
prend	Vvc	PRENDRE
l'	Da	LE
occasion	Nc	OCCASION
avec	S	AVEC
une	Dn	UN
froideur	Nc	FROIDEUR
Qui	Ag	Qui
craint	Vvc	CRAINDRE
en	S	EN
me	Pp	JE
parlant	Ga	PARLER
d'	S	DE
abaisser	Vvn	ABAISSER
sa	Ds	SON
grandeur	Nc	GRANDEUR
.	Fs	.
Peut-être	Rg	Peut-être
il	Pp	IL
est	Vuc	ÊTRE
timide	Ag	TIMIDE
et	Cc	ET
n'	Rp	NE
ose	Vvc	OSER
davantage	Rg	DAVANTAGE
.	Fs	.
S'	Pp	SE
il	Pp	IL
craint	Vvc	CRAINDRE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
trop	Rg	TROP
avant	S	AVANT
ne	Rp	NE
l'	Pp	IL
engage	Vvc	ENGAGER
.	Fs	.
Il	Pp	IL
voit	Vvc	VOIR
souvent	Rg	SOUVENT
mon	Ds	MON
frère	Nc	FRÈRE
,	Fw	,
et	Cc	ET
ne	Rp	NE
parle	Vvc	PARLER
de	S	DE
rien	Pi	RIEN
.	Fs	.
Mais	Cc	MAIS
vous	Pp	VOUS
le	Pp	IL
recevez	Vvc	RECEVOIR
,	Fw	,
ce	Pd	CE
me	Pp	JE
semble	Vvc	SEMBLER
,	Fw	,
assez	Rg	ASSEZ
bien	Rg	BIEN
?	Fs	?
Comme	Cs	COMME
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
pas	Rg	PAS
en	S	EN
amour	Nc	AMOUR
des	S+Da	DE+LE|DE+LES
plus	Rg	PLUS
fines	Ag	FIN
,	Fw	,
Faute	Vvc	FAUTER
d'	S	DE
autre	Pi	AUTRE
j'	Pp	JE
en	Pp	EN
souffre	Vvc	SOUFFRIR
,	Fw	,
et	Cc	ET
je	Pp	JE
lui	Pp	IL
rends	Vvc	RENDRE
ses	Ds	SON
mines	Nc	MINE
;	Fw	;
Mais	Vvc	Mais
je	Pp	JE
commence	Vvc	COMMENCER
à	S	À
voir	Vvn	VOIR
que	Cs	QUE
de	Dn	UN
tels	Ag	TEL
cajoleurs	Nc	CAJOLEUR
Ne	Ag	Ne
font	Vvc	FAIRE
qu'	Rg	QUE
effaroucher	Vvn	EFFAROUCHER
les	Da	LE
partis	Nc	PARTI
les	Da	LE
meilleurs	Ag	MEILLEUR
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
dois	Vvc	DEVOIR
plus	Rg	PLUS
souffrir	Vvn	SOUFFRIR
qu'	Cs	QUE
avec	S	AVEC
cette	Dd	CE
grimace	Nc	GRIMACE
D'	Nc	D'
un	Dn	UN
véritable	Ag	VÉRITABLE
amant	Nc	AMANT
il	Pp	IL
occupe	Vvc	OCCUPER
la	Da	LE
place	Nc	PLACE|PLACÉ
.	Fs	.
Je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
vu	Ge	VOIR
pour	S	POUR
vous	Pp	VOUS
voir	Vvn	VOIR
faire	Vvn	FAIRE
beaucoup	Rg	BEAUCOUP
de	S	DE
tours	Nc	TOUR|TOURD
.	Fs	.
Qui	Pr	QUI
l'	Pp	IL
empêche	Vvc	EMPÊCHER
d'	S	DE
entrer	Vvn	ENTRER
,	Fw	,
et	Cc	ET
me	Pp	JE
voir	Vvn	VOIR
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
?	Fs	?
Cette	Dd	CE
façon	Nc	FAÇON
d'	S	DE
agir	Vvn	AGIR
est-elle	Ag	est-elle
plus	Rg	PLUS
polie	Ge	POLIR
?	Fs	?
Croit-il	Vvc	Croit-il
...	Fs	...
Les	Vvc	Les
amoureux	Ag	AMOUREUX
ont	Vuc	AVOIR
chacun	Pi	CHACUN
leur	Ds	LEUR
folie	Nc	FOLIE
:	Fw	:
La	Da	LE
sienne	Ps	SIEN
est	Vuc	ÊTRE
de	S	DE
vous	Pp	VOUS
voir	Vvn	VOIR
avec	S	AVEC
tant	Rg	TANT
de	S	DE
respect	Nc	RESPECT
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
passe	Vvc	PASSER
pour	S	POUR
superbe	Nc	SUPERBE
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
devient	Vvc	DEVENIR|DÉVIER
suspect	Ag	SUSPECT
;	Fw	;
Et	Vvc	Et
la	Da	LE
vôtre	As#Ps	VÔTRE
,	Fw	,
un	Dn	UN
dégoût	Nc	DÉGOÛT
de	S	DE
cette	Dd	CE
retenue	Nc	RETENUE
,	Fw	,
Qui	Vvc	Qui
vous	Pp	VOUS
fait	Vvc	FAIRE
mépriser	Vvn	MÉPRISER
la	Da	LE
personne	Pi	PERSONNE
connue	Ge	CONNAÎTRE
,	Fw	,
Pour	Nc	POUR
donner	Vvn	DONNER
votre	Ds	VOTRE
estime	Nc	ESTIME
,	Fw	,
et	Cc	ET
chercher	Vvn	CHERCHER
avec	S	AVEC
soin	Nc	SOIN
L'	Vvc	L'
amour	Nc	AMOUR
d'	S	DE
un	Dn	UN
inconnu	Nc	INCONNU
,	Fw	,
parce	Vvc	parce
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
de	S	DE
loin	Rg	LOIN
.	Fs	.
Envers	S	ENVERS
ce	Dd	CE
prisonnier	Nc	PRISONNIER
as	Vuc	AVOIR
-tu	Ge	-tu
fait	Ge	FAIRE
cette	Dd	CE
feinte	Nc	FEINTE
,	Fw	,
Ma	Vvc	Ma
soeur	Nc	SUR
?	Fs	?
Sans	S	SANS
me	Pp	JE
connaître	Vvn	CONNAÎTRE
,	Fw	,
il	Pp	IL
me	Pp	JE
croit	Vvc	CROIRE|CROÎTRE
l'	Da	LE
âme	Nc	ÂME
atteinte	Ge	ATTEINDRE
,	Fw	,
Que	Vvc	Que
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
vu	Ge	VOIR
conduire	Vvn	CONDUIRE
en	S	EN
ce	Dd	CE
triste	Ag	TRISTE
séjour	Nc	SÉJOUR
,	Fw	,
Que	Vvc	Que
ma	Ds	MON
lettre	Nc	LETTRE|LETTRÉ
et	Cc	ET
l'	Da	LE
argent	Nc	ARGENT
sont	Vuc	ÊTRE
des	Dn	UN
effets	Nc	EFFET
d'	S	DE
amour	Nc	AMOUR
;	Fw	;
Et	Vvc	Et
Lyse	Vvc	Lyse
,	Fw	,
qui	Pr	QUI
l'	Pp	IL
a	Vuc	AVOIR
vu	Ge	VOIR
,	Fw	,
m'	Pp	JE
en	Pp	EN
dit	Vvc	DIRE
tant	Rg	TANT
de	S	DE
merveilles	Nc	MERVEILLE
,	Fw	,
Qu'	Vvc	Qu'
elle	Pp	IL
fait	Vvc	FAIRE
presque	Rg	PRESQUE
entrer	Vvn	ENTRER
l'	Da	LE
amour	Nc	AMOUR
par	S	PAR
les	Da	LE
oreilles	Nc	OREILLE
.	Fs	.
Ah	I	AH
!	Fs	!
Si	Cs	SI
tu	Pp	TU
savais	Vvc	SAVOIR
tout	Pi	TOUT
!	Fs	!
Elle	Pp	IL
ne	Rp	NE
laisse	Vvc	LAISSER
rien	Pi	RIEN
;	Fw	;
Elle	Vvc	Elle
en	Pp	EN
vante	Vvc	VANTER
l'	Da	LE
esprit	Nc	ESPRIT
,	Fw	,
la	Da	LE
taille	Nc	TAILLE
,	Fw	,
le	Da	LE
maintien	Nc	MAINTIEN
,	Fw	,
Le	Vvc	Le
visage	Nc	VISAGE
attrayant	Ag	ATTRAYANT
et	Cc	ET
la	Da	LE
façon	Nc	FAÇON
modeste	Ag	MODESTE
.	Fs	.
Ah	I	AH
!	Fs	!
Que	Cs	QUE
c'	Pd	CE
est	Vuc	ÊTRE
peu	Rg	PEU
de	S	DE
chose	Nc	CHOSE
au	S+Da	À+LE
prix	Nc	PRIX
de	S	DE
ce	Pd	CE
qui	Pr	QUI
reste	Vvc	RESTER
!	Fs	!
Que	Pt	QUE
reste-t-il	Vvc	reste-t-il
à	S	À
dire	Vvn	DIRE
?	Fs	?
Un	Dn	UN
courage	Nc	COURAGE
invaincu	Ag	INVAINCU
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
le	Da	LE
plus	Rg	PLUS
généreux	Ag	GÉNÉREUX
qui	Pr	QUI
jamais	Rg	JAMAIS
ait	Vuc	AVOIR
vécu	Ge	VIVRE
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
le	Da	LE
coeur	Nc	CUR
le	Da	LE
plus	Rg	PLUS
noble	Ag	NOBLE
,	Fw	,
et	Cc	ET
l'	Da	LE
âme	Nc	ÂME
la	Da	LE
plus	Rg	PLUS
haute	Ag	HAUT
...	Fs	...
Quoi	Vvc	Quoi
?	Fs	?
Vous	Pp	VOUS
voulez	Vvc	VOULOIR
,	Fw	,
mon	Ds	MON
frère	Nc	FRÈRE
,	Fw	,
ajouter	Vvn	AJOUTER
à	S	À
sa	Ds	SON
faute	Nc	FAUTE
,	Fw	,
Percer	Nc	PERCER
avec	S	AVEC
ces	Dd	CE
traits	Nc	TRAIT|TRAITS
un	Dn	UN
coeur	Nc	CUR
qu'	Pr	QUE
il	Pp	IL
a	Vuc	AVOIR
blessé	Ge	BLESSER
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
-même	Vvc	-même
achever	Vvn	ACHEVER
ce	Pd	CE
qu'	Pr	QUE
elle	Pp	IL
a	Vuc	AVOIR
commencé	Ge	COMMENCER
?	Fs	?
Ma	Ds	MON
soeur	Nc	SUR
,	Fw	,
à	S	À
peine	Nc	PEINE
sais	Vvc	SAVOIR
-je	Vvn	-je
encore	Rg	ENCORE
comme	Cs	COMME
il	Pp	IL
se	Pp	IL
nomme	Vvc	NOMMER
,	Fw	,
Et	Vvc	Et
je	Pp	JE
sais	Vvc	SAVOIR
qu'	Cs	QUE
on	Pp	ON
n'	Rp	NE
a	Vuc	AVOIR
vu	Ge	VOIR
jamais	Rg	JAMAIS
plus	Rg	PLUS
honnête	Ag	HONNÊTE
homme	Nc	HOMME
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
ton	Ds	TON
frère	Nc	FRÈRE
enfin	Rg	ENFIN
périrait	Vvc	PÉRIR
aujourd'hui	Rg	AUJOURD'HUI
,	Fw	,
Si	Vvc	Si
nous	Pp	NOUS
avions	Vuc	AVOIR
affaire	Nc	AFFAIRE|AFFAIRÉ
à	S	À
tout	Rg	TOUT
autre	Ag	AUTRE
qu'	Cs	QUE
à	S	À
lui	Pp	IL
.	Fs	.
Quoique	Cs	QUOIQUE
notre	Ds	NOTRE
partie	Nc	PARTIE
aie	Vuc	AVOIR
été	Ge	ÊTRE
si	Rg	SI
secrète	Ag	SECRET
Que	Vvc	Que
j'	Pp	JE
en	Pp	EN
dusse	Vvc	DEVOIR
espérer	Vvn	ESPÉRER
une	Dn	UN
sûre	Ag	SÛR
retraite	Nc	RETRAITE|RETRAITÉ
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
Florange	Vvc	Florange
et	Cc	ET
moi	Pp	JE
,	Fw	,
comme	Cs	COMME
je	Pp	JE
t'	Pp	TU
ai	Vuc	AVOIR
conté	Ge	CONTER
,	Fw	,
Afin	Nc	Afin
que	Cs	QUE
ce	Dd	CE
duel	Nc	DUEL
ne	Rp	NE
pût	Vvc	POUVOIR
être	Vun	ÊTRE
éventé	Ge	ÉVENTER
,	Fw	,
Sans	Vvc	Sans
prendre	Vvn	PRENDRE
de	S	DE
seconds	Nc	SECOND
,	Fw	,
l'	Pp	IL
eussions	Vuc	AVOIR
faite	Ge	FAIRE
de	S	DE
sorte	Nc	SORTE
Que	Vvc	Que
chacun	Pi	CHACUN
pour	S	POUR
sortir	Vvn	SORTIR
choisît	Vvc	CHOISIR
diverse	Ag	DIVERS
porte	Nc	PORTE|PORTÉ
,	Fw	,
Que	Vvc	Que
nous	Pp	NOUS
n'	Rp	NE
eussions	Vuc	AVOIR
ensemble	Rg	ENSEMBLE
été	Ge	ÊTRE
vus	Ge	VOIR
de	S	DE
huit	Nc	HUIT
jours	Nc	JOUR|JOURS
,	Fw	,
Que	Vvc	Que
presque	Rg	PRESQUE
tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
ignorât	Vvc	IGNORER
nos	Ds	NOTRE
amours	Nc	AMOUR
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
l'	Da	LE
occasion	Nc	OCCASION
me	Pp	JE
fût	Vuc	ÊTRE
si	Rg	SI
favorable	Ag	FAVORABLE
Que	Nc	Que
je	Pp	JE
vis	Vvc	VIVRE|VOIR
l'	Da	LE
innocent	Ag	INNOCENT
saisi	Ge	SAISIR
pour	S	POUR
le	Da	LE
coupable	Nc	COUPABLE
(	Fw	(
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
te	Pp	TU
l'	Pp	IL
avoir	Vun	AVOIR
dit	Ge	DIRE
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
nous	Pp	NOUS
vint	Vvc	VENIR
séparer	Vvn	SÉPARER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
sur	S	SUR
son	Ds	SON
cheval	Nc	CHEVAL
je	Pp	JE
sus	Vvc	SAVOIR
me	Pp	JE
retirer	Vvn	RETIRER
)	Fw	)
;	Fw	;
Comme	Vvc	Comme
je	Pp	JE
me	Pp	JE
montrais	Vvc	MONTRER
,	Fw	,
afin	S	AFIN
que	Cs	QUE
ma	Ds	MON
présence	Nc	PRÉSENCE
Donnât	Vvc	Donnât
lieu	Nc	LIEU
d'	S	DE
en	Pp	EN
juger	Vvn	JUGER
une	Dn	UN
entière	Ag	ENTIER
innocence	Nc	INNOCENCE
,	Fw	,
Sur	Nc	Sur
un	Dn	UN
bruit	Nc	BRUIT
épandu	Ge	ÉPANDRE
que	Cs	QUE
le	Da	LE
défunt	Nc	DÉFUNT
et	Cc	ET
moi	Pp	JE
D'	Vvc	D'
une	Dn	UN
même	Ag	MÊME
beauté	Nc	BEAUTÉ
nous	Pp	NOUS
adorions	Vvc	ADORER
la	Da	LE
loi	Nc	LOI
,	Fw	,
Un	Vvc	Un
prévôt	Nc	PRÉVÔT
soupçonneux	Ag	SOUPÇONNEUX
me	Pp	JE
saisit	Vvc	SAISIR
dans	S	DANS
la	Da	LE
rue	Nc	RUE
,	Fw	,
Me	Vvc	Me
mène	Vvc	MENER
au	S+Da	À+LE
prisonnier	Nc	PRISONNIER
,	Fw	,
et	Cc	ET
m'	Pp	JE
expose	Vvc	EXPOSER
à	S	À
sa	Ds	SON
vue	Nc	VUE
.	Fs	.
Juge	Nc	JUGE
quel	Dt	QUEL
trouble	Nc	TROUBLE
j'	Pp	JE
eus	Vuc	AVOIR
de	S	DE
me	Pp	JE
voir	Vvn	VOIR
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
:	Fw	:
Ce	Dd	CE
cavalier	Nc	CAVALIER
me	Pp	JE
voit	Vvc	VOIR
,	Fw	,
m'	Pp	JE
examine	Vvc	EXAMINER
des	Dn	UN
yeux	Nc	OEIL|YEUX
,	Fw	,
Me	Vvc	Me
reconnaît	Vvc	RECONNAÎTRE
,	Fw	,
je	Pp	JE
tremble	Vvc	TREMBLER
encore	Rg	ENCORE
à	S	À
te	Pp	TU
le	Pp	IL
dire	Vvn	DIRE
;	Fw	;
Mais	Vvc	Mais
apprends	Vvc	APPRENDRE
sa	Ds	SON
vertu	Nc	VERTU
,	Fw	,
chère	Ag	CHER
soeur	Nc	SUR
,	Fw	,
et	Cc	ET
l'	Pp	IL
admire	Vvc	ADMIRER
.	Fs	.
Ce	Dd	CE
grand	Ag	GRAND
coeur	Nc	CUR
,	Fw	,
se	Pp	IL
voyant	Ga	VOIR
mon	Ds	MON
destin	Nc	DESTIN
en	S	EN
la	Da	LE
main	Nc	MAIN
,	Fw	,
Devient	Vvc	DEVENIR|DÉVIER
pour	S	POUR
me	Pp	JE
sauver	Vvn	SAUVER
à	S	À
soi	Pp	IL
-même	Vvc	-même
inhumain	Ag	INHUMAIN
;	Fw	;
Lui	Pd	Lui
qui	Pr	QUI
souffre	Vvc	SOUFFRIR
pour	S	POUR
moi	Pp	JE
sait	Vvc	SAVOIR
mon	Ds	MON
crime	Nc	CRIME
et	Cc	ET
le	Pp	IL
nie	Vvc	NIER
,	Fw	,
Dit	Vvc	DIRE
que	Cs	QUE
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
m'	Pp	JE
impute	Vvc	IMPUTER
est	Vuc	ÊTRE
une	Dn	UN
