Oui	Rg	OUI
,	Fw	,
des	S+Da	DE+LE|DE+LES
desseins	Nc	DESSEIN
qu'	Pr	QUE
enfante	Vvc	ENFANTER
un	Dn	UN
trop	Rg	TROP
juste	Ag	JUSTE
courroux	Nc	COURROUX
,	Fw	,
Ma	Vvc	Ma
prudence	Nc	PRUDENCE
,	Fw	,
Philon	Nc	Philon
,	Fw	,
se	Pp	IL
repose	Vvc	REPOSER
sur	S	SUR
vous	Pp	VOUS
.	Fs	.
Je	Pp	JE
vais	Vvc	ALLER
trouver	Vvn	TROUVER
Hérode	Vvc	Hérode
:	Fw	:
attendez	Vvc	ATTENDRE
Alexandre	Nc	Alexandre
:	Fw	:
Vous	Pp	VOUS
pourrez	Vvc	POUVOIR
lui	Pp	IL
parler	Vvn	PARLER
;	Fw	;
il	Pp	IL
voudra	Vvc	VOULOIR
vous	Pp	VOUS
entendre	Vvn	ENTENDRE
.	Fs	.
D'	S	DE
un	Dn	UN
entretien	Nc	ENTRETIEN
secret	Ag	SECRET
ménagez	Vvc	MÉNAGER
les	Da	LE
moments	Nc	MOMENT
,	Fw	,
Et	Vvc	Et
portez	Vvc	PORTER
vos	Ds	VOTRE
regards	Nc	REGARD
dans	S	DANS
tous	Di	TOUT
ses	Ds	SON
sentiments	Nc	SENTIMENT
:	Fw	:
Il	Pp	IL
revient	Vvc	REVENIR
ébloui	Ge	ÉBLOUIR
de	S	DE
la	Da	LE
faveur	Nc	FAVEUR
de	S	DE
Rome	Nc	Rome
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
laisse	Vvc	LAISSER
;	Fw	;
songez	Vvc	SONGER
que	Cs	QUE
vous	Pp	VOUS
servez	Vvc	SERVIR
Salomé	Vvc	Salomé
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
je	Pp	JE
ferai	Vvc	FAIRE|FERRER
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
promis	Ge	PROMETTRE
.	Fs	.
Philon	Nc	Philon
,	Fw	,
quels	Dt	QUEL
intérêts	Nc	INTÉRÊT
en	S	EN
tes	Ds	TON
mains	Nc	MAIN
sont	Vuc	ÊTRE
remis	Ge	REMETTRE
?	Fs	?
Poursuis	Vvc	POURSUIVRE
,	Fw	,
quoiqu'en	Cs	quoiqu'en
secret	Nc	SECRET
la	Da	LE
pitié	Nc	PITIÉ
te	Pp	TU
condamne	Vvc	CONDAMNER
,	Fw	,
Remets	Vvc	REMETTRE
à	S	À
ses	Ds	SON
destins	Nc	DESTIN
le	Da	LE
fils	Nc	FIL|FILS
de	S	DE
Mariamne	Vvc	Mariamne
,	Fw	,
Songe	Vvc	SONGER
,	Fw	,
que	Cs	QUE
ses	Ds	SON
malheurs	Nc	MALHEUR
te	Pp	TU
pourraient	Vvc	POUVOIR
entraîner	Vvn	ENTRAÎNER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
où	Pr	OÙ
la	Da	LE
faveur	Nc	FAVEUR
règne	Vvc	RÉGNER
,	Fw	,
elle	Pp	IL
a	Vuc	AVOIR
droit	Ag	DROIT
d'	S	DE
ordonner	Vvn	ORDONNER
.	Fs	.
Qu'	Cs	QUE
un	Dn	UN
vain	Ag	VAIN
peuple	Nc	PEUPLE
pour	S	POUR
lui	Pp	IL
s'	Pp	SE
empresse	Vvc	EMPRESSER
ou	Cc	OU
le	Pp	IL
déplore	Vvc	DÉPLORER
.	Fs	.
Que	Pt	QUE
fait	Vvc	FAIRE
le	Da	LE
Roi	Nc	ROI
?	Fs	?
Seigneur	Nc	SEIGNEUR
,	Fw	,
on	Pp	ON
n'	Rp	NE
entre	Vvc	ENTRER
point	Rg	POINT
encore	Rg	ENCORE
.	Fs	.
Approchez	Vvc	APPROCHER
-vous	Nc	-vous
,	Fw	,
Philon	Nc	Philon
.	Fs	.
Tandis	Vvc	Tandis
que	Cs	QUE
dans	S	DANS
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
