Certes	Rg	CERTES
ils	Pp	ILS
seront	Vuc	ÊTRE
bien	Rg	BIEN
trompés	Ge	TROMPER
.	Fs	.
Et	Cc	ET
ceux	Pd	CELUI
qui	Pr	QUI
le	Pp	IL
prendront	Vvc	PRENDRE
encor	Nc	encor
plus	Rg	PLUS
attrapés	Ge	ATTRAPER
.	Fs	.
Ils	Pp	ILS
pensent	Vvc	PENSER
qu'	Cs	QUE
ils	Pp	ILS
feront	Vvc	FAIRE
manquer	Vvn	MANQUER
la	Da	LE
sérénade	Nc	SÉRÉNADE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
ils	Pp	ILS
vous	Pp	VOUS
berneront	Vvc	BERNER
après	S	APRÈS
cette	Dd	CE
cassade	Nc	cassade
.	Fs	.
Je	Pp	JE
tiendrai	Vvc	TENIR
ma	Ds	MON
parole	Nc	PAROLE
et	Cc	ET
les	Pp	ILS
duperai	Vvc	DUPER
tous	Pi	TOUT
,	Fw	,
Mais	Vvc	Mais
quand	Cs	QUAND
pour	S	POUR
me	Pp	JE
jouer	Vvn	JOUER
ils	Pp	ILS
s'	Pp	SE
éloignent	Vvc	ÉLOIGNER
de	S	DE
nous	Pp	NOUS
,	Fw	,
Profitons	Vvc	PROFITER
de	S	DE
ce	Dd	CE
temps	Nc	TEMPS
et	Cc	ET
jusqu'	S	JUSQUE
à	S	À
l'	Da	LE
heure	Nc	HEURE|HURE
expresse	Ag	EXPRÈS
Que	Vvc	Que
vous	Pp	VOUS
savez	Vvc	SAVOIR
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
,	Fw	,
que	Cs	QUE
Jodelet	Nc	Jodelet
paraisse	Vvc	PARAÎTRE
.	Fs	.
Trouvez	Vvc	TROUVER
bon	Rg	BON
que	Cs	QUE
mon	Ds	MON
âme	Nc	ÂME
en	S	EN
ses	Ds	SON
justes	Ag	JUSTE
désirs	Nc	DÉSIR
Donne	Vvc	DONNER
quelque	Di	QUELQUE
passage	Nc	PASSAGE
à	S	À
mes	Ds	MON
brûlants	Ag	BRÛLANT
soupirs	Nc	SOUPIR
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
dans	S	DANS
les	Da	LE
excès	Nc	EXCÈS
du	S+Da	DE+LE
feu	Nc	FEU
qui	Pr	QUI
la	Pp	IL
dévore	Vvc	DÉVORER
Elle	Vvc	Elle
vous	Pp	VOUS
fasse	Vvc	FAIRE
voir	Vvn	VOIR
comme	Cs	COMME
elle	Pp	IL
vous	Pp	VOUS
adore	Vvc	ADORER
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
soutient	Vvc	SOUTENIR
jamais	Rg	JAMAIS
votre	Ds	VOTRE
divin	Ag	DIVIN
aspect	Nc	ASPECT
,	Fw	,
Sans	Vvc	Sans
changer	Vvn	CHANGER
son	Ds	SON
amour	Nc	AMOUR
en	S	EN
un	Dn	UN
profond	Ag	PROFOND
respect	Nc	RESPECT
.	Fs	.
À	Nc	À
des	S+Da	DE+LE|DE+LES
conditions	Nc	CONDITION
je	Pp	JE
veux	Vvc	VOULOIR
vous	Pp	VOUS
le	Pp	IL
permettre	Vvn	PERMETTRE
.	Fs	.
Qui	Pt	QUI
sont	Vuc	ÊTRE
?	Fs	?
De	S	DE
me	Pp	JE
montrer	Vvn	MONTRER
les	Da	LE
vers	Nc	VER|VERS|VERT
de	S	DE
votre	Ds	VOTRE
lettre	Nc	LETTRE|LETTRÉ
.	Fs	.
Le	Da	LE
cachet	Nc	CACHET
?	Fs	?
...	Fs	...
Mais	Vvc	Mais
par	S	PAR
coeur	Nc	CUR
vous	Pp	VOUS
le	Pp	IL
devez	Vvc	DEVOIR
savoir	Vvn	SAVOIR
!	Fs	!
Pour	S	POUR
m'	Pp	JE
en	S	EN
ressouvenir	Vvn	RESSOUVENIR
je	Pp	JE
ferai	Vvc	FAIRE|FERRER
mon	Ds	MON
pouvoir	Nc	POUVOIR
.	Fs	.
J'	Pp	JE
y	Pp	Y
suis	Vuc	ÊTRE
...	Fs	...
les	Da	LE
rimes	Nc	RIME
sont	Vuc	ÊTRE
figue	Ag	FIGUE
,	Fw	,
jaloux	Nc	JALOUX
,	Fw	,
et	Cc	ET
ligue	Vvc	LIGUER
Verrous	Nc	VERROU
et	Cc	ET
brigue	Nc	BRIGUE
et	Cc	ET
choux	Nc	CHOU|CHOUX
intrigue	Nc	INTRIGUE
avec	S	AVEC
filous	Nc	FILOU
Et	Vvc	Et
bête	Ag	BÊTE
avecque	Vvc	avecque
fête	Nc	FÊTE
et	Cc	ET
maison	Nc	MAISON
et	Cc	ET
monnaie	Nc	MONNAIE
Et	Vvc	Et
les	Da	LE
deux	Nc	DEUX
derniers	Ag	DERNIER
sont	Vuc	ÊTRE
oison	Nc	OISON
avecque	Vvc	avecque
joie	Nc	JOIE
.	Fs	.
SONNET	Nc	SONNET
.	Fs	.
Je	Pp	JE
te	Pp	TU
dépite	Vvc	DÉPITER
amour	Nc	AMOUR
et	Cc	ET
je	Pp	JE
te	Pp	TU
fais	Vvc	FAIRE
la	Pp	IL
...	Fs	...
figue	Nc	FIGUE
,	Fw	,
Depuis	Vvc	Depuis
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
trouvé	Ge	TROUVER
pour	S	POUR
tromper	Vvn	TROMPER
mes	Ds	MON
...	Fs	...
jaloux	Nc	JALOUX
,	Fw	,
Le	Vvc	Le
secret	Nc	SECRET
merveilleux	Ag	MERVEILLEUX
de	S	DE
détruire	Vvn	DÉTRUIRE
leur	Ds	LEUR
...	Fs	...
ligue	Nc	LIGUE
En	Vvc	En
leur	Ds	LEUR
ôtant	Ga	ÔTER
le	Da	LE
droit	Nc	DROIT
des	S+Da	DE+LE|DE+LES
clefs	Nc	CLEF
et	Cc	ET
des	S+Da	DE+LE|DE+LES
...	Fs	...
verrous	Nc	VERROU
;	Fw	;
Ils	Vvc	Ils
ont	Vuc	AVOIR
beau	Ag	BEAU
gouverner	Vvn	GOUVERNER
la	Da	LE
beauté	Nc	BEAUTÉ
que	Pr	QUE
je	Pp	JE
...	Fs	...
brigue	Vvc	BRIGUER
Leurs	Ag	LEUR
gardes	Nc	GARDE|GARDES
servent	Vvc	SERVIR
moins	Rg	MOINS
que	Cs	QUE
des	Dn	UN
feuilles	Nc	FEUILLE|FEUILLÉ
de	S	DE
...	Fs	...
choux	Nc	CHOU|CHOUX
,	Fw	,
Puisque	Vvc	Puisque
nos	Ds	NOTRE
coeurs	Nc	CUR
unis	Nc	UNI
sont	Vuc	ÊTRE
bien	Rg	BIEN
mieux	Rg	MIEUX
dans	S	DANS
...	Fs	...
l	Vvc	l
'	Ag	'
intrigue	Nc	INTRIGUE
Qu'	Vvc	Qu'
on	Pp	ON
ne	Rp	NE
voit	Vvc	VOIR
le	Da	LE
marais	Nc	MARAIS
avecque	Vvc	avecque
les	Pp	ILS
...	Fs	...
filous	Nc	FILOU
.	Fs	.
Sous	S	SOUS
le	Da	LE
pretexte	Nc	PRÉTEXTE
faux	Ag	FAUX
de	S	DE
jouer	Vvn	JOUER
à	S	À
la	Pp	IL
...	Fs	...
bête	Ag	BÊTE
Souvent	Vvc	Souvent
du	S+Da	DE+LE
Dieu	Nc	DIEU
d'	S	DE
amour	Nc	AMOUR
nous	Pp	NOUS
célébrons	Vvc	CÉLÉBRER
la	Pp	IL
...	Fs	...
fête	Nc	FÊTE
;	Fw	;
Et	Vvc	Et
sommes	Vuc	ÊTRE
tout	Rg	TOUT
un	Dn	UN
jour	Nc	JOUR
maîtres	Nc	MAÎTRE
de	S	DE
la	Pp	IL
...	Fs	...
maison	Nc	MAISON
,	Fw	,
Et	Vvc	Et
quand	Cs	QUAND
mon	Ds	MON
rival	Nc	RIVAL
vient	Vvc	VENIR
et	Cc	ET
me	Pp	JE
voit	Vvc	VOIR
sans	S	SANS
...	Fs	...
monnaie	Vvc	MONNAYER
Par	Nc	PAR
quelques	Di	QUELQUE
quolibets	Nc	QUOLIBET
il	Pp	IL
témoigne	Vvc	TÉMOIGNER
sa	Ds	SON
...	Fs	...
joie	Nc	JOIE
,	Fw	,
Et	Vvc	Et
me	Pp	JE
croit	Vvc	CROIRE|CROÎTRE
un	Dn	UN
cheval	Nc	CHEVAL
quand	Cs	QUAND
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
un	Pi	UN
...	Fs	...
oison	Nc	OISON
.	Fs	.
Puis	Vvc	POUVOIR
je	Pp	JE
mieux	Rg	MIEUX
m'	Pp	JE
expliquer	Vvn	EXPLIQUER
à	S	À
moins	Rg	MOINS
que	Cs	QUE
je	Pp	JE
le	Pp	IL
nomme	Vvc	NOMMER
?	Fs	?
Je	Pp	JE
les	Pp	ILS
trouve	Vvc	TROUVER
trop	Rg	TROP
beaux	Ag	BEAU
pour	S	POUR
sentir	Vvn	SENTIR
le	Da	LE
jeune	Ag	JEUNE
homme	Nc	HOMME
.	Fs	.
Ôtez	Vvc	Ôtez
les	Pp	ILS
...	Fs	...
C'	Vvc	C'
est	Vuc	ÊTRE
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
vous	Pp	VOUS
vous	Pp	VOUS
alarmez	Vvc	ALARMER
!	Fs	!
Pourquoi	Rt	POURQUOI
?	Fs	?
Ne	Rp	NE
craignez	Vvc	CRAINDRE
rien	Pi	RIEN
ce	Pd	CE
sont	Vuc	ÊTRE
vers	S	VERS
imprimés	Nc	IMPRIMÉ
Et	Vvc	Et
j'	Pp	JE
avais	Vuc	AVOIR
concerté	Ge	CONCERTER
cette	Dd	CE
seconde	Nc	SECOND|SECONDE
adresse	Nc	ADRESSE
,	Fw	,
Pour	Nc	POUR
les	Pp	ILS
duper	Vvn	DUPER
encor	Nc	encor
avec	S	AVEC
plus	Rg	PLUS
de	S	DE
finesse	Nc	FINESSE
,	Fw	,
Et	Vvc	Et
m'	Pp	JE
établir	Vvn	ÉTABLIR
chez	S	CHEZ
eux	Pp	EUX
pour	S	POUR
fat	Nc	FAT
au	S+Da	À+LE
dernier	Ag	DERNIER
point	Nc	POINT
.	Fs	.
Sans	S	SANS
mentir	Vvn	MENTIR
votre	Ds	VOTRE
esprit	Nc	ESPRIT
.	Fs	.
Ne	Rp	NE
complimentons	Vvc	COMPLIMENTER
point	Rg	POINT
.	Fs	.
Et	Cc	ET
pendant	S	PENDANT
qu'	Cs	QUE
on	Pp	ON
prendra	Vvc	PRENDRE
Jodelet	Nc	Jodelet
pour	S	POUR
son	Ds	SON
maître	Nc	MAÎTRE
Le	Vvc	Le
menant	Ga	MENER
à	S	À
l'	Da	LE
endroit	Nc	ENDROIT
où	Pr	OÙ
les	Da	LE
fins	Nc	FIN
doivent	Vvc	DEVOIR
être	Vun	ÊTRE
:	Fw	:
Puisqu'il	Cs	Puisqu'il
leur	Pp	LEUR
faut	Vvc	FAILLIR|FALLOIR
du	S+Da	DE+LE
temps	Nc	TEMPS
pour	S	POUR
aller	Vvn	ALLER
et	Cc	ET
venir	Vvn	VENIR
,	Fw	,
Servons	Vvc	SERVIR
nous	Pp	NOUS
en	S	EN
du	S+Da	DE+LE
moins	Nc	MOINS
pour	S	POUR
nous	Pp	NOUS
entretenir	Vvn	ENTRETENIR
.	Fs	.
Amour	Nc	AMOUR
jeune	Ag	JEUNE
falot	Ag	FALOT
,	Fw	,
petit	Ag	PETIT
monstre	Nc	MONSTRE
fantasque	Ag	FANTASQUE
,	Fw	,
Qui	Vvc	Qui
pour	S	POUR
nous	Pp	NOUS
attraper	Vvn	ATTRAPER
court	Rg	COURT
toujours	Rg	TOUJOURS
mieux	Rg	MIEUX
qu'	Cs	QUE
un	Dn	UN
basque	Nc	BASQUE
;	Fw	;
Et	Vvc	Et
faisant	Ga	FAIRE
de	S	DE
nos	Ds	NOTRE
coeurs	Nc	CUR
un	Dn	UN
amoureux	Ag	AMOUREUX
tison	Nc	TISON
,	Fw	,
Mets	Vvc	METTRE
enfin	Rg	ENFIN
tôt	Rg	TÔT
ou	Cc	OU
tard	Rg	TARD
le	Da	LE
feu	Nc	FEU
dans	S	DANS
ta	Ds	TON
maison	Nc	MAISON
;	Fw	;
N'	Vvc	N'
es	Vuc	ÊTRE
-tu	Ge	-tu
pas	Rg	PAS
satisfait	Ge	SATISFAIRE
de	S	DE
me	Pp	JE
voir	Vvn	VOIR
de	S	DE
la	Da	LE
sorte	Nc	SORTE
?	Fs	?
Ne	Rp	NE
ris	Vvc	RIRE
-tu	Vvn	-tu
point	Rg	POINT
de	S	DE
voir	Vvn	VOIR
les	Da	LE
armes	Nc	ARME|ARMÉ
que	Pr	QUE
je	Pp	JE
porte	Vvc	PORTER
?	Fs	?
Et	Cc	ET
n'	Rp	NE
es	Vuc	ÊTRE
-tu	Vvc	-tu
pas	Rg	PAS
enfin	Rg	ENFIN
un	Dn	UN
plaisant	Ag	PLAISANT
maroquin	Nc	MAROQUIN
De	Vvc	De
m'	Pp	JE
avoir	Vun	AVOIR
engagé	Ge	ENGAGER
dessous	S	DESSOUS
ce	Dd	CE
casaquin	Nc	CASAQUIN
?	Fs	?
Par	S	PAR
toi	Pp	TU
je	Pp	JE
suis	Vuc	ÊTRE
archer	Nc	ARCHER
,	Fw	,
mais	Cc	MAIS
un	Dn	UN
archer	Nc	ARCHER
sans	S	SANS
gage	Nc	GAGE
,	Fw	,
Par	Nc	PAR
toi	Pp	TU
je	Pp	JE
suis	Vuc	ÊTRE
soldat	Nc	SOLDAT
,	Fw	,
mais	Cc	MAIS
soldat	Nc	SOLDAT
sans	S	SANS
courage	Nc	COURAGE
;	Fw	;
Par	Nc	PAR
toi	Pp	TU
je	Pp	JE
suis	Vuc	ÊTRE
amant	Nc	AMANT
mais	Cc	MAIS
amant	Nc	AMANT
sans	S	SANS
amour	Nc	AMOUR
;	Fw	;
Et	Vvc	Et
par	S	PAR
toi	Pp	TU
je	Pp	JE
produis	Vvc	PRODUIRE
sans	S	SANS
mettre	Vvn	METTRE
rien	Pi	RIEN
au	S+Da	À+LE
jour	Nc	JOUR
;	Fw	;
D'	Nc	D'
un	Dn	UN
jeune	Ag	JEUNE
enamouré	Ge	ENAMOURER|ÉNAMOURER
qui	Pr	QUI
va	Vvc	ALLER
voir	Vvn	VOIR
sa	Ds	SON
donzelle	Nc	DONZELLE
Sans	Vvc	Sans
être	Vun	ÊTRE
en	S	EN
faction	Nc	FACTION
je	Pp	JE
suis	Vuc	ÊTRE
la	Da	LE
sentinelle	Nc	SENTINELLE
;	Fw	;
Et	Vvc	Et
des	Dn	UN
pièces	Nc	PIÈCE
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
dont	Pr	DONT
il	Pp	IL
est	Vuc	ÊTRE
l'	Da	LE
inventeur	Nc	INVENTEUR
,	Fw	,
Je	Vvc	Je
serai	Vuc	ÊTRE
la	Da	LE
machine	Nc	MACHINE
alors	Rg	ALORS
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
l'	Da	LE
acteur	Nc	ACTEUR
:	Fw	:
Je	Pp	JE
suis	Vuc	ÊTRE
par	S	PAR
le	Da	LE
secret	Nc	SECRET
de	S	DE
cette	Dd	CE
hallebarde	Nc	HALLEBARDE
Caporal	Ag	Caporal
,	Fw	,
et	Cc	ET
sergent	Nc	SERGENT
,	Fw	,
soldat	Nc	SOLDAT
et	Cc	ET
corps	Nc	CORPS
de	S	DE
garde	Nc	GARDE
;	Fw	;
Et	Nc	Et
seul	Ag	SEUL
faisant	Ga	FAIRE
le	Da	LE
tout	Pi	TOUT
dans	S	DANS
un	Dn	UN
si	Rg	SI
bel	Ag	BEAU
emploi	Nc	EMPLOI
Toute	Vvc	Toute
la	Da	LE
compagnie	Nc	COMPAGNIE
est	Vuc	ÊTRE
au-dessous	Rg	AU-DESSOUS
de	S	DE
moi	Pp	JE
;	Fw	;
Mais	Vvc	Mais
sais	Vvc	SAVOIR
-je	Vvc	-je
bien	Rg	BIEN
jouer	Vvn	JOUER
de	S	DE
cette	Dd	CE
arme	Nc	ARME|ARMÉ
ferrée	Ge	FERRER
Qui	Vvc	Qui
chez	S	CHEZ
nos	Ds	NOTRE
bons	Ag	BON
bourgeois	Nc	BOURGEOIS
est	Vuc	ÊTRE
si	Rg	SI
considérée	Ge	CONSIDÉRER
?	Fs	?
Et	Cc	ET
que	Cs	QUE
mon	Ds	MON
vieil	Ag	VIEUX
voisin	Nc	VOISIN
appelle	Vvc	APPELER
un	Dn	UN
bon	Ag	BON
bâton	Nc	BÂTON
?	Fs	?
Au	S+Da	À+LE
diable	Nc	DIABLE
,	Fw	,
je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
écorché	Ge	ÉCORCHER
le	Da	LE
menton	Nc	MENTON
:	Fw	:
Et	Cc	ET
pour	S	POUR
peu	Rg	PEU
que	Cs	QUE
je	Pp	JE
veuille	Vvc	VOULOIR
en	S	EN
faire	Vvn	FAIRE
davantage	Rg	DAVANTAGE
Je	Ag	Je
reconnaîtrai	Vvc	RECONNAÎTRE
bien	Rg	BIEN
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
pas	Rg	PAS
sage	Ag	SAGE
.	Fs	.
Si	Rg	SI
faut-il	Vvc	faut-il
toutefois	Rg	TOUTEFOIS
faire	Vvn	FAIRE
le	Da	LE
moulinet	Nc	MOULINET
,	Fw	,
Hé	Vvc	Hé
bien	Rg	BIEN
!	Fs	!
le	Da	LE
tour	Nc	TOUR
est	Vuc	ÊTRE
vite	Rg	VITE
et	Cc	ET
l'	Da	LE
écart	Nc	ÉCART
est	Vuc	ÊTRE
bien	Rg	BIEN
net	Ag	NET
;	Fw	;
J'	Vvc	J'
y	Pp	Y
suis	Vuc	ÊTRE
un	Dn	UN
peu	Rg	PEU
gruyer	Nc	GRUYER
,	Fw	,
et	Cc	ET
j'	Pp	JE
en	Pp	EN
ferais	Vvc	FAIRE|FERRER
la	Da	LE
nique	Nc	NIQUE
Au	Vvc	Au
plus	Rg	PLUS
mauvais	Ag	MAUVAIS
garçon	Nc	GARÇON
des	S+Da	DE+LE|DE+LES
courtaux	Nc	courtaux
de	S	DE
boutique	Nc	BOUTIQUE
.	Fs	.
Mais	Cc	MAIS
à	S	À
quoi	Pr	QUE|QUOI
m'	Pp	JE
amusai	Vvc	AMUSER
-je	Nc	-je
,	Fw	,
amour	Nc	AMOUR
peste	Vvc	PESTER
aux	S+Da	À+LES
écus	Nc	ÉCU|ÉCUS
Petit	Vvc	Petit
cousin	Nc	COUSIN
germain	Ag	GERMAIN
du	S+Da	DE+LE
bon	Ag	BON
père	Nc	PÈRE
Bacchus	Vvc	Bacchus
;	Fw	;
Qui	Vvc	Qui
force	Di	FORCE
les	Da	LE
clients	Nc	CLIENT
qui	Pr	QUI
voguent	Vvc	VOGUER
sous	S	SOUS
ton	Ds	TON
aile	Ag	AILÉ
À	Nc	À
prendre	Vvn	PRENDRE
un	Dn	UN
vomitif	Nc	VOMITIF
qui	Pr	QUI
vide	Vvc	VIDER
l'	Da	LE
escarcelle	Nc	ESCARCELLE
;	Fw	;
Fais	Vvc	FAIRE
couler	Vvn	COULER
jusqu'	S	JUSQUE
à	S	À
moi	Pp	JE
quelques	Di	QUELQUE
méchants	Ag	MÉCHANT
ducats	Nc	DUCAT
!	Fs	!
Donne	Vvc	DONNER
moi	Pp	JE
le	Da	LE
moyen	Nc	MOYEN
d'	S	DE
aller	Vvn	ALLER
vider	Vvn	VIDER
les	Da	LE
plats	Nc	PLAT
Et	Vvc	Et
d'	S	DE
aller	Vvn	ALLER
m'	Pp	JE
esbaudir	Vvn	ESBAUDIR|ÉBAUDIR
avec	S	AVEC
le	Da	LE
Dieu	Nc	DIEU
des	S+Da	DE+LE|DE+LES
pintes	Nc	PINTE
Et	Vvc	Et
te	Pp	TU
sacrifier	Vvn	SACRIFIER
des	Dn	UN
chants	Nc	CHANT
au	S+Da	À+LE
lieu	Nc	LIEU
de	S	DE
plaintes	Nc	PLAINTE
Exauce	Vvc	EXAUCER
mes	Ds	MON
souhaits	Nc	SOUHAIT
,	Fw	,
amour	Nc	AMOUR
écoute	Vvc	ÉCOUTER
moi	Pp	JE
Puisque	Nc	Puisque
je	Pp	JE
suis	Vuc	ÊTRE
archer	Nc	ARCHER
aussi	Rg	AUSSI
bien	Rg	BIEN
comme	S	COMME
toi	Pp	TU
;	Fw	;
Nous	Vvc	Nous
sommes	Vuc	ÊTRE
compagnons	Nc	COMPAGNON
et	Cc	ET
devons	Vvc	DEVOIR
ce	Pd	CE
me	Pp	JE
semble	Vvc	SEMBLER
Travaillant	Ga	TRAVAILLER
l'	Da	LE
un	Pi	UN
pour	S	POUR
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
aider	Vvn	AIDER
qui	Pr	QUI
nous	Pp	NOUS
ressemble	Vvc	RESSEMBLER
!	Fs	!
Nous	Pp	NOUS
de	S	DE
la	Da	LE
ressemblance	Nc	RESSEMBLANCE
,	Fw	,
Ah	Vvc	Ah
fat	Ag	FAT
au	S+Da	À+LE
dernier	Ag	DERNIER
point	Nc	POINT
!	Fs	!
J'	Pp	JE
ai	Vuc	AVOIR
des	Dn	UN
yeux	Nc	OEIL|YEUX
qui	Pr	QUI
sont	Vuc	ÊTRE
bons	Ag	BON
,	Fw	,
et	Cc	ET
toi	Pp	TU
tu	Pp	TU
n'	Rp	NE
en	Pp	EN
as	Vuc	AVOIR
point	Rg	POINT
!	Fs	!
D'	S	DE
un	Dn	UN
cocuage	Nc	COCUAGE
encor	Vvc	encor
nul	Di	NUL
mari	Nc	MARI
ne	Rp	NE
me	Pp	JE
blâme	Vvc	BLÂMER
,	Fw	,
Et	Vvc	Et
ma	Ds	MON
mère	Nc	MÈRE
après	S	APRÈS
tout	Pi	TOUT
est	Vuc	ÊTRE
fort	Rg	FORT
honnête	Ag	HONNÊTE
femme	Nc	FEMME
.	Fs	.
Non	Rg	NON
,	Fw	,
non	Rg	NON
je	Pp	JE
suis	Vuc	ÊTRE
archer	Nc	ARCHER
,	Fw	,
tu	Pp	TU
n'	Rp	NE
es	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
archerot	Nc	archerot
;	Fw	;
Je	Vvc	Je
suis	Vuc	ÊTRE
fort	Rg	FORT
honnête	Ag	HONNÊTE
homme	Nc	HOMME
et	Cc	ET
tol	Nc	tol
tu	Pp	TU
n'	Rp	NE
es	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
sot	Nc	SOT
.	Fs	.
Au	S+Da	À+LE
diable	Nc	DIABLE
soit	Vuc	ÊTRE
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
avec	S	AVEC
la	Da	LE
hallebarde	Nc	HALLEBARDE
!	Fs	!
La	Da	LE
Verdure	Nc	VERDURE
.	Fs	.
Motus	Vvc	Motus
.	Fs	.
Venez	Vvc	VENIR
au	S+Da	À+LE
corps	Nc	CORPS
de	S	DE
garde	Nc	GARDE
?	Fs	?
Commande	Vvc	COMMANDER
à	S	À
tes	Ds	TON
valets	Nc	VALET
.	Fs	.
Si	Cs	SI
je	Pp	JE
vais	Vvc	ALLER
jusqu'	S	JUSQUE
à	S	À
vous	Pp	VOUS
Dans	Vvc	Dans
ma	Ds	MON
mauvaise	Ag	MAUVAIS
humeur	Nc	HUMEUR
je	Pp	JE
vous	Pp	VOUS
rouerai	Vvc	ROUER
de	S	DE
coups	Nc	COUP
.	Fs	.
Ces	Dd	CE
fainéants	Nc	FAINÉANT
s'	Pp	SE
en	Pp	EN
vont	Vvc	ALLER
,	Fw	,
et	Cc	ET
font	Vvc	FAIRE
les	Da	LE
galants	Ag	GALANT
hommes	Nc	HOMME
.	Fs	.
Chacun	Pi	CHACUN
veut	Vvc	VOULOIR
être	Vun	ÊTRE
maître	Nc	MAÎTRE
en	S	EN
ce	Dd	CE
siècle	Nc	SIÈCLE
où	Pr	OÙ
nous	Pp	NOUS
sommes	Vuc	ÊTRE
,	Fw	,
Il	Vvc	Il
semble	Vvc	SEMBLER
que	Cs	QUE
le	Da	LE
mal	Nc	MAL
ne	Rp	NE
soit	Vuc	ÊTRE
que	Rg	QUE
pour	S	POUR
les	Da	LE
vieux	Nc	VIEUX
.	Fs	.
Ce	Dd	CE
vieillard	Nc	VIEILLARD
à	S	À
l'	Pp	IL
entendre	Vvn	ENTENDRE
est	Vuc	ÊTRE
bien	Rg	BIEN
séditieux	Nc	SÉDITIEUX
!	Fs	!
Vous	Pp	VOUS
le	Pp	IL
dirai	Vvc	DIRE
-je	Ag	-je
encor	Nc	encor
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
aime	Vvc	AIMER
la	Da	LE
querelle	Nc	QUERELLE
!	Fs	!
Voyons	Vvc	VOIR
,	Fw	,
qu'	Pr	QUE
attends	Vvc	ATTENDRE
-tu	Vvn	-tu
là	Rg	LÀ
?	Fs	?
Je	Pp	JE
fais	Vvc	FAIRE
la	Da	LE
sentinelle	Nc	SENTINELLE
.	Fs	.
Peste	Nc	PESTE
!	Fs	!
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
lui	Pp	IL
,	Fw	,
je	Pp	JE
le	Pp	IL
reconnais	Vvc	RECONNAÎTRE
bien	Rg	BIEN
!	Fs	!
Ton	Ds	TON
nom	Nc	NOM
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
Jodelet	Nc	Jodelet
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
fais	Vvc	FAIRE
-tu	Vvn	-tu
là	Rg	LÀ
?	Fs	?
Rien	Pi	RIEN
.	Fs	.
À	Nc	À
quoi	Pr	QUE|QUOI
bon	Ag	BON
cet	Dd	CE
habit	Nc	HABIT
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
pour	S	POUR
servir	Vvn	SERVIR
mon	Ds	MON
maître	Nc	MAÎTRE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
voleur	Nc	VOLEUR
,	Fw	,
suis	Vuc	ÊTRE
moi	Pp	JE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
pas	Rg	PAS
si	Rg	SI
traître	Ag	TRAÎTRE
.	Fs	.
Ne	Rp	NE
vous	Pp	VOUS
l'	Pp	IL
ai	Vuc	AVOIR
-je	Ge	-je
pas	Rg	PAS
dit	Ge	DIRE
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
en	S	EN
faction	Nc	FACTION
.	Fs	.
Mais	Cc	MAIS
nous	Pp	NOUS
voulons	Vvc	VOULOIR
savoir	Vvn	SAVOIR
quelle	Dt	QUEL
est	Vuc	ÊTRE
ta	Ds	TON
fonction	Nc	FONCTION
?	Fs	?
Et	Cc	ET
pourquoi	Rt	POURQUOI
?	Fs	?
Quelque	Di	QUELQUE
sot	Nc	SOT
s'	Pp	SE
en	Pp	EN
irait	Vvc	ALLER
vous	Pp	VOUS
le	Pp	IL
dire	Vvn	DIRE
.	Fs	.
Ce	Dd	CE
matois	Nc	MATOIS
fait	Vvc	FAIRE
le	Da	LE
fol	Nc	FOL|FOU
!	Fs	!
Il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
tant	Rg	TANT
de	S	DE
rire	Vvn	RIRE
.	Fs	.
Sors	Vvc	SORTIR
de	S	DE
là	Rg	LÀ
!	Fs	!
J'	Pp	JE
y	Pp	Y
serais	Vuc	ÊTRE
jusqu'	S	JUSQUE
à	S	À
demain	Rg	DEMAIN
matin	Nc	MATIN|MÂTIN
.	Fs	.
A	Vuc	AVOIR
d'	S	DE
autre	Pi	AUTRE
,	Fw	,
vieil	Ag	VIEUX
ami	Nc	AMI
,	Fw	,
vous	Pp	VOUS
m'	Pp	JE
