Quoi	Pt	QUE|QUOI
ni	Cc	NI
l'	Da	LE
ordre	Nc	ORDRE
d'	S	DE
une	Dn	UN
armée	Nc	ARMÉE
,	Fw	,
Que	Vvc	Que
par	S	PAR
des	Dn	UN
traits	Nc	TRAIT|TRAITS
confus	Ag	CONFUS
,	Fw	,
ou	Cc	OU
par	S	PAR
la	Da	LE
renommée	Nc	RENOMMÉE
,	Fw	,
Ah	Vvc	Ah
!	Fs	!
Ce	Dd	CE
seul	Ag	SEUL
souvenir	Nc	SOUVENIR
plus	Rg	PLUS
que	Cs	QUE
tous	Di	TOUT
mes	Ds	MON
malheurs	Nc	MALHEUR
M'	Vvc	M'
irrite	Ge	IRRITER
,	Fw	,
me	Pp	JE
dévore	Vvc	DÉVORER
,	Fw	,
et	Cc	ET
m'	Pp	JE
arrache	Vvc	ARRACHER
des	Dn	UN
pleurs	Nc	PLEUR
;	Fw	;
Allons	Vvc	ALLER
,	Fw	,
obéissons	Vvc	OBÉIR
au	S+Da	À+LE
transport	Nc	TRANSPORT
qui	Pr	QUI
me	Pp	JE
guide	Vvc	GUIDER
,	Fw	,
Et	Vvc	Et
prenons	Vvc	PRENDRE
vers	S	VERS
la	Da	LE
gloire	Nc	GLOIRE
un	Dn	UN
essor	Nc	ESSOR
si	Rg	SI
rapide	Ag	RAPIDE
,	Fw	,
Que	Vvc	Que
dans	S	DANS
leur	Ds	LEUR
nombre	Nc	NOMBRE
un	Dn	UN
jour	Nc	JOUR
mes	Ds	MON
exploits	Nc	EXPLOIT
confondus	Ge	CONFONDRE
Suffisent	Vvc	SUFFIRE
à	S	À
remplir	Vvn	REMPLIR
les	Da	LE
jours	Nc	JOUR|JOURS
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
perdus	Ge	PERDRE
.	Fs	.
Cependant	Rg	CEPENDANT
,	Fw	,
cherche	Vvc	CHERCHER
Eudoxe	Ag	Eudoxe
,	Fw	,
elle	Pp	IL
connaît	Vvc	CONNAÎTRE
ma	Ds	MON
peine	Nc	PEINE
,	Fw	,
Et	Vvc	Et
m'	Pp	JE
a	Vuc	AVOIR
cent	Nc	CENT
fois	Nc	FOI|FOIS
pressé	Ge	PRESSER
de	S	DE
fuir	Vvn	FUIR
les	Da	LE
yeux	Nc	OEIL|YEUX
d'	S	DE
Irène	Nc	Irène
,	Fw	,
Du	Vvc	Du
dessein	Nc	DESSEIN
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
pris	Ge	PRENDRE
,	Fw	,
il	Pp	IL
l'	Pp	IL
a	Vuc	AVOIR
faut	Vvc	FAILLIR|FALLOIR
avertir	Vvn	AVERTIR
,	Fw	,
Va	Vvc	ALLER
la	Pp	IL
trouver	Vvn	TROUVER
,	Fw	,
dis	Vvc	DIRE
-lui	Pd	-lui
qu'	Pr	QUE
avant	S	AVANT
que	Cs	QUE
de	S	DE
partir	Vvn	PARTIR
Je	Vvc	Je
demande	Vvc	DEMANDER
surtout	Rg	SURTOUT
à	S	À
voir	Vvn	VOIR
l'	Da	LE
Impératrice	Nc	Impératrice
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
elle	Pp	IL
doit	Vvc	DEVOIR
encore	Rg	ENCORE
me	Pp	JE
rendre	Vvn	RENDRE
cet	Dd	CE
office	Nc	OFFICE
,	Fw	,
Que	Vvc	Que
j'	Pp	JE
ose	Vvc	OSER
m'	Pp	JE
en	S	EN
flatter	Vvn	FLATTER
;	Fw	;
adieux	Nc	ADIEU
,	Fw	,
cours	Nc	COUR|COURS|COURT
,	Fw	,
hâte	Nc	HÂTE
-toi	Vvc	-toi
,	Fw	,
J'	Vvc	J'
attendrai	Vvc	ATTENDRE
ton	Ds	TON
retour	Nc	RETOUR
pour	S	POUR
disposer	Vvn	DISPOSER
de	S	DE
moi	Pp	JE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
le	Pp	IL
verrai	Vvc	VOIR
point	Rg	POINT
,	Fw	,
non	Rg	NON
j'	Pp	JE
y	Pp	Y
suis	Vuc	ÊTRE
résolue	Ge	RÉSOUDRE
,	Fw	,
M'	Vvc	M'
osez	Vvc	OSER
-vous	Nc	-vous
conseiller	Vvn	CONSEILLER
cette	Dd	CE
fatale	Ag	FATAL
vue	Nc	VUE
:	Fw	:
Eudoxe	Nc	Eudoxe
,	Fw	,
ignorez	Vvc	IGNORER
-vous	Nc	-vous
son	Ds	SON
destin	Nc	DESTIN
et	Cc	ET
le	Da	LE
mien	Ps	MIEN
?	Fs	?
Pourquoi	Rt	POURQUOI
lui	Pp	IL
refuser	Vvn	REFUSER
un	Dn	UN
moment	Nc	MOMENT
d'	S	DE
entretien	Nc	ENTRETIEN
?	Fs	?
Voulez	Vvc	VOULOIR
-vous	Nc	-vous
qu'	Pr	QUE
irrité	Ge	IRRITER
de	S	DE
votre	Ds	VOTRE
résistance	Nc	RÉSISTANCE
,	Fw	,
Il	Vvc	Il
ne	Rp	NE
se	Pp	IL
presse	Vvc	PRESSER
plus	Rg	PLUS
de	S	DE
sortir	Vvn	SORTIR
de	S	DE
Byzance	Nc	Byzance
?	Fs	?
Croyez	Vvc	CROIRE
-moi	Vvc	-moi
,	Fw	,
gardez	Vvc	GARDER
-vous	Nc	-vous
d'	S	DE
aigrir	Vvn	AIGRIR
son	Ds	SON
désespoir	Nc	DÉSESPOIR
;	Fw	;
Et	Vvc	Et
puisque	Cs	PUISQUE
pour	S	POUR
jamais	Rg	JAMAIS
il	Pp	IL
renonce	Vvc	RENONCER
à	S	À
vous	Pp	VOUS
voir	Vvn	VOIR
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
accordez	Vvc	ACCORDER
-lui	Nc	-lui
la	Da	LE
faveur	Nc	FAVEUR
qu'	Pr	QUE
il	Pp	IL
demande	Vvc	DEMANDER
.	Fs	.
Quels	Dt	QUEL
soupirs	Nc	SOUPIR
,	Fw	,
quels	Dt	QUEL
regrets	Nc	REGRET
voulez	Vvc	VOULOIR
-vous	Nc	-vous
que	Pr	QUE
j'	Pp	JE
entende	Vvc	ENTENDRE
?	Fs	?
Vous	Pp	VOUS
qui	Pr	QUI
me	Pp	JE
dérobant	Ga	DÉROBER
à	S	À
nos	Ds	NOTRE
heureux	Ag	HEUREUX
climats	Nc	CLIMAT
Dans	Vvc	Dans
ces	Dd	CE
funestes	Ag	FUNESTE
lieux	Nc	LIEU|LIEUX
conduisîtes	Vvc	CONDUIRE
mes	Ds	MON
pas	Nc	PAS
;	Fw	;
Vous	Nc	Vous
de	S	DE
qui	Pr	QUI
les	Da	LE
conseils	Nc	CONSEIL
,	Fw	,
le	Da	LE
zèle	Nc	ZÈLE
et	Cc	ET
la	Da	LE
prudence	Nc	PRUDENCE
Devraient	Vvc	DEVOIR
à	S	À
tous	Di	TOUT
moments	Nc	MOMENT
rassurer	Vvn	RASSURER
ma	Ds	MON
constance	Nc	CONSTANCE
,	Fw	,
Qui	Vvc	Qui
peut-être	Rg	PEUT-ÊTRE
succombe	Ge	SUCCOMBER
à	S	À
mes	Ds	MON
mortels	Ag	MORTEL
ennuis	Nc	ENNUI
,	Fw	,
Voulez	Vvc	VOULOIR
-vous	Nc	-vous
m'	Pp	JE
exposer	Vvn	EXPOSER
au	S+Da	À+LE
péril	Nc	PÉRIL
que	Pr	QUE
je	Pp	JE
fuis	Vvc	FUIR
?	Fs	?
Madame	Nc	MADAME
,	Fw	,
le	Da	LE
péril	Nc	PÉRIL
est-il	Ag	est-il
moins	Rg	MOINS
redoutable	Ag	REDOUTABLE
À	Nc	À
ne	Rp	NE
pas	Rg	PAS
écouter	Vvn	ÉCOUTER
ce	Dd	CE
prince	Nc	PRINCE
déplorable	Ag	DÉPLORABLE
?	Fs	?
Résolu	Vvc	Résolu
de	S	DE
vous	Pp	VOUS
faire	Vvn	FAIRE
entendre	Vvn	ENTENDRE
ses	Ds	SON
adieux	Nc	ADIEU
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
suivra	Vvc	SUIVRE
peut-être	Rg	PEUT-ÊTRE
à	S	À
toute	Di	TOUT
heure	Nc	HEURE|HURE
,	Fw	,
en	S	EN
tous	Di	TOUT
lieux	Nc	LIEU|LIEUX
,	Fw	,
Et	Vvc	Et
voudra	Vvc	VOULOIR
pour	S	POUR
le	Da	LE
moins	Rg	MOINS
devoir	Vvn	DEVOIR
à	S	À
la	Da	LE
fortune	Nc	FORTUNE
,	Fw	,
Le	Vvc	Le
plaisir	Nc	PLAISIR
de	S	DE
vous	Pp	VOUS
faire	Vvn	FAIRE
une	Dn	UN
plainte	Nc	PLAINTE
importune	Ag	IMPORTUN
.	Fs	.
Que	Pt	QUE
dis	Vvc	DIRE
-je	Nc	-je
?	Fs	?
Croyez	Vvc	CROIRE
-vous	Nc	-vous
que	Rg	QUE
plein	Ag	PLEIN
de	S	DE
son	Ds	SON
amour	Nc	AMOUR
Il	Ag	Il
puisse	Vvc	POUVOIR
se	Pp	IL
résoudre	Vvn	RÉSOUDRE
à	S	À
partir	Vvn	PARTIR
de	S	DE
la	Da	LE
Cour	Nc	COUR
.	Fs	.
On	Pp	ON
se	Pp	IL
propose	Vvc	PROPOSER
en	S	EN
vain	Ag	VAIN
de	S	DE
quitter	Vvn	QUITTER
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
aime	Vvc	AIMER
,	Fw	,
Enfin	Nc	Enfin
dans	S	DANS
ce	Dd	CE
dessein	Nc	DESSEIN
confirmez-le	Ag	confirmez-le
vous	Pp	VOUS
-même	Vvc	-même
,	Fw	,
Montrez	Vvc	MONTRER
-lui	Nc	-lui
le	Da	LE
danger	Nc	DANGER
que	Pr	QUE
vous	Pp	VOUS
courez	Vvc	COURIR
tous	Di	TOUT
deux	Nc	DEUX
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
verrait	Vvc	VOIR
tôt	Rg	TÔT
ou	Cc	OU
tard	Rg	TARD
quelque	Di	QUELQUE
éclat	Nc	ÉCLAT
de	S	DE
ses	Ds	SON
feux	Nc	FEU|FEUX
,	Fw	,
Que	Vvc	Que
l'	Da	LE
Empereur	Nc	EMPEREUR
suivant	Ga	SUIVRE
son	Ds	SON
penchant	Nc	PENCHANT
ordinaire	Ag	ORDINAIRE
Oublierait	Vvc	OUBLIER
les	Da	LE
saints	Ag	SAINT
noms	Nc	NOM
,	Fw	,
et	Cc	ET
d'	S	DE
époux	Nc	ÉPOUX
,	Fw	,
et	Cc	ET
de	S	DE
père	Nc	PÈRE
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
perdrait	Vvc	PERDRE
tous	Di	TOUT
deux	Nc	DEUX
sur	S	SUR
un	Dn	UN
simple	Ag	SIMPLE
regard	Nc	REGARD
Ou	Vvc	Ou
peut-être	Rg	PEUT-ÊTRE
l'	Da	LE
amour	Nc	AMOUR
aurait	Vuc	AVOIR
eu	Ge	AVOIR
peu	Rg	PEU
de	S	DE
part	Nc	PART
.	Fs	.
Redoutés	Vvc	Redoutés
d'	S	DE
Andronic	Nc	Andronic
la	Da	LE
fierté	Nc	FIERTÉ
naturelle	Ag	NATUREL
,	Fw	,
Montrez	Vvc	MONTRER
-lui	Nc	-lui
les	Da	LE
chemins	Nc	CHEMIN
où	Pr	OÙ
la	Da	LE
gloire	Nc	GLOIRE
l'	Pp	IL
appelle	Vvc	APPELER
:	Fw	:
Surtout	Rg	SURTOUT
commandez	Vvc	COMMANDER
-lui	Nc	-lui
de	S	DE
ne	Rp	NE
vous	Pp	VOUS
voir	Vvn	VOIR
jamais	Rg	JAMAIS
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
ne	Rp	NE
s'	Pp	SE
approche	Vvc	APPROCHER
plus	Rg	PLUS
des	Dn	UN
murs	Nc	MUR|MURS
de	S	DE
ce	Dd	CE
palais	Nc	PALAIS
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
pense	Vvc	PENSER
à	S	À
tous	Di	TOUT
moments	Nc	MOMENT
que	Cs	QUE
son	Ds	SON
sort	Nc	SORT
et	Cc	ET
le	Da	LE
vôtre	As#Ps	VÔTRE
Vous	Nc	Vous
doit	Vvc	DEVOIR
jusqu'	S	JUSQUE
au	S+Da	À+LE
tombeau	Nc	TOMBEAU
séparer	Vvn	SÉPARER
l'	Da	LE
un	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
:	Fw	:
Ô	Vvc	Ô
ciel	Nc	CIEL
que	Pr	QUE
feriez	Vvc	FAIRE|FERRER
-vous	Nc	-vous
si	Rg	SI
trompant	Ga	TROMPER
votre	Ds	VOTRE
espoir	Nc	ESPOIR
,	Fw	,
Andronic	Nc	Andronic
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
revenu	Ge	REVENIR
pour	S	POUR
vous	Pp	VOUS
voir	Vvn	VOIR
,	Fw	,
Renouvelait	Vvc	RENOUVELER
un	Dn	UN
jour	Nc	JOUR
par	S	PAR
sa	Ds	SON
triste	Ag	TRISTE
présence	Nc	PRÉSENCE
Le	Vvc	Le
souvenir	Vvn	SOUVENIR
qu'	Cs	QUE
aurait	Vuc	AVOIR
affaibli	Ge	AFFAIBLIR
son	Ds	SON
absence	Nc	ABSENCE
?	Fs	?
Que	Cs	QUE
de	Dn	UN
nouveaux	Ag	NOUVEAU
combats	Nc	COMBAT
!	Fs	!
Que	Cs	QUE
de	Dn	UN
secrets	Ag	SECRET
soupirs	Nc	SOUPIR
?	Fs	?
Hélas	Vvc	Hélas
,	Fw	,
épargnez	Vvc	ÉPARGNER
-vous	Vvn	-vous
ces	Dd	CE
mortels	Ag	MORTEL
déplaisirs	Nc	DÉPLAISIR
:	Fw	:
Si	Cs	SI
le	Da	LE
prince	Nc	PRINCE
une	Dn	UN
fois	Nc	FOI|FOIS
vous	Pp	VOUS
a	Vuc	AVOIR
promis	Ge	PROMETTRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
De	Vvc	De
ne	Rp	NE
plus	Rg	PLUS
traverser	Vvn	TRAVERSER
le	Da	LE
repos	Nc	REPOS
de	S	DE
votre	Ds	VOTRE
âme	Nc	ÂME
,	Fw	,
D'	Vvc	D'
aller	Vvn	ALLER
loin	Rg	LOIN
de	S	DE
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
sans	S	SANS
espoir	Nc	ESPOIR
de	S	DE
retour	Nc	RETOUR
Étouffer	Nc	Étouffer
ou	Cc	OU
nourrir	Vvn	NOURRIR
un	Dn	UN
malheureux	Ag	MALHEUREUX
amour	Nc	AMOUR
,	Fw	,
Quelque	Vvc	Quelque
brûlant	Ag	BRÛLANT
désir	Nc	DÉSIR
,	Fw	,
quelque	Di	QUELQUE
ardeur	Nc	ARDEUR
qui	Pr	QUI
le	Pp	IL
presse	Vvc	PRESSER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
j'	Pp	JE
en	Pp	EN
réponds	Vvc	RÉPONDRE
,	Fw	,
il	Pp	IL
tiendra	Vvc	TENIR
sa	Ds	SON
promesse	Nc	PROMESSE
.	Fs	.
Voyez-le	V	VOIR
,	Fw	,
et	Cc	ET
sans	S	SANS
frémir	Vvn	FRÉMIR
de	S	DE
son	Ds	SON
destin	Nc	DESTIN
cruel	Ag	CRUEL
,	Fw	,
Prononcez	Vvc	PRONONCER
-lui	Nc	-lui
l'	Da	LE
arrêt	Nc	ARRÊT
d'	S	DE
un	Dn	UN
exil	Nc	EXIL
éternel	Ag	ÉTERNEL
.	Fs	.
Lui	Pp	IL
pourrai	Vvc	POUVOIR
-je	Vvc	-je
imposer	Vvn	IMPOSER
une	Dn	UN
loi	Nc	LOI
si	Rg	SI
funeste	Ag	FUNESTE
?	Fs	?
Ah	I	AH
!	Fs	!
Laissez-le	Vvc	Laissez-le
moi	Pp	JE
fuir	Vvn	FUIR
sans	S	SANS
me	Pp	JE
charger	Vvn	CHARGER
du	S+Da	DE+LE
reste	Nc	RESTE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
causé	Ge	CAUSER
ses	Ds	SON
malheurs	Nc	MALHEUR
,	Fw	,
en	S	EN
causant	Ga	CAUSER
son	Ds	SON
amour	Nc	AMOUR
,	Fw	,
Le	Vvc	Le
presserai	Vvc	PRESSER
-je	Vvn	-je
encore	Rg	ENCORE
de	S	DE
sortir	Vvn	SORTIR
de	S	DE
la	Da	LE
Cour	Nc	COUR
,	Fw	,
Et	Vvc	Et
d'	S	DE
aller	Vvn	ALLER
essuyer	Vvn	ESSUYER
chez	S	CHEZ
un	Dn	UN
peuple	Nc	PEUPLE
barbare	Ag	BARBARE
,	Fw	,
Du	Vvc	Du
destin	Nc	DESTIN
ennemi	Nc	ENNEMI
le	Da	LE
caprice	Nc	CAPRICE
bizarre	Ag	BIZARRE
?	Fs	?
Que	Pt	QUE
dis	Vvc	DIRE
-je	Nc	-je
?	Fs	?
Pensez	Vvc	PENSER
-vous	Nc	-vous
que	Cs	QUE
dans	S	DANS
mon	Ds	MON
triste	Ag	TRISTE
coeur	Nc	CUR
,	Fw	,
Ma	Vvc	Ma
vertu	Nc	VERTU
devant	S	DEVANT
lui	Pp	IL
résiste	Vvc	RÉSISTER
à	S	À
ma	Ds	MON
douleur	Nc	DOULEUR
?	Fs	?
Au	S+Da	À+LE
bruit	Nc	BRUIT
de	S	DE
ses	Ds	SON
soupirs	Nc	SOUPIR
...	Fs	...
À	Nc	À
l'	Da	LE
aspect	Nc	ASPECT
de	S	DE
ses	Ds	SON
larmes	Nc	LARME
...	Fs	...
Non	Vvc	Non
,	Fw	,
ce	Dd	CE
seul	Ag	SEUL
souvenir	Nc	SOUVENIR
me	Pp	JE
donne	Vvc	DONNER
trop	Rg	TROP
d'	S	DE
alarmes	Nc	ALARME
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
puis	Vvc	POUVOIR
m'	Pp	JE
exposer	Vvn	EXPOSER
à	S	À
ce	Dd	CE
triste	Ag	TRISTE
entretien	Nc	ENTRETIEN
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
trop	Rg	TROP
de	S	DE
mon	Ds	MON
tourment	Nc	TOURMENT
sans	S	SANS
y	Pp	Y
joindre	Vvn	JOINDRE
le	Da	LE
sien	Ps	SIEN
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
trop	Rg	TROP
triompher	Vvn	TRIOMPHER
de	S	DE
toute	Di	TOUT
ma	Ds	MON
constance	Nc	CONSTANCE
,	Fw	,
Hélas	Vvc	Hélas
!	Fs	!
D'	S	DE
avoir	Vun	AVOIR
quitté	Ge	QUITTER
les	Da	LE
lieux	Nc	LIEU|LIEUX
de	S	DE
ma	Ds	MON
naissance	Nc	NAISSANCE
;	Fw	;
Ces	Vvc	Ces
lieux	Nc	LIEU|LIEUX
où	Pr	OÙ
tout	Pi	TOUT
semblait	Vvc	SEMBLER
prévenir	Vvn	PRÉVENIR
mes	Ds	MON
désirs	Nc	DÉSIR
,	Fw	,
Où	Vvc	Où
mon	Ds	MON
coeur	Nc	CUR
n'	Rp	NE
a	Vuc	AVOIR
jamais	Rg	JAMAIS
connu	Ge	CONNAÎTRE
que	Cs	QUE
les	Da	LE
plaisirs	Nc	PLAISIR
;	Fw	;
Ô	Nc	Ô
bienheureux	Ag	BIENHEUREUX
séjour	Nc	SÉJOUR
!	Fs	!
Aimable	Ag	AIMABLE
Trébisonde	Vvc	Trébisonde
!	Fs	!
Ô	Nc	Ô
murs	Ag	MÛR
!	Fs	!
Où	Vvc	Où
je	Pp	JE
vivais	Vvc	VIVRE
dans	S	DANS
une	Dn	UN
paix	Nc	PAIX
profonde	Ag	PROFOND
!	Fs	!
Que	Pt	QUE
n'	Rp	NE
ai	Vuc	AVOIR
-je	Nc	-je
en	S	EN
vous	Pp	VOUS
perdant	Ga	PERDRE
,	Fw	,
de	S	DE
mes	Ds	MON
funestes	Ag	FUNESTE
jours	Nc	JOUR|JOURS
,	Fw	,
Par	Nc	PAR
une	Dn	UN
prompte	Ag	PROMPT
mort	Nc	MORT
vu	Ge	VOIR
terminer	Vvn	TERMINER
le	Da	LE
cours	Nc	COUR|COURS|COURT
?	Fs	?
Je	Pp	JE
m'	Pp	JE
éloignai	Vvc	ÉLOIGNER
de	S	DE
vous	Pp	VOUS
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
entraînée	Ge	ENTRAÎNER
Par	Nc	PAR
le	Da	LE
trompeur	Nc	TROMPEUR
espoir	Nc	ESPOIR
d'	S	DE
un	Dn	UN
heureux	Ag	HEUREUX
hyménée	Nc	HYMÉNÉE
;	Fw	;
Je	Vvc	Je
croyais	Vvc	CROIRE
qu'	Cs	QUE
Andronic	Nc	Andronic
à	S	À
mon	Ds	MON
destin	Nc	DESTIN
lié	Ge	LIER
Pour	Nc	POUR
jamais	Rg	JAMAIS
avec	S	AVEC
moi	Pp	JE
serait	Vuc	ÊTRE
associé	Ge	ASSOCIER
,	Fw	,
Nos	Nc	NÔ
pères	Nc	PÈRE
l'	Pp	IL
ordonnaient	Vvc	ORDONNER
,	Fw	,
Trébisonde	Vvc	Trébisonde
et	Cc	ET
Byzance	Nc	Byzance
,	Fw	,
Sur	Nc	Sur
cet	Dd	CE
illustre	Ag	ILLUSTRE
hymen	Nc	HYMEN
fondaient	Vvc	FONDER|FONDRE
leur	Ds	LEUR
espérance	Nc	ESPÉRANCE
;	Fw	;
Je	Vvc	Je
venais	Vvc	VENIR
avec	S	AVEC
joie	Nc	JOIE
en	S	EN
célébrer	Vvn	CÉLÉBRER
les	Da	LE
noeuds	Nc	NUD
,	Fw	,
Le	Vvc	Le
prince	Nc	PRINCE
était	Vuc	ÊTRE
aimable	Ag	AIMABLE
,	Fw	,
il	Pp	IL
était	Vuc	ÊTRE
amoureux	Ag	AMOUREUX
;	Fw	;
Vains	Ag	VAIN
projets	Nc	PROJET
!	Fs	!
Vains	Ag	VAIN
transports	Nc	TRANSPORT|TRANSPORTS
!	Fs	!
Espérance	Nc	Espérance
inutile	Ag	INUTILE
!	Fs	!
J'	Pp	JE
arrive	Vvc	ARRIVER
enfin	Rg	ENFIN
,	Fw	,
à	S	À
peine	Nc	PEINE
entrai	Vvc	ENTRER
-je	Nc	-je
en	S	EN
cette	Dd	CE
ville	Nc	VILLE
Que	Vvc	Que
je	Pp	JE
vois	Vvc	ALLER|VOIR
délivrée	Ge	DÉLIVRER
en	S	EN
des	Dn	UN
maux	Nc	MAL
infinis	Ag	INFINI
,	Fw	,
Il	Vvc	Il
me	Pp	JE
faut	Vvc	FAILLIR|FALLOIR
épouser	Vvn	ÉPOUSER
le	Da	LE
père	Nc	PÈRE
au	S+Da	À+LE
lieu	Nc	LIEU
du	S+Da	DE+LE
fils	Nc	FIL|FILS
,	Fw	,
Nos	Nc	NÔ
destins	Nc	DESTIN
sont	Vuc	ÊTRE
changés	Ge	CHANGER
;	Fw	;
un	Dn	UN
ordre	Nc	ORDRE
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
Détruit	Vvc	Détruit
dans	S	DANS
un	Dn	UN
instant	Nc	INSTANT
le	Da	LE
bonheur	Nc	BONHEUR
que	Pr	QUE
j'	Pp	JE
espère	Vvc	ESPÉRER
;	Fw	;
En	Vvc	En
victime	Nc	VICTIME
d'	S	DE
État	Nc	État
,	Fw	,
contrainte	Nc	CONTRAINTE
d'	S	DE
obéir	Vvn	OBÉIR
,	Fw	,
Pour	Nc	POUR
conserver	Vvn	CONSERVER
ma	Ds	MON
gloire	Nc	GLOIRE
il	Pp	IL
fallut	Vvc	FALLOIR
me	Pp	JE
trahir	Vvn	TRAHIR
.	Fs	.
Eh	I	EH
!	Fs	!
Pourquoi	Rt	POURQUOI
rappelant	Ga	RAPPELER
vos	Ds	VOTRE
disgrâces	Nc	DISGRÂCE
passées	Ge	PASSER
,	Fw	,
Occuper	Vvn	OCCUPER
votre	Ds	VOTRE
esprit	Nc	ESPRIT
de	S	DE
ces	Dd	CE
tristes	Ag	TRISTE
pensées	Nc	PENSÉE
?	Fs	?
Madame	Nc	MADAME
,	Fw	,
faites	Vvc	FAIRE
-vous	Nc	-vous
un	Dn	UN
généreux	Ag	GÉNÉREUX
effort	Nc	EFFORT
,	Fw	,
Avec	Vvc	Avec
moins	Rg	MOINS
de	S	DE
douleur	Nc	DOULEUR
remplissez	Vvc	REMPLIR
votre	Ds	VOTRE
sort	Nc	SORT
,	Fw	,
Et	Vvc	Et
sachez	Vvc	SAVOIR
avec	S	AVEC
soin	Nc	SOIN
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
de	S	DE
tout	Di	TOUT
l'	Da	LE
Empire	Nc	EMPIRE
,	Fw	,
Les	Vvc	Les
déplaisirs	Nc	DÉPLAISIR
secrets	Ag	SECRET
...	Fs	...
Ah	Vvc	Ah
que	Cs	QUE
m'	Pp	JE
osez	Vvc	OSER
-vous	Nc	-vous
dire	Vvn	DIRE
?	Fs	?
Qui	Pt	QUI
jamais	Rg	JAMAIS
a	Vuc	AVOIR
caché	Ge	CACHER
ses	Ds	SON
chagrins	Ag	CHAGRIN
mieux	Nc	MIEUX
que	Pr	QUE
moi	Pp	JE
,	Fw	,
Et	Vvc	Et
mieux	Rg	MIEUX
subi	Ge	SUBIR
du	S+Da	DE+LE
sort	Nc	SORT
l'	Da	LE
injurieuse	Ag	INJURIEUX
loi	Nc	LOI
?	Fs	?
Cependant	Rg	CEPENDANT
qui	Pr	QUI
jamais	Rg	JAMAIS
eut	Vuc	AVOIR
le	Da	LE
sort	Nc	SORT
le	Da	LE
plus	Rg	PLUS
contraire	Ag	CONTRAIRE
?	Fs	?
Observée	Vvc	Observée
avec	S	AVEC
soin	Nc	SOIN
par	S	PAR
une	Dn	UN
Cour	Nc	COUR
austère	Ag	AUSTÈRE
,	Fw	,
Où	Vvc	Où
les	Da	LE
yeux	Nc	OEIL|YEUX
les	Da	LE
plus	Rg	PLUS
chers	Ag	CHER
me	Pp	JE
semblaient	Vvc	SEMBLER
ennemis	Nc	ENNEMI
;	Fw	;
Où	Vvc	Où
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
rien	Pi	RIEN
des	S+Da	DE+LE|DE+LES
biens	Nc	BIEN
que	Pr	QUE
je	Pp	JE
m'	Pp	JE
étais	Vuc	ÊTRE
promis	Ge	PROMETTRE
,	Fw	,
Où	Vvc	Où
sans	S	SANS
cesse	Nc	CESSE
livrée	Ge	LIVRER
à	S	À
ma	Ds	MON
douleur	Nc	DOULEUR
extrême	Ag	EXTRÊME
Mon	Nc	Mon
coeur	Nc	CUR
tyrannisé	Ge	TYRANNISER
combat	Nc	COMBAT
contre	S	CONTRE
lui-même	Pp	LUI-MÊME
,	Fw	,
Que	Vvc	Que
vous	Pp	VOUS
dirai	Vvc	DIRE
-je	Vvn	-je
enfin	Rg	ENFIN
?	Fs	?
Où	Vvc	Où
ce	Dd	CE
coeur	Nc	CUR
malheureux	Ag	MALHEUREUX
Est	Vvc	Est
souvent	Rg	SOUVENT
malgré	S	MALGRÉ
moi	Pp	JE
moins	Rg	MOINS
fort	Rg	FORT
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
.	Fs	.
Redoublez	Vvc	REDOUBLER
vos	Ds	VOTRE
efforts	Nc	EFFORT
,	Fw	,
le	Da	LE
temps	Nc	TEMPS
,	Fw	,
votre	Ds	VOTRE
confiance	Nc	CONFIANCE
De	Vvc	De
vos	Ds	VOTRE
profonds	Ag	PROFOND
ennuis	Nc	ENNUI
vaincront	Vvc	VAINCRE
la	Da	LE
violence	Nc	VIOLENCE
,	Fw	,
Et	Vvc	Et
le	Da	LE
prince	Nc	PRINCE
bientôt	Rg	BIENTÔT
éloigné	Ge	ÉLOIGNER
de	S	DE
vos	Ds	VOTRE
