Pourquoi	Rt	POURQUOI
si	Rg	SI
peu	Rg	PEU
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
qui	Pr	QUI
fîtes	Vvc	FAIRE
tant	Rg	TANT
pour	S	POUR
elle	Pp	IL
;	Fw	;
À	Nc	À
Rome	Vvc	Rome
,	Fw	,
qui	Pr	QUI
se	Pp	IL
plaît	Vvc	PLAIRE
à	S	À
nous	Pp	NOUS
voir	Vvn	VOIR
succomber	Vvn	SUCCOMBER
;	Fw	;
Qui	Vvc	Qui
couronne	Nc	COURONNE
la	Da	LE
main	Nc	MAIN
,	Fw	,
qui	Pr	QUI
nous	Pp	NOUS
a	Vuc	AVOIR
fait	Ge	FAIRE
tomber	Vvn	TOMBER
!	Fs	!
Moi	Pp	JE
!	Fs	!
Seigneur	Nc	SEIGNEUR
,	Fw	,
j'	Pp	JE
y	Pp	Y
verrai	Vvc	VOIR
ces	Dd	CE
illustres	Ag	ILLUSTRE
images	Nc	IMAGE
,	Fw	,
Du	Vvc	Du
zèle	Nc	ZÈLE
des	S+Da	DE+LE|DE+LES
Catons	Nc	Catons
,	Fw	,
les	Da	LE
sacrés	Nc	SACRÉ
témoignages	Nc	TÉMOIGNAGE
,	Fw	,
Par	Nc	PAR
des	S+Da	DE+LE|DE+LES
chétives	Ag	CHÉTIF
mains	Nc	MAIN
tomber	Vvn	TOMBER
de	S	DE
ces	Dd	CE
hauts	Ag	HAUT
lieux	Nc	LIEU|LIEUX
,	Fw	,
Et	Vvc	Et
des	Dn	UN
tyrans	Nc	TYRAN
placés	Ge	PLACER
où	Pr	OÙ
furent	Vuc	ÊTRE
mes	Ds	MON
aïeux	Nc	AÏEUL
!	Fs	!
J'	Pp	JE
y	Pp	Y
verrai	Vvc	VOIR
triompher	Vvn	TRIOMPHER
leur	Ds	LEUR
détestable	Ag	DÉTESTABLE
haine	Nc	HAINE
!	Fs	!
J'	Pp	JE
y	Pp	Y
verrai	Vvc	VOIR
mettre	Vvn	METTRE
aux	S+Da	À+LES
fers	Nc	FER|FERS
la	Da	LE
fortune	Nc	FORTUNE
Romaine	Ag	ROMAIN
!	Fs	!
Je	Pp	JE
m'	Pp	JE
y	Pp	Y
verrai	Vvc	VOIR
moi-même	Pp	LUI-MÊME
en	S	EN
l'	Da	LE
état	Nc	ÉTAT
de	S	DE
servir	Vvn	SERVIR
!	Fs	!
J'	Pp	JE
irai	Vvc	ALLER
m'	Pp	JE
offrir	Vvn	OFFRIR
aux	S+Da	À+LES
mains	Nc	MAIN
,	Fw	,
qui	Pr	QUI
veulent	Vvc	VOULOIR
m'	Pp	JE
asservir	Vvn	ASSERVIR
!	Fs	!
Car	Cc	CAR
enfin	Rg	ENFIN
pensez	Vvc	PENSER
-vous	Nc	-vous
qu'	Cs	QUE
avec	S	AVEC
les	Da	LE
seules	Ag	SEUL
larmes	Nc	LARME
Je	Ag	Je
puisse	Vvc	POUVOIR
rétablir	Vvn	RÉTABLIR
la	Da	LE
gloire	Nc	GLOIRE
de	S	DE
nos	Ds	NOTRE
armes	Nc	ARME|ARMÉ
?	Fs	?
Nos	Ds	NOTRE
malheurs	Nc	MALHEUR
sont	Vuc	ÊTRE
trop	Rg	TROP
grands	Ag	GRAND
,	Fw	,
et	Cc	ET
pour	S	POUR
borner	Vvn	BORNER
leurs	Ds	LEUR
cours	Nc	COUR|COURS|COURT
,	Fw	,
Une	Vvc	Une
femme	Nc	FEMME
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
est	Vuc	ÊTRE
un	Dn	UN
faible	Ag	FAIBLE
secours	Nc	SECOURS
.	Fs	.
Puisque	Cs	PUISQUE
Brute	Vvc	Brute
a	Vuc	AVOIR
péri	Ge	PÉRIR
,	Fw	,
tout	Pi	TOUT
doit	Vvc	DEVOIR
périr	Vvn	PÉRIR
ensemble	Rg	ENSEMBLE
;	Fw	;
Je	Vvc	Je
ne	Rp	NE
puis	Vvc	POUVOIR
éviter	Vvn	ÉVITER
le	Da	LE
sort	Nc	SORT
,	Fw	,
qui	Pr	QUI
nous	Pp	NOUS
assemble	Vvc	ASSEMBLER
.	Fs	.
Hé	Vvc	Hé
!	Fs	!
Quel	Dt	QUEL
sort	Nc	SORT
puis	Vvc	POUVOIR
-je	Vvc	-je
attendre	Vvn	ATTENDRE
,	Fw	,
et	Cc	ET
plus	Rg	PLUS
noble	Ag	NOBLE
et	Cc	ET
plus	Rg	PLUS
doux	Ag	DOUX
,	Fw	,
Que	Vvc	Que
l'	Da	LE
éclatant	Ag	ÉCLATANT
honneur	Nc	HONNEUR
de	S	DE
mourir	Vvn	MOURIR
avec	S	AVEC
vous	Pp	VOUS
.	Fs	.
Consentez	Vvc	CONSENTIR
à	S	À
ma	Ds	MON
mort	Nc	MORT
...	Fs	...
Hé	Vvc	Hé
!	Fs	!
bien	Rg	BIEN
mourons	Nc	MOURON
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Enfin	Rg	ENFIN
votre	Ds	VOTRE
devoir	Nc	DEVOIR
triomphe	Vvc	TRIOMPHER
de	S	DE
ma	Ds	MON
flamme	Nc	FLAMME
:	Fw	:
Votre	Ds	VOTRE
gloire	Nc	GLOIRE
le	Pp	IL
veut	Vvc	VOULOIR
,	Fw	,
il	Pp	IL
y	Pp	Y
faut	Vvc	FAILLIR|FALLOIR
consentir	Vvn	CONSENTIR
:	Fw	:
Ma	Ds	MON
générosité	Nc	GÉNÉROSITÉ
ne	Rp	NE
se	Pp	IL
peut	Vvc	POUVOIR
démentir	Vvn	DÉMENTIR
.	Fs	.
Tendresse	Nc	TENDRESSE
,	Fw	,
amour	Nc	AMOUR
,	Fw	,
pitié	Nc	PITIÉ
,	Fw	,
qui	Pr	QUI
la	Pp	IL
vouliez	Vvc	VOULOIR
surprendre	Vvn	SURPRENDRE
,	Fw	,
Servez	Vvc	SERVIR
mieux	Rg	MIEUX
mon	Ds	MON
devoir	Nc	DEVOIR
,	Fw	,
il	Pp	IL
temps	Nc	TEMPS
de	S	DE
se	Pp	IL
rendre	Vvn	RENDRE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
me	Pp	JE
défends	Vvc	DÉFENDRE
plus	Rg	PLUS
contre	S	CONTRE
tant	Rg	TANT
de	S	DE
vertu	Nc	VERTU
.	Fs	.
Toi	Pp	TU
,	Fw	,
qui	Pr	QUI
vois	Vvc	ALLER|VOIR
son	Ds	SON
dessein	Nc	DESSEIN
y	Pp	Y
consentiras	Vvc	CONSENTIR
-tu	Vvn	-tu
.	Fs	.
Juste	Ag	JUSTE
Ciel	Vvc	Ciel
?	Fs	?
Pourras	Vvc	POUVOIR
-tu	Vvc	-tu
voir	Vvn	VOIR
périr	Vvn	PÉRIR
ton	Ds	TON
ouvrage	Nc	OUVRAGE
?	Fs	?
Le	Da	LE
reste	Nc	RESTE
des	S+Da	DE+LE|DE+LES
Catons	Nc	Catons
,	Fw	,
la	Da	LE
gloire	Nc	GLOIRE
de	S	DE
notre	Ds	NOTRE
âge	Nc	ÂGE
?	Fs	?
Pourras	Vvc	POUVOIR
-tu	Vvc	-tu
voir	Vvn	VOIR
enfin	Rg	ENFIN
entrer	Vvn	ENTRER
dans	S	DANS
le	Da	LE
tombeau	Nc	TOMBEAU
,	Fw	,
Tout	Vvc	Tout
ce	Pd	CE
que	Pr	QUE
notre	Ds	NOTRE
Rome	Nc	Rome
a	Vuc	AVOIR
de	S	DE
grand	Ag	GRAND
et	Cc	ET
de	S	DE
beau	Ag	BEAU
?	Fs	?
Voir	Vvn	VOIR
ces	Dd	CE
brillants	Ag	BRILLANT
appas	Nc	APPAS
se	Pp	IL
couvrir	Vvn	COUVRIR
des	Dn	UN
ténèbres	Nc	TÉNÈBRE
?	Fs	?
Voir	Vvn	VOIR
changer	Vvn	CHANGER
ces	Dd	CE
clartés	Nc	CLARTÉ
en	S	EN
des	Dn	UN
ombres	Nc	OMBRE
funèbres	Ag	FUNÈBRE
?	Fs	?
Voir	Vvn	VOIR
tomber	Vvn	TOMBER
ce	Dd	CE
beau	Ag	BEAU
sang	Nc	SANG
?	Fs	?
Et	Cc	ET
par	S	PAR
un	Dn	UN
prompt	Ag	PROMPT
effort	Nc	EFFORT
Voir	Vvc	Voir
passer	Vvn	PASSER
dans	S	DANS
ce	Dd	CE
corps	Nc	CORPS
les	Da	LE
horreurs	Nc	HORREUR
de	S	DE
la	Da	LE
mort	Nc	MORT
?	Fs	?
Ah	I	AH
!	Fs	!
Madame	Nc	MADAME
.	Fs	.
Ah	I	AH
!	Fs	!
Seigneur	Nc	SEIGNEUR
,	Fw	,
épargnez	Vvc	ÉPARGNER
ma	Ds	MON
faiblesse	Nc	FAIBLESSE
;	Fw	;
Consommons	Vvc	CONSOMMER
maintenant	Rg	MAINTENANT
cette	Dd	CE
indigne	Ag	INDIGNE
tendresse	Nc	TENDRESSE
.	Fs	.
Vous	Pp	VOUS
voulez	Vvc	VOULOIR
donc	Rg	DONC
mourir	Vvn	MOURIR
,	Fw	,
mais	Cc	MAIS
quel	Dt	QUEL
fer	Nc	FER
,	Fw	,
quelle	Dt	QUEL
main	Nc	MAIN
Osera	Vvc	OSER
traverser	Vvn	TRAVERSER
cet	Dd	CE
adorable	Ag	ADORABLE
sein	Nc	SEIN
?	Fs	?
Ô	Nc	Ô
!	Fs	!
Dieux	Nc	DIEU|DIEUX
.	Fs	.
Que	Pt	QUE
veut	Vvc	VOULOIR
Maxime	Vvc	Maxime
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
a-t-il	V	AVOIR
à	S	À
nous	Pp	NOUS
dire	Vvn	DIRE
?	Fs	?
Après	Vvc	Après
tant	Rg	TANT
de	S	DE
malheurs	Nc	MALHEUR
vous	Pp	VOUS
tomber	Vvn	TOMBER
dans	S	DANS
un	Dn	UN
pire	Nc	PIRE
;	Fw	;
J'	Vvc	J'
ai	Vuc	AVOIR
par	S	PAR
votre	Ds	VOTRE
ordre	Nc	ORDRE
en	S	EN
vain	Ag	VAIN
rallié	Nc	RALLIÉ
nos	Ds	NOTRE
soldats	Nc	SOLDAT
,	Fw	,
Pour	Nc	POUR
amuser	Vvn	AMUSER
Octave	Vvc	Octave
,	Fw	,
et	Cc	ET
retarder	Vvn	RETARDER
ses	Ds	SON
pas	Nc	PAS
;	Fw	;
Et	Vvc	Et
comblé	Ge	COMBLER
les	Da	LE
chemins	Nc	CHEMIN
de	S	DE
sang	Nc	SANG
,	Fw	,
et	Cc	ET
de	S	DE
carnage	Nc	CARNAGE
;	Fw	;
Octave	Vvc	Octave
malgré	S	MALGRÉ
nous	Pp	NOUS
s'	Pp	SE
est	Vuc	ÊTRE
enfin	Rg	ENFIN
fait	Ge	FAIRE
passage	Nc	PASSAGE
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
cherche	Vvc	CHERCHER
partout	Rg	PARTOUT
,	Fw	,
ne	Rp	NE
demande	Vvc	DEMANDER
que	Cs	QUE
vous	Pp	VOUS
,	Fw	,
Et	Vvc	Et
semble	Vvc	SEMBLER
à	S	À
ce	Dd	CE
seul	Ag	SEUL
but	Nc	BUT
borner	Vvn	BORNER
tout	Di	TOUT
son	Ds	SON
courroux	Nc	COURROUX
:	Fw	:
Enfin	Rg	ENFIN
vous	Pp	VOUS
êtes	Vuc	ÊTRE
pris	Ge	PRENDRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
.	Fs	.
Voici	I	VOICI
Maxime	Ag	Maxime
.	Fs	.
De	S	DE
quoi	Pt	QUE|QUOI
braver	Vvn	BRAVER
Octave	Vvc	Octave
,	Fw	,
et	Cc	ET
sauver	Vvn	SAUVER
notre	Ds	NOTRE
estime	Nc	ESTIME
.	Fs	.
Mais	Cc	MAIS
avant	S	AVANT
que	Rg	QUE
mourir	Vvn	MOURIR
prévenons	Vvc	PRÉVENIR
son	Ds	SON
dessein	Nc	DESSEIN
,	Fw	,
Et	Vvc	Et
mourons	Nc	MOURON
,	Fw	,
s'	Cs	SI
il	Pp	IL
se	Pp	IL
peut	Vvc	POUVOIR
,	Fw	,
les	Da	LE
armes	Nc	ARME|ARMÉ
à	S	À
la	Da	LE
main	Nc	MAIN
.	Fs	.
Se	Pp	IL
tournant	Ga	TOURNER
vers	S	VERS
Porcie	Nc	Porcie
.	Fs	.
Avant	S	AVANT
qu'	Cs	QUE
on	Pp	ON
me	Pp	JE
ravisse	Vvc	RAVIR
une	Dn	UN
si	Rg	SI
chère	Ag	CHER
vie	Nc	VIE
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
ma	Ds	MON
fureur	Nc	FUREUR
pleinement	Rg	PLEINEMENT
assouvie	Ge	ASSOUVIR
,	Fw	,
Par	Nc	PAR
des	S+Da	DE+LE|DE+LES
sanglants	Ag	SANGLANT
exploits	Nc	EXPLOIT
achevant	Ga	ACHEVER
ce	Dd	CE
grand	Ag	GRAND
jour	Nc	JOUR
,	Fw	,
Honore	Vvc	HONORER
notre	Ds	NOTRE
mort	Nc	MORT
,	Fw	,
et	Cc	ET
venge	Vvc	VENGER
mon	Ds	MON
amour	Nc	AMOUR
.	Fs	.
Mourons	Nc	MOURON
,	Fw	,
mais	Cc	MAIS
tous	Di	TOUT
couverts	Nc	COUVERT
du	S+Da	DE+LE
sang	Nc	SANG
de	S	DE
ses	Ds	SON
perfides	Ag	PERFIDE
.	Fs	.
Se	Pp	IL
tournant	Ga	TOURNER
vers	S	VERS
ses	Ds	SON
soldats	Nc	SOLDAT
.	Fs	.
Vous	Pp	VOUS
restes	Vvc	RESTER
généreux	Ag	GÉNÉREUX
de	S	DE
nos	Ds	NOTRE
troupes	Nc	TROUPE
timides	Ag	TIMIDE
,	Fw	,
Venez	Vvc	VENIR
sur	S	SUR
nos	Ds	NOTRE
tyrans	Nc	TYRAN
porter	Vvn	PORTER
vos	Ds	VOTRE
derniers	Ag	DERNIER
coups	Nc	COUP
.	Fs	.
Quoi	Pt	QUE|QUOI
,	Fw	,
pour	S	POUR
un	Dn	UN
vain	Ag	VAIN
effort	Nc	EFFORT
m'	Pp	JE
abandonnerez	Vvc	ABANDONNER
-vous	Nc	-vous
?	Fs	?
Dois	Vvc	DEVOIR
-je	Vvc	-je
pas	Rg	PAS
tenter	Vvn	TENTER
tout	Pi	TOUT
par	S	PAR
un	Dn	UN
effort	Nc	EFFORT
suprême	Ag	SUPRÊME
,	Fw	,
Pour	Nc	POUR
servir	Vvn	SERVIR
notre	Ds	NOTRE
Rome	Nc	Rome
,	Fw	,
et	Cc	ET
sauver	Vvn	SAUVER
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
aime	Vvc	AIMER
?	Fs	?
Nos	Ds	NOTRE
efforts	Nc	EFFORT
seront	Vuc	ÊTRE
vains	Ag	VAIN
,	Fw	,
mais	Cc	MAIS
notre	Ds	NOTRE
désespoir	Nc	DÉSESPOIR
Ne	Ag	Ne
doit	Vvc	DEVOIR
pas	Rg	PAS
attenter	Vvn	ATTENTER
dessus	S	DESSUS
notre	Ds	NOTRE
devoir	Nc	DEVOIR
.	Fs	.
Prépare	Vvc	Prépare
-toi	Vvc	-toi
mon	Ds	MON
âme	Nc	ÂME
à	S	À
la	Da	LE
dernière	Ag	DERNIER
foudre	Nc	FOUDRE
:	Fw	:
Notre	Ds	NOTRE
destin	Nc	DESTIN
s'	Pp	SE
achève	Vvc	ACHEVER
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
temps	Nc	TEMPS
de	S	DE
résoudre	Vvn	RÉSOUDRE
.	Fs	.
Ménageons	Vvc	Ménageons
comme	Cs	COMME
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
ce	Dd	CE
précieux	Ag	PRÉCIEUX
moment	Nc	MOMENT
,	Fw	,
Et	Vvc	Et
mourons	Nc	MOURON
sans	S	SANS
désordre	Nc	DÉSORDRE
,	Fw	,
et	Cc	ET
sans	S	SANS
étonnement	Nc	ÉTONNEMENT
.	Fs	.
Oui	Rg	OUI
malgré	S	MALGRÉ
vos	Ds	VOTRE
efforts	Nc	EFFORT
,	Fw	,
tyrans	Nc	TYRAN
,	Fw	,
malgré	S	MALGRÉ
vos	Ds	VOTRE
haines	Nc	HAINE
Nous	Ag	Nous
mourrons	Vvc	MOURIR
sans	S	SANS
rougir	Vvn	ROUGIR
,	Fw	,
et	Cc	ET
libres	Ag	LIBRE
et	Cc	ET
Romaines	Ag	ROMAIN
,	Fw	,
Et	Vvc	Et
je	Pp	JE
me	Pp	JE
puis	Vvc	POUVOIR
vanter	Vvn	VANTER
si	Rg	SI
proche	Ag	PROCHE
de	S	DE
la	Da	LE
mort	Nc	MORT
,	Fw	,
Que	Vvc	Que
je	Pp	JE
puis	Vvc	POUVOIR
pour	S	POUR
le	Da	LE
moins	Rg	MOINS
disposer	Vvn	DISPOSER
de	S	DE
mon	Ds	MON
sort	Nc	SORT
.	Fs	.
Allons	Vvc	ALLER
,	Fw	,
Julie	Nc	Julie
,	Fw	,
allons	Vvc	ALLER
:	Fw	:
mais	Cc	MAIS
surtout	Rg	SURTOUT
si	Cs	SI
tu	Pp	TU
m'	Pp	JE
aimes	Vvc	AIMER
,	Fw	,
Montre	Vvc	MONTRER
un	Dn	UN
coeur	Nc	CUR
invincible	Ag	INVINCIBLE
en	S	EN
ces	Dd	CE
malheurs	Nc	MALHEUR
extrêmes	Ag	EXTRÊME
,	Fw	,
Et	Vvc	Et
quand	Cs	QUAND
je	Pp	JE
vais	Vvc	ALLER
souffrir	Vvn	SOUFFRIR
un	Dn	UN
glorieux	Ag	GLORIEUX
trépas	Nc	TRÉPAS
,	Fw	,
N'	Vvc	N'
offre	Vvc	OFFRIR
rien	Pi	RIEN
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
de	S	DE
lâche	Nc	LÂCHE|LÂCHÉ
ni	Cc	NI
de	S	DE
bas	Rg	BAS
.	Fs	.
Regarde	Vvc	REGARDER
avec	S	AVEC
plaisir	Nc	PLAISIR
la	Da	LE
perte	Nc	PERTE
d'	S	DE
une	Dn	UN
vie	Nc	VIE
Glorieuse	Ag	GLORIEUX
à	S	À
César	Nc	César
,	Fw	,
et	Cc	ET
honteuse	Ag	HONTEUX
à	S	À
Porcie	Nc	Porcie
.	Fs	.
Souviens	Vvc	SOUVENIR
-toi	Vvc	-toi
du	S+Da	DE+LE
devoir	Nc	DEVOIR
,	Fw	,
qui	Pr	QUI
m'	Pp	JE
oblige	Vvc	OBLIGER
à	S	À
périr	Vvn	PÉRIR
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
à	S	À
qui	Pr	QUI
n'	Rp	NE
ose	Vvc	OSER
vivre	Vvn	VIVRE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
doux	Ag	DOUX
de	S	DE
mourir	Vvn	MOURIR
.	Fs	.
Hé	Vvc	Hé
!	Fs	!
bien	Rg	BIEN
qu'	Cs	QUE
est	Vuc	ÊTRE
devenu	Ge	DEVENIR
ce	Dd	CE
lâche	Ag	LÂCHE
parricide	Nc	PARRICIDE
,	Fw	,
Que	Vvc	Que
tant	Rg	TANT
de	S	DE
trahisons	Nc	TRAHISON
ont	Vuc	AVOIR
rendu	Ge	RENDRE
si	Rg	SI
timide	Ag	TIMIDE
?	Fs	?
Il	Pp	IL
se	Pp	IL
cache	Vvc	CACHER
le	Da	LE
traître	Nc	TRAÎTRE
,	Fw	,
et	Cc	ET
ce	Dd	CE
faible	Ag	FAIBLE
mutin	Nc	MUTIN
S'	Ag	S'
abandonne	Vvc	ABANDONNER
aux	S+Da	À+LES
frayeurs	Nc	FRAYEUR
de	S	DE
son	Ds	SON
lâche	Ag	LÂCHE
destin	Nc	DESTIN
.	Fs	.
Lui	Pp	IL
qui	Pr	QUI
ne	Rp	NE
se	Pp	IL
soutient	Vvc	SOUTENIR
,	Fw	,
que	Cs	QUE
sur	S	SUR
l'	Da	LE
espoir	Nc	ESPOIR
des	S+Da	DE+LE|DE+LES
crimes	Nc	CRIME
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
forma	Vvc	FORMER
jamais	Rg	JAMAIS
des	Dn	UN
desseins	Nc	DESSEIN
légitimes	Ag	LÉGITIME
,	Fw	,
N'	Vvc	N'
attaque	Vvc	ATTAQUER
les	Da	LE
Césars	Nc	Césars
qu'	Cs	QUE
au	S+Da	À+LE
milieu	Nc	MILIEU
du	S+Da	DE+LE
Sénat	Nc	Sénat
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
se	Pp	IL
sert	Vvc	SERVIR
contre	S	CONTRE
eux	Pp	EUX
,	Fw	,
que	Cs	QUE
de	S	DE
l'	Da	LE
assassinat	Nc	ASSASSINAT
.	Fs	.
Mais	Cc	MAIS
peut-il	Rg	peut-il
maintenant	Rg	MAINTENANT
rencontrer	Vvn	RENCONTRER
quelque	Di	QUELQUE
asile	Nc	ASILE
?	Fs	?
Seigneur	Nc	SEIGNEUR
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
perdu	Ge	PERDRE
,	Fw	,
sa	Ds	SON
fuite	Nc	FUITE
est	Vuc	ÊTRE
inutile	Ag	INUTILE
.	Fs	.
Après	Vvc	Après
l'	Pp	IL
avoir	Vun	AVOIR
réduit	Vvc	RÉDUIRE
dans	S	DANS
cet	Dd	CE
appartement	Nc	APPARTEMENT
,	Fw	,
Pour	Nc	POUR
remplir	Vvn	REMPLIR
aussitôt	Rg	AUSSITÔT
votre	Ds	VOTRE
commandement	Nc	COMMANDEMENT
;	Fw	;
Me	Vvc	Me
voyant	Ga	VOIR
soutenu	Ge	SOUTENIR
d'	S	DE
une	Dn	UN
troupe	Nc	TROUPE
assez	Rg	ASSEZ
forte	Ag	FORT
,	Fw	,
J'	Vvc	J'
attaque	Nc	ATTAQUE
,	Fw	,
et	Cc	ET
fait	Vvc	FAIRE
céder	Vvn	CÉDER
les	Da	LE
Gardes	Nc	GARDE|GARDES
de	S	DE
la	Da	LE
porte	Nc	PORTE|PORTÉ
.	Fs	.
On	Pp	ON
entre	Vvc	ENTRER
dans	S	DANS
la	Da	LE
chambre	Nc	CHAMBRE
,	Fw	,
et	Cc	ET
Brute	Vvc	Brute
à	S	À
même	Ag	MÊME
temps	Nc	TEMPS
Soutenu	Ge	SOUTENIR
par	S	PAR
les	Da	LE
siens	Ps	SIEN
,	Fw	,
abat	Vvc	ABATTRE
deux	Nc	DEUX
de	S	DE
nos	Ds	NOTRE
gens	Nc	GENS|GENT
.	Fs	.
Sauvez-le	Vvc	Sauvez-le
(	Fw	(
dis	Vvc	DIRE
-je	Vvn	-je
alors	Rg	ALORS
)	Fw	)
et	Cc	ET
tâchez	Vvc	TÂCHER
de	S	DE
le	Pp	IL
prendre	Vvn	PRENDRE
,	Fw	,
À	Nc	À
ces	Dd	CE
mots	Nc	MOT|MOTS
,	Fw	,
on	Pp	ON
le	Pp	IL
presse	Vvc	PRESSER
,	Fw	,
on	Pp	ON
l'	Pp	IL
invite	Vvc	INVITER
à	S	À
se	Pp	IL
rendre	Vvn	RENDRE
.	Fs	.
Lui	Pp	IL
,	Fw	,
qui	Pr	QUI
craint	Vvc	CRAINDRE
d'	S	DE
être	Vun	ÊTRE
pris	Ge	PRENDRE
,	Fw	,
se	Pp	IL
dégage	Vvc	DÉGAGER
,	Fw	,
on	Pp	ON
le	Pp	IL
suit	Vvc	SUIVRE
,	Fw	,
Il	Vvc	Il
revient	Vvc	REVENIR
sur	S	SUR
nos	Ds	NOTRE
gens	Nc	GENS|GENT
,	Fw	,
et	Cc	ET
tantôt	Rg	TANTÔT
il	Pp	IL
s'	Pp	SE
enfuit	Vvc	ENFUIR
.	Fs	.
Cependant	Rg	CEPENDANT
qu'	Cs	QUE
on	Pp	ON
le	Pp	IL
cherche	Vvc	CHERCHER
,	Fw	,
on	Pp	ON
rencontre	Vvc	RENCONTRER
sa	Ds	SON
femme	Nc	FEMME
:	Fw	:
Ce	Dd	CE
désordre	Nc	DÉSORDRE
avait	Vuc	AVOIR
mis	Ge	METTRE
le	Da	LE
trouble	Nc	TROUBLE
dans	S	DANS
son	Ds	SON
âme	Nc	ÂME
;	Fw	;
Et	Vvc	Et
dans	S	DANS
son	Ds	SON
désespoir	Nc	DÉSESPOIR
,	Fw	,
croyant	Ga	CROIRE
que	Pr	QUE
Brute	Vvc	Brute
est	Vuc	ÊTRE
mort	Ge	MOURIR
,	Fw	,
Elle	Vvc	Elle
fait	Ge	FAIRE
pour	S	POUR
le	Pp	IL
suivre	Vvn	SUIVRE
un	Dn	UN
généreux	Ag	GÉNÉREUX
effort	Nc	EFFORT
.	Fs	.
Je	Pp	JE
préviens	Vvc	PRÉVENIR
son	Ds	SON
dessein	Nc	DESSEIN
,	Fw	,
mais	Cc	MAIS
je	Pp	JE
vois	Vvc	ALLER|VOIR
qu'	Cs	QUE
on	Pp	ON
l'	Pp	IL
emmène	Vvc	EMMENER
.	Fs	.
Va	Vvc	ALLER
t'	Pp	TU
en	S	EN
remplir	Vvn	REMPLIR
mon	Ds	MON
ordre	Nc	ORDRE
,	Fw	,
et	Cc	ET
me	Pp	JE
tirer	Vvn	TIRER
de	S	DE
peine	Nc	PEINE
;	Fw	;
Qu'	Vvc	Qu'
on	Pp	ON
le	Pp	IL
cherche	Vvc	CHERCHER
partout	Rg	PARTOUT
.	Fs	.
Ah	I	AH
!	Fs	!
Laissez	Vvc	LAISSER
-moi	Vvc	-moi
mourir	Vvn	MOURIR
Bourreaux	Nc	BOURREAU
,	Fw	,
qui	Pr	QUI
me	Pp	JE
perdez	Vvc	PERDRE
,	Fw	,
loin	Rg	LOIN
de	S	DE
me	Pp	JE
secourir	Vvn	SECOURIR
.	Fs	.
Cruels	Ag	CRUEL
,	Fw	,
mon	Ds	MON
Brute	Vvc	Brute
,	Fw	,
est	Vuc	ÊTRE
mort	Ge	MOURIR
,	Fw	,
et	Cc	ET
je	Pp	JE
le	Pp	IL
dois	Vvc	DEVOIR
survivre	Vvn	SURVIVRE
!	Fs	!
Quoi	Pt	QUE|QUOI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
osez	Vvc	OSER
-vous	Nc	-vous
soumettre	Vvn	SOUMETTRE
ce	Dd	CE
grand	Ag	GRAND
coeur	Nc	CUR
Aux	Vvc	Aux
désordres	Nc	DÉSORDRE
honteux	Ag	HONTEUX
d'	S	DE
une	Dn	UN
extrême	Ag	EXTRÊME
douleur	Nc	DOULEUR
.	Fs	.
La	Da	LE
fille	Nc	FILLE
de	S	DE
Caton	Nc	Caton
a	Vuc	AVOIR
si	Rg	SI
peu	Rg	PEU
de	S	DE
constance	Nc	CONSTANCE
?	Fs	?
Tu	Pp	TU
n'	Rp	NE
élèves	Vvc	ÉLEVER
,	Fw	,
cruel	Ag	CRUEL
,	Fw	,
l'	Da	LE
éclat	Nc	ÉCLAT
de	S	DE
ma	Ds	MON
naissance	Nc	NAISSANCE
;	Fw	;
Tu	Vvc	Tu
ne	Rp	NE
me	Pp	JE
viens	Vvc	VENIR
flatter	Vvn	FLATTER
de	S	DE
cette	Dd	CE
vanité	Nc	VANITÉ
,	Fw	,
Que	Vvc	Que
pour	S	POUR
croître	Vvn	CROÎTRE
ma	Ds	MON
honte	Nc	HONTE
,	Fw	,
et	Cc	ET
ton	Ds	TON
indignité	Nc	INDIGNITÉ
.	Fs	.
Si	Cs	SI
ton	Ds	TON
âme	Nc	ÂME
consent	Vvc	CONSENTIR
à	S	À
cette	Dd	CE
haute	Ag	HAUT
estime	Nc	ESTIME
,	Fw	,
Dont	Vvc	Dont
tu	Pp	TU
viens	Vvc	VENIR
d'	S	DE
honorer	Vvn	HONORER
cette	Dd	CE
vertu	Nc	VERTU
sublime	Ag	SUBLIME
,	Fw	,
Ne	Vvc	Ne
