Cessez	Vvc	CESSER
pas	Rg	PAS
ressenti	Ge	RESSENTIR
que	Cs	QUE
le	Da	LE
Ciel	Nc	CIEL
est	Vuc	ÊTRE
pour	S	POUR
nous	Pp	NOUS
?	Fs	?
Ses	Ds	SON
Provinces	Nc	PROVINCE
en	S	EN
feu	Nc	FEU
,	Fw	,
ses	Ds	SON
forces	Nc	FORCE|FORCÉ
étouffées	Ge	ÉTOUFFER
N'	Vvc	N'
ont	Vuc	AVOIR
-elles	Ag	-elles
pas	Rg	PAS
cent	Nc	CENT
fois	Nc	FOI|FOIS
enrichi	Ge	ENRICHIR
nos	Ds	NOTRE
trophées	Nc	TROPHÉE
?	Fs	?
Bref	Ag	BREF
,	Fw	,
ne	Rp	NE
dirait	Vvc	DIRE
-on	Nc	-on
pas	Rg	PAS
qu'	Cs	QUE
il	Pp	IL
apporte	Vvc	APPORTER
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
Moins	Vvc	Moins
la	Da	LE
guerre	Nc	GUERRE
et	Cc	ET
l'	Da	LE
effroi	Nc	EFFROI
qu'	Cs	QUE
un	Dn	UN
butin	Nc	BUTIN
glorieux	Ag	GLORIEUX
?	Fs	?
Et	Cc	ET
que	Cs	QUE
ses	Ds	SON
nations	Nc	NATION
tant	Rg	TANT
de	S	DE
fois	Nc	FOI|FOIS
nos	Ds	NOTRE
sujettes	Nc	sujettes
,	Fw	,
De	Vvc	De
même	Rg	MÊME
qu'	Cs	QUE
un	Dn	UN
tribut	Nc	TRIBUT
nous	Pp	NOUS
doivent	Vvc	DEVOIR
leurs	Ds	LEUR
défaites	Nc	DÉFAITE
?	Fs	?
Est-il	Vvc	Est-il
donc	Rg	DONC
en	S	EN
état	Nc	ÉTAT
de	S	DE
donner	Vvn	DONNER
de	S	DE
l'	Da	LE
effroi	Nc	EFFROI
?	Fs	?
A-t-il	V	AVOIR
appris	Vvc	APPRENDRE
à	S	À
vaincre	Vvn	VAINCRE
en	S	EN
fuyant	Ga	FUIR
devant	S	DEVANT
moi	Pp	JE
?	Fs	?
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
mais	Cc	MAIS
repentant	Ga	REPENTIR
d'	S	DE
avoir	Vun	AVOIR
osé	Ge	OSER
paraître	Vvn	PARAÎTRE
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
déjà	Rg	DÉJÀ
vaincu	Ge	VAINCRE
par	S	PAR
la	Da	LE
crainte	Nc	CRAINTE
de	S	DE
l'	Pp	IL
être	Vun	ÊTRE
?	Fs	?
Il	Pp	IL
sait	Vvc	SAVOIR
de	S	DE
quelle	Dt	QUEL
ardeur	Nc	ARDEUR
nous	Pp	NOUS
sommes	Vuc	ÊTRE
animés	Ge	ANIMER
,	Fw	,
Que	Vvc	Que
nous	Pp	NOUS
sommes	Vuc	ÊTRE
pour	S	POUR
vaincre	Vvn	VAINCRE
à	S	À
vaincre	Vvn	VAINCRE
accoutumés	Ge	ACCOUTUMER
,	Fw	,
Et	Vvc	Et
que	Rg	QUE
si	Rg	SI
par	S	PAR
la	Da	LE
gloire	Nc	GLOIRE
,	Fw	,
on	Pp	ON
arrive	Vvc	ARRIVER
à	S	À
la	Da	LE
gloire	Nc	GLOIRE
,	Fw	,
Par	Nc	PAR
la	Da	LE
victoire	Nc	VICTOIRE
aussi	Rg	AUSSI
,	Fw	,
l'	Pp	IL
on	Pp	ON
monte	Vvc	MONTER
à	S	À
la	Da	LE
victoire	Nc	VICTOIRE
,	Fw	,
À	Nc	À
quelque	Di	QUELQUE
extrémité	Nc	EXTRÉMITÉ
que	Pr	QUE
soient	Vuc	ÊTRE
réduits	Ge	RÉDUIRE
nos	Ds	NOTRE
jours	Nc	JOUR|JOURS
,	Fw	,
Accoutumer	Nc	ACCOUTUMER
de	S	DE
vaincre	Vvn	VAINCRE
est	Vuc	ÊTRE
un	Dn	UN
puissant	Ag	PUISSANT
secours	Nc	SECOURS
Qui	Ag	Qui
peut	Vvc	POUVOIR
donc	Rg	DONC
nous	Pp	NOUS
troubler	Vvn	TROUBLER
?	Fs	?
De	S	DE
quelles	Dt	QUEL
tristes	Ag	TRISTE
craintes	Nc	CRAINTE
,	Fw	,
Pouvons-nous	Vvc	Pouvons-nous
justement	Rg	JUSTEMENT
ressentir	Vvn	RESSENTIR
les	Da	LE
atteintes	Nc	ATTEINTE
?	Fs	?
Ha	Rg	HA
Sire	Vvc	Sire
,	Fw	,
pardonnez	Vvc	PARDONNER
à	S	À
mon	Ds	MON
ressentiment	Nc	RESSENTIMENT
,	Fw	,
Nous	Vvc	Nous
ne	Rp	NE
craignons	Vvc	CRAINDRE
plus	Rg	PLUS
rien	Pi	RIEN
que	Cs	QUE
votre	Ds	VOTRE
étonnement	Nc	ÉTONNEMENT
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
le	Da	LE
trouble	Nc	TROUBLE
seul	Ag	SEUL
,	Fw	,
que	Cs	QUE
vous	Pp	VOUS
ferez	Vvc	FAIRE|FERRER
paraître	Vvn	PARAÎTRE
,	Fw	,
Que	Vvc	Que
de	S	DE
nos	Ds	NOTRE
ennemis	Nc	ENNEMI
les	Da	LE
forces	Nc	FORCE|FORCÉ
peuvent	Vvc	POUVOIR
croître	Vvn	CROÎTRE
,	Fw	,
Et	Vvc	Et
par	S	PAR
ce	Dd	CE
même	Ag	MÊME
trouble	Nc	TROUBLE
,	Fw	,
à	S	À
votre	Ds	VOTRE
État	Nc	État
vainqueur	Nc	VAINQUEUR
Vous	Nc	Vous
pouvez	Vvc	POUVOIR
arracher	Vvn	ARRACHER
la	Da	LE
victoire	Nc	VICTOIRE
et	Cc	ET
le	Da	LE
coeur	Nc	CUR
.	Fs	.
Laissez	Vvc	LAISSER
voler	Vvn	VOLER
la	Da	LE
crainte	Nc	CRAINTE
où	Pr	OÙ
l'	Da	LE
ennemi	Nc	ENNEMI
s'	Pp	SE
assemble	Vvc	ASSEMBLER
,	Fw	,
Un	Vvc	Un
Roi	Nc	ROI
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
troublé	Ge	TROUBLER
,	Fw	,
que	Cs	QUE
son	Ds	SON
trône	Nc	TRÔNE
ne	Rp	NE
tremble	Vvc	TREMBLER
;	Fw	;
Mais	Vvc	Mais
il	Pp	IL
connaît	Vvc	CONNAÎTRE
trop	Rg	TROP
tard	Rg	TARD
,	Fw	,
quand	Cs	QUAND
il	Pp	IL
a	Vuc	AVOIR
succombé	Ge	SUCCOMBER
,	Fw	,
Que	Vvc	Que
le	Da	LE
Trône	Nc	Trône
qui	Pr	QUI
tremble	Nc	TREMBLE|TREMBLÉ
est	Vuc	ÊTRE
à	S	À
demi	Nc	DEMI
tombé	Ge	TOMBER
,	Fw	,
Voyez	Vvc	VOIR
en	S	EN
vos	Ds	VOTRE
enfants	Nc	ENFANT
,	Fw	,
voyez	Vvc	VOIR
en	S	EN
leur	Ds	LEUR
courage	Nc	COURAGE
D'	Nc	D'
un	Dn	UN
triomphe	Nc	TRIOMPHE
immortel	Ag	IMMORTEL
l'	Da	LE
infaillible	Ag	INFAILLIBLE
présage	Nc	PRÉSAGE
:	Fw	:
Dans	S	DANS
le	Da	LE
sein	Nc	SEIN
de	S	DE
la	Da	LE
gloire	Nc	GLOIRE
ils	Pp	ILS
ont	Vuc	AVOIR
toujours	Rg	TOUJOURS
vécu	Ge	VIVRE
,	Fw	,
Enfin	Nc	Enfin
je	Pp	JE
suis	Vuc	ÊTRE
le	Da	LE
moindre	Ag	MOINDRE
,	Fw	,
et	Cc	ET
j'	Pp	JE
ai	Vuc	AVOIR
toujours	Rg	TOUJOURS
vaincu	Ge	VAINCRE
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Je	Pp	JE
trouve	Vvc	TROUVER
en	S	EN
vous	Pp	VOUS
toutes	Di	TOUT
choses	Nc	CHOSE
propices	Ag	PROPICE
,	Fw	,
Mais	Vvc	Mais
je	Pp	JE
ne	Rp	NE
trouve	Vvc	TROUVER
en	S	EN
moi	Pp	JE
que	Cs	QUE
de	Dn	UN
tristes	Ag	TRISTE
auspices	Nc	AUSPICE
.	Fs	.
Le	Da	LE
signe	Nc	SIGNE
du	S+Da	DE+LE
malheur	Nc	MALHEUR
où	Pr	OÙ
je	Pp	JE
suis	Vuc	ÊTRE
destiné	Ge	DESTINER
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
moi	Pp	JE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
mon	Ds	MON
esprit	Nc	ESPRIT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
Saül	Ga	Saül
étonné	Ge	ÉTONNER
,	Fw	,
Une	Vvc	Une
secrète	Ag	SECRET
voix	Nc	VOIX
me	Pp	JE
suit	Vvc	SUIVRE
de	S	DE
place	Nc	PLACE|PLACÉ
en	S	EN
place	Nc	PLACE|PLACÉ
,	Fw	,
En	Vvc	En
tous	Di	TOUT
lieux	Nc	LIEU|LIEUX
m'	Pp	JE
épouvante	Vvc	ÉPOUVANTER
,	Fw	,
en	S	EN
tous	Di	TOUT
lieux	Nc	LIEU|LIEUX
me	Pp	JE
menace	Vvc	MENACER
,	Fw	,
Chaque	Vvc	Chaque
heure	Nc	HEURE|HURE
,	Fw	,
chaque	Di	CHAQUE
instant	Nc	INSTANT
ajoute	Vvc	AJOUTER
à	S	À
sa	Ds	SON
rigueur	Nc	RIGUEUR
,	Fw	,
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
foudre	Nc	FOUDRE
enfin	Rg	ENFIN
qui	Pr	QUI
tonne	Vvc	TONNER
dans	S	DANS
mon	Ds	MON
coeur	Nc	CUR
.	Fs	.
Qu'	Cs	QUE
un	Dn	UN
ennemi	Nc	ENNEMI
superbe	Ag	SUPERBE
attaque	Vvc	ATTAQUER
mes	Ds	MON
provinces	Nc	PROVINCE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
joigne	Vvc	JOINDRE
à	S	À
ses	Ds	SON
efforts	Nc	EFFORT
,	Fw	,
les	Da	LE
forces	Nc	FORCE|FORCÉ
de	S	DE
cent	Nc	CENT
princes	Nc	PRINCE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
arme	Vvc	ARMER
contre	S	CONTRE
moi	Pp	JE
tous	Di	TOUT
ces	Dd	CE
peuples	Nc	PEUPLE
divers	Ag	DIVERS
,	Fw	,
De	Vvc	De
qui	Pr	QUI
les	Da	LE
cruautés	Nc	CRUAUTÉ
font	Vvc	FAIRE
trembler	Vvn	TREMBLER
l'	Da	LE
Univers	Nc	UNIVERS
,	Fw	,
Ce	Vvc	Ce
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
leur	Ds	LEUR
fureur	Nc	FUREUR
qui	Pr	QUI
trouble	Vvc	TROUBLER
mon	Ds	MON
attente	Nc	ATTENTE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
le	Da	LE
Ciel	Ag	Ciel
ennemi	Nc	ENNEMI
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
Dieu	Nc	DIEU
qui	Pr	QUI
m'	Pp	JE
épouvante	Vvc	ÉPOUVANTER
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
J'	Pp	JE
ai	Vuc	AVOIR
consulté	Ge	CONSULTER
ce	Dd	CE
Juge	Ag	Juge
Souverain	Nc	SOUVERAIN
Pour	Ag	Pour
savoir	Vvn	SAVOIR
le	Da	LE
succès	Nc	SUCCÈS
d'	S	DE
un	Dn	UN
trouble	Nc	TROUBLE
si	Rg	SI
soudain	Rg	SOUDAIN
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
rien	Pi	RIEN
appris	Ge	APPRENDRE
,	Fw	,
ni	Cc	NI
par	S	PAR
la	Da	LE
voix	Nc	VOIX
des	S+Da	DE+LE|DE+LES
songes	Nc	SONGE
,	Fw	,
Qui	Vvc	Qui
nous	Pp	NOUS
venant	Ga	VENIR
du	S+Da	DE+LE
Ciel	Nc	CIEL
sont	Vuc	ÊTRE
exempts	Ag	EXEMPT
de	S	DE
mensonges	Nc	MENSONGE
,	Fw	,
Ni	Vvc	Ni
par	S	PAR
la	Da	LE
sainte	Ag	SAINT
voix	Nc	VOIX
des	S+Da	DE+LE|DE+LES
Prêtres	Nc	Prêtres
révérés	Ge	RÉVÉRER
.	Fs	.
Et	Cc	ET
pour	S	POUR
moi	Pp	JE
du	S+Da	DE+LE
futur	Ag	FUTUR
mille	Nc	MILLE
fois	Nc	FOI|FOIS
éclairés	Ge	ÉCLAIRER
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
depuis	S	DEPUIS
en	Pp	EN
tremblant	Ga	TREMBLER
,	Fw	,
consulté	Ge	CONSULTER
les	Da	LE
prophètes	Nc	PROPHÈTE
,	Fw	,
Mais	Vvc	Mais
ces	Dd	CE
bouches	Nc	BOUCHE
du	S+Da	DE+LE
Ciel	Nc	CIEL
sont	Vuc	ÊTRE
encore	Rg	ENCORE
muettes	Ag	MUET
,	Fw	,
Leur	Vvc	Leur
silence	Nc	SILENCE
effroyable	Ag	EFFROYABLE
étonne	Vvc	ÉTONNER
mes	Ds	MON
esprits	Nc	ESPRIT|ESPRITS
,	Fw	,
D'	Nc	D'
une	Dn	UN
secrète	Ag	SECRET
horreur	Nc	HORREUR
je	Pp	JE
m'	Pp	JE
en	Pp	EN
trouve	Vvc	TROUVER
surpris	Ge	SURPRENDRE
,	Fw	,
Et	Vvc	Et
sens	Vvc	SENTIR
bien	Rg	BIEN
que	Cs	QUE
ce	Dd	CE
Dieu	Nc	DIEU
,	Fw	,
qui	Pr	QUI
daigna	Vvc	DAIGNER
me	Pp	JE
défendre	Vvn	DÉFENDRE
,	Fw	,
Abandonne	Vvc	ABANDONNER
celui	Pd	CELUI
qu'	Pr	QUE
il	Pp	IL
refuse	Vvc	REFUSER
d'	S	DE
entendre	Vvn	ENTENDRE
.	Fs	.
Ha	Rg	HA
Sire	Ag	Sire
espérons	Vvc	ESPÉRER
mieux	Rg	MIEUX
;	Fw	;
le	Pp	IL
Ciel	Vvc	Ciel
a	S	À
mille	Nc	MILLE
voix	Nc	VOIX
Dont	Vvc	Dont
il	Pp	IL
veut	Vvc	VOULOIR
se	Pp	IL
servir	Vvn	SERVIR
quand	Cs	QUAND
il	Pp	IL
répond	Vvc	RÉPONDRE
aux	S+Da	À+LES
rois	Nc	ROI
,	Fw	,
S'	Vvc	S'
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
répondu	Ge	RÉPONDRE
par	S	PAR
ces	Dd	CE
communs	Ag	COMMUN
organes	Nc	ORGANE|ORGANES
,	Fw	,
Que	Vvc	Que
leurs	Ds	LEUR
propres	Ag	PROPRE
défauts	Nc	DÉFAUT
peuvent	Vvc	POUVOIR
rendre	Vvn	RENDRE
profanes	Nc	PROFANE
,	Fw	,
Il	Vvc	Il
répond	Vvc	RÉPONDRE
à	S	À
vos	Ds	VOTRE
voeux	Nc	VU
,	Fw	,
ainsi	Rg	AINSI
qu'	Cs	QUE
à	S	À
vos	Ds	VOTRE
projets	Nc	PROJET
Par	Nc	PAR
la	Da	LE
fidélité	Nc	FIDÉLITÉ
qu'	Pr	QUE
il	Pp	IL
laisse	Vvc	LAISSER
à	S	À
vos	Ds	VOTRE
sujets	Nc	SUJET
.	Fs	.
Croit	Vvc	CROIRE|CROÎTRE
-on	Nc	-on
que	Cs	QUE
leur	Ds	LEUR
ardeur	Nc	ARDEUR
,	Fw	,
si	Rg	SI
forte	Ag	FORT
et	Cc	ET
si	Rg	SI
puissante	Ag	PUISSANT
,	Fw	,
Se	Vvc	Se
puisse	Vvc	POUVOIR
conserver	Vvn	CONSERVER
que	Cs	QUE
le	Da	LE
Ciel	Nc	CIEL
n'	Rp	NE
y	Pp	Y
consente	Vvc	CONSENTIR
?	Fs	?
Et	Cc	ET
croit	Vvc	CROIRE|CROÎTRE
-on	Nc	-on
que	Cs	QUE
le	Da	LE
Ciel	Nc	CIEL
daignât	Vvc	DAIGNER
vous	Pp	VOUS
le	Pp	IL
garder	Vvn	GARDER
,	Fw	,
S'	Vvc	S'
il	Pp	IL
perdait	Vvc	PERDRE
aujourd'hui	Rg	AUJOURD'HUI
le	Da	LE
soin	Nc	SOIN
de	S	DE
vous	Pp	VOUS
aider	Vvn	AIDER
?	Fs	?
Cette	Dd	CE
sainte	Ag	SAINT
union	Nc	UNION
,	Fw	,
ce	Dd	CE
lien	Nc	LIEN
des	S+Da	DE+LE|DE+LES
Provinces	Nc	PROVINCE
Est	Vvc	Est
l'	Da	LE
ouvrage	Nc	OUVRAGE
d'	S	DE
un	Dn	UN
Dieu	Nc	DIEU
qui	Pr	QUI
protège	Vvc	PROTÉGER
les	Da	LE
princes	Nc	PRINCE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
un	Dn	UN
signe	Nc	SIGNE
d'	S	DE
amour	Nc	AMOUR
qu'	Pr	QUE
il	Pp	IL
fait	Vvc	FAIRE
luire	Vvn	LUIRE
sur	S	SUR
eux	Pp	EUX
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
la	Da	LE
voix	Nc	VOIX
qui	Pr	QUI
prédit	Vvc	PRÉDIRE
les	Da	LE
succès	Nc	SUCCÈS
bienheureux	Ag	BIENHEUREUX
.	Fs	.
Et	Cc	ET
malgré	S	MALGRÉ
les	Da	LE
brouillards	Nc	BROUILLARD
,	Fw	,
et	Cc	ET
malgré	S	MALGRÉ
les	Da	LE
tempêtes	Nc	TEMPÊTE
Qui	Ag	Qui
tonnent	Vvc	tonnent
si	Rg	SI
souvent	Rg	SOUVENT
sur	S	SUR
les	Da	LE
plus	Rg	PLUS
nobles	Ag	NOBLE
têtes	Nc	TÊTE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
un	Dn	UN
divin	Ag	DIVIN
rayon	Nc	RAYON
qui	Pr	QUI
montre	Vvc	MONTRER
aux	S+Da	À+LES
potentats	Nc	POTENTAT
Que	Vvc	Que
le	Da	LE
Ciel	Nc	CIEL
les	Pp	ILS
chérit	Vvc	CHÉRIR
,	Fw	,
et	Cc	ET
soutient	Vvc	SOUTENIR
leurs	Ds	LEUR
États	Nc	États
.	Fs	.
Oui	Rg	OUI
,	Fw	,
je	Pp	JE
sais	Vvc	SAVOIR
maintenant	Rg	MAINTENANT
ce	Pd	CE
que	Pr	QUE
le	Pp	IL
Ciel	Vvc	Ciel
m'	Pp	JE
annonce	Vvc	ANNONCER
,	Fw	,
Si	Vvc	Si
le	Da	LE
zèle	Nc	ZÈLE
d'	S	DE
un	Dn	UN
peuple	Nc	PEUPLE
en	Pp	EN
est	Vuc	ÊTRE
une	Dn	UN
réponse	Nc	RÉPONSE
.	Fs	.
Mon	Ds	MON
peuple	Nc	PEUPLE
est	Vuc	ÊTRE
amoureux	Ag	AMOUREUX
,	Fw	,
de	S	DE
mon	Ds	MON
autorité	Nc	AUTORITÉ
J'	Ag	J'
aperçois	Vvc	APERCEVOIR
de	S	DE
grands	Ag	GRAND
biens	Nc	BIEN
dans	S	DANS
sa	Ds	SON
fidélité	Nc	FIDÉLITÉ
.	Fs	.
Mais	Cc	MAIS
.	Fs	.
Mais	Cc	MAIS
que	Pr	QUE
veut	Vvc	VOULOIR
Abner	Vvn	Abner
,	Fw	,
il	Pp	IL
semble	Vvc	SEMBLER
qu'	Cs	QUE
il	Pp	IL
s'	Pp	SE
étonne	Vvc	ÉTONNER
;	Fw	;
Quel	Vvc	Quel
tonnerre	Nc	TONNERRE
nouveau	Ag	NOUVEAU
menace	Vvc	MENACER
ma	Ds	MON
couronne	Nc	COURONNE
;	Fw	;
Parle	Vvc	PARLER
.	Fs	.
Jérusalem	Vvc	Jérusalem
oubliant	Ga	OUBLIER
son	Ds	SON
devoir	Nc	DEVOIR
.	Fs	.
Quel	Dt	QUEL
coup	Nc	COUP
me	Pp	JE
donnes	Vvc	DONNER
-tu	Vvn	-tu
!	Fs	!
Que	Cs	QUE
me	Pp	JE
fais	Vvc	FAIRE
-tu	Vvc	-tu
savoir	Vvn	SAVOIR
?	Fs	?
Parle	Vvc	PARLER
.	Fs	.
Jérusalem	Vvc	Jérusalem
autrefois	Rg	AUTREFOIS
si	Rg	SI
fidèle	Ag	FIDÈLE
,	Fw	,
Semble	Vvc	SEMBLER
perdre	Vvn	PERDRE
aujourd'hui	Rg	AUJOURD'HUI
son	Ds	SON
respect	Nc	RESPECT
et	Cc	ET
son	Ds	SON
zèle	Nc	ZÈLE
.	Fs	.
Un	Dn	UN
peuple	Nc	PEUPLE
si	Rg	SI
chéri	Ge	CHÉRIR
se	Pp	IL
