/	Vvc	/
de	S	DE
mille	Nc	MILLE
soins	Nc	SOIN
je	Pp	JE
lui	Pp	IL
suis	Vuc	ÊTRE
redevable	Nc	REDEVABLE
;	Fw	;
Cependant	Ga	Cependant
aujourd'hui	Rg	AUJOURD'HUI
c'	Pd	CE
est	Vuc	ÊTRE
lui	Pp	IL
seul	Ag	SEUL
qui	Pr	QUI
m'	Pp	JE
accable	Vvc	ACCABLER
,	Fw	,
Il	Vvc	Il
fait	Ge	FAIRE
couler	Vvn	COULER
mes	Ds	MON
pleurs	Nc	PLEUR
malgré	S	MALGRÉ
tant	Rg	TANT
de	S	DE
vertus	Nc	VERTU
,	Fw	,
Et	Vvc	Et
sans	S	SANS
lui	Pp	IL
je	Pp	JE
serais	Vuc	ÊTRE
unie	Ge	UNIR
à	S	À
Lucejus	Nc	Lucejus
.	Fs	.
Madame	Nc	MADAME
pouvez	Vvc	POUVOIR
-vous	Nc	-vous
murmurer	Vvn	MURMURER
de	S	DE
sa	Ds	SON
chaîne	Nc	CHAÎNE
?	Fs	?
Ce	Dd	CE
héros	Nc	HÉROS
vous	Pp	VOUS
regarde	Vvc	REGARDER
et	Cc	ET
traite	Vvc	TRAITER
en	S	EN
souveraine	Nc	SOUVERAIN
,	Fw	,
Votre	Nc	Votre
nom	Nc	NOM
dans	S	DANS
Zama	Nc	Zama
serait	Vuc	ÊTRE
moins	Rg	MOINS
respecté	Ge	RESPECTER
,	Fw	,
Vous	Nc	Vous
estes	Vuc	ÊTRE
dans	S	DANS
son	Ds	SON
Camp	Nc	CAMP
en	S	EN
pleine	Ag	PLEIN
liberté	Nc	LIBERTÉ
,	Fw	,
Sans	Vvc	Sans
gardes	Nc	GARDE|GARDES
,	Fw	,
sans	S	SANS
témoins	Nc	TÉMOIN
,	Fw	,
il	Pp	IL
met	Vvc	METTRE
toute	Di	TOUT
sa	Ds	SON
gloire	Nc	GLOIRE
A	Vvc	A
vous	Pp	VOUS
faire	Vvn	FAIRE
oublier	Vvn	OUBLIER
cette	Dd	CE
triste	Ag	TRISTE
victoire	Nc	VICTOIRE
,	Fw	,
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
m'	Pp	JE
en	Pp	EN
rapporte	Vvc	RAPPORTER
à	S	À
des	Dn	UN
regards	Nc	REGARD
plus	Rg	PLUS
doux	Ag	DOUX
,	Fw	,
Le	Vvc	Le
seul	Ag	SEUL
respect	Nc	RESPECT
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
sent	Vvc	SENTIR
pour	S	POUR
vous	Pp	VOUS
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
trop	Rg	TROP
attentive	Ag	ATTENTIF
à	S	À
mon	Ds	MON
destin	Nc	DESTIN
funeste	Ag	FUNESTE
,	Fw	,
Je	Vvc	Je
songe	Vvc	SONGER
à	S	À
mon	Ds	MON
Amant	Ga	Amant
et	Cc	ET
néglige	Vvc	NÉGLIGER
le	Da	LE
reste	Nc	RESTE
,	Fw	,
Tous	Nc	TOUX
les	Da	LE
autres	Ag	AUTRE
objets	Nc	OBJET
me	Pp	JE
touchent	Vvc	TOUCHER
faiblement	Rg	FAIBLEMENT
,	Fw	,
Qu'	Vvc	Qu'
un	Dn	UN
coeur	Nc	CUR
est	Vuc	ÊTRE
malheureux	Ag	MALHEUREUX
d'	S	DE
aimer	Vvn	AIMER
si	Rg	SI
tendrement	Rg	TENDREMENT
?	Fs	?
Mais	Cc	MAIS
ce	Pd	CE
Prince	Vvc	Prince
m'	Pp	JE
oublie	Vvc	OUBLIER
et	Cc	ET
j'	Pp	JE
en	Pp	EN
suis	Vuc	ÊTRE
outragée	Ge	OUTRAGER
,	Fw	,
Il	Vvc	Il
n'	Rp	NE
y	Pp	Y
faut	Vvc	FAILLIR|FALLOIR
plus	Rg	PLUS
penser	Vvn	PENSER
pour	S	POUR
en	Pp	EN
être	Vun	ÊTRE
vengée	Ge	VENGER
,	Fw	,
Dans	Vvc	Dans
un	Dn	UN
lâche	Ag	LÂCHE
repos	Nc	REPOS
s'	Pp	SE
il	Pp	IL
est	Vuc	ÊTRE
enseveli	Ge	ENSEVELIR
,	Fw	,
Il	Vvc	Il
mérite	Nc	MÉRITE
ma	Ds	MON
haine	Nc	HAINE
,	Fw	,
ou	Cc	OU
plutôt	Rg	PLUTÔT
mon	Ds	MON
oubli	Nc	OUBLI
;	Fw	;
Me	Vvc	Me
laisser	Vvn	LAISSER
si	Rg	SI
longtemps	Rg	LONGTEMPS
languir	Vvn	LANGUIR
dans	S	DANS
l'	Da	LE
esclavage	Nc	ESCLAVAGE
?	Fs	?
Est	Vuc	ÊTRE
-ce	Vvc	-ce
faute	Nc	FAUTE
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
ou	Cc	OU
faute	Nc	FAUTE
de	S	DE
courage	Nc	COURAGE
?	Fs	?
Tous	Di	TOUT
deux	Nc	DEUX
également	Rg	ÉGALEMENT
me	Pp	JE
donnent	Vvc	DONNER
de	S	DE
l'	Da	LE
effroi	Nc	EFFROI
,	Fw	,
S'	Vvc	S'
il	Pp	IL
manque	Vvc	MANQUER
de	S	DE
courage	Nc	COURAGE
est-il	Ag	est-il
digne	Ag	DIGNE
de	S	DE
moi	Pp	JE
?	Fs	?
Ce	Dd	CE
penser	Nc	PENSER
contre	S	CONTRE
lui	Pp	IL
me	Pp	JE
révolte	Vvc	RÉVOLTER
,	Fw	,
m'	Pp	JE
indigne	Vvc	INDIGNER
,	Fw	,
Et	Vvc	Et
s'	Cs	SI
il	Pp	IL
manque	Vvc	MANQUER
d'	S	DE
amour	Nc	AMOUR
en	Pp	EN
sera-t-il	Vvc	sera-t-il
plus	Rg	PLUS
digne	Ag	DIGNE
?	Fs	?
Mais	Cc	MAIS
que	Pr	QUE
vois	Vvc	ALLER|VOIR
-je	Nc	-je
?	Fs	?
Est	Vuc	ÊTRE
-ce	Vvc	-ce
lui	Pp	IL
?	Fs	?
Grands	Ag	GRAND
Dieux	Nc	DIEU|DIEUX
!	Fs	!
...	Fs	...
N'	Vvc	N'
en	Pp	EN
doutez	Vvc	DOUTER
plus	Rg	PLUS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
connaissez	Vvc	CONNAÎTRE
aujourd'hui	Rg	AUJOURD'HUI
Lucejus	Nc	Lucejus
:	Fw	:
Le	Da	LE
fidèle	Ag	FIDÈLE
Celsus	Nc	Celsus
fut	Vuc	ÊTRE
captif	Ag	CAPTIF
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Il	Vvc	Il
le	Pp	IL
renvoya	Vvc	RENVOYER
libre	Ag	LIBRE
,	Fw	,
et	Cc	ET
j'	Pp	JE
en	Pp	EN
ai	Vuc	AVOIR
le	Da	LE
salaire	Nc	SALAIRE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
lui	Pp	IL
qui	Pr	QUI
m'	Pp	JE
a	Vuc	AVOIR
conduit	Vvc	CONDUIRE
prés	Rg	PRÈS
de	S	DE
vous	Pp	VOUS
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
,	Fw	,
Je	Vvc	Je
viens	Vvc	VENIR
briser	Vvn	BRISER
vos	Ds	VOTRE
fers	Nc	FER|FERS
,	Fw	,
ou	Cc	OU
mourir	Vvn	MOURIR
à	S	À
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
.	Fs	.
Ciel	Nc	CIEL
!	Fs	!
Qu'	Pt	QUE
entends	Vvc	ENTENDRE
-je	Nc	-je
?	Fs	?
Voila	Vvc	VOILER
le	Da	LE
sujet	Nc	SUJET
qui	Pr	QUI
m'	Pp	JE
amène	Vvc	AMENER
,	Fw	,
Mes	Vvc	Mes
soldats	Nc	SOLDAT
sont	Vuc	ÊTRE
cachés	Ge	CACHER
dans	S	DANS
la	Da	LE
forêt	Nc	FORÊT
prochaine	Ag	PROCHAIN
,	Fw	,
Jusqu'	Vvc	Jusqu'
au	S+Da	À+LE
prés	Rg	PRÈS
de	S	DE
ce	Dd	CE
camp	Nc	CAMP
nous	Pp	NOUS
sommes	Vuc	ÊTRE
parvenus	Ge	PARVENIR
Par	Nc	PAR
des	S+Da	DE+LE|DE+LES
lieux	Nc	LIEU|LIEUX
écartés	Ge	ÉCARTER
,	Fw	,
des	S+Da	DE+LE|DE+LES
chemins	Nc	CHEMIN
inconnus	Ag	INCONNU
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
ai	Vuc	AVOIR
pris	Ge	PRENDRE
avec	S	AVEC
moi	Pp	JE
que	Cs	QUE
des	Dn	UN
troupes	Nc	TROUPE
d'	S	DE
élite	Nc	ÉLITE
,	Fw	,
Indibilis	Nc	Indibilis
m'	Pp	JE
attend	Vvc	ATTENDRE
,	Fw	,
il	Pp	IL
en	Pp	EN
a	Vuc	AVOIR
la	Da	LE
conduite	Nc	CONDUITE
,	Fw	,
Avecque	Vvc	Avecque
un	Dn	UN
camp	Nc	CAMP
volant	Ga	VOLER
Mandonius	Nc	Mandonius
le	Pp	IL
suit	Vvc	SUIVRE
,	Fw	,
Nous	Vvc	Nous
devons	Vvc	DEVOIR
attaquer	Vvn	ATTAQUER
ce	Dd	CE
quartier	Nc	QUARTIER
cette	Dd	CE
nuit	Nc	NUIT
;	Fw	;
Je	Vvc	Je
n'	Rp	NE
ai	Vuc	AVOIR
fié	Ge	FIER
qu'	Cs	QUE
à	S	À
moi	Pp	JE
le	Da	LE
soin	Nc	SOIN
de	S	DE
reconnaître	Vvn	RECONNAÎTRE
,	Fw	,
En	Vvc	En
quel	Dt	QUEL
endroit	Nc	ENDROIT
du	S+Da	DE+LE
camp	Nc	CAMP
vos	Ds	VOTRE
tentes	Nc	TENTE
pouvaient	Vvc	POUVOIR
être	Vun	ÊTRE
,	Fw	,
Je	Vvc	Je
le	Pp	IL
sais	Vvc	SAVOIR
à	S	À
présent	Nc	PRÉSENT
,	Fw	,
et	Cc	ET
j'	Pp	JE
en	Pp	EN
rends	Vvc	RENDRE
grâce	Nc	GRÂCE
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
Il	Vvc	Il
faudra	Vvc	FAILLIR|FALLOIR
profiter	Vvn	PROFITER
et	Cc	ET
du	S+Da	DE+LE
temps	Nc	TEMPS
et	Cc	ET
des	S+Da	DE+LE|DE+LES
lieux	Nc	LIEU|LIEUX
,	Fw	,
Et	Vvc	Et
si	Cs	SI
le	Da	LE
Ciel	Nc	CIEL
répond	Vvc	RÉPONDRE
à	S	À
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
projette	Vvc	PROJETER
,	Fw	,
Tout	Vvc	Tout
le	Da	LE
Camp	Nc	CAMP
d'	S	DE
Annibal	Nc	Annibal
nous	Pp	NOUS
offre	Vvc	OFFRIR
une	Dn	UN
retraite	Nc	RETRAITE|RETRAITÉ
,	Fw	,
Il	Vvc	Il
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
loin	Rg	LOIN
d'	S	DE
ici	Rg	ICI
;	Fw	;
mais	Cc	MAIS
j'	Pp	JE
ai	Vuc	AVOIR
voulu	Ge	VOULOIR
sans	S	SANS
lui	Pp	IL
Tenter	Vvn	TENTER
ce	Dd	CE
grand	Ag	GRAND
effort	Nc	EFFORT
que	Pr	QUE
je	Pp	JE
fais	Vvc	FAIRE
aujourd'hui	Rg	AUJOURD'HUI
;	Fw	;
Je	Vvc	Je
craignais	Vvc	CRAINDRE
qu'	Cs	QUE
Annibal	Nc	Annibal
par	S	PAR
sa	Ds	SON
lente	Ag	LENT
prudence	Nc	PRUDENCE
Ne	Ag	Ne
servît	Vvc	SERVIR
mal	Rg	MAL
ma	Ds	MON
flamme	Nc	FLAMME
et	Cc	ET
mon	Ds	MON
impatience	Nc	IMPATIENCE
:	Fw	:
Ainsi	Rg	AINSI
,	Fw	,
sans	S	SANS
différer	Vvn	DIFFÉRER
...	Fs	...
Madame	Nc	MADAME
,	Fw	,
vous	Pp	VOUS
tremblez	Vvc	TREMBLER
,	Fw	,
Vos	Nc	Vos
sens	Nc	SENS
sont	Vuc	ÊTRE
interdits	Ge	INTERDIRE
,	Fw	,
vos	Ds	VOTRE
esprits	Nc	ESPRIT|ESPRITS
sont	Vuc	ÊTRE
troublés	Ge	TROUBLER
,	Fw	,
Vous	Nc	Vous
ne	Rp	NE
répondez	Vvc	RÉPONDRE
rien	Pi	RIEN
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
versez	Vvc	VERSER
des	Dn	UN
larmes	Nc	LARME
.	Fs	.
Que	Cs	QUE
je	Pp	JE
ressens	Vvc	RESSENTIR
pour	S	POUR
vous	Pp	VOUS
de	Dn	UN
mortelles	Ag	MORTEL
alarmes	Nc	ALARME
?	Fs	?
Qu'	Pt	QUE
allez	Vvc	ALLER
-vous	Nc	-vous
entreprendre	Vvn	ENTREPRENDRE
?	Fs	?
Et	Cc	ET
qui	Pr	QUI
peut	Vvc	POUVOIR
m'	Pp	JE
assurer	Vvn	ASSURER
Du	Vvc	Du
succès	Nc	SUCCÈS
...	Fs	...
Oui	Vvc	Oui
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
tout	Rg	TOUT
espérer	Vvn	ESPÉRER
,	Fw	,
A	Vvc	A
quiconque	Pi	QUICONQUE
aime	Vvc	AIMER
bien	Rg	BIEN
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
rien	Pi	RIEN
d'	S	DE
impossible	Ag	IMPOSSIBLE
,	Fw	,
L'	Vvc	L'
ardeur	Nc	ARDEUR
de	S	DE
vous	Pp	VOUS
servir	Vvn	SERVIR
doit	Vvc	DEVOIR
me	Pp	JE
rendre	Vvn	RENDRE
invincible	Ag	INVINCIBLE
,	Fw	,
Si	Vvc	Si
le	Da	LE
sort	Nc	SORT
me	Pp	JE
trahit	Vvc	TRAHIR
,	Fw	,
ou	Cc	OU
si	Cs	SI
je	Pp	JE
meurs	Vvc	MOURIR
au	S+Da	À+LE
moins	Nc	MOINS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
vos	Ds	VOTRE
beaux	Ag	BEAU
yeux	Nc	OEIL|YEUX
en	Pp	EN
seront	Vuc	ÊTRE
les	Da	LE
témoins	Nc	TÉMOIN
,	Fw	,
J'	Vvc	J'
aurai	Vuc	AVOIR
fait	Ge	FAIRE
mon	Ds	MON
devoir	Nc	DEVOIR
s'	Cs	SI
il	Pp	IL
m'	Pp	JE
en	Pp	EN
coûte	Vvc	COÛTER
la	Da	LE
vie	Nc	VIE
,	Fw	,
Du	Vvc	Du
moins	Rg	MOINS
je	Pp	JE
la	Pp	IL
perdrai	Vvc	PERDRE
pour	S	POUR
sauver	Vvn	SAUVER
Isperie	Nc	Isperie
.	Fs	.
Et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
crains	Vvc	CRAINDRE
,	Fw	,
que	Pr	QUE
pourrez	Vvc	POUVOIR
-vous	Nc	-vous
,	Fw	,
ah	I	AH
Dieux	Ag	Dieux
?	Fs	?
Vous	Pp	VOUS
allez	Vvc	ALLER
attaquer	Vvn	ATTAQUER
un	Dn	UN
camp	Nc	CAMP
victorieux	Ag	VICTORIEUX
,	Fw	,
Vous	Nc	Vous
périrez	Vvc	PÉRIR
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
et	Cc	ET
tout	Rg	TOUT
me	Pp	JE
le	Pp	IL
fait	Vvc	FAIRE
croire	Vvn	CROIRE
,	Fw	,
Vous	Nc	Vous
allez	Vvc	ALLER
contre	S	CONTRE
vous	Pp	VOUS
irriter	Vvn	IRRITER
la	Da	LE
victoire	Nc	VICTOIRE
,	Fw	,
Je	Vvc	Je
vous	Pp	VOUS
verrai	Vvc	VOIR
sanglant	Ag	SANGLANT
,	Fw	,
et	Cc	ET
tout	Pi	TOUT
percé	Ge	PERCER
de	S	DE
coups	Nc	COUP
,	Fw	,
Tomber	Nc	TOMBER
peut-être	Rg	PEUT-ÊTRE
...	Fs	...
Hélas	Vvc	Hélas
!	Fs	!
que	Cs	QUE
mon	Ds	MON
sort	Nc	SORT
sera	Vuc	ÊTRE
doux	Ag	DOUX
Si	Vvc	Si
je	Pp	JE
puis	Vvc	POUVOIR
...	Fs	...
Non	Vvc	Non
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
gardez	Vvc	GARDER
-vous	Nc	-vous
d'	S	DE
entreprendre	Vvn	ENTREPRENDRE
,	Fw	,
Si	Vvc	Si
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
souhaité	Ge	SOUHAITER
,	Fw	,
je	Pp	JE
dois	Vvc	DEVOIR
vous	Pp	VOUS
le	Pp	IL
défendre	Vvn	DÉFENDRE
;	Fw	;
Loin	Nc	Loin
de	S	DE
vous	Pp	VOUS
j'	Pp	JE
accusais	Vvc	ACCUSER
votre	Ds	VOTRE
trop	Rg	TROP
de	S	DE
lenteur	Nc	LENTEUR
,	Fw	,
J'	Vvc	J'
allais	Vvc	ALLER
jusqu'	S	JUSQUE
à	S	À
douter	Vvn	DOUTER
même	Rg	MÊME
de	S	DE
votre	Ds	VOTRE
coeur	Nc	CUR
:	Fw	:
Pardonnez	Vvc	PARDONNER
-moi	Vvc	-moi
,	Fw	,
j'	Pp	JE
étais	Vuc	ÊTRE
injuste	Ag	INJUSTE
,	Fw	,
criminelle	Ag	CRIMINEL
,	Fw	,
De	Vvc	De
soupçonner	Vvn	SOUPÇONNER
ce	Dd	CE
coeur	Nc	CUR
généreux	Ag	GÉNÉREUX
et	Cc	ET
fidèle	Ag	FIDÈLE
:	Fw	:
Mais	Cc	MAIS
enfin	Rg	ENFIN
,	Fw	,
grâce	Nc	GRÂCE
au	S+Da	À+LE
Ciel	Nc	CIEL
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
vois	Vvc	ALLER|VOIR
de	S	DE
retour	Nc	RETOUR
,	Fw	,
Et	Vvc	Et
je	Pp	JE
retrouve	Vvc	RETROUVER
en	S	EN
vous	Pp	VOUS
un	Dn	UN
héros	Nc	HÉROS
plein	Ag	PLEIN
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
assez	Rg	ASSEZ
.	Fs	.
Non	Rg	NON
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
tantôt	Rg	TANTÔT
me	Pp	JE
suivre	Vvn	SUIVRE
,	Fw	,
Ou	Vvc	Ou
choisir	Vvn	CHOISIR
de	S	DE
me	Pp	JE
voir	Vvn	VOIR
dans	S	DANS
peu	Rg	PEU
cesser	Vvn	CESSER
de	S	DE
vivre	Vvn	VIVRE
,	Fw	,
Dissipez	Vvc	DISSIPER
vos	Ds	VOTRE
chagrins	Ag	CHAGRIN
,	Fw	,
et	Cc	ET
n'	Rp	NE
ayez	Vuc	AVOIR
point	Rg	POINT
d'	S	DE
effroi	Nc	EFFROI
,	Fw	,
Cette	Vvc	Cette
entreprise	Nc	ENTREPRISE
est	Vuc	ÊTRE
digne	Ag	DIGNE
et	Cc	ET
de	S	DE
vous	Pp	VOUS
et	Cc	ET
de	S	DE
moi	Pp	JE
.	Fs	.
Hé	Vvc	Hé
quoi	Pt	QUE|QUOI
donc	Rg	DONC
Scipion	Nc	Scipion
vous	Pp	VOUS
peut	Vvc	POUVOIR
voir	Vvn	VOIR
à	S	À
toute	Di	TOUT
heure	Nc	HEURE|HURE
,	Fw	,
Vous	Nc	Vous
le	Pp	IL
souffrez	Vvc	SOUFFRIR
hélas	Vvc	HÉLER
!	Fs	!
quand	Cs	QUAND
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
meure	Vvc	MURER
,	Fw	,
Il	Vvc	Il
jouit	Vvc	JOUIR
des	Dn	UN
moments	Nc	MOMENT
qui	Pr	QUI
m'	Pp	JE
étaient	Vuc	ÊTRE
destinés	Ge	DESTINER
,	Fw	,
Je	Vvc	Je
traîne	Vvc	TRAÎNER
loin	Rg	LOIN
de	S	DE
vous	Pp	VOUS
des	Dn	UN
jours	Nc	JOUR|JOURS
infortunés	Ag	INFORTUNÉ
,	Fw	,
Vous	Nc	Vous
le	Pp	IL
voyez	Vvc	VOIR
souvent	Rg	SOUVENT
,	Fw	,
pardonnez	Vvc	PARDONNER
-moi	Vvc	-moi
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
L'	Vvc	L'
éclat	Nc	ÉCLAT
de	S	DE
sa	Ds	SON
grandeur	Nc	GRANDEUR
pourrait	Vvc	POUVOIR
toucher	Vvn	TOUCHER
une	Dn	UN
âme	Nc	ÂME
,	Fw	,
Il	Vvc	Il
a	Vuc	AVOIR
trop	Rg	TROP
de	S	DE
vertus	Nc	VERTU
,	Fw	,
et	Cc	ET
mon	Ds	MON
transport	Nc	TRANSPORT
jaloux	Ag	JALOUX
...	Fs	...
Il	Vvc	Il
a	S	À
tout	Di	TOUT
le	Da	LE
respect	Nc	RESPECT
que	Pr	QUE
j'	Pp	JE
attendrais	Vvc	ATTENDRE
de	S	DE
vous	Pp	VOUS
,	Fw	,
Sa	Vvc	Sa
bonté	Nc	BONTÉ
,	Fw	,
sa	Ds	SON
clémence	Nc	CLÉMENCE
,	Fw	,
enlèvent	Vvc	ENLEVER
mon	Ds	MON
estime	Nc	ESTIME
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
défends	Vvc	DÉFENDRE
point	Rg	POINT
puisqu'elle	Cs	puisqu'elle
est	Vuc	ÊTRE
légitime	Ag	LÉGITIME
.	Fs	.
Mais	Cc	MAIS
enfin	Rg	ENFIN
Scipion	Nc	Scipion
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
votre	Ds	VOTRE
rival	Nc	RIVAL
,	Fw	,
Il	Vvc	Il
n'	Rp	NE
aime	Vvc	AIMER
que	Rg	QUE
la	Da	LE
gloire	Nc	GLOIRE
,	Fw	,
et	Cc	ET
ne	Rp	NE
hait	Vvc	HAÏR
qu'	Rg	QUE
Annibal	Ag	Annibal
.	Fs	.
Moi	Pp	JE
,	Fw	,
je	Pp	JE
hais	Vvc	HAÏR
ce	Dd	CE
Romain	Ag	ROMAIN
dont	Pr	DONT
vous	Pp	VOUS
portez	Vvc	PORTER
la	Da	LE
chaîne	Nc	CHAÎNE
,	Fw	,
Et	Vvc	Et
pour	S	POUR
lui	Pp	IL
mon	Ds	MON
estime	Nc	ESTIME
est	Vuc	ÊTRE
égale	Vvc	ÉGALER
à	S	À
ma	Ds	MON
haine	Nc	HAINE
;	Fw	;
Mais	Vvc	Mais
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
songez	Vvc	SONGER
qu'	Cs	QUE
il	Pp	IL
fait	Vvc	FAIRE
tous	Di	TOUT
nos	Ds	NOTRE
malheurs	Nc	MALHEUR
,	Fw	,
Vous	Nc	Vous
devez	Vvc	DEVOIR
le	Pp	IL
haïr	Vvn	HAÏR
,	Fw	,
il	Pp	IL
vous	Pp	VOUS
coûte	Vvc	COÛTER
des	Dn	UN
pleurs	Nc	PLEUR
,	Fw	,
Il	Vvc	Il
nous	Pp	NOUS
a	Vuc	AVOIR
séparés	Ge	SÉPARER
,	Fw	,
et	Cc	ET
je	Pp	JE
suis	Vuc	ÊTRE
à	S	À
la	Da	LE
gêne	Nc	GÊNE
,	Fw	,
De	Vvc	De
vous	Pp	VOUS
voir	Vvn	VOIR
dans	S	DANS
son	Ds	SON
Camp	Nc	CAMP
encor	Vvc	encor
porter	Vvn	PORTER
sa	Ds	SON
chaîne	Nc	CHAÎNE
.	Fs	.
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
et	Cc	ET
cette	Dd	CE
nuit	Nc	NUIT
il	Pp	IL
en	Pp	EN
faudra	Vvc	FAILLIR|FALLOIR
sortir	Vvn	SORTIR
,	Fw	,
Ou	Vvc	Ou
j'	Pp	JE
irai	Vvc	ALLER
...	Fs	...
Non	Vvc	Non
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
je	Pp	JE
n'	Rp	NE
y	Pp	Y
puis	Vvc	POUVOIR
consentir	Vvn	CONSENTIR
,	Fw	,
Annibal	Nc	Annibal
vient	Vvc	VENIR
bientôt	Rg	BIENTÔT
,	Fw	,
attendons	Vvc	ATTENDRE
sa	Ds	SON
venue	Nc	VENU|VENUE
,	Fw	,
Apprenons	Vvc	APPRENDRE
le	Da	LE
succès	Nc	SUCCÈS
d'	S	DE
une	Dn	UN
telle	Ag	TEL
entrevue	Nc	ENTREVUE
,	Fw	,
Il	Vvc	Il
va	Vvc	ALLER
parler	Vvn	PARLER
de	S	DE
paix	Nc	PAIX
,	Fw	,
j'	Pp	JE
aurai	Vuc	AVOIR
la	Da	LE
liberté	Nc	LIBERTÉ
,	Fw	,
Et	Vvc	Et
nous	Pp	NOUS
serons	Vuc	ÊTRE
tous	Di	TOUT
deux	Nc	DEUX
compris	Vvc	COMPRENDRE
dans	S	DANS
le	Da	LE
traité	Nc	TRAITÉ
;	Fw	;
Peut-être	Vvc	Peut-être
sans	S	SANS
risquer	Vvn	RISQUER
une	Dn	UN
si	Rg	SI
chère	Ag	CHER
vie	Nc	VIE
Demain	Vvc	Demain
en	S	EN
liberté	Nc	LIBERTÉ
vous	Pp	VOUS
verrez	Vvc	VOIR
Isperie	Nc	Isperie
,	Fw	,
Ne	Vvc	Ne
précipitez	Vvc	PRÉCIPITER
rien	Pi	RIEN
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
retirez	Vvc	RETIRER
-vous	Nc	-vous
,	Fw	,
Je	Vvc	Je
tremble	Nc	TREMBLE|TREMBLÉ
qu'	Cs	QUE
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
quelqu'un	Pi	QUELQU'UN
ne	Rp	NE
vienne	Vvc	VENIR
à	S	À
nous	Pp	NOUS
;	Fw	;
Si	Vvc	Si
vous	Pp	VOUS
tardez	Vvc	TARDER
longtemps	Rg	LONGTEMPS
on	Pp	ON
peut	Vvc	POUVOIR
vous	Pp	VOUS
y	Pp	Y
surprendre	Vvn	SURPRENDRE
;	Fw	;
Surtout	Vvc	Surtout
,	Fw	,
au	S+Da	À+LE
nom	Nc	NOM
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
avant	S	AVANT
que	Cs	QUE
d'	S	DE
entreprendre	Vvn	ENTREPRENDRE
,	Fw	,
Si	Vvc	Si
j'	Pp	JE
ai	Vuc	AVOIR
sur	S	SUR
votre	Ds	VOTRE
coeur	Nc	CUR
de	S	DE
véritables	Ag	VÉRITABLE
droits	Nc	DROIT|DROITS
,	Fw	,
Je	Vvc	Je
prétends	Vvc	PRÉTENDRE
vous	Pp	VOUS
parler	Vvn	PARLER
une	Dn	UN
seconde	Nc	SECOND|SECONDE
fois	Nc	FOI|FOIS
;	Fw	;
Seigneur	Nc	SEIGNEUR
,	Fw	,
suivez	Vvc	SUIVRE
Celsus	Vvc	Celsus
en	S	EN
qui	Pr	QUI
je	Pp	JE
me	Pp	JE
confie	Vvc	CONFIER
,	Fw	,
Il	Vvc	Il
pourra	Vvc	POUVOIR
dans	S	DANS
sa	Ds	SON
tente	Vvc	TENTER
assurer	Vvn	ASSURER
votre	Ds	VOTRE
vie	Nc	VIE
,	Fw	,
Attendez	Vvc	ATTENDRE
quelque	Di	QUELQUE
temps	Nc	TEMPS
.	Fs	.
Madame	Nc	MADAME
j'	Pp	JE
