	docprops1	docprops2	origzeta	log2zeta	log10zeta	divzeta	relfreqs1	relfreqs2	ratiorelfreqs	subrelfreqs	logrelfreqs
expect	0.45	0.08823529411764706	0.36176470588235293	0.4244373356268194	0.4663238786690758	-0.683235294013471	0.30500000000000016	0.06617647058823531	-0.683235294093252	0.05234548827514646	0.13313008060800977
murder	0.42	0.058823529411764705	0.36117647058823527	0.4407071393842724	0.5195260816625518	-0.6832352939718006	0.4350000000000003	0.04779411764705883	-0.6832352940694723	0.06554627458409507	0.20949261117116647
mrs.	0.36	0.0	0.36	0.47779975069801317	0.6357141705875438	0.052125103572621234	0.5500000000000003	0.0	-0.392117861739007	0.08002919871095937	0.29612808249455114
detective	0.36	0.0	0.36	0.47779975069801317	0.6357141705875438	0.052125103572621234	0.3650000000000002	0.0	-0.4900391799009509	0.06357073570138819	0.21512413670265434
room	0.73	0.375	0.355	0.30685969513437145	0.0582531327181004	-0.6832352940778831	1.0450000000000006	0.4448529411764709	-0.6832352941052132	0.08449051499574774	0.1915640756631253
always	0.6	0.25	0.35	0.3428190830833207	0.21226676889624474	-0.683235294068623	0.47000000000000025	0.14338235294117657	-0.6832352941002967	0.06015606253326569	0.15763005529891105
sure	0.57	0.22794117647058823	0.34205882352941175	0.34468406102076643	0.2397778977995319	-0.6832352940665671	0.5000000000000003	0.13602941176470595	-0.6832352940981915	0.06347915442867991	0.17516424854511117
guess	0.37	0.029411764705882353	0.34058823529411764	0.439171026749529	0.5671207406292609	-0.6832352938606795	0.3550000000000001	0.014705882352941176	-0.6832352939898729	0.06137278515638979	0.1981491557536417
put	0.85	0.5147058823529411	0.33529411764705885	0.26023188048424917	-0.09522732056544418	-0.6832352940839138	0.8950000000000005	0.4080882352941179	-0.6832352941060386	0.07441657499783849	0.16546700659680538
mystery	0.33	0.007352941176470588	0.32264705882352945	0.43535209066885344	0.6034003812422222	-0.6832352932008977	0.2300000000000001	0.003676470588235294	-0.6832352937865142	0.051233429963688945	0.14114368508607375
fellow	0.58	0.2647058823529412	0.3152941176470588	0.31082397885848606	0.18039467358993194	-0.68323529407289	0.5150000000000002	0.15441176470588244	-0.6832352940999935	0.06317824453263846	0.16947883121153462
really	0.38	0.0661764705882353	0.3138235294117647	0.3919749010017142	0.48572228204480833	-0.6832352940003525	0.2600000000000001	0.040441176470588244	-0.6832352940836176	0.050631610171606056	0.12853111137477916
hardly	0.47	0.16911764705882354	0.30088235294117643	0.33294444930152794	0.30970754546643436	-0.6832352940608787	0.4050000000000002	0.12867647058823534	-0.6832352941009876	0.05568166320951899	0.1383049262001786
imagine	0.32	0.022058823529411766	0.29794117647058826	0.400876901153415	0.5622247593996008	-0.6832352938213241	0.22000000000000008	0.014705882352941176	-0.6832352940384631	0.04936255539264865	0.1263256041514053
inside	0.34	0.04411764705882353	0.2958823529411765	0.3862313814702845	0.5186098710349014	-0.6832352939602254	0.2200000000000001	0.022058823529411766	-0.6832352940648577	0.04870840344473247	0.12039724022851361
death	0.56	0.2647058823529412	0.2952941176470589	0.2949886414349565	0.17320427891103046	-0.6832352940744333	0.5950000000000003	0.2022058823529413	-0.6832352941020721	0.06604343006451135	0.17172563782198935
nothing	0.8	0.5073529411764706	0.2926470588235295	0.23442079569294763	-0.1004514922795558	-0.683235294085438	0.9600000000000005	0.38970588235294146	-0.6832352941046081	0.08183465808720802	0.19304814157377542
question	0.55	0.25735294117647056	0.2926470588235295	0.29514381423252367	0.18190463662664114	-0.6832352940739923	0.42000000000000026	0.15441176470588244	-0.68323529410325	0.05472660136556137	0.12840751455325217
able	0.49	0.19852941176470587	0.29147058823529415	0.31379128797254946	0.2625880271490202	-0.6832352940672309	0.34500000000000014	0.12867647058823536	-0.6832352941034556	0.05034378331452293	0.10963476415455006
anyone	0.32	0.029411764705882353	0.29058823529411765	0.3890282340797779	0.5443522665541769	-0.6832352938954048	0.2200000000000001	0.014705882352941176	-0.6832352940384631	0.04936255539264866	0.1263256041514053
report	0.32	0.029411764705882353	0.29058823529411765	0.3890282340797779	0.5443522665541769	-0.6832352938954048	0.2450000000000001	0.014705882352941176	-0.6832352940294649	0.05158667201556368	0.1405912432499987
hall	0.42	0.1323529411764706	0.28764705882352937	0.3359856128615943	0.36156445425698897	-0.6832352940528263	0.44000000000000017	0.09926470588235298	-0.6832352940941852	0.06141203427326476	0.17418876621172705
business	0.47	0.18382352941176472	0.28617647058823525	0.314527074262163	0.28192683379845973	-0.6832352940654202	0.4050000000000002	0.099264705882353	-0.6832352940960514	0.05829827100118373	0.15832996099968574
become	0.57	0.2867647058823529	0.28323529411764703	0.2788516604668656	0.14047650798206124	-0.6832352940770451	0.4000000000000003	0.16544117647058834	-0.6832352941048496	0.05196608014535507	0.11223631554693853
criminal	0.28	0.0	0.28	0.39508377012712725	0.5981551006006125	-0.11128831813178797	0.1800000000000001	0.0	-0.587960498062895	0.04711227269181699	0.11455179320877013
ca	0.33	0.051470588235294115	0.2785294117647059	0.36471403606009223	0.4968501576800534	-0.6832352939866828	0.23500000000000007	0.03676470588235295	-0.6832352940838139	0.04873456952264912	0.11740465513191617
else	0.51	0.23529411764705882	0.2747058823529412	0.28728124131958227	0.2047360092474541	-0.6832352940733722	0.3750000000000001	0.14705882352941183	-0.6832352941041497	0.051377343392230504	0.11217034717035962
return	0.58	0.3088235294117647	0.27117647058823524	0.2633068961506094	0.10872005268497914	-0.6832352940792839	0.49500000000000033	0.19117647058823542	-0.6832352941039421	0.058128191494725534	0.13831720833571137
result	0.3	0.029411764705882353	0.27058823529411763	0.36810949505824353	0.534853637903153	-0.6832352939092949	0.20000000000000012	0.014705882352941176	-0.6832352940456616	0.04758326209431664	0.11455179320877021
cab	0.27	0.0	0.27	0.3841524457375479	0.5931914844412634	-0.13171499584483914	0.33	0.0	-0.5085648346883458	0.06045697242930713	0.1978615145523722
rather	0.6	0.33088235294117646	0.2691176470588235	0.2560565842753088	0.08139448346867478	-0.6832352940806067	0.44500000000000023	0.2169117647058825	-0.6832352941067882	0.051390426431188824	0.10149002239031772
something	0.71	0.4411764705882353	0.2688235294117647	0.23120728966830587	-0.04121797635219743	-0.6832352940847737	0.6600000000000005	0.334558823529412	-0.6832352941072052	0.060051398221599106	0.12365765773036766
deal	0.36	0.09558823529411764	0.26441176470588235	0.3295953226461315	0.412163068716276	-0.683235294040717	0.2300000000000001	0.05514705882352942	-0.6832352940955715	0.04665436632827566	0.10047832048854376
sort	0.36	0.09558823529411764	0.26441176470588235	0.3295953226461315	0.412163068716276	-0.683235294040717	0.21500000000000014	0.05147058823529414	-0.6832352940955373	0.04564697232848473	0.0945780365700471
everything	0.33	0.0661764705882353	0.26382352941176473	0.3424189102435937	0.46322025870772304	-0.683235294015786	0.21000000000000013	0.05147058823529413	-0.6832352940960514	0.04520214900390173	0.09164509366391087
occur	0.32	0.058823529411764705	0.2611764705882353	0.3432243286715072	0.47526179700058374	-0.6832352940065259	0.2300000000000001	0.03676470588235295	-0.6832352940845338	0.048289746198066114	0.11455179320877013
surprise	0.43	0.16911764705882354	0.26088235294117645	0.29726903550623063	0.2935083134159601	-0.68323529406571	0.33500000000000024	0.09191176470588237	-0.6832352940983549	0.052724896404937854	0.12984408379214762
wo	0.29	0.029411764705882353	0.2605882352941176	0.3574531798858008	0.5300148959260622	-0.68323529391624	0.17500000000000007	0.022058823529411766	-0.6832352940756555	0.04470499352348543	0.09342383974512286
difficulty	0.29	0.029411764705882353	0.2605882352941176	0.3574531798858008	0.5300148959260622	-0.68323529391624	0.20000000000000012	0.014705882352941176	-0.6832352940456616	0.04758326209431664	0.11455179320877021
theory	0.26	0.0	0.26	0.37307822417533504	0.5881629825745718	-0.15214167355789032	0.21500000000000008	0.0	-0.5694348432755002	0.05022603596389802	0.13552822798506844
matter	0.76	0.5	0.26	0.21415107823221582	-0.1031118905662375	-0.6832352940865986	0.7800000000000006	0.470588235294118	-0.6832352941088738	0.05862534697514184	0.10169100467307882
about	0.95	0.6911764705882353	0.2588235294117647	0.18493265380877008	-0.27263469455719624	-0.6832352940895713	1.7450000000000012	0.6911764705882358	-0.6832352941042839	0.12485169018217632	0.2509178582184482
course	0.53	0.27205882352941174	0.2579411764705883	0.262559506701208	0.14993177965260784	-0.6832352940778537	0.42500000000000027	0.2058823529411766	-0.6832352941067207	0.05059236105473108	0.09902959257600409
particular	0.28	0.022058823529411766	0.2579411764705883	0.3585097789005658	0.5429870051124961	-0.6832352938583645	0.1650000000000001	0.011029411764705883	-0.6832352940384631	0.0447965747961937	0.0961101553608369
mean	0.61	0.35294117647058826	0.25705882352941173	0.24152554017807176	0.05139270150210343	-0.683235294082343	0.5250000000000002	0.24264705882352952	-0.6832352941061949	0.05621806780681027	0.1207132214895473
study	0.29	0.03676470588235294	0.25323529411764706	0.34576794792137117	0.5123889280949585	-0.6832352939565214	0.2300000000000001	0.01838235294117647	-0.6832352940514205	0.049925126067856575	0.1291157284080624
problem	0.26	0.007352941176470588	0.25264705882352945	0.36071061932991255	0.5695077255957806	-0.6832352933953597	0.16000000000000006	0.003676470588235294	-0.6832352938872938	0.04500590341952687	0.09901310210868372
miss	0.31	0.058823529411764705	0.2511764705882353	0.3328295248102782	0.47054180017494324	-0.6832352940099985	0.40500000000000014	0.033088235294117654	-0.6832352940528602	0.06418563853242938	0.20723612958806398
knowledge	0.28	0.029411764705882353	0.25058823529411767	0.34666111182692866	0.5251145122670722	-0.683235293923185	0.19500000000000012	0.014705882352941176	-0.6832352940474613	0.047138438769733636	0.11155577572712652
lodge	0.27	0.022058823529411766	0.24794117647058825	0.34757845451098646	0.5380233889531469	-0.6832352938676245	0.525	0.011029411764705883	-0.6832352938656981	0.07682385416617005	0.2769375774888227
secret	0.35	0.10294117647058823	0.24705882352941175	0.30929203289681584	0.3919844055508566	-0.6832352940481964	0.31000000000000016	0.05514705882352943	-0.6832352940878931	0.05377153952160374	0.14394005682207592
trace	0.35	0.10294117647058823	0.24705882352941175	0.30929203289681584	0.3919844055508566	-0.6832352940481964	0.21500000000000016	0.0698529411764706	-0.6832352941013556	0.04401159245869428	0.08087377116088725
nearly	0.31	0.0661764705882353	0.24382352941176472	0.3217553032480653	0.45383747854878637	-0.6832352940219594	0.1650000000000001	0.04044117647058823	-0.6832352940960514	0.04217996700452896	0.07272264742363749
story	0.31	0.0661764705882353	0.24382352941176472	0.3217553032480653	0.45383747854878637	-0.6832352940219594	0.26	0.033088235294117654	-0.6832352940760554	0.05128576211952223	0.13425644267334877
consider	0.3	0.058823529411764705	0.24117647058823527	0.32230558964997286	0.46576316834955983	-0.683235294013471	0.19500000000000012	0.029411764705882353	-0.6832352940825541	0.045830134873901265	0.09978196478449133
suggest	0.3	0.058823529411764705	0.24117647058823527	0.32230558964997286	0.46576316834955983	-0.683235294013471	0.20500000000000007	0.033088235294117654	-0.6832352940848537	0.04639270554910918	0.10286032738490143
someone	0.24	0.0	0.24	0.3504857950092508	0.577904376893212	-0.19299502898399268	0.21500000000000008	0.0	-0.5694348432755002	0.05022603596389802	0.13552822798506844
affair	0.32	0.08088235294117647	0.23911764705882355	0.31042671466084276	0.42578997724992235	-0.6832352940368317	0.25000000000000017	0.0698529411764706	-0.6832352940987035	0.04712535573077531	0.10084752779961022
appear	0.51	0.27205882352941174	0.23794117647058827	0.24594787866535514	0.14238889258665832	-0.6832352940793553	0.5050000000000003	0.17279411764705893	-0.6832352941021779	0.060653218013681995	0.15376265228539387
card	0.26	0.022058823529411766	0.23794117647058824	0.3365042329487736	0.5329948870864551	-0.6832352938768846	0.19000000000000003	0.01838235294117647	-0.6832352940629381	0.04636653947119253	0.105563432829912
appearance	0.33	0.09558823529411764	0.23441176470588238	0.2995152674623942	0.39850453634974564	-0.6832352940471279	0.18000000000000013	0.05882352941176472	-0.6832352941014503	0.04187905710848752	0.06806585663993489
window	0.58	0.34558823529411764	0.23441176470588232	0.22564887933026415	0.05191681633681905	-0.683235294083365	0.6500000000000002	0.3860294117647061	-0.6832352941087346	0.0545826879370198	0.09502650544451123
evidently	0.3	0.0661764705882353	0.2338235294117647	0.31123136808776	0.44905884672340307	-0.6832352940250461	0.1850000000000001	0.03676470588235295	-0.6832352940910125	0.04428633627681908	0.0879599013314665
event	0.27	0.03676470588235294	0.23323529411764707	0.32404455547291966	0.5025249282766193	-0.6832352939676335	0.1850000000000001	0.01838235294117647	-0.6832352940643779	0.04592171614660953	0.10252383653075875
point	0.68	0.4485294117647059	0.23147058823529415	0.20334564584853654	-0.060820099153863105	-0.6832352940866788	0.6550000000000005	0.3566176470588237	-0.6832352941079253	0.057644119053267565	0.1109488170251039
evidence	0.23	0.0	0.23	0.33895955073149403	0.5726706238442016	-0.21342170669704374	0.19000000000000003	0.0	-0.5826674538379251	0.04800191934098299	0.12065325411029987
baker	0.23	0.0	0.23	0.33895955073149403	0.5726706238442016	-0.21342170669704374	0.14500000000000005	0.0	-0.6064861528502898	0.043998509419735946	0.09246666656620281
baskerville	0.23	0.0	0.23	0.33895955073149403	0.5726706238442016	-0.21342170669704374	0.5400000000000001	0.0	-0.397410905963977	0.07913955206179335	0.2921286007878877
letter	0.34	0.11029411764705882	0.2297058823529412	0.2889974809652593	0.37194255560536355	-0.6832352940546784	0.4250000000000002	0.10661764705882355	-0.6832352940965479	0.05942341235159957	0.16236875844701024
explain	0.3	0.07352941176470588	0.2264705882352941	0.3003000436981807	0.43257007075142434	-0.6832352940343062	0.18000000000000008	0.04411764705882354	-0.6832352940960514	0.043187361004319885	0.07921165446823976
curious	0.24	0.014705882352941176	0.2252941176470588	0.325928542652523	0.5408622932291833	-0.6832352937842837	0.1600000000000001	0.007352941176470588	-0.6832352940024704	0.04467882744556878	0.09597350580953054
gentleman	0.46	0.23529411764705882	0.2247058823529412	0.24426865931288064	0.1852051692965953	-0.6832352940777129	0.4100000000000002	0.19485294117647065	-0.6832352941065097	0.05023911900285635	0.09877850055947154
yes	0.68	0.45588235294117646	0.2241176470588236	0.19680379182804478	-0.070687811568299	-0.6832352940871783	0.7550000000000003	0.47794117647058854	-0.6832352941092856	0.055747078404310604	0.09029299354344557
kind	0.34	0.11764705882352941	0.22235294117647061	0.27885166046686577	0.35663863127855483	-0.6832352940586139	0.2050000000000001	0.0735294117647059	-0.6832352941028901	0.042794869835570175	0.07229941432524423
pocket	0.31	0.08823529411764706	0.22176470588235292	0.2893755956271711	0.40499602750667313	-0.6832352940458813	0.23500000000000013	0.04779411764705884	-0.6832352940916215	0.04775334160077485	0.10890383362309734
prove	0.36	0.13970588235294118	0.2202941176470588	0.2690577261151513	0.32084834494566566	-0.6832352940650107	0.2800000000000001	0.0772058823529412	-0.683235294098451	0.049140143730357154	0.11188122406512999
information	0.22	0.0	0.22	0.3272743187670643	0.5673646788244311	-0.23384838441009498	0.13000000000000006	0.0	-0.6144257191877447	0.042664039445986936	0.08263226814753405
doctor	0.24	0.022058823529411766	0.21794117647058822	0.3139118037826893	0.5227362814050953	-0.6832352938954048	0.17500000000000007	0.011029411764705883	-0.6832352940336641	0.045686221445359707	0.10234822114965816
companion	0.6	0.38235294117647056	0.21764705882352942	0.20513859019174435	0.004589938340841121	-0.6832352940855929	0.5100000000000003	0.30514705882352955	-0.6832352941088007	0.04932330627577369	0.08078034185548161
evening	0.46	0.2426470588235294	0.2173529411764706	0.23583907846016408	0.17249001555450838	-0.683235294078923	0.4100000000000002	0.14338235294117657	-0.6832352941025117	0.054818182638269625	0.13094380195766245
believe	0.46	0.2426470588235294	0.2173529411764706	0.23583907846016408	0.17249001555450838	-0.683235294078923	0.29000000000000015	0.14338235294117657	-0.6832352941069415	0.044142422848277504	0.07184184067202967
reason	0.43	0.21323529411764705	0.21676470588235294	0.2431762466715683	0.21191491768391518	-0.6832352940764556	0.3750000000000001	0.1286764705882354	-0.6832352941022216	0.05301272326202096	0.12421563759571169
queer	0.23	0.014705882352941176	0.21529411764705883	0.3144022983747662	0.5356285401801733	-0.6832352937981738	0.16500000000000006	0.007352941176470588	-0.6832352939988712	0.045123650770151784	0.09912780492493391
escape	0.34	0.125	0.21500000000000002	0.2688259116696086	0.34151582273516384	-0.6832352940620865	0.27000000000000013	0.08823529411764706	-0.6832352941014503	0.04726926915931687	0.09857751827671053
happen	0.31	0.09558823529411764	0.21441176470588236	0.27885166046686577	0.3891217561908091	-0.6832352940514017	0.19500000000000015	0.05147058823529413	-0.683235294097594	0.04386767903015272	0.08272071225937559
clearly	0.28	0.0661764705882353	0.21382352941176475	0.28978298485644505	0.43931972108732215	-0.6832352940312195	0.17500000000000004	0.033088235294117654	-0.6832352940896528	0.04372376560161115	0.08468604451102842
help	0.64	0.4264705882352941	0.2135294117647059	0.19406436862953141	-0.044017327928585565	-0.6832352940869929	0.5600000000000003	0.29411764705882365	-0.6832352941075691	0.05475276744347801	0.10673955362319208
object	0.3	0.08823529411764706	0.2117647058823529	0.2788516604668657	0.4002173956812897	-0.6832352940481964	0.1800000000000001	0.05147058823529413	-0.6832352940991365	0.042533209056403704	0.07360160179374879
station	0.3	0.08823529411764706	0.2117647058823529	0.2788516604668657	0.4002173956812897	-0.6832352940481964	0.20000000000000012	0.05147058823529414	-0.6832352940970798	0.04431250235473572	0.0857167297410192
observe	0.35	0.13970588235294118	0.2102941176470588	0.25914924022706465	0.31634917184312067	-0.6832352940664729	0.2800000000000001	0.0845588235294118	-0.6832352941001202	0.048485991782440965	0.10659074014504957
importance	0.26	0.051470588235294115	0.2085294117647059	0.29007256472115134	0.4629575020336118	-0.6832352940144631	0.1600000000000001	0.029411764705882353	-0.6832352940888529	0.04271637160182023	0.07818602782115475
inquiry	0.23	0.022058823529411766	0.20794117647058824	0.30238555950493246	0.5175025283560852	-0.6832352939046649	0.14500000000000005	0.011029411764705883	-0.6832352940480612	0.04301728149786167	0.08334755610057605
recognize	0.23	0.022058823529411766	0.20794117647058824	0.30238555950493246	0.5175025283560852	-0.6832352939046649	0.15500000000000005	0.014705882352941176	-0.6832352940618583	0.04357985217306959	0.08678155235254681
difficult	0.23	0.022058823529411766	0.20794117647058824	0.30238555950493246	0.5175025283560852	-0.6832352939046649	0.13000000000000006	0.011029411764705883	-0.6832352940552597	0.041682811524112656	0.07351315768190729
house	0.73	0.5220588235294118	0.20794117647058818	0.17525210198286484	-0.14026335461212586	-0.6832352940890842	1.320000000000001	0.45220588235294146	-0.6832352941021965	0.10830164589989685	0.2567884620473575
entirely	0.25	0.04411764705882353	0.20588235294117646	0.2902231853786644	0.47501516863958965	-0.6832352940018959	0.15000000000000008	0.022058823529411766	-0.6832352940816544	0.042480876900570404	0.07765054709582439
possibly	0.22	0.014705882352941176	0.20529411764705882	0.3027170664103365	0.5303225951604027	-0.6832352938120639	0.15000000000000008	0.007352941176470588	-0.683235294009669	0.043789180796402774	0.0895925780644567
engage	0.24	0.03676470588235294	0.20323529411764704	0.29037790474462255	0.48723782072856775	-0.6832352939843017	0.12500000000000008	0.01838235294117647	-0.6832352940816544	0.04058383625161347	0.06421220893670615
discover	0.24	0.03676470588235294	0.20323529411764704	0.29037790474462255	0.48723782072856775	-0.6832352939843017	0.14500000000000007	0.01838235294117647	-0.6832352940758956	0.04236312954994549	0.07737684528581494
reach	0.6	0.39705882352941174	0.20294117647058824	0.19113552946011728	-0.01653223524920608	-0.6832352940867801	0.45000000000000023	0.2794117647058825	-0.6832352941091224	0.04627495819848427	0.06876107606658036
realize	0.21	0.007352941176470588	0.2026470588235294	0.30305804684800464	0.5433292654018773	-0.6832352935342612	0.13500000000000004	0.003676470588235294	-0.6832352939232864	0.04278178679661185	0.0828743152087659
act	0.32	0.11764705882352941	0.2023529411764706	0.2584370368341728	0.34736890767151757	-0.6832352940620865	0.19000000000000009	0.06250000000000001	-0.6832352941015561	0.04244162778369543	0.07142670018699313
moment	0.65	0.4485294117647059	0.20147058823529412	0.1815290096725185	-0.07072643840486499	-0.6832352940880451	0.5650000000000004	0.2904411764705884	-0.6832352941073504	0.05552466674201911	0.11064575871299297
enough	0.76	0.5588235294117647	0.2011764705882353	0.16572841993201717	-0.17615247889977786	-0.6832352940898667	0.7450000000000006	0.4742647058823533	-0.6832352941093325	0.0551845077291027	0.08852360831623154
expression	0.37	0.16911764705882354	0.20088235294117646	0.24077037814386099	0.26785381459487273	-0.683235294072957	0.25500000000000017	0.0955882352941177	-0.6832352941035268	0.045280647237651676	0.08516352959546426
several	0.34	0.13970588235294118	0.20029411764705884	0.24912349142980758	0.3117967528528765	-0.6832352940679349	0.2050000000000001	0.0845588235294118	-0.6832352941048149	0.041813641913695895	0.0643383612615237
stapleton	0.2	0.0	0.2	0.3034089128235935	0.5565280491198581	-0.2747017398361972	0.4050000000000001	0.0	-0.46886700300107126	0.06712932229805221	0.23401741669232043
murderer	0.22	0.022058823529411766	0.19794117647058823	0.2907003275405028	0.5121965833363145	-0.683235293913925	0.15500000000000008	0.011029411764705883	-0.6832352940432621	0.043906928147027686	0.08977756983419038
certain	0.3	0.10294117647058823	0.19705882352941176	0.2579329214453314	0.3686636343025513	-0.6832352940581179	0.2100000000000001	0.05514705882352943	-0.6832352940974912	0.04487507302994363	0.08886805587902565
henry	0.27	0.07352941176470588	0.19647058823529412	0.2679203360772865	0.4178673289559944	-0.6832352940426403	0.7250000000000003	0.04044117647058823	-0.6832352940227572	0.09200017935782553	0.32804760755578727
detail	0.24	0.04411764705882353	0.19588235294117645	0.2788516604668658	0.4698516694333588	-0.6832352940065259	0.16000000000000003	0.022058823529411766	-0.6832352940792549	0.04337052354973641	0.08403147484089817
possible	0.35	0.15441176470588236	0.19558823529411762	0.23989464126685997	0.28730559419686924	-0.6832352940713465	0.24000000000000013	0.09926470588235298	-0.6832352941048496	0.04361910128994456	0.07420447625666558
perhaps	0.46	0.2647058823529412	0.19529411764705884	0.21104220910680288	0.13508649435228626	-0.68323529408215	0.3300000000000002	0.18750000000000006	-0.6832352941083313	0.043776097757444454	0.06476611860147706
remarkable	0.21	0.014705882352941176	0.1952941176470588	0.2908683993366994	0.5249424387166401	-0.683235293825954	0.16000000000000006	0.007352941176470588	-0.6832352940024704	0.04467882744556878	0.09597350580953047
anyhow	0.21	0.014705882352941176	0.1952941176470588	0.2908683993366994	0.5249424387166401	-0.683235293825954	0.13500000000000006	0.007352941176470588	-0.6832352940204668	0.04245471082265376	0.07983471890961265
outside	0.32	0.125	0.195	0.24841128803691565	0.3322460991281266	-0.6832352940653548	0.21000000000000013	0.06985294117647062	-0.6832352941017344	0.04356676913411127	0.07794082825475095
glass	0.29	0.09558823529411764	0.19441176470588234	0.2576714101341177	0.3795043823883349	-0.6832352940556756	0.2250000000000001	0.0698529411764706	-0.6832352941005979	0.044901239107860286	0.08667862348884532
any	0.9	0.7058823529411765	0.1941176470588235	0.14480968091048266	-0.3018129350881176	-0.683235294091603	1.3950000000000011	0.7279411764705888	-0.6832352941075036	0.09044329772178503	0.1673777429705183
o'clock	0.26	0.0661764705882353	0.19382352941176473	0.2677774389046528	0.4293276030612813	-0.6832352940373929	0.20000000000000012	0.044117647058823546	-0.6832352940936519	0.044966654302651905	0.09132678241551023
address	0.26	0.0661764705882353	0.19382352941176473	0.2677774389046528	0.4293276030612813	-0.6832352940373929	0.22500000000000006	0.033088235294117654	-0.6832352940816544	0.048171998847441194	0.1145517932087701
