	docprops1	docprops2	origzeta	log2zeta	log10zeta	divzeta	relfreqs1	relfreqs2	ratiorelfreqs	subrelfreqs	logrelfreqs
doubt	0.4708994708994709	0.3242009132420091	0.14669855765746176	0.15607285093241	0.056133136976472015	-0.2955715009731823	0.35449735449735476	0.23287671232876728	-0.295571501016135	-0.035259405925286494	0.16312539089017652
experience	0.2804232804232804	0.136986301369863	0.1434369790534174	0.18450024693587605	0.19968898988943895	-0.2955715009413458	0.18253968253968267	0.08219178082191785	-0.29557150100015506	-0.04071958816001103	0.16534066750230145
remark	0.20634920634920634	0.0639269406392694	0.14242226570993693	0.2004920500224559	0.2683553825158018	-0.29557150087812223	0.16137566137566148	0.041095890410958916	-0.2955715009611363	-0.03560357414110389	0.1821848295854796
course	0.5291005291005291	0.3881278538812785	0.14097267521925055	0.14414317116994613	0.013366630383668004	-0.2955715009779627	0.4682539682539686	0.30593607305936094	-0.295571501015945	-0.024813435483045168	0.1752235685613623
reason	0.42328042328042326	0.2831050228310502	0.14017540044937304	0.156693500448226	0.08306687049347519	-0.29557150097089907	0.2989417989417991	0.20091324200913255	-0.2955715010169204	-0.04131490615493842	0.1539845610932678
chair	0.3492063492063492	0.2100456621004566	0.13916068710589258	0.16704753586009255	0.1374913460254359	-0.2955715009619365	0.2724867724867726	0.15981735159817362	-0.29557150101195534	-0.03755696131195936	0.16478777096132036
professor	0.14814814814814814	0.0091324200913242	0.13901572805682394	0.21223517537651831	0.32544917016436925	-0.2955715001823672	0.11375661375661378	0.0045662100456621	-0.29557150048113184	-0.03844993830435043	0.180235609248465
pocket	0.2751322751322751	0.136986301369863	0.1381459737624121	0.17957697952535615	0.19815725781514631	-0.2955715009434139	0.19312169312169328	0.08904109589041101	-0.29557150100134433	-0.03976149826192478	0.16683057204527918
pound	0.21164021164021163	0.0776255707762557	0.13401464086395593	0.18852289785525722	0.2520833884185528	-0.29557150090497225	0.20634920634920645	0.07762557077625573	-0.2955715009901514	-0.03343624456582141	0.18236997030655375
companion	0.5661375661375662	0.4337899543378995	0.13234761179966664	0.1334476437257071	-0.01617267933093927	-0.2955715009810744	0.43650793650793684	0.36757990867579937	-0.2955715010237913	-0.04878428662254286	0.1319912459667701
brain	0.2328042328042328	0.1004566210045662	0.1323476117996666	0.1816776758741961	0.2296870486908565	-0.2955715009268694	0.1587301587301588	0.05251141552511419	-0.295571500981814	-0.03921268948535112	0.17213376060441873
fear	0.3915343915343915	0.2602739726027397	0.1312604189316518	0.15278467704415416	0.09731975240359308	-0.2955715009704075	0.2804232804232806	0.175799086757991	-0.295571501014468	-0.039621970606863705	0.1592499376968568
detail	0.24867724867724866	0.1187214611872146	0.12995578749003406	0.17550045936099282	0.2120991747542338	-0.2955715009388005	0.1640211640211641	0.06849315068493154	-0.29557150099617957	-0.041956733368219506	0.16384788805617345
book	0.24338624338624337	0.1141552511415525	0.12923099224469087	0.17572858450821963	0.21604286350738294	-0.29557150093679607	0.18783068783068793	0.07077625570776257	-0.295571500990252	-0.036431438227799776	0.17645763151217575
guardian	0.14285714285714285	0.0136986301369863	0.12915851272015655	0.19984122487214756	0.31692513798617666	-0.29557150049257647	0.16137566137566142	0.006849315068493151	-0.2955715005120524	-0.026813331872254348	0.20859232846076492
letter	0.32275132275132273	0.1963470319634703	0.12640429078785242	0.15824201026101278	0.1449367727289163	-0.2955715009629402	0.33068783068783086	0.21461187214611877	-0.29557150101570934	-0.03668258800690975	0.16190507313723007
office	0.21693121693121692	0.091324200913242	0.12560701601797492	0.176920887008902	0.23621974397105355	-0.2955715009237673	0.23015873015873026	0.05707762557077627	-0.29557150095872153	-0.022050787912835323	0.21038928107734167
police	0.20105820105820105	0.0776255707762557	0.12343263028194534	0.1776804850512375	0.24871008567672903	-0.2955715009122713	0.18518518518518529	0.05251141552511416	-0.29557150097029083	-0.03242234360571071	0.1880370299582365
incident	0.2275132275132275	0.1050228310502283	0.1224903964629992	0.17095058838771302	0.22238889479664375	-0.2955715009349618	0.14814814814814825	0.061643835616438394	-0.2955715009959832	-0.04427289244223383	0.1589715650480856
couple	0.21164021164021163	0.091324200913242	0.12031601072696962	0.1715599919898171	0.23455185674028844	-0.2955715009268694	0.1243386243386244	0.04566210045662102	-0.2955715009886703	-0.04628209067511373	0.15551489681985736
partner	0.13227513227513227	0.0136986301369863	0.11857650213814597	0.18782904009142595	0.313187894571032	-0.2955715005339377	0.13492063492063497	0.006849315068493151	-0.2955715006003968	-0.03360367775189474	0.19210469798241914
ward	0.12698412698412698	0.0091324200913242	0.11785170689280278	0.1882091509687344	0.31797416847656645	-0.2955715003064509	0.07936507936507939	0.0045662100456621	-0.2955715006534034	-0.04727738794788294	0.15694498356273245
chance	0.4603174603174603	0.3424657534246575	0.11785170689280278	0.1322786838424655	0.03727087458977721	-0.29557150097898455	0.3412698412698415	0.2283105022831052	-0.2955715010167638	-0.037482546562593436	0.15934863972921937
em	0.1164021164021164	0.0	0.1164021164021164	0.18898957470322927	0.32767993041965643	0.3276799304196564	0.09523809523809526	0.0	-0.0777360492599393	-0.04203114811758543	0.17153337768091137
expression	0.3439153439153439	0.228310502283105	0.11560484163223889	0.14414317116994615	0.11708678591110525	-0.29557150097029866	0.23544973544973563	0.14840182648401837	-0.29557150101466395	-0.04413336478717272	0.1519924121338864
luck	0.20105820105820105	0.0867579908675799	0.11430021019062114	0.16632782060107928	0.2369768603661911	-0.2955715009268694	0.12169312169312177	0.05022831050228314	-0.2955715009955371	-0.04813315756559104	0.15043408209787557
attempt	0.164021164021164	0.0502283105022831	0.11379285351888091	0.17356663467937583	0.2728350498632425	-0.2955715008761079	0.09788359788359793	0.027397260273972605	-0.2955715009692345	-0.048384307344701026	0.15177851687423594
money	0.35978835978835977	0.2465753424657534	0.11321301732260636	0.13970317246863587	0.10275579260166537	-0.2955715009728263	0.3783068783068785	0.24657534246575352	-0.2955715010158607	-0.03266419154114997	0.16674570616646286
boy	0.291005291005291	0.1780821917808219	0.11292309922446908	0.1490003539546656	0.15595770654676364	-0.2955715009634582	0.2539682539682541	0.11643835616438361	-0.2955715010010645	-0.031175896553831517	0.1824540004452349
room	0.6190476190476191	0.5068493150684932	0.11219830397912589	0.11398391074714528	-0.061611690283809015	-0.2955715009855576	0.8809523809523816	0.6141552511415529	-0.29557150101814417	0.002003779819699056	0.18781967467285232
character	0.23809523809523808	0.1278538812785388	0.11024135681669928	0.15459414727001725	0.19793436534199116	-0.29557150095124296	0.1402116402116403	0.07305936073059363	-0.295571501007057	-0.04924007696240913	0.1458685831666711
plateau	0.13756613756613756	0.0273972602739726	0.11016887729216496	0.17481375724741463	0.29537950824580467	-0.2955715007821051	0.17460317460317465	0.01598173515981735	-0.2955715008010647	-0.025762223537460695	0.20937790018066021
evidence	0.164021164021164	0.0547945205479452	0.10922664347321881	0.16758546412026754	0.26665338016809037	-0.2955715008906783	0.11375661375661379	0.05022831050228312	-0.29557150099915114	-0.05017026132948317	0.1452448347816328
deal	0.2275132275132275	0.1187214611872146	0.1087917663260129	0.15474728056460857	0.20564242419503653	-0.29557150094834544	0.13756613756613764	0.06849315068493156	-0.295571501005014	-0.048747079247859905	0.14742729896898724
occasion	0.24867724867724866	0.1415525114155251	0.10712473726172356	0.14927594104180414	0.18499556542531698	-0.29557150095688967	0.14285714285714296	0.0936073059360731	-0.2955715010160463	-0.053835187735754825	0.13330556818131853
impression	0.21164021164021163	0.1050228310502283	0.10661738058998332	0.15498558397396572	0.21742184602848064	-0.29557150094305423	0.134920634920635	0.06164383561643838	-0.2955715010008913	-0.04766806538205402	0.1506436234048396
possibility	0.1693121693121693	0.0639269406392694	0.1053852286728999	0.16151322540544566	0.2562282500840905	-0.29557150090914314	0.0846560846560847	0.036529680365296816	-0.2955715009979465	-0.05412354488954778	0.13580863132013438
table	0.36507936507936506	0.2602739726027397	0.10480539247662535	0.13098430832485017	0.09053719902706664	-0.2955715009758498	0.31481481481481505	0.19863013698630153	-0.2955715010147014	-0.03665468247589754	0.16324796406343797
point	0.4973544973544973	0.3926940639269406	0.10466043342755671	0.11775471340333322	0.002475522512440806	-0.2955715009831399	0.4153439153439157	0.2922374429223746	-0.2955715010184451	-0.03487803033478612	0.15945111294545583
something	0.6507936507936508	0.547945205479452	0.10284844531419879	0.10527651603833851	-0.08523609415371995	-0.2955715009873602	0.6243386243386249	0.4680365296803657	-0.29557150102044194	-0.02635754153238805	0.1615681951718502
mean	0.21693121693121692	0.1141552511415525	0.10277596578966441	0.14950406618903106	0.20788386410862092	-0.2955715009492045	0.14550264550264558	0.061643835616438394	-0.29557150099696483	-0.044951927030197875	0.15731965738699444
use	0.30687830687830686	0.2054794520547945	0.10139885482351235	0.13471349355422593	0.1308045506095042	-0.29557150097098805	0.19312169312169328	0.12328767123287679	-0.2955715010151245	-0.048551740530774344	0.14400580683508707
difficulty	0.20634920634920634	0.1050228310502283	0.10132637529897803	0.14958468190566496	0.2157415117629778	-0.2955715009457517	0.134920634920635	0.07305936073059362	-0.29557150100871343	-0.050598146138337206	0.14251677255992928
gentleman	0.4021164021164021	0.3013698630136986	0.10074653910270348	0.12322502371126337	0.0606002399192922	-0.29557150097951096	0.32275132275132296	0.2602739726027399	-0.2955715010225899	-0.05044001479593463	0.13301097417587682
evening	0.4021164021164021	0.3013698630136986	0.10074653910270348	0.12322502371126337	0.0606002399192922	-0.29557150097951096	0.3439153439153441	0.20776255707762567	-0.2955715010130912	-0.03152936661331965	0.17217561783274998
study	0.20105820105820105	0.1004566210045662	0.10060158005363484	0.149625905864685	0.21971506868901552	-0.2955715009437899	0.134920634920635	0.07534246575342467	-0.2955715010099934	-0.05118416228959384	0.14091084257093672
mystery	0.19576719576719576	0.0958904109589041	0.09987678480829165	0.14966775920622505	0.22371905631168743	-0.29557150094164125	0.11640211640211647	0.06392694063926942	-0.295571501009305	-0.05300732364905894	0.13704975948485976
escape	0.15343915343915343	0.0547945205479452	0.09864463289120823	0.15595922986261404	0.2630362140808622	-0.29557150090101864	0.09788359788359793	0.029680365296803665	-0.2955715009755206	-0.04897032349595767	0.15003384521917718
address	0.15343915343915343	0.0547945205479452	0.09864463289120823	0.15595922986261404	0.2630362140808622	-0.29557150090101864	0.10317460317460321	0.050228310502283116	-0.29557150100396995	-0.052886399681339326	0.13822046885885836
height	0.1746031746031746	0.0776255707762557	0.09697760382691889	0.14984176374962588	0.24004887376817868	-0.2955715009305189	0.10317460317460322	0.04566210045662102	-0.29557150099927165	-0.05171436737882605	0.14158624550443752
coal	0.10582010582010581	0.0091324200913242	0.09668768572878161	0.16335803925324777	0.3102424647679472	-0.2955715004305346	0.06613756613756619	0.0091324200913242	-0.29557150088530737	-0.051844593190216406	0.14397815444153156
store	0.13756613756613756	0.0410958904109589	0.09647024715517866	0.15625588099895799	0.27619954003092556	-0.29557150087172107	0.09259259259259264	0.020547945205479454	-0.29557150094788465	-0.04798432806685919	0.15346804652409393
expedition	0.12698412698412698	0.0319634703196347	0.09502065666449228	0.1564620646561619	0.28516286516588707	-0.2955715008382382	0.09259259259259264	0.0182648401826484	-0.2955715009350011	-0.04739831191560256	0.15524339382266525
society	0.12698412698412698	0.0319634703196347	0.09502065666449228	0.1564620646561619	0.28516286516588707	-0.2955715008382382	0.10052910052910057	0.01598173515981735	-0.29557150090707796	-0.04477519200045381	0.16239992944431927
state	0.2222222222222222	0.1278538812785388	0.0943683409436834	0.13886053809212306	0.19303930850013234	-0.2955715009578903	0.15343915343915354	0.0981735159817352	-0.2955715010152044	-0.05229108168641194	0.13680488689001363
doctor	0.15343915343915343	0.0593607305936073	0.09407842284554613	0.15002708584295038	0.2569052143791751	-0.295571500912552	0.19576719576719584	0.0365296803652968	-0.29557150092837525	-0.025604092195058104	0.2060821395127476
story	0.24867724867724866	0.1552511415525114	0.09342610712473726	0.13398556557322505	0.16919263024272552	-0.29557150096518936	0.19047619047619058	0.10273972602739731	-0.2955715010085478	-0.04395662975742866	0.1560007981562393
girl	0.2751322751322751	0.182648401826484	0.09248387330579111	0.12947271913850605	0.1463734163462319	-0.29557150097029866	0.3783068783068785	0.17123287671232884	-0.2955715010004201	-0.013325658549680944	0.20971177885898545
conversation	0.20634920634920634	0.1141552511415525	0.09219395520765383	0.13874226910164542	0.20453564261235302	-0.2955715009541678	0.11375661375661383	0.0662100456621005	-0.2955715010116551	-0.05427237438827962	0.13368070733398213
kind	0.2698412698412698	0.1780821917808219	0.09175907806044792	0.12937291324027916	0.14985119678979544	-0.29557150096982143	0.16137566137566148	0.10730593607305942	-0.29557150101655516	-0.05259804252754637	0.13556121654646885
major	0.10052910052910052	0.0091324200913242	0.09139668043777632	0.15700959926143893	0.3082673315187563	-0.29557150046155556	0.08465608465608467	0.0045662100456621	-0.2955715006269001	-0.04591931877195487	0.16061674394242115
chap	0.12698412698412698	0.0365296803652968	0.09045444661883018	0.15027640718496293	0.2787698538052476	-0.29557150086482753	0.08201058201058205	0.022831050228310504	-0.2955715009687928	-0.051286482569971995	0.14442295913735942
week	0.35978835978835977	0.2694063926940639	0.09038196709429586	0.11790280374933174	0.08022463798510887	-0.29557150097944723	0.25925925925925947	0.1803652968036531	-0.29557150101807556	-0.04622627961308928	0.14542589545093446
bottle	0.15873015873015872	0.0684931506849315	0.09023700804522722	0.14414317116994602	0.24660779573328012	-0.2955715009268694	0.11375661375661379	0.036529680365296816	-0.29557150097972545	-0.046654164421943346	0.15542749662617833
inspector	0.08994708994708994	0.0	0.08994708994708994	0.15724248839065696	0.3178027439263131	0.18603187782486852	0.12962962962962965	0.0	0.0009267527674449161	-0.03320369847405292	0.19422003693656453
part	0.5555555555555556	0.4657534246575342	0.08980213089802136	0.10187027933601212	-0.04359342556907034	-0.29557150098708646	0.44179894179894214	0.29680365296803674	-0.29557150101690655	-0.029259716757659017	0.16863753524874436
explanation	0.15343915343915343	0.0639269406392694	0.08951221279988403	0.14414317116994618	0.25082406075489305	-0.29557150092243784	0.08994708994708998	0.05022831050228312	-0.2955715010099934	-0.05628157262115952	0.12926465048343627
terror	0.18518518518518517	0.0958904109589041	0.08929477422628107	0.13857608588511244	0.22026820337868974	-0.29557150094755	0.11111111111111116	0.05251141552511418	-0.29557150100255575	-0.051435312068703845	0.14182773481513775
speculation	0.1164021164021164	0.0273972602739726	0.0890048561281438	0.15038215393218696	0.2877783224267355	-0.29557150082346634	0.07936507936507939	0.013698630136986302	-0.29557150091843654	-0.04962145255290949	0.14970011020393076
subject	0.24867724867724866	0.1598173515981735	0.08885989707907516	0.1289597292756603	0.16399831925854194	-0.29557150096763973	0.17724867724867738	0.10502283105022837	-0.2955715010123504	-0.047937818848505495	0.1466613528567169
science	0.14814814814814814	0.0593607305936073	0.08878741755454084	0.14414317116994618	0.25507460473002547	-0.2955715009173245	0.11375661375661378	0.050228310502283116	-0.29557150099915114	-0.05017026132948317	0.1452448347816327
murder	0.1746031746031746	0.0867579908675799	0.08784518373559469	0.13848909929946768	0.2283156484576408	-0.2955715009431962	0.14550264550264558	0.05707762557077627	-0.2955715009926458	-0.04377989472768459	0.16061674394242115
lamp	0.20634920634920634	0.1187214611872146	0.08762774516199173	0.1333813740825605	0.1989950411613705	-0.2955715009578903	0.1640211640211641	0.07305936073059362	-0.29557150099960294	-0.043128765670732774	0.1606167439424211
way	0.9365079365079365	0.8493150684931506	0.08719286801478587	0.08283945028608378	-0.22436624754422096	-0.29557150099191326	1.43915343915344	1.1712328767123297	-0.29557150102284824	0.0022921369734919123	0.1611681308678035
attention	0.26455026455026454	0.1780821917808219	0.08646807276944263	0.12438173815841432	0.14829833721020674	-0.29557150097141227	0.1693121693121694	0.09360730593607314	-0.29557150100958207	-0.04704484185611443	0.1495936971193701
employer	0.09523809523809523	0.0091324200913242	0.08610567514677103	0.15060497765465294	0.3062747189871153	-0.29557150049257647	0.06613756613756616	0.0045662100456621	-0.29557150071966165	-0.05067256088770314	0.14761683544937898
secret	0.2222222222222222	0.136986301369863	0.0852359208523592	0.12840956199205192	0.18223799768578225	-0.2955715009640945	0.1455026455026456	0.0981735159817352	-0.2955715010170535	-0.05432818545030406	0.13186929561232508
diamond	0.12169312169312169	0.0365296803652968	0.08516344132782488	0.14414317116994602	0.2768616750410118	-0.29557150087258277	0.1666666666666667	0.020547945205479454	-0.2955715008654299	-0.028971359603866084	0.20103953810216263
card	0.15343915343915343	0.0684931506849315	0.08494600275422193	0.13830670793816208	0.24479194922584668	-0.29557150093100554	0.12698412698412703	0.041095890410958916	-0.29557150098027757	-0.04443102378463642	0.16061674394242104
rifle	0.1164021164021164	0.0319634703196347	0.0844386460824817	0.14414317116994602	0.28133019821947813	-0.29557150085596445	0.12962962962962965	0.02511415525114155	-0.29557150093289286	-0.03964987613787592	0.17442632365906754
night	0.6772486772486772	0.593607305936073	0.08364137131260418	0.09085851701435099	-0.11202005785269525	-0.29557150098986573	0.8862433862433868	0.5936073059360735	-0.29557150101680457	0.00863599435693685	0.1968825432651035
observation	0.13756613756613756	0.0547945205479452	0.08277161701819236	0.13816200061083772	0.25749912161656996	-0.29557150091652906	0.09259259259259266	0.03424657534246576	-0.295571500989112	-0.051500424974399016	0.14297678497880714
spite	0.20105820105820105	0.1187214611872146	0.08233673987098644	0.1279398633468416	0.19730207268504957	-0.29557150096027657	0.11375661375661382	0.0662100456621005	-0.2955715010116551	-0.05427237438827962	0.13368070733398213
advantage	0.164021164021164	0.0821917808219178	0.08182938319924621	0.13270075861242045	0.2305992792640837	-0.2955715009441032	0.08994708994708998	0.04337899543378998	-0.2955715010035261	-0.05452352416738961	0.1343238923358137
palm	0.09523809523809523	0.0136986301369863	0.08153946510110893	0.14414317116994596	0.2995963016225374	-0.295571500678702	0.0634920634920635	0.0091324200913242	-0.29557150089193324	-0.052523627778180454	0.14208639051409228
present	0.15343915343915343	0.0730593607305936	0.08037979270855983	0.13251693691229255	0.238808095105856	-0.29557150093850226	0.10052910052910057	0.038812785388127866	-0.29557150099171037	-0.050635353513020176	0.14491274532842993
circumstance	0.15343915343915343	0.0730593607305936	0.08037979270855983	0.13251693691229255	0.238808095105856	-0.29557150093850226	0.09788359788359792	0.04109589041095892	-0.29557150099647406	-0.05190040425224086	0.14142177351840707
one	0.15343915343915343	0.0730593607305936	0.08037979270855983	0.13251693691229255	0.238808095105856	-0.29557150093850226	0.08730158730158734	0.03881278538812787	-0.29557150099950547	-0.05403052645284038	0.13591703137526034
success	0.15343915343915343	0.0730593607305936	0.08037979270855983	0.13251693691229255	0.238808095105856	-0.29557150093850226	0.08465608465608469	0.038812785388127866	-0.2955715010010645	-0.05470956104080442	0.1340935932437318
wi	0.08465608465608465	0.0045662100456621	0.08008987461042255	0.14414317116994618	0.30897438319233317	-0.29557150005828353	0.08201058201058203	0.00228310502283105	-0.29557150022935036	-0.04601233720866227	0.16061674394242115
existence	0.14814814814814814	0.0684931506849315	0.07965499746321664	0.13242279326515788	0.24296133957669708	-0.2955715009351416	0.07936507936507942	0.045662100456621016	-0.2955715010111981	-0.0578256786705024	0.12531998574147932
return	0.17989417989417988	0.1004566210045662	0.07943755888961368	0.12744125643355175	0.21281295749798096	-0.29557150095507023	0.11904761904761911	0.05707762557077627	-0.29557150100324714	-0.05057024060732499	0.14371507871729594
pterodactyl	0.07936507936507936	0.0	0.07936507936507936	0.14414317116994602	0.3137272707364101	0.12937265678695342	0.07142857142857144	0.0	-0.13219491220197457	-0.04814245940926179	0.15504574720256548
condition	0.21164021164021163	0.1324200913242009	0.07922012031601072	0.12293381396445478	0.18429564549871036	-0.29557150096537815	0.12169312169312177	0.08447488584474891	-0.295571501018003	-0.0569233998344406	0.1260469455804562
mate	0.1111111111111111	0.0319634703196347	0.0791476407914764	0.13790418840770524	0.2793891194173267	-0.29557150086482753	0.1772486772486773	0.03424657534246576	-0.2955715009325716	-0.029771318159549753	0.19690889399811642
bedroom	0.1111111111111111	0.0319634703196347	0.0791476407914764	0.13790418840770524	0.2793891194173267	-0.29557150086482753	0.06613756613756619	0.01598173515981735	-0.2955715009562984	-0.053602641643986315	0.138580868866579
avenue	0.1111111111111111	0.0319634703196347	0.0791476407914764	0.13790418840770524	0.2793891194173267	-0.29557150086482753	0.10052910052910055	0.0182648401826484	-0.29557150092506235	-0.04536120815171045	0.1606167439424211
information	0.14285714285714285	0.0639269406392694	0.07893020221787345	0.1323271124772782	0.24714783629212855	-0.29557150093130097	0.08994708994708998	0.03881278538812786	-0.2955715009979465	-0.05335149186487634	0.13773227425157922
event	0.20634920634920634	0.1278538812785388	0.07849532507066753	0.12277726468789801	0.18803546376071606	-0.29557150096453766	0.12698412698412706	0.08904109589041102	-0.2955715010183336	-0.0567373629610258	0.1263266345683157
precaution	0.10582010582010581	0.0273972602739726	0.07842284554613321	0.13784993570291623	0.2838792856645252	-0.2955715008441469	0.05555555555555559	0.013698630136986302	-0.2955715009581915	-0.05573276384458584	0.13275115373583676
visitor	0.1693121693121693	0.091324200913242	0.0779879683989273	0.1271802653045061	0.2207443900430744	-0.29557150095168616	0.11111111111111117	0.06621004566210047	-0.29557150101256896	-0.054951408976243656	0.1319360356789234
energy	0.20105820105820105	0.1232876712328767	0.07777052982532434	0.12261838703000202	0.19180221131908626	-0.29557150096363494	0.11640211640211647	0.06392694063926944	-0.295571501009305	-0.05300732364905895	0.13704975948485976
brute	0.10052910052910052	0.0228310502283105	0.07769805030079002	0.1377947311781373	0.2884083479714622	-0.29557150081519407	0.05820105820105822	0.01598173515981735	-0.29557150096765694	-0.055639745407878444	0.13287878554606744
volume	0.09523809523809523	0.0182648401826484	0.07697325505544683	0.13773854956316	0.2929769860714545	-0.29557150077176475	0.06613756613756615	0.0091324200913242	-0.29557150088530737	-0.05184459319021642	0.14397815444153156
general	0.09523809523809523	0.0182648401826484	0.07697325505544683	0.13773854956316	0.2929769860714545	-0.29557150077176475	0.21164021164021168	0.0091324200913242	-0.2955715005208868	-0.014497690852194232	0.23636227758018172
question	0.42857142857142855	0.3515981735159817	0.07697325505544683	0.10014679381578508	0.021637104020299364	-0.2955715009856883	0.32539682539682563	0.2420091324200915	-0.29557150102019925	-0.045072850997917496	0.14412911346407523
member	0.12698412698412698	0.0502283105022831	0.07675581648184387	0.1320304613409342	0.2599122724390619	-0.29557150091558904	0.09788359788359792	0.029680365296803658	-0.2955715009755206	-0.048970323495957674	0.15003384521917718
type	0.12698412698412698	0.0502283105022831	0.07675581648184387	0.1320304613409342	0.2599122724390619	-0.29557150091558904	0.08201058201058202	0.029680365296803658	-0.29557150098775287	-0.05304453102374192	0.13916617091587785
gun	0.19047619047619047	0.1141552511415525	0.07632093933463796	0.12229343563490883	0.19941806444630367	-0.29557150096161283	0.16402116402116407	0.1301369863013699	-0.2955715010221249	-0.05777916945214871	0.1222681442078375
statement	0.12169312169312169	0.045662100456621	0.07603102123650068	0.1319282395475307	0.2642372778778756	-0.29557150090825685	0.08994708994708997	0.02968036529680366	-0.29557150098163676	-0.051007427259849795	0.14463655964422464
