	docprops1	docprops2	origzeta	log2zeta	log10zeta	divzeta	relfreqs1	relfreqs2	ratiorelfreqs	subrelfreqs	logrelfreqs
merchant	0.32857142857142857	0.045454545454545456	0.2831168831168831	0.28311688311688316	0.2647319473982863	-0.3232323229835562	0.4428571428571431	0.025252525252525256	-0.3232323229842052	0.07665090230649174	0.23441580799022724
son	0.40476190476190477	0.16161616161616163	0.24314574314574314	0.21360154480997495	0.146178814324959	-0.3232323231461336	0.5071428571428575	0.12626262626262633	-0.3232323231754962	0.06295645557304247	0.1894346557097807
anything	0.5142857142857142	0.2727272727272727	0.24155844155844153	0.1865007829956663	0.06017907677913356	-0.3232323231674275	0.42380952380952414	0.22979797979797992	-0.32323232320623024	-0.006726485565727011	0.09149378996666005
father	0.5714285714285714	0.3333333333333333	0.23809523809523808	0.17280947371671818	0.018184516046123145	-0.3232323231733271	0.9642857142857151	0.5000000000000002	-0.32323232320503753	0.09405818528594506	0.15108096033369908
girl	0.32857142857142857	0.11616161616161616	0.2124098124098124	0.20249435482755634	0.17798684913298368	-0.3232323231349796	0.404761904761905	0.12121212121212124	-0.32323232318507855	0.02666213603783009	0.14888439724252073
window	0.5333333333333333	0.35353535353535354	0.1797979797979798	0.13301983203735054	-0.006618146278226877	-0.3232323231804067	0.5714285714285718	0.3712121212121214	-0.3232323232105442	-0.004412689064594119	0.07967881008681942
companion	0.580952380952381	0.40404040404040403	0.17691197691197696	0.12479523247392231	-0.037878088851223415	-0.32323232318284023	0.5095238095238098	0.28282828282828304	-0.3232323232068349	0.0054613029809380265	0.09909719234937864
madame	0.1761904761904762	0.0	0.1761904761904762	0.20624666015970738	0.2831168831168832	0.28311688311688316	0.4285714285714287	0.0	0.28311688311688316	0.08074040309919167	0.2483290484365877
firm	0.2523809523809524	0.08585858585858586	0.16652236652236652	0.17204876315215611	0.19321186436791726	-0.32323232313116224	0.2857142857142858	0.05050505050505051	-0.3232323231522852	0.008636047017376178	0.14060192875633512
business	0.4380952380952381	0.2727272727272727	0.16536796536796539	0.13485014193069683	0.043449921259981206	-0.3232323231770417	0.385714285714286	0.2272727272727274	-0.32323232320831186	-0.01999045853152369	0.07568130535139164
pocket	0.28095238095238095	0.11616161616161616	0.1647907647907648	0.16334460014184204	0.16530661281510045	-0.3232323231490874	0.1904761904761906	0.08080808080808083	-0.32323232319897405	-0.038177975214847316	0.06580731528235759
monsieur	0.17142857142857143	0.010101010101010102	0.16132756132756132	0.18834297263649924	0.26736902245237476	-0.32323232264826146	0.2500000000000001	0.005050505050505051	-0.3232323225319899	0.012268169431945239	0.1568286583098368
coat	0.30952380952380953	0.15151515151515152	0.15800865800865802	0.15020887583747983	0.13329951879717616	-0.32323232316201955	0.21428571428571444	0.09343434343434348	-0.3232323231998754	-0.03400776059071246	0.070879118059735
expression	0.35714285714285715	0.20202020202020202	0.15512265512265513	0.1386316546536183	0.09241053280304848	-0.3232323231714835	0.2452380952380954	0.12878787878787887	-0.3232323232053823	-0.03564894182988813	0.06455880696390966
officer	0.19523809523809524	0.04040404040404041	0.15483405483405482	0.17322145614235718	0.23376518769804322	-0.3232323230660279	0.16428571428571437	0.025252525252525256	-0.32323232314027944	-0.02722779875018355	0.09112351190703656
manner	0.4142857142857143	0.2676767676767677	0.14660894660894663	0.12218297632662639	0.04260902419026494	-0.32323232317905976	0.2809523809523811	0.18434343434343445	-0.3232323232107605	-0.043047709711417706	0.04906947279586296
step	0.44761904761904764	0.30303030303030304	0.1445887445887446	0.1160883375227664	0.018238687885245602	-0.32323232318148826	0.3285714285714288	0.21464646464646475	-0.3232323232106659	-0.03659060319662824	0.05555923268546793
thought	0.5380952380952381	0.40404040404040403	0.13405483405483404	0.09803679774079245	-0.046544893500105516	-0.32323232318649064	0.4523809523809527	0.3282828282828285	-0.3232323232128268	-0.03279705311918944	0.05216122250054567
room	0.6238095238095238	0.4898989898989899	0.13391053391053392	0.09050162522397642	-0.09411714243987956	-0.3232323231885019	0.9095238095238102	0.5555555555555559	-0.32323232320916073	0.05292103586464053	0.11336251029847633
honour	0.19047619047619047	0.06060606060606061	0.12987012987012986	0.14439980425318538	0.206173594008773	-0.32323232312416367	0.10952380952380959	0.03535353535353536	-0.3232323231884929	-0.0514150435701657	0.04812690175310933
carriage	0.1761904761904762	0.050505050505050504	0.1256854256854257	0.14259780587514548	0.21463445969827688	-0.32323232311226613	0.18571428571428578	0.03282828282828283	-0.3232323231522852	-0.022062113538352003	0.09825478880243921
ward	0.12380952380952381	0.0	0.12380952380952381	0.15291510900845054	0.26584329667359496	0.10285090286113419	0.07619047619047621	0.0	-0.2154369087586092	-0.05066171447677362	0.05306948016253237
hat	0.3	0.17676767676767677	0.12323232323232322	0.11722836317487696	0.10370129665230726	-0.3232323231739171	0.20952380952380967	0.10353535353535359	-0.3232323232036918	-0.03955011034924008	0.06123620020792046
ship	0.20476190476190476	0.08585858585858586	0.1189033189033189	0.12880213712789418	0.17920469006143652	-0.32323232315024925	0.28571428571428586	0.09090909090909091	-0.32323232318785766	-0.006430534850465852	0.11162203929213724
colour	0.19047619047619047	0.07575757575757576	0.1147186147186147	0.12676041856057021	0.18719465254275547	-0.3232323231457956	0.11666666666666672	0.040404040404040414	-0.3232323231914705	-0.050634809866295316	0.04905198453568055
pound	0.19523809523809524	0.08080808080808081	0.11443001443001442	0.12552961472078344	0.18245157153704616	-0.32323232314917555	0.19047619047619058	0.08080808080808081	-0.32323232319897405	-0.03817797521484732	0.06580731528235767
office	0.20476190476190476	0.09090909090909091	0.11385281385281384	0.12312452490266894	0.17309591326121	-0.3232323231548089	0.2095238095238096	0.06060606060606062	-0.3232323231834111	-0.02354186711465791	0.0914272806755428
guardsman	0.12380952380952381	0.010101010101010102	0.11370851370851372	0.13968591276388825	0.2516094596486967	-0.32323232281050085	0.10714285714285718	0.005050505050505051	-0.3232323229321804	-0.04100295931506773	0.07036733574321236
effect	0.29523809523809524	0.18181818181818182	0.11341991341991342	0.10836169374012229	0.0971310499431173	-0.3232323231764408	0.18095238095238103	0.14141414141414146	-0.3232323232142194	-0.0643292565997446	0.01951216638397532
watch	0.1523809523809524	0.04040404040404041	0.11197691197691198	0.1311370181913224	0.22013443514778158	-0.32323232310253175	0.1190476190476191	0.025252525252525252	-0.32323232316562484	-0.044096989520070996	0.062264696540101916
sea	0.2619047619047619	0.15151515151515152	0.1103896103896104	0.1101094616017259	0.12031169670735875	-0.3232323231728355	0.22142857142857156	0.11868686868686872	-0.3232323232059277	-0.040760817820763094	0.05789928064445682
couple	0.2	0.09090909090909091	0.1090909090909091	0.11864018390935734	0.17164347750569525	-0.32323232315661155	0.1095238095238096	0.05303030303030305	-0.323232323203103	-0.058006673137346594	0.03483483103704856
spite	0.20952380952380953	0.10101010101010101	0.10851370851370852	0.1163675901499743	0.1624761078024224	-0.3232323231609379	0.1214285714285715	0.05303030303030306	-0.3232323231999269	-0.053567412408428855	0.04274938937786507
captain	0.1761904761904762	0.0707070707070707	0.1054834054834055	0.1187596309097687	0.188985985584239	-0.32323232314656813	0.2571428571428573	0.050505050505050525	-0.323232323160289	-0.002018178732026407	0.1254457550041705
wave	0.1761904761904762	0.0707070707070707	0.1054834054834055	0.1187596309097687	0.188985985584239	-0.32323232314656813	0.1666666666666667	0.050505050505050504	-0.3232323231856344	-0.035756560271801296	0.07337406425776012
hope	0.3476190476190476	0.24242424242424243	0.10519480519480517	0.09422804501257512	0.05019284776863206	-0.32323232318297546	0.242857142857143	0.15151515151515163	-0.3232323232096458	-0.045011746276332844	0.048721193663997554
partner	0.11904761904761904	0.015151515151515152	0.10389610389610389	0.12810071843758208	0.242956250596155	-0.3232323229619243	0.12142857142857147	0.007575757575757576	-0.32323232300554866	-0.036617507807106556	0.077842592007193
guardian	0.12380952380952381	0.020202020202020204	0.1036075036075036	0.12671612931330875	0.2376547355316021	-0.3232323230214121	0.1428571428571429	0.010101010101010102	-0.32323232303222804	-0.029568499861794745	0.08968346274956016
cab	0.1523809523809524	0.050505050505050504	0.1018759018759019	0.11888782066364639	0.20695501909925235	-0.32323232312849004	0.1642857142857143	0.058080808080808094	-0.3232323231923042	-0.03946939651780524	0.06631774093247754
major	0.1	0.0	0.1	0.12717498313884196	0.2575063126618459	0.02091182092670285	0.08095238095238097	0.0	-0.20869969535488636	-0.04888601018520651	0.05643715274290566
replaced-dns	0.9333333333333333	0.8333333333333334	0.09999999999999998	0.054416237082510394	-0.2539580389091349	-0.3232323231937791	2.723809523809522	1.7525252525252537	-0.3232323232103339	0.28311688311688316	0.14172908106013551
ocean	0.10476190476190476	0.005050505050505051	0.09971139971139971	0.1257560957238452	0.2520473628688966	-0.32323232251847	0.07142857142857145	0.0025252525252525255	-0.32323232283213277	-0.05337908013508084	0.04761254604902685
to-day	0.19047619047619047	0.09090909090909091	0.09956709956709955	0.10957925094168748	0.16870872677193194	-0.3232323231602169	0.11428571428571435	0.05050505050505053	-0.32323232320030804	-0.055289307479039373	0.03989168316116613
poison	0.11904761904761904	0.020202020202020204	0.09884559884559883	0.12164761590648128	0.23601309184073155	-0.32323232302952404	0.10714285714285718	0.012626262626262626	-0.32323232311226613	-0.04382794341528811	0.06427536352823986
driver	0.12380952380952381	0.025252525252525252	0.09855699855699857	0.12032537657374015	0.2307786614844859	-0.3232323230635943	0.09761904761904763	0.020202020202020204	-0.3232323231639574	-0.05020433609864269	0.05180353910362958
diamond	0.12380952380952381	0.025252525252525252	0.09855699855699857	0.12032537657374015	0.2307786614844859	-0.3232323230635943	0.1571428571428572	0.015151515151515152	-0.32323232308558675	-0.0261247097205737	0.09464530676912616
seaman	0.13333333333333333	0.03535353535353535	0.09797979797979797	0.11774815712145455	0.22046869175053452	-0.32323232310253175	0.12142857142857147	0.045454545454545456	-0.3232323231945275	-0.05074242830820848	0.048393201735640275
apartment	0.1380952380952381	0.04040404040404041	0.09769119769119769	0.11649204142124595	0.2153910652900327	-0.3232323231146997	0.07619047619047623	0.022727272727272728	-0.32323232318489326	-0.05913666677743476	0.03488115652916894
gentleman	0.3952380952380952	0.29797979797979796	0.09725829725829727	0.08265021611206873	0.0105467952403418	-0.3232323231866763	0.3166666666666669	0.2601010101010102	-0.3232323232150982	-0.05797976852686829	0.024406918134380888
door	0.6476190476190476	0.5505050505050505	0.09711399711399715	0.06506385859166847	-0.13191546494797565	-0.3232323231918378	0.8285714285714292	0.6212121212121217	-0.32323232321345247	-0.0017491326272434937	0.06447046958393497
lot	0.14761904761904762	0.050505050505050504	0.09711399711399712	0.114042101093646	0.20538553623094163	-0.32323232313173483	0.09761904761904767	0.027777777777777787	-0.32323232318260264	-0.05302932019886307	0.045887726530615756
circumstance	0.15714285714285714	0.06060606060606061	0.09653679653679653	0.11167182586479395	0.19557331046924903	-0.3232323231430916	0.10238095238095243	0.03030303030303031	-0.3232323231845227	-0.0521952772740361	0.04718204177272153
everything	0.24761904761904763	0.15151515151515152	0.09610389610389611	0.0975897610853904	0.11625668378452714	-0.32323232317608025	0.16190476190476197	0.09595959595959601	-0.32323232320845224	-0.0544821691646907	0.037978726493441826
advantage	0.16666666666666666	0.0707070707070707	0.09595959595959595	0.10937737767200512	0.18594716224539248	-0.3232323231512036	0.08809523809523813	0.040404040404040414	-0.32323232320147527	-0.06128903561569791	0.029641076558648595
boat	0.17142857142857143	0.07575757575757576	0.09567099567099567	0.10825745644371561	0.18120171761618825	-0.32323232315444833	0.261904761904762	0.05303030303030303	-0.3232323231624487	-0.0011841358071994629	0.12613845755879796
huguenot	0.09523809523809523	0.0	0.09523809523809523	0.12190453483104752	0.2557992641610182	0.004524004539816551	0.10000000000000005	0.0	-0.18175084173999484	-0.04178319301893811	0.0696373267918276
lantern	0.10952380952380952	0.015151515151515152	0.09437229437229437	0.11784566397841309	0.23963473517316114	-0.3232323229835562	0.09761904761904763	0.007575757575757576	-0.32323232305001426	-0.045496029264942055	0.061857359613762014
death	0.3904761904761905	0.29797979797979796	0.09249639249639252	0.07912253968092804	0.009404214114125592	-0.3232323231872262	0.3904761904761907	0.2853535353535356	-0.323232323212963	-0.03987296567497959	0.04643773193152807
moment	0.6428571428571429	0.5505050505050505	0.09235209235209241	0.062313593660489414	-0.1328062498211913	-0.3232323231921355	0.5214285714285718	0.4520202020202024	-0.32323232321600265	-0.05319074786173282	0.02383062239303412
water	0.40476190476190477	0.31313131313131315	0.09163059163059162	0.07720842038215678	-0.0005721649887104052	-0.3232323231878383	0.4095238095238098	0.2929292929292931	-0.32323232321254375	-0.03559513260893154	0.05116967450359566
musket	0.09047619047619047	0.0	0.09047619047619047	0.11659175315174011	0.25407850428040724	-0.01186381184706975	0.08571428571428573	0.0	-0.20196248195116348	-0.04711030589363942	0.059777333811949634
passage	0.2571428571428571	0.16666666666666666	0.09047619047619046	0.09075636728873879	0.1026076284720227	-0.32323232317922673	0.16666666666666677	0.10101010101010106	-0.3232323232089788	-0.05458978760660385	0.037458925565542825
heart	0.680952380952381	0.5909090909090909	0.09004329004329004	0.05903914260193479	-0.1526401613917597	-0.32323232319266476	0.7119047619047625	0.5934343434343439	-0.32323232321535067	-0.034895612736496	0.03712805402195311
corridor	0.12857142857142856	0.04040404040404041	0.08816738816738814	0.10654542145728096	0.21216944889116235	-0.3232323231228117	0.08571428571428574	0.02777777777777778	-0.3232323231886661	-0.057468580927780816	0.03765465382027524
conclusion	0.15714285714285714	0.0707070707070707	0.08643578643578644	0.099860123359586	0.1828646133316721	-0.323232323155839	0.08571428571428578	0.04292929292929294	-0.3232323232040745	-0.06311854912822157	0.02607360031140939
change	0.24285714285714285	0.15656565656565657	0.08629148629148628	0.08825565443106499	0.10939224118710117	-0.3232323231789413	0.16428571428571437	0.11111111111111117	-0.3232323232114042	-0.05924428521934792	0.029175332387292696
general	0.09523809523809523	0.010101010101010102	0.08513708513708514	0.10867533858648523	0.24156542713612	-0.3232323229078445	0.19523809523809527	0.005050505050505051	-0.32323232268539626	-0.008152429921076426	0.12580587187672895
city	0.18571428571428572	0.10101010101010101	0.08470418470418471	0.09379073077318727	0.15516367597465047	-0.3232323231690499	0.13333333333333341	0.07070707070707073	-0.3232323232056439	-0.055719781246691996	0.037639934154522624
beauty	0.19047619047619047	0.10606060606060606	0.0844155844155844	0.0928330966650088	0.15069084977006775	-0.32323232317051775	0.1071428571428572	0.07323232323232326	-0.32323232321162376	-0.06642781621705117	0.01855306552037022
coast	0.10952380952380952	0.025252525252525252	0.08427128427128427	0.10500180870774367	0.22581550237062153	-0.32323232308306304	0.08809523809523813	0.012626262626262626	-0.3232323231336096	-0.0509307605815565	0.0512329873635397
glance	0.28095238095238095	0.19696969696969696	0.08398268398268399	0.08183387813374207	0.07760587035147767	-0.32323232318323547	0.1642857142857144	0.10606060606060613	-0.32323232321040807	-0.05736096248586765	0.03257095277743166
