	docprops1	docprops2	origzeta	log2zeta	log10zeta	divzeta	meanrelfreqs	relfreqs1	relfreqs2	ratiorelfreqs	subrelfreqs	logrelfreqs
prince	0.15765765765765766	0.005376344086021506	0.15228131357163616	0.15115626956005512	0.2918180289819432	-0.3966870087491733	0.18995098039215694	0.34684684684684697	0.002688172043010753	-0.3966870076461029	0.10612710228222469	0.1024233844450188
blood	0.3918918918918919	0.24193548387096775	0.14995640802092414	0.08945833428928973	0.05142577923024472	-0.3966870095437767	0.2659313725490198	0.33108108108108125	0.18817204301075277	-0.3966870095637245	0.02572560774393951	-0.0500327051260899
neck	0.3153153153153153	0.16666666666666666	0.14864864864864866	0.10284238790349914	0.11718877681252496	-0.3966870095359733	0.15686274509803932	0.20495495495495505	0.0994623655913979	-0.3966870095591866	0.01077731543808503	-0.06221035603958913
sun	0.31981981981981983	0.17204301075268819	0.14777680906713164	0.10087975262235005	0.1119460740683185	-0.39668700953691804	0.15686274509803932	0.20495495495495508	0.0994623655913979	-0.3966870095591866	0.010777315438085043	-0.06221035603958913
castle	0.15315315315315314	0.010752688172043012	0.14240046498111014	0.13757547243585977	0.28141171143749677	-0.3966870091817195	0.0882352941176471	0.15765765765765774	0.005376344086021506	-0.3966870091483871	0.02946993727297878	-0.01582221903881821
ear	0.38738738738738737	0.24731182795698925	0.14007555943039812	0.07990115821701052	0.04423289430118868	-0.3966870095453091	0.2095588235294119	0.2612612612612615	0.1478494623655915	-0.39668700956360975	0.013941128761071737	-0.06256873455393261
sire	0.13963963963963963	0.0	0.13963963963963963	0.13786390496840084	0.29373691530707025	0.0038187593496689654	0.2254901960784314	0.41441441441441446	0.0	0.22773762316135016	0.13419506084486788	0.14003845594965575
faith	0.1981981981981982	0.05913978494623656	0.13905841325196164	0.11904035027768486	0.22347193056167677	-0.396687009494114	0.10416666666666673	0.16216216216216223	0.03494623655913979	-0.39668700952031655	0.019456032718571416	-0.0387399598692809
velvet	0.17117117117117117	0.03225806451612903	0.13891310665504214	0.1266591692311686	0.25422497085439644	-0.3966870094380432	0.06862745098039219	0.11261261261261267	0.016129032258064516	-0.39668700948503344	0.0071781149605589095	-0.05796212390718811
water	0.42342342342342343	0.2849462365591398	0.13847718686428362	0.0726447533263502	0.01367474402816829	-0.39668700954761554	0.3529411764705885	0.434684684684685	0.25537634408602167	-0.39668700956458824	0.04026753870555719	-0.038900765784396635
wine	0.2072072072072072	0.06989247311827956	0.13731473408892764	0.11419505906719077	0.2109781633188468	-0.3966870095052049	0.11151960784313732	0.168918918918919	0.04301075268817205	-0.3966870095310593	0.018933568133124072	-0.040943250381972426
madame	0.15315315315315314	0.016129032258064516	0.13702412089508864	0.12942831163076654	0.2727983826639945	-0.39668700931789147	0.2205882352941177	0.391891891891892	0.016129032258064516	-0.3966870092241325	0.11875332976386874	0.11407455976619246
church	0.18468468468468469	0.04838709677419355	0.13629758791049112	0.11894191941568771	0.23460500438989787	-0.3966870094807638	0.10784313725490202	0.15540540540540548	0.05107526881720431	-0.39668700954438946	0.010312902473242958	-0.05704307019334759
cap	0.19369369369369369	0.05913978494623656	0.13455390874745712	0.114004431417672	0.22186922688670915	-0.3966870094962986	0.0796568627450981	0.11711711711711718	0.03494623655913979	-0.39668700953973846	0.0014600303309407967	-0.07100800623547145
wall	0.4189189189189189	0.2849462365591398	0.1339726823597791	0.06884011617229915	0.012463901256825394	-0.39668700954806896	0.3272058823529414	0.3963963963963967	0.24462365591397858	-0.3966870095658193	0.029266756600860415	-0.0514913515347598
leader	0.18018018018018017	0.04838709677419355	0.1317930834059866	0.11380627867303297	0.232970563780276	-0.3966870094834339	0.0882352941176471	0.1351351351351352	0.03225806451612904	-0.3966870095271142	0.009732386267190356	-0.055519361694093106
warrior	0.13963963963963963	0.010752688172043012	0.12888695146759663	0.12130909430869574	0.27623486392912533	-0.396687009217765	0.07843137254901962	0.13963963963963966	0.005376344086021506	-0.39668700919888406	0.022271536317926506	-0.028545726909953814
score	0.17567567567567569	0.04838709677419355	0.12728857890148215	0.10863651382135697	0.23132526302050996	-0.3966870094861039	0.06862745098039219	0.10585585585585594	0.024193548387096777	-0.3966870095243088	0.0012568496588223968	-0.07014302341918362
guardsman	0.12612612612612611	0.0	0.12612612612612611	0.12125017592256948	0.2884495218170564	-0.03493986344819133	0.05759803921568629	0.1058558558558559	0.0	-0.2371872392566006	0.010922444489598178	-0.048500406925549036
enemy	0.23873873873873874	0.11290322580645161	0.12583551293228712	0.09152376355536945	0.1619300385599485	-0.39668700952958735	0.12745098039215694	0.168918918918919	0.07795698924731186	-0.3966870095575865	0.004972153377559026	-0.0695099115025222
frenchman	0.13063063063063063	0.005376344086021506	0.12525428654460913	0.11850616093461402	0.28142698604882654	-0.39668700889335534	0.050245098039215716	0.09009009009009013	0.002688172043010753	-0.3966870090852659	0.0035498886727301504	-0.06303273999257904
plateau	0.13513513513513514	0.010752688172043012	0.12438244696309213	0.11581050783588848	0.27448491421943666	-0.39668700922978023	0.08946078431372553	0.15990990990990997	0.005376344086021506	-0.396687009142075	0.030369737392360305	-0.01425634801181444
bow	0.22072072072072071	0.0967741935483871	0.12394652717233362	0.09306089954619046	0.1777521083736304	-0.39668700952481944	0.13725490196078438	0.19819819819819828	0.06451612903225809	-0.39668700954394653	0.02203932983550548	-0.03911103404438762
earth	0.3063063063063063	0.1827956989247312	0.1235106073815751	0.07559772234921244	0.09477359624767787	-0.39668700954217473	0.15196078431372562	0.18468468468468482	0.11290322580645167	-0.39668700956558806	-0.0026906605423352853	-0.08572922096792113
string	0.14414414414414414	0.021505376344086023	0.12263876780005811	0.11055920033756683	0.2608351345406993	-0.3966870093979926	0.06862745098039218	0.11711711711711716	0.010752688172043012	-0.3966870094261203	0.011125625161716585	-0.049810642689359336
soul	0.42342342342342343	0.3010752688172043	0.12234815460621912	0.05681952815805799	-0.0030559761024557264	-0.3966870095498987	0.2696078431372551	0.3288288288288291	0.19892473118279586	-0.3966870095653281	0.020529987699768736	-0.05837680644278663
palace	0.14864864864864866	0.026881720430107527	0.12176692821854113	0.10800111423715017	0.25412405253242865	-0.3966870094316351	0.06740196078431376	0.11261261261261267	0.013440860215053764	-0.39668700946399305	0.008252069941756222	-0.055570385682257153
leather	0.16666666666666666	0.04838709677419355	0.11827956989247311	0.09819277650871017	0.2280014969637764	-0.396687009491444	0.06862745098039219	0.10135135135135141	0.029569892473118278	-0.39668700953859076	-0.0026906605423352957	-0.07823475699039659
trunk	0.14414414414414414	0.026881720430107527	0.11726242371403661	0.10257916374053089	0.25239849256452995	-0.3966870094364412	0.0649509803921569	0.10360360360360366	0.01881720430107527	-0.39668700950727614	0.002504959501835477	-0.06712699607877406
other	0.4774774774774775	0.3602150537634409	0.11726242371403661	0.04566223284934069	-0.047558986833153225	-0.39668700955221725	0.3161764705882355	0.36711711711711736	0.2553763440860217	-0.3966870095685749	0.013273535124111203	-0.07326814373449257
flash	0.14864864864864866	0.03225806451612903	0.11639058413251963	0.10010209463895031	0.2457730632227418	-0.3966870094580685	0.05392156862745102	0.0833333333333334	0.01881720430107527	-0.3966870095235073	-0.005593241572598294	-0.082772355764407
cheek	0.26126126126126126	0.14516129032258066	0.1160999709386806	0.07498170598331014	0.12717445070671704	-0.39668700953861463	0.12377450980392166	0.15765765765765777	0.08333333333333337	-0.39668700956172903	-0.0016747571817432375	-0.08152720223533638
party	0.23423423423423423	0.11827956989247312	0.1159546643417611	0.07996984172231811	0.1532315348734832	-0.3966870095334364	0.13480392156862753	0.18693693693693705	0.07258064516129037	-0.39668700955142755	0.014318464295005905	-0.0530554278000671
shout	0.15315315315315314	0.03763440860215054	0.11551874455100261	0.09766689156295846	0.2392196231547529	-0.3966870094735166	0.057598039215686306	0.08108108108108111	0.029569892473118288	-0.3966870095489197	-0.010788861616769087	-0.09393972970406847
child	0.31981981981981983	0.20430107526881722	0.11551874455100261	0.06440213109703014	0.0733812593323008	-0.3966870095453366	0.2095588235294119	0.2680180180180182	0.1397849462365592	-0.39668700956134534	0.019862394062808264	-0.052784193570851914
foot	0.6576576576576577	0.543010752688172	0.11464690496948571	0.02737376751257417	-0.1641629525789433	-0.39668700955549846	0.6335784313725494	0.7815315315315321	0.4569892473118283	-0.3966870095644671	0.09829013350051463	-0.0027055954472825217
stream	0.22072072072072071	0.10752688172043011	0.1131938390002906	0.07916683840788971	0.1630630504985838	-0.39668700953136105	0.1262254901960785	0.17567567567567582	0.06720430107526884	-0.3966870095508478	0.011967373660492893	-0.056305180739132224
tut	0.13963963963963963	0.026881720430107527	0.1127579192095321	0.09711916415729047	0.2506608233048314	-0.39668700944124724	0.07598039215686278	0.11711711711711717	0.026881720430107527	-0.39668700952458935	0.004681895274532728	-0.06405065479966486
shield	0.11261261261261261	0.0	0.11261261261261261	0.1042739370610235	0.2830467579586933	-0.07369848624605158	0.05147058823529414	0.09459459459459463	0.0	-0.2541552999287886	0.00642344389269052	-0.057093845297804216
lance	0.11261261261261261	0.0	0.11261261261261261	0.1042739370610235	0.2830467579586933	-0.07369848624605158	0.05637254901960785	0.10360360360360361	0.0	-0.24058085139103824	0.010022644370216632	-0.0502062443881784
sooth	0.11261261261261261	0.0	0.11261261261261261	0.1042739370610235	0.2830467579586933	-0.07369848624605158	0.03431372549019609	0.06306306306306309	0.0	-0.301665869810915	-0.006173757778650913	-0.0820503511548983
kingdom	0.11711711711711711	0.005376344086021506	0.11174077303109561	0.10165250381545643	0.2760632343776076	-0.3966870089654464	0.041666666666666685	0.07432432432432436	0.002688172043010753	-0.3966870091736356	-0.002748712162940564	-0.07543627478566872
canoe	0.11711711711711711	0.005376344086021506	0.11174077303109561	0.10165250381545643	0.2760632343776076	-0.3966870089654464	0.11274509803921567	0.20495495495495497	0.002688172043010753	-0.39668700844142984	0.049439694761188216	0.018429531786075593
brushwood	0.11711711711711711	0.005376344086021506	0.11174077303109561	0.10165250381545643	0.2760632343776076	-0.3966870089654464	0.05759803921568629	0.10360360360360363	0.002688172043010753	-0.3966870090095205	0.008948689389019333	-0.05266210458458161
heaven	0.26576576576576577	0.15591397849462366	0.10985178727114212	0.06671139597267224	0.11503888976460128	-0.39668700954134606	0.13848039215686284	0.1711711711711713	0.0994623655913979	-0.3966870095643045	-0.0027196863526379143	-0.08470342696852101
joy	0.21171171171171171	0.10215053763440861	0.1095611740773031	0.0762959744505789	0.16726007245613975	-0.3966870095307919	0.09558823529411772	0.12837837837837848	0.05645161290322582	-0.3966870095559696	-0.0026326089217300203	-0.08077763945224364
plain	0.16666666666666666	0.05913978494623656	0.1075268817204301	0.0830845979626044	0.2120288517564999	-0.39668700950940605	0.07965686274509808	0.11936936936936944	0.03225806451612904	-0.39668700953447833	0.003433785431519641	-0.0670320604728209
woman	0.5585585585585585	0.45161290322580644	0.10694565533275208	0.029099362956554298	-0.11088614925886582	-0.39668700955476205	0.6384803921568631	0.7454954954954961	0.5107526881720433	-0.39668700956824265	0.06241423196646394	-0.04080382239608467
branch	0.17117117117117117	0.06451612903225806	0.10665504213891311	0.08087850956004533	0.2058248124865035	-0.3966870095141393	0.08946078431372553	0.13738738738738746	0.03225806451612904	-0.3966870095260622	0.010632186386571887	-0.053898061490407406
south	0.14414414414414414	0.03763440860215054	0.10650973554199361	0.08686051301903486	0.23578044490608005	-0.3966870094803824	0.06004901960784317	0.09459459459459463	0.01881720430107527	-0.39668700951449	-0.001094240975690653	-0.07401459698839988
lip	0.3963963963963964	0.2903225806451613	0.10607381575123509	0.04422183462469466	0.000704444600295423	-0.39668700955107483	0.2512254901960786	0.29504504504504525	0.19892473118279586	-0.3966870095678871	0.007032985909045761	-0.07743712239724389
color	0.12162162162162163	0.016129032258064516	0.10549258936355711	0.09093051400499624	0.2605462865822036	-0.3966870093739623	0.04656862745098041	0.07882882882882886	0.008064516129032258	-0.39668700944295265	-0.0030970218865721266	-0.07673056552129945
amazement	0.18018018018018017	0.07526881720430108	0.1049113629758791	0.07657205704178438	0.19360585744786854	-0.39668700952157726	0.08088235294117653	0.10810810810810817	0.04838709677419356	-0.39668700955657077	-0.007508945052571884	-0.08910943431213303
burst	0.18018018018018017	0.07526881720430108	0.1049113629758791	0.07657205704178438	0.19360585744786854	-0.39668700952157726	0.0796568627450981	0.11486486486486494	0.03763440860215055	-0.3966870095442471	-0.0005137247696380444	-0.07497848681224425
stand	0.13063063063063063	0.026881720430107527	0.1037489102005231	0.08608285503563506	0.24714846862258974	-0.3966870094508594	0.04901960784313728	0.07882882882882887	0.013440860215053764	-0.39668700950186575	-0.005244931848966745	-0.08155183982130342
creature	0.2702702702702703	0.16666666666666666	0.10360360360360363	0.05862328770812729	0.10311585062826531	-0.39668700954372504	0.23651960784313739	0.32882882882882897	0.12634408602150546	-0.39668700955101965	0.049526772192096113	-0.008158385954905006
clump	0.13513513513513514	0.03225806451612903	0.10287707061900611	0.08372155808628334	0.2405598842854558	-0.3966870094700837	0.05024509803921571	0.07657657657657661	0.01881720430107527	-0.39668700952891767	-0.0082926419307429	-0.08810853452266863
thy	0.10810810810810811	0.005376344086021506	0.10273176402208661	0.09021043366889711	0.2724217444364688	-0.39668700901350706	0.05637254901960786	0.09909909909909911	0.005376344086021506	-0.39668700931250217	0.006075134169058957	-0.05853572051225145
thou	0.10810810810810811	0.005376344086021506	0.10273176402208661	0.09021043366889711	0.2724217444364688	-0.39668700901350706	0.05514705882352943	0.09909909909909914	0.002688172043010753	-0.39668700903476894	0.007149089150256277	-0.05609295829915638
silk	0.11261261261261261	0.010752688172043012	0.1018599244405696	0.0877191264013184	0.26554470658074836	-0.39668700928985606	0.041666666666666685	0.0720720720720721	0.005376344086021506	-0.3966870093882476	-0.004722467263519409	-0.07967871251375967
horseman	0.11261261261261261	0.010752688172043012	0.1018599244405696	0.0877191264013184	0.26554470658074836	-0.39668700928985606	0.04534313725490199	0.07882882882882887	0.005376344086021506	-0.3966870093693112	-0.0020230669053748103	-0.07430076231988433
weapon	0.1981981981981982	0.0967741935483871	0.1014240046498111	0.0683589280813922	0.1698905955998771	-0.39668700953149455	0.11519607843137261	0.15765765765765774	0.06451612903225808	-0.3966870095534147	0.005842927686637939	-0.06650891155325908
sight	0.45045045045045046	0.34946236559139787	0.10098808485905258	0.033633289457520435	-0.04415509948629863	-0.39668700955326563	0.3075980392156865	0.33783783783783805	0.27150537634408617	-0.3966870095714865	-0.0048675963150325435	-0.09867755548272353
group	0.20270270270270271	0.10215053763440861	0.1005521650682941	0.06638441687661417	0.1641056749787337	-0.3966870095333214	0.09803921568627458	0.12162162162162168	0.06989247311827958	-0.3966870095640158	-0.010701784185861183	-0.09666092912471907
silver	0.18018018018018017	0.08064516129032258	0.0995350188898576	0.06933436068579589	0.1859540312757453	-0.3966870095261545	0.08946078431372553	0.13063063063063068	0.04032258064516131	-0.39668700954142166	0.004710921084835347	-0.06566688262372485
skin	0.18468468468468469	0.08602150537634409	0.09866317930834059	0.06729901290013778	0.1800071704598745	-0.39668700952865765	0.08455882352941183	0.11261261261261267	0.05107526881720432	-0.3966870095570137	-0.006783299795006137	-0.08796891652759842
brow	0.2702702702702703	0.17204301075268819	0.0982272595175821	0.052373882642752737	0.0965088642492545	-0.3966870095451785	0.14215686274509812	0.17117117117117125	0.10752688172043015	-0.39668700956624936	-0.005941551296229867	-0.09082401020001173
peace	0.24324324324324326	0.14516129032258066	0.0980819529206626	0.05634496471082377	0.12124322453784311	-0.39668700954217473	0.13235294117647067	0.168918918918919	0.08870967741935488	-0.39668700956154396	0.0006763334527697742	-0.07795285710195861
cliff	0.13513513513513514	0.03763440860215054	0.09750072653298461	0.07590192696298717	0.23229282593669273	-0.3966870094872482	0.12622549019607845	0.1891891891891892	0.0510752688172043	-0.396687009534423	0.02380990426396589	-0.034022303993151565
instant	0.46846846846846846	0.3709677419354839	0.09750072653298458	0.02879274354465726	-0.060070086761552524	-0.39668700955401576	0.3615196078431375	0.43918918918918953	0.2688172043010754	-0.39668700956561814	0.036697364038333694	-0.04477686517709384
mouth	0.33783783783783783	0.24193548387096775	0.09590235396687008	0.04081457387997946	0.035944685165904516	-0.3966870095501848	0.18750000000000014	0.22522522522522537	0.14247311827957	-0.39668700956641606	0.001692236813361836	-0.08096313395195676
eye	0.954954954954955	0.8602150537634409	0.0947399011915141	-0.0013790211099541858	-0.3259805032705456	-0.3966870095583952	1.5134803921568585	1.8198198198198212	1.1478494623655922	-0.3966870095663469	0.23709155836769158	0.020194990449416694
jerkin	0.0945945945945946	0.0	0.0945945945945946	0.0810469361756222	0.27565466116120574	-0.12537664997653197	0.03553921568627452	0.06531531531531534	0.0	-0.29827225767647736	-0.005273957659269381	-0.08022193823060184
tunic	0.0945945945945946	0.0	0.0945945945945946	0.0810469361756222	0.27565466116120574	-0.12537664997653197	0.02941176470588237	0.054054054054054085	0.0	-0.3152403183486654	-0.009772958256177033	-0.08943787952468849
cavalier	0.0945945945945946	0.0	0.0945945945945946	0.0810469361756222	0.27565466116120574	-0.12537664997653197	0.031862745098039234	0.058558558558558585	0.0	-0.30845309407979016	-0.007973358017413973	-0.08572922096792115
shadow	0.34684684684684686	0.25268817204301075	0.0941586748038361	0.03794089841516003	0.026757341686165864	-0.39668700955086655	0.2316176470588237	0.27477477477477497	0.1801075268817205	-0.396687009567248	0.006452469702993187	-0.0767657875603734
arrow	0.12612612612612611	0.03225806451612903	0.09386806160999708	0.07260641551325928	0.2370224405051307	-0.39668700947809377	0.07230392156862749	0.11936936936936941	0.016129032258064516	-0.3966870094787213	0.009877515318703498	-0.05293812293855227
belt	0.12612612612612611	0.03225806451612903	0.09386806160999708	0.07260641551325928	0.2370224405051307	-0.39668700947809377	0.053921568627451004	0.08333333333333336	0.01881720430107527	-0.3966870095235073	-0.005593241572598311	-0.082772355764407
north	0.13063063063063063	0.03763440860215054	0.0929962220284801	0.07036420431413902	0.2305304209641398	-0.3966870094906811	0.04779411764705885	0.0720720720720721	0.01881720430107527	-0.3966870095325246	-0.010092242169505963	-0.09170084179485714
tale	0.13063063063063063	0.03763440860215054	0.0929962220284801	0.07036420431413902	0.2305304209641398	-0.3966870094906811	0.04901960784313728	0.07432432432432436	0.01881720430107527	-0.3966870095307211	-0.009192442050124431	-0.08990116627986117
fire	0.32882882882882886	0.23655913978494625	0.09226968904388261	0.03806172250851861	0.03925004019305664	-0.39668700955036684	0.2683823529411767	0.3490990990990993	0.1720430107526883	-0.3966870095596611	0.03936773858617562	-0.02934634295906953
knee	0.2747747747747748	0.1827956989247312	0.09197907585004361	0.04456040354131793	0.0848958308790703	-0.3966870095471221	0.14583333333333345	0.17567567567567582	0.1102150537634409	-0.39668700956621855	-0.005215906038664089	-0.08978249369744273
lake	0.10810810810810811	0.016129032258064516	0.0919790758500436	0.0738298971162302	0.25510393886102367	-0.3966870093979926	0.05882352941176473	0.1013513513513514	0.008064516129032258	-0.3966870094008718	0.00590097930724319	-0.05924688443902357
side	0.7522522522522522	0.6612903225806451	0.0909619296716071	0.004907496640620859	-0.23307405752655558	-0.3966870095576088	0.8982843137254909	1.0968468468468477	0.6612903225806457	-0.3966870095652435	0.14264157164293337	0.009422797832319973
nation	0.11711711711711711	0.026881720430107527	0.09023539668700958	0.06922919791647747	0.2417847169513707	-0.3966870094652776	0.042892156862745126	0.06531531531531536	0.016129032258064516	-0.39668700952921826	-0.011717687546453241	-0.09476337636645006
level	0.11711711711711711	0.026881720430107527	0.09023539668700958	0.06922919791647747	0.2417847169513707	-0.3966870094652776	0.03921568627450983	0.06081081081081085	0.013440860215053764	-0.39668700952206454	-0.012443332804018992	-0.09603579231800735
base	0.11711711711711711	0.026881720430107527	0.09023539668700958	0.06922919791647747	0.2417847169513707	-0.3966870094652776	0.04534313725490199	0.0720720720720721	0.013440860215053764	-0.3966870095094403	-0.007944332207111344	-0.08692979001517875
pennon	0.09009009009009009	0.0	0.09009009009009009	0.07513020235700615	0.27377163419065675	-0.13829619090915213	0.03799019607843138	0.06981981981981986	0.0	-0.2914850334076022	-0.0034743574205063146	-0.07658686494932991
huguenot	0.09009009009009009	0.0	0.09009009009009009	0.07513020235700615	0.27377163419065675	-0.13829619090915213	0.05147058823529414	0.09459459459459463	0.0	-0.2541552999287886	0.00642344389269052	-0.057093845297804216
mon	0.09009009009009009	0.0	0.09009009009009009	0.07513020235700615	0.27377163419065675	-0.13829619090915213	0.04901960784313727	0.0900900900900901	0.0	-0.26094252419766384	0.004623843653927449	-0.060576879796175875
