Measure 1	Measure 2	RBO	Kendall's Tau	p-value	Spearman Rho	p-value
docprops1-ranks	docprops2-ranks	0.39821456100611874	0.5646781159933387	9.982010203445797e-05	0.7369855583371534	2.6466397842410617e-05
docprops1-ranks	origzeta-ranks	0.38463604909458105	-0.2847866715207403	0.049078463295063546	-0.48034052934877486	0.015087015744416711
docprops1-ranks	log2zeta-ranks	0.38463604909458105	-0.3051285766293646	0.03498997875290867	-0.4980738073183123	0.01128289578985617
docprops1-ranks	log10zeta-ranks	0.3601391395699995	-0.49498635764319154	0.000625259124040971	-0.6850442380840874	0.00015798272211489894
docprops1-ranks	divzeta-ranks	0.38463604909458105	-0.3119092116655727	0.03113607136350491	-0.5019288677464726	0.010571204988166792
docprops1-ranks	meanrelfreqs-ranks	0.5383099669005248	0.7051860437656426	1.099615888219379e-06	0.8677741023788862	1.939923477608455e-08
docprops1-ranks	relfreqs1-ranks	0.5450003249390151	0.6214647449750589	1.7998994951501534e-05	0.7917889406705791	2.4183196006531354e-06
docprops1-ranks	relfreqs2-ranks	0.5094266206365756	0.5942968872712312	4.1154770342943134e-05	0.7622920553716752	9.480852083272073e-06
docprops1-ranks	ratiorelfreqs-ranks	0.38268203645680265	-0.332251116774197	0.02168192588175702	-0.48034052934877486	0.015087015744416711
docprops1-ranks	subrelfreqs-ranks	0.4115483967990441	-0.2373222262672836	0.10102086640411984	-0.3276801363936265	0.10981406580632581
docprops1-ranks	logrelfreqs-ranks	0.38984280512661723	-0.3186898467017808	0.027652290755278645	-0.45065656405194043	0.02377125147559174
docprops2-ranks	origzeta-ranks	0.6085057744365241	-0.7291010676788098	3.5028625311838123e-07	-0.9122740190476413	2.1706681433877651e-10
docprops2-ranks	log2zeta-ranks	0.5970421013031099	-0.7491680695415293	1.6554961836101358e-07	-0.9222778674218457	5.6707626976735026e-11
docprops2-ranks	log10zeta-ranks	0.6218281620144932	-0.9364600869269116	6.031256598623697e-11	-0.9888419354502059	1.5922519988166774e-20
docprops2-ranks	divzeta-ranks	0.5979653126814166	-0.7558570701624358	1.2840761016628544e-07	-0.9238169210178772	4.540348914958427e-11
docprops2-ranks	meanrelfreqs-ranks	0.7388872847726169	0.7224120670579032	4.4779966291310815e-07	0.8780300765359416	8.078024916862518e-09
docprops2-ranks	relfreqs1-ranks	0.6802041092373868	0.40536070267724306	0.004680163260182723	0.5528189442344339	0.004157425410543773
docprops2-ranks	relfreqs2-ranks	0.7875361909409495	0.8140714938063641	1.347766203973394e-08	0.9405426381545119	2.8524669256349683e-12
docprops2-ranks	ratiorelfreqs-ranks	0.6359040806198446	-0.642144059607025	7.236813925910918e-06	-0.8472490046153127	9.175004425294414e-08
docprops2-ranks	subrelfreqs-ranks	0.6507602777724519	-0.5618760521561469	8.645036508258396e-05	-0.7410543064891426	2.261672690579753e-05
docprops2-ranks	logrelfreqs-ranks	0.6587189464943155	-0.642144059607025	7.236813925910918e-06	-0.8245479640738487	4.012314932928952e-07
origzeta-ranks	log2zeta-ranks	0.9703102047855163	0.9799999999999999	6.586043020015654e-12	0.9976923076923077	2.2382301235631006e-28
origzeta-ranks	log10zeta-ranks	0.8031602938309873	0.7933333333333331	2.721302971890989e-08	0.943076923076923	1.7503491349414965e-12
origzeta-ranks	divzeta-ranks	0.9677473313813445	0.973333333333333	9.126210226745893e-12	0.9969230769230769	6.0965586816392176e-27
origzeta-ranks	meanrelfreqs-ranks	0.7435350867530339	-0.4999999999999999	0.00045962606940060243	-0.7576923076923077	1.1529764999561728e-05
origzeta-ranks	relfreqs1-ranks	0.6785578414113453	-0.19031746053884066	0.18299284634439295	-0.3446816759278407	0.091539102542973
origzeta-ranks	relfreqs2-ranks	0.688130270190411	-0.6711194661106487	2.657870018608825e-06	-0.8805539689719055	6.433640821203649e-09
origzeta-ranks	ratiorelfreqs-ranks	0.8201571129222758	0.7066666666666666	7.373705824169331e-07	0.8815384615384615	5.878925294329137e-09
origzeta-ranks	subrelfreqs-ranks	0.8804276294075843	0.6666666666666665	2.9974618462528643e-06	0.8061538461538461	1.1466737691746186e-06
origzeta-ranks	logrelfreqs-ranks	0.8813157207347833	0.7066666666666666	7.373705824169331e-07	0.8684615384615384	1.8334950096284845e-08
log2zeta-ranks	log10zeta-ranks	0.8103407557862372	0.8133333333333331	1.2078657846217212e-08	0.95	4.0768799912618224e-13
log2zeta-ranks	divzeta-ranks	0.9974371265958282	0.9933333333333332	3.4080316610109922e-12	0.9992307692307693	7.349192018511945e-34
log2zeta-ranks	meanrelfreqs-ranks	0.7470709209060404	-0.5066666666666665	0.00038529673502282335	-0.763076923076923	9.16560361677088e-06
log2zeta-ranks	relfreqs1-ranks	0.6810888196423853	-0.210350877437666	0.1410844967720847	-0.35891518263468236	0.07807814908321345
log2zeta-ranks	relfreqs2-ranks	0.6830448162487466	-0.6777972717435904	2.1125103142092773e-06	-0.8840161733060022	4.668758327241377e-09
log2zeta-ranks	ratiorelfreqs-ranks	0.7970962034845459	0.6999999999999998	9.364494025397747e-07	0.8815384615384615	5.878925294329137e-09
log2zeta-ranks	subrelfreqs-ranks	0.8555785851069813	0.6599999999999998	3.758950493024995e-06	0.8038461538461538	1.2979714272849486e-06
log2zeta-ranks	logrelfreqs-ranks	0.853414060383173	0.6999999999999998	9.364494025397747e-07	0.8676923076923077	1.952950647687933e-08
log10zeta-ranks	divzeta-ranks	0.8103407557862372	0.8199999999999998	9.174611278088875e-09	0.9507692307692308	3.4240716148102923e-13
log10zeta-ranks	meanrelfreqs-ranks	0.7395996841187534	-0.6799999999999998	1.8940370909186645e-06	-0.8623076923076922	3.0056264830632026e-08
log10zeta-ranks	relfreqs1-ranks	0.6822528049647055	-0.37061821262826866	0.009511267838509634	-0.5289478843758717	0.006555290113988135
log10zeta-ranks	relfreqs2-ranks	0.6785475200964457	-0.8380646069341932	4.526746821503273e-09	-0.9513368131356585	3.00499814331858e-13
log10zeta-ranks	ratiorelfreqs-ranks	0.8266964160158627	0.6733333333333332	2.385216508958107e-06	0.8615384615384615	3.191860252637118e-08
log10zeta-ranks	subrelfreqs-ranks	0.8158351747772611	0.5933333333333333	3.221939750799842e-05	0.7592307692307693	1.0804535988650988e-05
log10zeta-ranks	logrelfreqs-ranks	0.8209096056198036	0.6733333333333332	2.385216508958107e-06	0.8438461538461538	1.1614540388721356e-07
divzeta-ranks	meanrelfreqs-ranks	0.7452961827976249	-0.5133333333333333	0.0003223230063214104	-0.7646153846153846	8.574570332971608e-06
divzeta-ranks	relfreqs1-ranks	0.6836516930465572	-0.20367307180472422	0.15414512762995924	-0.3573764251528616	0.079456234388816
divzeta-ranks	relfreqs2-ranks	0.6804819428445747	-0.6844750773765322	1.675520252474026e-06	-0.8855549307878228	4.035460539067055e-09
divzeta-ranks	ratiorelfreqs-ranks	0.7988709415929616	0.7066666666666666	7.373705824169331e-07	0.8861538461538463	3.810735740981174e-09
divzeta-ranks	subrelfreqs-ranks	0.8573533232153968	0.6666666666666665	2.9974618462528643e-06	0.8069230769230769	1.0998676057003308e-06
divzeta-ranks	logrelfreqs-ranks	0.8551887984915886	0.7066666666666666	7.373705824169331e-07	0.8715384615384615	1.4187284779497005e-08
meanrelfreqs-ranks	relfreqs1-ranks	0.8864796975495832	0.6243748266800562	1.2506235033665038e-05	0.7743797027262761	5.550432202981667e-06
meanrelfreqs-ranks	relfreqs2-ranks	0.8412899085557062	0.8180311900353678	1.043341077184366e-08	0.9432583363560998	1.6887769526071697e-12
meanrelfreqs-ranks	ratiorelfreqs-ranks	0.7429326458178822	-0.4866666666666665	0.00065004486339201	-0.6715384615384616	0.00023741870105476284
meanrelfreqs-ranks	subrelfreqs-ranks	0.779732741208496	-0.37999999999999995	0.007757031607134741	-0.5123076923076924	0.008837856788609856
meanrelfreqs-ranks	logrelfreqs-ranks	0.7590424398447057	-0.4599999999999999	0.0012686191838068	-0.6338461538461537	0.0006689800511443635
relfreqs1-ranks	relfreqs2-ranks	0.7812369199711451	0.4682274247491639	0.0010698709417640328	0.6344747979992305	0.0006582490897673892
relfreqs1-ranks	ratiorelfreqs-ranks	0.6811207148155172	-0.11018379294353933	0.44075184101882947	-0.18734372341167235	0.3698583586538692
relfreqs1-ranks	subrelfreqs-ranks	0.7325601744459175	-0.0033389028164708887	0.9813620424203704	-0.02500480907958666	0.9055594118470343
relfreqs1-ranks	logrelfreqs-ranks	0.7001100245321441	-0.08347257041177222	0.5591977658527139	-0.15387574818207173	0.46271688575485015
relfreqs2-ranks	ratiorelfreqs-ranks	0.6993390619120681	-0.6444082435788815	6.521416532060012e-06	-0.8374687594809255	1.780585991298632e-07
relfreqs2-ranks	subrelfreqs-ranks	0.7184701019429067	-0.537563353451813	0.00016911650325167655	-0.7135987821943577	6.202987768378291e-05
relfreqs2-ranks	logrelfreqs-ranks	0.6974484774174419	-0.6176970210471144	1.5472778043987788e-05	-0.8136180185127044	7.592223769189936e-07
ratiorelfreqs-ranks	subrelfreqs-ranks	0.8592033456536701	0.8799999999999999	7.01668524230782e-10	0.9615384615384615	2.1118022912124257e-14
ratiorelfreqs-ranks	logrelfreqs-ranks	0.8851072471866893	0.9599999999999999	1.7411422306355802e-11	0.9930769230769231	6.715810076370598e-23
subrelfreqs-ranks	logrelfreqs-ranks	0.9191313583390206	0.9199999999999998	1.1486243024421215e-10	0.9784615384615385	2.915946302326839e-17
