Measure 1	Measure 2	RBO	Kendall's Tau	p-value	Spearman Rho	p-value
docprops1-ranks	docprops2-ranks	0.6594098834464336	0.6308866919011827	1.1050189026147465e-05	0.814472912625106	7.233628976416903e-07
docprops1-ranks	origzeta-ranks	0.4497245614431247	-0.20504462313867214	0.153696793874284	-0.28816174198474864	0.1624487697344763
docprops1-ranks	log2zeta-ranks	0.5195181423362264	-0.22819305877276824	0.11186338964149678	-0.3175520571435314	0.12190571613727555
docprops1-ranks	log10zeta-ranks	0.4915363532026612	-0.5570595258276401	0.00010395896744857296	-0.7390302420794913	2.4464895029179814e-05
docprops1-ranks	divzeta-ranks	0.5117197918058539	-0.22819305877276824	0.11186338964149678	-0.3106236486240362	0.13071855033394464
docprops1-ranks	meanrelfreqs-ranks	0.6371054022940499	0.6845791763183048	1.8457413159030678e-06	0.8302542875861786	2.8260754268707855e-07
docprops1-ranks	relfreqs1-ranks	0.6418615290251133	0.7449832212875669	2.0976573348990457e-07	0.8960741685213832	1.404423326261643e-09
docprops1-ranks	relfreqs2-ranks	0.6372902133877574	0.6107520102447621	2.088166301115135e-05	0.7721326383393019	6.146167711964828e-06
docprops1-ranks	ratiorelfreqs-ranks	0.5127130763663241	-0.20134681656420728	0.16066774920499693	-0.27405704810447806	0.18494527224890212
docprops1-ranks	subrelfreqs-ranks	0.5586769377622074	-0.10067340828210364	0.48304428372286323	-0.133179408208075	0.5256615503241684
docprops1-ranks	logrelfreqs-ranks	0.5592262205034654	-0.16778901380350605	0.24239379597509547	-0.21093154826018815	0.31148590392752046
docprops2-ranks	origzeta-ranks	0.6895990884845343	-0.5776301872494638	5.310768527073229e-05	-0.7501442723875998	1.5752111269148867e-05
docprops2-ranks	log2zeta-ranks	0.7523611179095298	-0.5999999999999999	2.6236149394587054e-05	-0.7738461538461539	5.687025429260419e-06
docprops2-ranks	log10zeta-ranks	0.7276592843280038	-0.9266666666666664	8.43220068171413e-11	-0.9861538461538462	1.8808571836872485e-19
docprops2-ranks	divzeta-ranks	0.7456403061375174	-0.5999999999999999	2.6236149394587054e-05	-0.7715384615384615	6.312915128403549e-06
docprops2-ranks	meanrelfreqs-ranks	0.9090656196598885	0.7666666666666665	7.802258229610452e-08	0.8884615384615385	3.0466176521302457e-09
docprops2-ranks	relfreqs1-ranks	0.9087304454564209	0.6933333333333331	1.186771911653246e-06	0.85	7.551094932204638e-08
docprops2-ranks	relfreqs2-ranks	0.9114655052574396	0.8133333333333331	1.2078657846217212e-08	0.9223076923076923	5.6466295797606405e-11
docprops2-ranks	ratiorelfreqs-ranks	0.7531211922320562	-0.4733333333333333	0.000911834186112607	-0.6538461538461537	0.00039287395633571664
docprops2-ranks	subrelfreqs-ranks	0.799102473339979	-0.34666666666666657	0.015144011070114455	-0.4792307692307692	0.015356366872558784
docprops2-ranks	logrelfreqs-ranks	0.785687743366461	-0.43999999999999995	0.0020502446302794433	-0.6000000000000001	0.0015216570483269707
origzeta-ranks	log2zeta-ranks	0.9050255624686578	0.9782985252259704	7.654387624330722e-12	0.9967301588493698	1.225729715095559e-26
origzeta-ranks	log10zeta-ranks	0.759170282315047	0.6510860492118233	5.227071620579535e-06	0.8266974571081804	3.5212943054295396e-07
origzeta-ranks	divzeta-ranks	0.8776305622926588	0.9649429139600868	1.4639764237013353e-11	0.995191401367549	1.0264028705608794e-24
origzeta-ranks	meanrelfreqs-ranks	0.6912428458910801	-0.39732943516003577	0.005435897951295044	-0.5481823528986307	0.004553684766470517
origzeta-ranks	relfreqs1-ranks	0.6793136497475776	-0.2971623506659091	0.03760271097746141	-0.43085209490980086	0.03154323287950903
origzeta-ranks	relfreqs2-ranks	0.6897310942395655	-0.4974965196541624	0.0004998444852466285	-0.6743604664079293	0.00021841886765762517
origzeta-ranks	ratiorelfreqs-ranks	0.7431824182252463	0.6110192154141726	1.9102982327557863e-05	0.767839983428538	7.4444438846211155e-06
origzeta-ranks	subrelfreqs-ranks	0.7342423940260399	0.4908187140212206	0.0005944874270822942	0.6585882022192671	0.0003443488198849763
origzeta-ranks	logrelfreqs-ranks	0.7525006254522772	0.597663604148289	2.893631081318428e-05	0.744373931830772	1.985217358309335e-05
log2zeta-ranks	log10zeta-ranks	0.8273593957073404	0.6733333333333332	2.385216508958107e-06	0.8461538461538461	9.904383155464344e-08
log2zeta-ranks	divzeta-ranks	0.972604999824001	0.9866666666666666	4.742736748849851e-12	0.9984615384615384	2.120655725593475e-30
log2zeta-ranks	meanrelfreqs-ranks	0.7517795141544121	-0.41999999999999993	0.003253362145913427	-0.5830769230769232	0.0022203297518509856
log2zeta-ranks	relfreqs1-ranks	0.7541508975811794	-0.3199999999999999	0.024956398846622006	-0.4653846153846154	0.019061592840754593
log2zeta-ranks	relfreqs2-ranks	0.7485918220208545	-0.5199999999999999	0.0002690862980471937	-0.7053846153846153	8.206806844597012e-05
log2zeta-ranks	ratiorelfreqs-ranks	0.8049930066594356	0.6066666666666666	2.131945898152614e-05	0.7623076923076924	9.474478504307557e-06
log2zeta-ranks	subrelfreqs-ranks	0.7955125093910321	0.46666666666666656	0.0010766328645878036	0.6353846153846153	0.0006429826092960798
log2zeta-ranks	logrelfreqs-ranks	0.81551847038452	0.5733333333333333	5.893008608994226e-05	0.7307692307692306	3.347036201046326e-05
log10zeta-ranks	divzeta-ranks	0.8273593957073404	0.6733333333333332	2.385216508958107e-06	0.8438461538461538	1.1614540388721356e-07
log10zeta-ranks	meanrelfreqs-ranks	0.733057338468273	-0.7066666666666666	7.373705824169331e-07	-0.85	7.551094932204638e-08
log10zeta-ranks	relfreqs1-ranks	0.7311667539736468	-0.6199999999999999	1.3989615268207143e-05	-0.7907692307692307	2.544284901192431e-06
log10zeta-ranks	relfreqs2-ranks	0.7372912656798286	-0.7666666666666665	7.802258229610452e-08	-0.9053846153846155	5.001934833117573e-10
log10zeta-ranks	ratiorelfreqs-ranks	0.8173919843503792	0.5466666666666665	0.0001280314452307965	0.72	4.9541604875305976e-05
log10zeta-ranks	subrelfreqs-ranks	0.850303643839605	0.41999999999999993	0.003253362145913427	0.5561538461538461	0.003890790986899552
log10zeta-ranks	logrelfreqs-ranks	0.81648824314285	0.5133333333333333	0.0003223230063214104	0.6707692307692308	0.0002428417569079222
divzeta-ranks	meanrelfreqs-ranks	0.7530101092815693	-0.41999999999999993	0.003253362145913427	-0.5776923076923076	0.0024934364343734555
divzeta-ranks	relfreqs1-ranks	0.7553814927083365	-0.3199999999999999	0.024956398846622006	-0.4576923076923077	0.021416054925832997
divzeta-ranks	relfreqs2-ranks	0.7500047760459965	-0.5199999999999999	0.0002690862980471937	-0.703076923076923	8.86353924567039e-05
divzeta-ranks	ratiorelfreqs-ranks	0.8049930066594356	0.6066666666666666	2.131945898152614e-05	0.7661538461538462	8.017661822014099e-06
divzeta-ranks	subrelfreqs-ranks	0.7893816543849199	0.46666666666666656	0.0010766328645878036	0.6369230769230769	0.000617864916683015
divzeta-ranks	logrelfreqs-ranks	0.8077201198541476	0.5733333333333333	5.893008608994226e-05	0.7338461538461539	2.982194966558233e-05
meanrelfreqs-ranks	relfreqs1-ranks	0.9559537308153583	0.8866666666666665	5.217422235838855e-10	0.9753846153846154	1.334036558572331e-16
meanrelfreqs-ranks	relfreqs2-ranks	0.9544940840406188	0.8999999999999998	2.866323471420417e-10	0.976923076923077	6.398793451503927e-17
meanrelfreqs-ranks	ratiorelfreqs-ranks	0.7854248162421796	-0.37333333333333324	0.00890300358027004	-0.49538461538461537	0.011802470242567415
meanrelfreqs-ranks	subrelfreqs-ranks	0.8078461028947498	-0.21999999999999997	0.12321267577886391	-0.27384615384615385	0.18529715169369637
meanrelfreqs-ranks	logrelfreqs-ranks	0.787267920267721	-0.29999999999999993	0.035557905699920955	-0.39076923076923076	0.05343258614268807
relfreqs1-ranks	relfreqs2-ranks	0.9332882098813091	0.7866666666666665	3.5523785254248634e-08	0.9261538461538461	3.2103499527982504e-11
relfreqs1-ranks	ratiorelfreqs-ranks	0.7738366162108352	-0.25999999999999995	0.06850241123734051	-0.3592307692307692	0.07779777182483025
relfreqs1-ranks	subrelfreqs-ranks	0.7906728678035713	-0.10666666666666665	0.454846895367632	-0.15384615384615383	0.46280399078181256
relfreqs1-ranks	logrelfreqs-ranks	0.7782461519236719	-0.18666666666666662	0.19091461585636116	-0.26153846153846155	0.20663834320215319
relfreqs2-ranks	ratiorelfreqs-ranks	0.7753011384775803	-0.4733333333333333	0.000911834186112607	-0.6307692307692307	0.0007237169743199582
relfreqs2-ranks	subrelfreqs-ranks	0.8013715162051518	-0.3199999999999999	0.024956398846622006	-0.40230769230769226	0.04618385930563963
relfreqs2-ranks	logrelfreqs-ranks	0.7928002730681792	-0.3999999999999999	0.005069309556701603	-0.5284615384615384	0.006614175335379868
ratiorelfreqs-ranks	subrelfreqs-ranks	0.8571874936182493	0.7799999999999999	4.627435028410852e-08	0.9215384615384615	6.299786486012459e-11
ratiorelfreqs-ranks	logrelfreqs-ranks	0.9141591593948288	0.9133333333333332	1.5613043168521636e-10	0.9792307692307692	1.9265215950049983e-17
subrelfreqs-ranks	logrelfreqs-ranks	0.881139489325248	0.8666666666666665	1.2609755789283626e-09	0.9700000000000001	1.2640270015692476e-15
