	sd0	sd2	sdX	sr0	sr2	srX	dd0	dd2	ddX	dr0	dr2	drX
sd0	1	0.35	0.35	0.63	0.5915384615384616	0.5915384615384616	0.10384615384615384	-0.7923076923076923	-0.7923076923076923	0.19195999585713447	-0.5684615384615384	-0.5684615384615384
sd2	0.35	1	1.0	-0.19538461538461535	0.8376923076923077	0.8376923076923077	0.943076923076923	-0.0007692307692307692	-0.0007692307692307692	0.9705712816584176	0.2323076923076923	0.2323076923076923
sdX	0.35	1.0	1	-0.19538461538461535	0.8376923076923077	0.8376923076923077	0.943076923076923	-0.0007692307692307692	-0.0007692307692307692	0.9705712816584176	0.2323076923076923	0.2323076923076923
sr0	0.63	-0.19538461538461535	-0.19538461538461535	1	0.2461538461538461	0.2461538461538461	-0.3838461538461537	-0.8192307692307693	-0.8192307692307693	-0.28659358098910864	-0.9846153846153846	-0.9846153846153846
sr2	0.5915384615384616	0.8376923076923077	0.8376923076923077	0.2461538461538461	1	1.0	0.7084615384615385	-0.3038461538461538	-0.3038461538461538	0.8040007842513248	-0.1992307692307692	-0.1992307692307692
srX	0.5915384615384616	0.8376923076923077	0.8376923076923077	0.2461538461538461	1.0	1	0.7084615384615385	-0.3038461538461538	-0.3038461538461538	0.8040007842513248	-0.1992307692307692	-0.1992307692307692
dd0	0.10384615384615384	0.943076923076923	0.943076923076923	-0.3838461538461537	0.7084615384615385	0.7084615384615385	1	0.2107692307692308	0.2107692307692308	0.9782650690675212	0.4076923076923077	0.4076923076923077
dd2	-0.7923076923076923	-0.0007692307692307692	-0.0007692307692307692	-0.8192307692307693	-0.3038461538461538	-0.3038461538461538	0.2107692307692308	1	1.0	0.11656087924791934	0.8238461538461539	0.8238461538461539
ddX	-0.7923076923076923	-0.0007692307692307692	-0.0007692307692307692	-0.8192307692307693	-0.3038461538461538	-0.3038461538461538	0.2107692307692308	1.0	1	0.11656087924791934	0.8238461538461539	0.8238461538461539
dr0	0.19195999585713447	0.9705712816584176	0.9705712816584176	-0.28659358098910864	0.8040007842513248	0.8040007842513248	0.9782650690675212	0.11656087924791934	0.11656087924791934	1	0.3173687306255229	0.3173687306255229
dr2	-0.5684615384615384	0.2323076923076923	0.2323076923076923	-0.9846153846153846	-0.1992307692307692	-0.1992307692307692	0.4076923076923077	0.8238461538461539	0.8238461538461539	0.3173687306255229	1	1.0
drX	-0.5684615384615384	0.2323076923076923	0.2323076923076923	-0.9846153846153846	-0.1992307692307692	-0.1992307692307692	0.4076923076923077	0.8238461538461539	0.8238461538461539	0.3173687306255229	1.0	1
