Nací	VLfin	nacer
de	PREP	de
carácter	NC	carácter
!	FS	!
...	DOTS	...
¡	FS	!
Y	CC	y
yo	PPX	yo
apenas	ADV	apenas
sabía	VLfin	saber
leer	VLinf	leer
de	PREP	de
corrido	VLadj	correr
,	CM	,
gracias a	PREP	gracias~a
Mamita	NP	<unknown>
!	FS	!
¡	FS	!
Y	CC	y
en	PREP	en
la	ART	el
escuela	NC	escuela
había	VHfin	haber
veinte	CARD	veinte
muchachos	NC	muchacho
más	ADV	más
adelantados	VLadj	adelantar
,	CM	,
más	ADV	más
juiciosos	NC	<unknown>
,	CM	,
más	ADV	más
aplicados	VLadj	aplicar
y	CC	y
mayores	ADJ	grande
que	CQUE	que
yo	PPX	yo
!	FS	!
¡	FS	!
Oh	NP	oh
!	FS	!
Estos	DM	este
aspavientos	NC	aspaviento
son	VSfin	ser
cosa	NC	cosa
de	PREP	de
ahora	ADV	ahora
;	SEMICOLON	;
entonces	ADV	entonces
,	CM	,
aunque	CSUBX	aunque
no	NEG	no
esperara	VLfin	esperar
semejante	ADJ	semejante
ganga	NC	ganga
,	CM	,
y	CC	y
aunque	CSUBX	aunque
mucho	ADV	mucho
me	PPX	yo
sonriera	VLfin	<unknown>
el	ART	el
inmerecido	ADJ	<unknown>
honor	NC	honor
,	CM	,
la	ART	el
proposición	NC	proposición
me	PPX	yo
pareció	VLfin	parecer
tan	ADV	tan
natural	ADJ	natural
y	CC	y
tan	ADV	tan
ajustada	VLadj	ajustar
a	PREP	a
mis	PPO	mi
merecimientos	NC	<unknown>
,	CM	,
que	CQUE	que
la	PPC	él
acepté	VLfin	aceptar
,	CM	,
diciendo	VLger	decir
sencillamente	ADV	sencillo
,	CM	,
sin	PREP	sin
emoción	NC	emoción
alguna	QU	alguno
:	COLON	:
-Bueno	NC	<unknown>
,	CM	,
don	NC	don
Lucas	NP	Lucas
.	FS	.
Yo	PPX	yo
siempre	ADV	siempre
he	VHfin	haber
sido	VSadj	ser
así	ADV	así
,	CM	,
imperturbable	ADJ	imperturbable
,	CM	,
y	CC	y
aunque	CSUBX	aunque
me	PPX	yo
nombraran	VLfin	<unknown>
Papa	NP	<unknown>
,	CM	,
mariscal	NC	mariscal
o	CC	o
almirante	NC	almirante
,	CM	,
no	NEG	no
me	PPX	yo
sorprendería	VLfin	sorprender
ni	CCNEG	ni
me	PPX	yo
consideraría	VLfin	considerar
inepto	ADJ	inepto
para	PREP	para
el	ART	el
cargo	NC	cargo
.	FS	.
Pero	CCAD	pero
deseando	VLger	desear
ser	VSinf	ser
enteramente	ADV	entero
veraz	ADJ	veraz
,	CM	,
agregaré	VLfin	agregar
que	CQUE	que
el	ART	el
«don	NC	<unknown>
Lucas»	NP	<unknown>
de	PREP	de
la	ART	el
aceptación	NC	aceptación
había	VHfin	haber
sido	VSadj	ser
,	CM	,
desde	PREP	desde
tiempo	NC	tiempo
atrás	ADV	atrás
,	CM	,
desterrado	VLadj	desterrar
de	PREP	de
mis	PPO	mi
labios	NC	labio
,	CM	,
en	PREP	en
los	ART	el
que	CQUE	que
las	ART	el
contestaciones	NC	contestación
se	SE	se
limitaban	VLfin	limitar
a	PREP	a
un	ART	un
sí	ADV	sí
o	CC	o
un	ART	un
no	NEG	no
,	CM	,
«como	VLfin	<unknown>
Cristo	NP	Cristo
nos	PPX	nosotros
enseña»	VLfin	<unknown>
,	CM	,
sin	PREP	sin
aditamento	NC	aditamento
alguno	QU	alguno
de	PREP	de
señor	NC	señor
o	CC	o
don	NC	don
,	CM	,
como	CSUBX	como
nos	PPX	nosotros
enseña	VLfin	enseñar
la	ART	el
cortesía	NC	cortesía
.	FS	.
Y	CC	y
ésta	DM	este
fue	VSfin	ser
una	ART	un
evidente	ADJ	evidente
demostración	NC	demostración
de	PREP	de
gratitud	NC	gratitud
...	DOTS	...
Después	NP	<unknown>
he	VHfin	haber
pensado	VLadj	pensar
que	CQUE	que
,	CM	,
en	PREP	en
la	ART	el
emergencia	NC	emergencia
,	CM	,
don	NC	don
Lucas	NP	Lucas
se	SE	se
condujo	VLfin	conducir
como	CSUBX	como
un	ART	un
filósofo	NC	filósofo
o	CC	o
como	CSUBX	como
un	ART	un
canalla	NC	canalla
:	COLON	:
como	CSUBX	como
un	ART	un
filósofo	NC	filósofo
,	CM	,
si	CSUBX	si
quiso	VLfin	querer
modificar	VLinf	modificar
mi	PPO	mi|mío
carácter	NC	carácter
y	CC	y
disciplinarme	NC	<unknown>
,	CM	,
haciéndome	VLadj	hacer
precisamente	ADV	preciso
custodio	VLfin	custodiar
de	PREP	de
la	ART	el
disciplina	NC	disciplina
;	SEMICOLON	;
como	CSUBX	como
un	ART	un
canalla	NC	canalla
,	CM	,
si	CSUBX	si
sólo	ADV	sólo
trató	VLfin	tratar
de	PREP	de
comprarme	VCLIinf	comprar
a	PREP	a
costa	NC	costa
de	PREP	de
una	ART	un
claudicación	NC	claudicación
moral	ADJ	moral
,	CM	,
mucho	ADV	mucho
peor	ADJ	malo
que	CQUE	que
la	ART	el
física	ADJ	físico
de	PREP	de
su	PPO	suyo
pata	NC	pata
coja	VLfin	coger
.	FS	.
Pero	CCAD	pero
,	CM	,
meditándolo	VLadj	<unknown>
más	ADV	más
,	CM	,
quizá	ADV	quizá
no	NEG	no
obrara	VLfin	obrar
ni	CCNEG	ni
como	ADV	como
una	ART	un
ni	CCNEG	ni
como	ADV	como
otra	QU	otro
cosa	NC	cosa
,	CM	,
sino	CCAD	sino
apenas	ADV	apenas
como	CSUBX	como
un	ART	un
simple	ADJ	simple
que	CQUE	que
se	SE	se
defiende	VLfin	defender
con	PREP	con
las	ART	el
armas	NC	arma
que	CQUE	que
tiene	VLfin	tener
,	CM	,
sin	PREP	sin
mala	ADJ	malo
ni	CCNEG	ni
buena	ADJ	bueno
intención	NC	intención
,	CM	,
por	PREP	por
espíritu	NC	espíritu
de	PREP	de
conservación	NC	conservación
propia	ADJ	propio
,	CM	,
y	CC	y
utiliza	VLfin	utilizar
para	PREP	para
ello	PPX	él
los	ART	el
medios	NC	medio
políticos	ADJ	político
a	PREP	a
su	PPO	suyo
alcance	NC	alcance
-medios	ADJ	<unknown>
poco	ADV	poco
sutiles	ADJ	sutil
a	PREP	a
la	ART	el
verdad	NC	verdad
,	CM	,
porque	CSUBX	porque
la	ART	el
sutileza	NC	sutileza
política	ADJ	político
no	NEG	no
es	VSfin	ser
el	ART	el
dote	VLfin	dotar
de	PREP	de
los	ART	el
simples-	NC	<unknown>
.	FS	.
Para	PREP	para
los	ART	el
demás	QU	demás
muchachos	NC	muchacho
,	CM	,
el	ART	el
ejemplo	NC	ejemplo
podía	VLfin	poder
ser	VSinf	ser
descorazonador	ADJ	<unknown>
,	CM	,
anárquico	ADJ	anárquico
,	CM	,
desastroso	ADJ	desastroso
como	ADV	como
disolvente	ADJ	disolvente
,	CM	,
porque	CSUBX	porque
don	NC	don
Lucas	NP	Lucas
no	NEG	no
sabía	VLfin	saber
contemporizar	VLinf	<unknown>
con	PREP	con
la	ART	el
cabra	NC	cabra
y	CC	y
con	PREP	con
la	ART	el
col	NC	col
;	SEMICOLON	;
pero	CCAD	pero
¡	FS	!
bah	ITJN	bah
!	FS	!
Yo	PPX	yo
tenía	VLfin	tener
tanto	ADV	tanto
prestigio	VLfin	prestigiar
entre	PREP	entre
los	ART	el
camaradas	NC	camarada
,	CM	,
era	VSfin	ser
tan	ADV	tan
fuerte	ADJ	fuerte
,	CM	,
tan	ADV	tan
poderoso	ADJ	poderoso
,	CM	,
tan	ADV	tan
resuelto	ADJ	resuelto
y	CC	y
tan	ADV	tan
autoritario	ADJ	autoritario
,	CM	,
para	CSUBI	para
decirlo	VCLIinf	decir
todo	QU	todo
de	PREP	de
una	ART	un
vez	NC	vez
,	CM	,
que	CQUE	que
el	ART	el
puesto	NC	puesto
gubernativo	ADJ	gubernativo
me	PPX	yo
correspondía	VLfin	corresponder
como	ADV	como
por	PREP	por
derecho	NC	derecho
divino	ADJ	divino
,	CM	,
y	CC	y
muy	ADV	muy
rebelde	ADJ	rebelde
y	CC	y
muy	ADV	muy
avieso	ADJ	avieso
había	VHfin	haber
de	PREP	de
ser	VSinf	ser
el	ART	el
que	CQUE	que
protestara	VLfin	<unknown>
de	PREP	de
mi	PPO	mi|mío
ascensión	NC	ascensión
y	CC	y
desconociese	VLfin	<unknown>
mi	PPO	mi|mío
regencia	NC	regencia
.	FS	.
Comencé	VLfin	comenzar
,	CM	,
pues	CSUBF	pues
,	CM	,
desde	PREP	desde
el	ART	el
día	NC	día
siguiente	ADJ	siguiente
,	CM	,
a	PREP	a
ejercer	VLinf	ejercer
el	ART	el
mando	NC	mando
,	CM	,
como	CSUBX	como
si	CSUBX	si
no	NEG	no
hubiera	VHfin	haber
nacido	VLadj	nacer
para	PREP	para
otra	QU	otro
cosa	NC	cosa
,	CM	,
y	CC	y
seguí	VLfin	seguir
ejerciéndolo	VLadj	<unknown>
con	PREP	con
grande	ADJ	grande
autoridad	NC	autoridad
,	CM	,
sobre todo	ADV	sobre~todo
desde	PREP	desde
el	ART	el
famoso	ADJ	famoso
día	NC	día
en	PREP	en
que	CQUE	que
presenté	VLfin	presentar
a	PREP	a
don	NC	don
Lucas	NP	Lucas
mi	PPO	mi|mío
renuncia	NC	renuncia
indeclinable	ADJ	<unknown>
...	DOTS	...
He	VLfin	<unknown>
aquí	ADV	aquí
por qué	ADV	por~qué
:	COLON	:
Irritado	VLadj	irritar
contra	PREP	contra
uno	CARD	uno
de	PREP	de
los	ART	el
condiscípulos	NC	<unknown>
más	ADV	más
pequeños	ADJ	pequeño
,	CM	,
que	CQUE	que
,	CM	,
corriendo	VLger	correr
en	PREP	en
el	ART	el
patio	NC	patio
,	CM	,
a	PREP	a
la	ART	el
hora	NC	hora
del	PDEL	del
recreo	NC	recreo
,	CM	,
me	PPX	yo
llevó	VLfin	llevar
por	PREP	por
delante	ADV	delante
,	CM	,
levanté	VLfin	levantar
la	ART	el
mano	NC	mano
,	CM	,
y	CC	y
sin	PREP	sin
ver	VLinf	ver
lo	ART	el
que	CQUE	que
hacía	VLfin	hacer
le	PPC	él|le
di	VLfin	dar|decir
una	ART	un
soberbia	ADJ	soberbio
bofetada	NC	bofetada
.	FS	.
Mientras	CSUBX	mientras
el	ART	el
chicuelo	NC	<unknown>
se	SE	se
echaba	VLfin	echar
a	PREP	a
llorar	VLinf	llorar
a	PREP	a
moco	NC	moco
tendido	VLadj	tender
,	CM	,
uno	CARD	uno
de	PREP	de
los	ART	el
más	ADV	más
adelantados	VLadj	adelantar
,	CM	,
Pedro	NP	Pedro
Vázquez	NP	Vázquez
,	CM	,
con	PREP	con
quien	REL	quien
estaba	VEfin	estar
yo	PPX	yo
en	PREP	en
entredicho	VLadj	entredecir
desde	PREP	desde
mi	PPO	mi|mío
nombramiento	NC	nombramiento
de	PREP	de
monitor	NC	monitor
,	CM	,
me	PPX	yo
faltó	VLfin	faltar
audazmente	ADV	audaz
al	PAL	al
respeto	NC	respeto
,	CM	,
gritando	VLger	gritar
:	COLON	:
-¡Grandulón	NC	<unknown>
!	FS	!
¡	FS	!
Sinvergüenza	NC	sinvergüenza
!	FS	!
Iba	VLfin	ir
a	PREP	a
precipitarme	VLinf	<unknown>
sobre	PREP	sobre
él	PPX	él
con	PREP	con
los	ART	el
puños	NC	puño
cerrados	ADJ	cerrado
,	CM	,
cuando	CSUBX	cuando
recordé	VLfin	recordar
mi	PPO	mi|mío
alta	ADJ	alto
investidura	NC	investidura
,	CM	,
y	CC	y
,	CM	,
conteniéndome	VLadj	<unknown>
,	CM	,
le	PPC	él|le
dije	VLfin	decir
con	PREP	con
severidad	NC	severidad
:	COLON	:
-¡Usted	NC	<unknown>
,	CM	,
Vázquez	NP	Vázquez
!	FS	!
¡	FS	!
Dos	CARD	dos
horas	NC	hora
de	PREP	de
penitencia	VLfin	penitenciar
!	FS	!
Me	PPX	yo
volvió	VLfin	volver
la	ART	el
espalda	NC	espalda
,	CM	,
rudamente	ADV	rudo
,	CM	,
y	CC	y
se	SE	se
encogió	VLfin	encoger
de	PREP	de
hombros	NC	hombro
,	CM	,
refunfuñando	VLger	<unknown>
no	NEG	no
sé	VLfin	saber|ser
qué	INT	qué
,	CM	,
vagas	ADJ	vago
amenazas	NC	amenaza
,	CM	,
sin	PREP	sin
duda	NC	duda
,	CM	,
o	CC	o
frases	NC	frase
despreciativas	ADJ	<unknown>
y	CC	y
airadas	VLadj	airar
.	FS	.
Este	DM	este
muchacho	NC	muchacho
,	CM	,
que	CQUE	que
iba	VLfin	ir
a	PREP	a
desempeñar	VLinf	desempeñar
un	ART	un
papel	NC	papel
bastante	ADV	bastante
considerable	ADJ	considerable
en	PREP	en
mi	PPO	mi|mío
vida	NC	vida
,	CM	,
era	VSfin	ser
alto	ADJ	alto
,	CM	,
flaco	NC	flaco
,	CM	,
muy	ADV	muy
pálido	ADJ	pálido
,	CM	,
de	PREP	de
ojos	NC	ojo
grandes	ADJ	grande
,	CM	,
azul	NC	azul
oscuro	ADJ	oscuro
,	CM	,
verdosos	ADJ	<unknown>
a veces	ADV	a~veces
,	CM	,
cuando	CSUBX	cuando
la	ART	el
luz	NC	luz
les	PPC	él
daba	VLfin	dar
de	PREP	de
costado	NC	costado
,	CM	,
frente	ADV	frente
muy	ADV	muy
alta	ADJ	alto
,	CM	,
tupido	VLadj	tupir
cabello	NC	cabello
castaño	NC	castaño
,	CM	,
boca	NC	boca
bondadosamente	ADJ	<unknown>
risueña	ADJ	risueño
,	CM	,
largos	ADJ	largo
brazos	NC	brazo
,	CM	,
largas	ADJ	largo
piernas	NC	pierna
,	CM	,
torso	PE	torso
endeble	ADJ	endeble
,	CM	,
inteligencia	NC	inteligencia
clara	ADJ	claro
,	CM	,
mucha	ADJ	mucho
aptitud	NC	aptitud
para	PREP	para
los	ART	el
trabajos	NC	trabajo
imaginativos	ADJ	imaginativo
,	CM	,
intuición	NC	intuición
científica	ADJ	científico
y	CC	y
voluntad	NC	voluntad
desigual	ADJ	desigual
,	CM	,
tan	ADV	tan
pronto	ADV	pronto
enérgica	ADJ	enérgico
,	CM	,
tan	ADV	tan
pronto	ADV	pronto
muelle	ADJ	muelle
.	FS	.
Aquel	DM	aquel
día	NC	día
,	CM	,
cuando	CSUBX	cuando
volvimos	VLfin	volver
a	PREP	a
entrar	VLinf	entrar
en	PREP	en
clase	NC	clase
,	CM	,
Pedro	NP	Pedro
,	CM	,
que	CQUE	que
estaba	VEfin	estar
en	PREP	en
uno	CARD	uno
de	PREP	de
sus	PPO	suyo
períodos	NC	período
de	PREP	de
firmeza	NC	firmeza
,	CM	,
apeló	VLfin	apelar
del	PDEL	del
castigo	NC	castigo
ante	PREP	ante
don	NC	don
Lucas	NP	Lucas
,	CM	,
que	CQUE	que
revocó	VLfin	revocar
incontinenti	NC	<unknown>
la	ART	el
sentencia	NC	sentencia
,	CM	,
quebrando	VLger	quebrar
de	PREP	de
un	ART	un
golpe	NC	golpe
mi	PPO	mi|mío
autoridad	NC	autoridad
.	FS	.
-¡Pues	VLfin	<unknown>
si	CSUBX	si
es	VSfin	ser
así	ADV	así
!	FS	!
Caramba	NP	caramba
-grité-	VLfin	<unknown>
,	CM	,
no	NEG	no
quiero	VLfin	querer
seguir	VLinf	seguir
de	PREP	de
monitor	NC	monitor
ni	CCNEG	ni
un	ART	un
minuto	NMEA	minuto
más	ADV	más
.	FS	.
¡	FS	!
Métase	VCLIfin	meterse
el	ART	el
nombramiento	NC	nombramiento
en	PREP	en
donde	ADV	donde
no	NEG	no
le	PPC	él|le
dé	VLfin	dar
el	ART	el
sol	NC	sol
!	FS	!
Don	NC	don
Lucas	NP	Lucas
recapacitó	VLfin	recapacitar
un	ART	un
instante	NC	instante
,	CM	,
murmurando	VLger	<unknown>
:	COLON	:
«¡calma	NC	<unknown>
!	FS	!
¡	FS	!
Calma	NC	calma
!	FS	!
»	SYM	»
,	CM	,
y	CC	y
tratando	VLger	tratar
de	PREP	de
apaciguarme	NC	<unknown>
con	PREP	con
suaves	ADJ	suave
movimientos	NC	movimiento
sacerdotales	ADJ	<unknown>
de	PREP	de
la	ART	el
mano	NC	mano
derecha	ADJ	derecho
.	FS	.
Sin	PREP	sin
duda	NC	duda
evocaría	VLfin	<unknown>
el	ART	el
punzante	ADJ	punzante
recuerdo	NC	recuerdo
de	PREP	de
las	ART	el
puntas	NC	punta
de	PREP	de
pluma	NC	pluma
,	CM	,
el	ART	el
aglutinante	NC	<unknown>
de	PREP	de
la	ART	el
pega-pega	NC	<unknown>
,	CM	,
el	ART	el
viscoso	ADJ	viscoso
del	PDEL	del
papel	NC	papel
mascado	ADJ	<unknown>
,	CM	,
el	ART	el
urticante	NC	<unknown>
de	PREP	de
la	ART	el
picapica	VLfin	<unknown>
,	CM	,
pues	CSUBF	pues
con	PREP	con
voz	NC	voz
melosa	ADJ	<unknown>
preguntó	VLfin	preguntar
,	CM	,
tuteándome	VLadj	<unknown>
contra	PREP	contra
su	PPO	suyo
costumbre	NC	costumbre
:	COLON	:
-¿Es	VLfin	<unknown>
decir	VLinf	decir
que	CQUE	que
renuncias	VLfin	renunciar
?	FS	?
-¡Sí	VLfin	<unknown>
!	FS	!
¡	FS	!
Renuncio	NC	renuncio
in-de-cli-na-ble-men-te	ADJ	<unknown>
!	FS	!
-repliqué	VLfin	<unknown>
,	CM	,
recalcando	VLger	recalcar
cada	QU	cada
sílaba	NC	sílaba
del	PDEL	del
adverbio	NC	adverbio
,	CM	,
aprendido	VLadj	aprender
de	PREP	de
Tatita	NC	<unknown>
en	PREP	en
sus	PPO	suyo
disposiciones	NC	disposición
electorales	ADJ	electoral
.	FS	.
La	ART	el
clase	NC	clase
entera	ADJ	entero
abrió	VLfin	abrir
tamaña	ADJ	tamaño
boca	NC	boca
,	CM	,
espantada	VLadj	espantar
,	CM	,
creyendo	VLadj	creer
que	CQUE	que
la	ART	el
palabrota	NC	<unknown>
era	VSfin	ser
un	ART	un
terno	NC	<unknown>
formidable	ADJ	formidable
,	CM	,
anuncio	VLfin	anunciar
de	PREP	de
alguna	QU	alguno
colisión	NC	colisión
más	ADV	más
formidable	ADJ	formidable
aún	ADV	aún
;	SEMICOLON	;
pero	CCAD	pero
volvió	VLfin	volver
a	PREP	a
la	ART	el
serenidad	NC	serenidad
,	CM	,
al	CSUBI	al
ver	VLinf	ver
que	CQUE	que
don	NC	don
Lucas	NP	Lucas
se	SE	se
levantaba	VLfin	levantar
conmovido	ADJ	conmovido
,	CM	,
y	CC	y
,	CM	,
tuteándome	VLadj	<unknown>
de nuevo	ADV	de~nuevo
,	CM	,
me	PPX	yo
decía	VLfin	decir
:	COLON	:
-Pues	NC	<unknown>
no	NEG	no
te	PPX	tú
la	PPC	él
acepto	VLfin	aceptar
,	CM	,
no	NEG	no
puedo	VLfin	poder
aceptártela	NC	<unknown>
...	DOTS	...
Tú	NP	<unknown>
tienes	VLfin	tener
mucha	ADJ	mucho
,	CM	,
pero	CCAD	pero
mucha	ADJ	mucho
dignidad	NC	dignidad
,	CM	,
hijo	NC	hijo
mío	PPO	mío
.	FS	.
¡	FS	!
Este	DM	este
niño	NC	niño
irá	VLfin	ir
lejos	ADV	lejos
,	CM	,
hay que	VMfin	haber~que
imitarle	VLinf	<unknown>
!	FS	!
-agregó	VLfin	<unknown>
,	CM	,
señalándome	VLadj	<unknown>
con	PREP	con
ademán	NC	ademán
ponderativo	ADJ	<unknown>
a	PREP	a
la	ART	el
admiración	NC	admiración
de	PREP	de
mis	PPO	mi
estupefactos	ADJ	estupefacto
camaradas-	NC	<unknown>
.	FS	.
¡	FS	!
La	ART	el
dignidad	NC	dignidad
es	VSfin	ser
lo	ART	el
primero	ORD	primero
!	FS	!
...	DOTS	...
Mauricio	NP	Mauricio
Gómez	NP	Gómez
Herrera	NP	Herrera
seguirá	VLfin	seguir
desempeñando	VLger	desempeñar
sus	PPO	suyo
funciones	NC	función
de	PREP	de
monitor	NC	monitor
,	CM	,
y	CC	y
Pedro	NP	Pedro
Vázquez	NP	Vázquez
sufrirá	VLfin	sufrir
el	ART	el
castigo	NC	castigo
que	CQUE	que
se	SE	se
le	PPC	él|le
ha	VHfin	haber
impuesto	VLadj	imponer
.	FS	.
He	VHfin	haber
dicho	QU	dicho
...	DOTS	...
¡	FS	!
Y	CC	y
silencio	NC	silencio
!	FS	!
La	ART	el
clase	NC	clase
estaba	VEfin	estar
muda	ADJ	mudo
,	CM	,
como	ADV	como
alelada	VLadj	<unknown>
;	SEMICOLON	;
pero	CCAD	pero
aquel	DM	aquel
«¡silencio	NC	<unknown>
!	FS	!
»	SYM	»
era	VSfin	ser
una	ART	un
de	PREP	de
esas	DM	ese
terminantes	ADJ	<unknown>
afirmaciones	NC	afirmación
de	PREP	de
autoridad	NC	autoridad
que	CQUE	que
deben	VMfin	deber
hacerse	VCLIinf	hacerse
en	PREP	en
los	ART	el
momentos	NC	momento
difíciles	ADJ	difícil
,	CM	,
cuando	CSUBX	cuando
dicha	QU	dicho
autoridad	NC	autoridad
peligra	VLfin	peligrar
,	CM	,
para	PREP	para
que	CQUE	que
no	NEG	no
se	SE	se
produzca	VLfin	producir
ni	CCNEG	ni
siquiera	ADV	siquiera
un	ART	un
conato	NC	conato
de	PREP	de
rebelión	NC	rebelión
;	SEMICOLON	;
aquel	DM	aquel
«¡silencio	NC	<unknown>
!	FS	!
»	SYM	»
era	VSfin	ser
,	CM	,
en	PREP	en
suma	NC	suma
,	CM	,
una	ART	un
declaración	NC	declaración
de	PREP	de
estado	NC	estado
de	PREP	de
sitio	NC	sitio
,	CM	,
que	CQUE	que
yo	PPX	yo
me	PPX	yo
encargaría	VLfin	encargar
de	PREP	de
utilizar	VLinf	utilizar
en	PREP	en
servicio	NC	servicio
de	PREP	de
la	ART	el
buena	ADJ	bueno
causa	NC	causa
,	CM	,
desempeñando	VLger	desempeñar
el	ART	el
papel	NC	papel
de	PREP	de
ejército	NC	ejército
y	CC	y
policía	NC	policía
al mismo tiempo	ADV	al~mismo~tiempo
.	FS	.
Sólo	ADV	sólo
Vázquez	NP	Vázquez
se	SE	se
atrevió	VLfin	atrever
a	PREP	a
intentar	VLinf	intentar
una	ART	un
protesta	NC	protesta
,	CM	,
balbuciendo	VLger	<unknown>
,	CM	,
entre	PREP	entre
indignado	VLadj	indignar
y	CC	y
lloroso	ADJ	lloroso
,	CM	,
un	ART	un
:	COLON	:
¡	FS	!
Pero	CCAD	pero
,	CM	,
señor	NC	señor
!	FS	!
...	DOTS	...
¡	FS	!
Silencio	NC	silencio
he	VHfin	haber
dicho	VLadj	decir
!	FS	!
...	DOTS	...
Y	ALFS	Y
dos	CARD	dos
horas	NC	hora
más	ADV	más
,	CM	,
por	PREP	por
mi	PPO	mi|mío
cuenta	NC	cuenta
.	FS	.
Acostumbrado	VLadj	acostumbrar
a	PREP	a
obedecer	VLinf	obedecer
,	CM	,
Vázquez	NP	Vázquez
calló	VLfin	callar
y	CC	y
se	SE	se
quedó	VLfin	quedar
quietecito	ADJ	<unknown>
en	PREP	en
su	PPO	suyo
banco	NC	banco
,	CM	,
mientras	CSUBX	mientras
una	ART	un
oleada	NC	oleada
de	PREP	de
triunfal	ADJ	triunfal
orgullo	NC	orgullo
me	PPX	yo
henchía	VLfin	<unknown>
el	ART	el
pecho	NC	pecho
y	CC	y
me	PPX	yo
hacía	VLfin	hacer
subir	VLinf	subir
los	ART	el
colores	NC	color
a	PREP	a
la	ART	el
cara	NC	cara
,	CM	,
la	ART	el
sonrisa	NC	sonrisa
a	PREP	a
los	ART	el
labios	NC	labio
,	CM	,
el	ART	el
fuego	NC	fuego
a	PREP	a
los	ART	el
ojos	NC	ojo
.	FS	.
Este	DM	este
acontecimiento	NC	acontecimiento
,	CM	,
que	CQUE	que
debió	VLfin	deber
abrir	VLinf	abrir
un	ART	un
abismo	NC	abismo
entre	PREP	entre
Vázquez	NP	Vázquez
y	CC	y
yo	PPX	yo
,	CM	,
provocando	VLger	provocar
nuestra	PPO	nuestro
mutua	ADJ	mutuo
enemistad	NC	enemistad
,	CM	,
resultó	VLfin	resultar
luego	ADV	luego
,	CM	,
de	PREP	de
manera	NC	manera
lógica	ADJ	lógico
,	CM	,
punto	NC	punto
de	PREP	de
partida	NC	partida
de	PREP	de
una	ART	un
unión	NC	unión
,	CM	,
si	CSUBX	si
no	NEG	no
estrecha	ADJ	estrecho
,	CM	,
bastante	ADV	bastante
afectuosa	ADJ	afectuoso
,	CM	,
por lo menos	ADV	por~lo~menos
.	FS	.
Para	PREP	para
esto	DM	este
fue	VSfin	ser
,	CM	,
naturalmente	ADV	natural
,	CM	,
necesaria	ADJ	necesario
una	ART	un
crisis	NC	crisis
.	FS	.
Sufrió	VLfin	sufrir
el	ART	el
castigo	NC	castigo
con	PREP	con
estoica	ADJ	<unknown>
serenidad	NC	serenidad
,	CM	,
quedándose	VLadj	quedar
en	PREP	en
la	ART	el
escuela	NC	escuela
,	CM	,
durante	PREP	durante
dos	CARD	dos
días	NC	día
,	CM	,
hasta	PREP	hasta
ya	ADV	ya
entrada	NC	entrada
la	ART	el
noche	NC	noche
;	SEMICOLON	;
pero	CCAD	pero
,	CM	,
al	PAL	al
tercero	ORD	tercero
,	CM	,
antes	ADV	antes
de	PREP	de
la	ART	el
hora	NC	hora
de	PREP	de
clase	NC	clase
,	CM	,
me	PPX	yo
esperó	VLfin	esperar
en	PREP	en
un	ART	un
campito	NC	<unknown>
de	PREP	de
alfalfa	NC	alfalfa
que	CQUE	que
yo	PPX	yo
cruzaba	VLfin	cruzar
siempre	ADV	siempre
,	CM	,
y	CC	y
en	PREP	en
aquella	DM	aquel
soledad	NC	soledad
me	PPX	yo
desafió	VLfin	desafiar
a	PREP	a
singular	ADJ	singular
combate	NC	combate
,	CM	,
considerando	VLger	considerar
que	CQUE	que
mis	PPO	mi
fueros	NC	fuero
desaparecían	VLfin	desaparecer
extraterritorialmente	ADV	<unknown>
de	PREP	de
los	ART	el
dominios	NC	dominio
de	PREP	de
don	NC	don
Lucas	NP	Lucas
.	FS	.
-¡Vení	VLfin	<unknown>
,	CM	,
si	CSUBX	si
sos	VSfin	ser
hombre	NC	hombre
!	FS	!
¡	FS	!
Aquí	ADV	aquí
te	PPX	tú
voy	VLfin	ir
a	PREP	a
enseñar	VLinf	enseñar
a	PREP	a
que	CQUE	que
le	PPC	él|le
pegués	VLfin	<unknown>
a	PREP	a
los	ART	el
chicos	NC	chico
!	FS	!
Todo	QU	todo
mi	PPO	mi|mío
amor	NC	amor
propio	ADJ	propio
de	PREP	de
varón	NC	varón
,	CM	,
sublevándose	VLadj	<unknown>
entonces	ADV	entonces
,	CM	,
me	PPX	yo
hizo	VLfin	hacer
renunciar	VLinf	renunciar
por el momento	ADV	por~el~momento
a	PREP	a
las	ART	el
prerrogativas	NC	prerrogativa
que	CQUE	que
él	PPX	él
consideraba	VLfin	considerar
,	CM	,
erróneamente	ADV	erróneo
,	CM	,
suspendidas	VLadj	suspender
en	PREP	en
la	ART	el
calle	NC	calle
,	CM	,
con	PREP	con
ese	DM	ese
desconocimiento	NC	desconocimiento
de	PREP	de
la	ART	el
autoridad	NC	autoridad
que	CQUE	que
caracteriza	VLfin	caracterizar
a	PREP	a
nuestros	PPO	nuestro
compatriotas	NC	compatriota
.	FS	.
Sentí	VLfin	sentir
necesaria	ADJ	necesario
,	CM	,
con	PREP	con
romántica	ADJ	romántico
tontería	NC	tontería
,	CM	,
la	ART	el
afirmación	NC	afirmación
de	PREP	de
mi	PPO	mi|mío
superioridad	NC	superioridad
hasta	PREP	hasta
en	PREP	en
el	ART	el
terreno	NC	terreno
de	PREP	de
la	ART	el
fuerza	NC	fuerza
,	CM	,
y	CC	y
contesté	VLfin	contestar
