Sage	Ag	SAGE
dispensateur	Nc	DISPENSATEUR
du	S+Da	DE+LE
bon	Ag	BON
et	Cc	ET
mauvais	Ag	MAUVAIS
sort	Nc	SORT
,	Fw	,
Qui	Vvc	Qui
tiens	Vvc	TENIR
entre	S	ENTRE
tes	Ds	TON
mains	Nc	MAIN
et	Cc	ET
ma	Ds	MON
vie	Nc	VIE
et	Cc	ET
ma	Ds	MON
mort	Nc	MORT
;	Fw	;
Souverain	Ag	SOUVERAIN
Protecteur	Nc	PROTECTEUR
des	S+Da	DE+LE|DE+LES
âmes	Nc	ÂME
affligées	Ge	AFFLIGER
,	Fw	,
Toi	Vvc	TAIRE
,	Fw	,
par	S	PAR
qui	Pr	QUI
dans	S	DANS
leurs	Ds	LEUR
maux	Nc	MAL
elles	Pp	ILS
sont	Vuc	ÊTRE
soulagées	Ge	SOULAGER
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
maître	Nc	MAÎTRE
absolu	Ag	ABSOLU
de	S	DE
notre	Ds	NOTRE
liberté	Nc	LIBERTÉ
Disposes	Vvc	DISPOSER
des	Dn	UN
mortels	Nc	MORTEL
suivant	Ga	SUIVRE
ta	Ds	TON
volonté	Nc	VOLONTÉ
:	Fw	:
As	Vuc	AVOIR
-tu	Ge	-tu
donc	Rg	DONC
résolu	Ge	RÉSOUDRE
,	Fw	,
pour	S	POUR
croître	Vvn	CROÎTRE
ma	Ds	MON
misère	Nc	MISÈRE
,	Fw	,
Que	Vvc	Que
je	Pp	JE
survive	Vvc	SURVIVRE
encore	Rg	ENCORE
à	S	À
la	Da	LE
mort	Nc	MORT
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Contrainte	Vvc	Contrainte
de	S	DE
baiser	Vvn	BAISER
la	Da	LE
main	Nc	MAIN
de	S	DE
son	Ds	SON
bourreau	Nc	BOURREAU
,	Fw	,
Et	Vvc	Et
de	S	DE
bénir	Vvn	BÉNIR
le	Da	LE
coup	Nc	COUP
qui	Pr	QUI
le	Pp	IL
mit	Vvc	METTRE
au	S+Da	À+LE
tombeau	Nc	TOMBEAU
?	Fs	?
Ah	I	AH
!	Fs	!
Grand	Ag	GRAND
Dieu	Nc	DIEU
,	Fw	,
fais	Vvc	FAIRE
plutôt	Rg	PLUTÔT
que	Cs	QUE
je	Pp	JE
quitte	Vvc	QUITTER
une	Dn	UN
vie	Nc	VIE
Qui	Ag	Qui
fomente	Vvc	FOMENTER
les	Da	LE
maux	Nc	MAL
dont	Pr	DONT
je	Pp	JE
suis	Vuc	ÊTRE
poursuivie	Ge	POURSUIVRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
pour	S	POUR
satisfaire	Vvn	SATISFAIRE
à	S	À
ton	Ds	TON
juste	Ag	JUSTE
courroux	Nc	COURROUX
Je	Ag	Je
paye	Vvc	PAYER
le	Da	LE
forfait	Nc	FORFAIT
que	Pr	QUE
commit	Vvc	COMMETTRE
mon	Ds	MON
époux	Nc	ÉPOUX
:	Fw	:
Ma	Ds	MON
douleur	Nc	DOULEUR
par	S	PAR
mon	Ds	MON
mal	Nc	MAL
sera	Vuc	ÊTRE
trop	Rg	TROP
soulagée	Ge	SOULAGER
,	Fw	,
J'	Vvc	J'
outragerai	Vvc	OUTRAGER
celui	Pd	CELUI
qui	Pr	QUI
m'	Pp	JE
avait	Vuc	AVOIR
outragée	Ge	OUTRAGER
,	Fw	,
Et	Vvc	Et
par	S	PAR
le	Da	LE
doux	Ag	DOUX
effet	Nc	EFFET
d'	S	DE
un	Dn	UN
dessein	Nc	DESSEIN
généreux	Ag	GÉNÉREUX
,	Fw	,
Si	Vvc	Si
je	Pp	JE
cause	Vvc	CAUSER
une	Dn	UN
mort	Nc	MORT
,	Fw	,
j'	Pp	JE
en	Pp	EN
saurai	Vvc	SAURER|SAVOIR
venger	Vvn	VENGER
deux	Nc	DEUX
;	Fw	;
Bajazet	Nc	Bajazet
qui	Pr	QUI
verra	Vvc	VOIR
l'	Da	LE
excès	Nc	EXCÈS
de	S	DE
ma	Ds	MON
misère	Nc	MISÈRE
,	Fw	,
Par	Nc	PAR
ses	Ds	SON
propres	Ag	PROPRE
douleurs	Nc	DOULEUR
me	Pp	JE
saura	Vvc	SAURER|SAVOIR
satisfaire	Vvn	SATISFAIRE
,	Fw	,
Ainsi	Vvc	Ainsi
par	S	PAR
le	Da	LE
regret	Nc	REGRET
qu'	Pr	QUE
en	Pp	EN
concevra	Vvc	CONCEVOIR
l'	Da	LE
ingrat	Ag	INGRAT
,	Fw	,
Je	Vvc	Je
vengerai	Vvc	VENGER
la	Da	LE
mienne	Ps	MIEN
,	Fw	,
et	Cc	ET
celle	Pd	CELUI
d'	S	DE
Achomat	Nc	Achomat
:	Fw	:
Mais	Cc	MAIS
,	Fw	,
ô	I	OH
lâche	Ag	LÂCHE
dessein	Nc	DESSEIN
qui	Pr	QUI
trouble	Vvc	TROUBLER
ma	Ds	MON
pensée	Nc	PENSÉE
!	Fs	!
Trop	Rg	TROP
indigne	Ag	INDIGNE
projet	Nc	PROJET
d'	S	DE
une	Dn	UN
Reine	Nc	REINE|ROI
offensée	Ge	OFFENSER
,	Fw	,
Indigne	Vvc	INDIGNER
d'	S	DE
une	Dn	UN
fille	Nc	FILLE
et	Cc	ET
d'	S	DE
un	Dn	UN
coeur	Nc	CUR
irrité	Ge	IRRITER
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
me	Pp	JE
ferait	Vvc	FAIRE|FERRER
rougir	Vvn	ROUGIR
de	S	DE
l'	Pp	IL
avoir	Vun	AVOIR
médité	Ge	MÉDITER
;	Fw	;
Perdrai	Vvc	PERDRE
-je	Vvn	-je
le	Da	LE
désir	Nc	DÉSIR
d'	S	DE
une	Dn	UN
juste	Ag	JUSTE
vengeance	Nc	VENGEANCE
?	Fs	?
Que	Pt	QUE
demande	Vvc	DEMANDER
Achomat	Vvc	Achomat
de	S	DE
mon	Ds	MON
obéissance	Nc	OBÉISSANCE
?	Fs	?
Serai	Vuc	ÊTRE
-je	Ge	-je
donc	Rg	DONC
ingrate	Ag	INGRAT
à	S	À
qui	Pr	QUI
je	Pp	JE
dois	Vvc	DEVOIR
le	Da	LE
jour	Nc	JOUR
?	Fs	?
Faut-il	Vvc	Faut-il
que	Cs	QUE
mon	Ds	MON
devoir	Nc	DEVOIR
le	Pp	IL
cède	Vvc	CÉDER
à	S	À
mon	Ds	MON
amour	Nc	AMOUR
?	Fs	?
Rejetons	Vvc	REJETER
ce	Dd	CE
dessein	Nc	DESSEIN
,	Fw	,
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
légitime	Ag	LÉGITIME
,	Fw	,
Y	Vvc	Y
penser	Vvn	PENSER
seulement	Rg	SEULEMENT
c'	Pd	CE
est	Vuc	ÊTRE
se	Pp	IL
souiller	Vvn	SOUILLER
d'	S	DE
un	Dn	UN
crime	Nc	CRIME
,	Fw	,
Faisons	Vvc	FAIRE
plutôt	Rg	PLUTÔT
,	Fw	,
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
un	Dn	UN
complot	Nc	COMPLOT
généreux	Ag	GÉNÉREUX
,	Fw	,
Qui	Vvc	Qui
sans	S	SANS
nous	Pp	NOUS
attrister	Vvn	ATTRISTER
nous	Pp	NOUS
rende	Vvc	RENDRE
plus	Rg	PLUS
heureux	Ag	HEUREUX
,	Fw	,
Punissons	Vvc	PUNIR
Bajazet	Nc	Bajazet
,	Fw	,
perdons	Vvc	PERDRE
un	Dn	UN
infidèle	Nc	INFIDÈLE
;	Fw	;
Dieu	Nc	DIEU
,	Fw	,
que	Pr	QUE
dis	Vvc	DIRE
-je	Nc	-je
,	Fw	,
insensée	Ag	INSENSÉ
:	Fw	:
Ah	I	AH
!	Fs	!
Pardonne	Vvc	PARDONNER
à	S	À
mon	Ds	MON
zèle	Nc	ZÈLE
,	Fw	,
Excuse	Vvc	EXCUSER
,	Fw	,
cher	Ag	CHER
époux	Nc	ÉPOUX
,	Fw	,
l'	Da	LE
excès	Nc	EXCÈS
de	S	DE
ma	Ds	MON
douleur	Nc	DOULEUR
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
trop	Rg	TROP
légitime	Ag	LÉGITIME
en	S	EN
ce	Dd	CE
coup	Nc	COUP
de	S	DE
malheur	Nc	MALHEUR
,	Fw	,
Ces	Vvc	Ces
premiers	Ag	PREMIER
mouvements	Nc	MOUVEMENT
sont	Vuc	ÊTRE
hors	S	HORS
de	S	DE
ma	Ds	MON
puissance	Nc	PUISSANCE
,	Fw	,
Ne	Vvc	Ne
t'	Pp	TU
irrite	Vvc	IRRITER
donc	Rg	DONC
pas	Rg	PAS
de	S	DE
mon	Ds	MON
peu	Rg	PEU
de	S	DE
constance	Nc	CONSTANCE
,	Fw	,
Si	Vvc	Si
je	Pp	JE
prends	Vvc	PRENDRE
des	Dn	UN
desseins	Nc	DESSEIN
contre	S	CONTRE
ta	Ds	TON
liberté	Nc	LIBERTÉ
,	Fw	,
Mon	Nc	Mon
amour	Nc	AMOUR
aussitôt	Rg	AUSSITÔT
dément	Vvc	DÉMENTIR
ma	Ds	MON
volonté	Nc	VOLONTÉ
,	Fw	,
Si	Vvc	Si
je	Pp	JE
fais	Vvc	FAIRE
quelques	Di	QUELQUE
voeux	Nc	VU
qui	Pr	QUI
te	Pp	TU
semblent	Vvc	SEMBLER
contraires	Ag	CONTRAIRE
,	Fw	,
Hélas	Vvc	Hélas
!	Fs	!
J'	Pp	JE
en	Pp	EN
fais	Vvc	FAIRE
assez	Rg	ASSEZ
qui	Pr	QUI
te	Pp	TU
sont	Vuc	ÊTRE
salutaires	Ag	SALUTAIRE
;	Fw	;
Et	Vvc	Et
pour	S	POUR
te	Pp	TU
témoigner	Vvn	TÉMOIGNER
si	Cs	SI
j'	Pp	JE
aime	Vvc	AIMER
constamment	Rg	CONSTAMMENT
,	Fw	,
Mon	Nc	Mon
amour	Nc	AMOUR
te	Pp	TU
suivra	Vvc	SUIVRE
jusques	Nc	jusques
au	S+Da	À+LE
monument	Nc	MONUMENT
:	Fw	:
Mais	Cc	MAIS
chérir	Vvn	CHÉRIR
un	Dn	UN
tyran	Nc	TYRAN
qui	Pr	QUI
causa	Vvc	CAUSER
ma	Ds	MON
disgrâce	Nc	DISGRÂCE
,	Fw	,
Qui	Vvc	Qui
me	Pp	JE
ravit	Vvc	RAVIR
mon	Ds	MON
bien	Nc	BIEN
,	Fw	,
qui	Pr	QUI
détruisit	Vvc	DÉTRUIRE
ma	Ds	MON
race	Nc	RACE
;	Fw	;
J'	Vvc	J'
aimerais	Vvc	AIMER
donc	Rg	DONC
celui	Pd	CELUI
qui	Pr	QUI
commença	Vvc	COMMENCER
mon	Ds	MON
deuil	Nc	DEUIL
,	Fw	,
Je	Vvc	Je
serais	Vuc	ÊTRE
en	S	EN
ses	Ds	SON
bras	Nc	BRAS
,	Fw	,
et	Cc	ET
mon	Ds	MON
père	Nc	PÈRE
au	S+Da	À+LE
cercueil	Nc	CERCUEIL
:	Fw	:
Non	Rg	NON
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
meure	Vvc	MURER
,	Fw	,
l'	Da	LE
ingrat	Ag	INGRAT
,	Fw	,
objet	Nc	OBJET
de	S	DE
ma	Ds	MON
misère	Nc	MISÈRE
,	Fw	,
Venge	Vvc	VENGER
-toi	Vvc	-toi
par	S	PAR
sa	Ds	SON
mort	Nc	MORT
de	S	DE
celle	Pd	CELUI
de	S	DE
ton	Ds	TON
père	Nc	PÈRE
;	Fw	;
Quoi	Vvc	Quoi
,	Fw	,
tu	Pp	TU
tardes	Vvc	TARDER
encore	Rg	ENCORE
à	S	À
faire	Vvn	FAIRE
ce	Dd	CE
devoir	Nc	DEVOIR
?	Fs	?
Mon	Ds	MON
bras	Nc	BRAS
,	Fw	,
qui	Pr	QUI
te	Pp	TU
retient	Vvc	RETENIR
?	Fs	?
N'	Rp	NE
as	Vuc	AVOIR
-tu	Vvc	-tu
pas	Rg	PAS
le	Da	LE
pouvoir	Nc	POUVOIR
De	Vvc	De
faire	Vvn	FAIRE
un	Dn	UN
si	Rg	SI
beau	Ag	BEAU
coup	Nc	COUP
?	Fs	?
Ah	I	AH
!	Fs	!
Le	Da	LE
lâche	Nc	LÂCHE|LÂCHÉ
qui	Pr	QUI
n'	Rp	NE
ose	Vvc	OSER
,	Fw	,
L'	Vvc	L'
amour	Nc	AMOUR
selon	S	SELON
son	Ds	SON
gré	Nc	GRÉ
le	Pp	IL
conduis	Vvc	CONDUIRE
et	Cc	ET
dispose	Vvc	DISPOSER
:	Fw	:
Amour	Nc	AMOUR
,	Fw	,
cruel	Ag	CRUEL
amour	Nc	AMOUR
,	Fw	,
tyran	Nc	TYRAN
trop	Rg	TROP
absolu	Ag	ABSOLU
,	Fw	,
Permets	Vvc	PERMETTRE
-moi	Vvc	-moi
d'	S	DE
achever	Vvn	ACHEVER
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
résolu	Ge	RÉSOUDRE
,	Fw	,
Ne	Vvc	Ne
représente	Vvc	REPRÉSENTER
point	Rg	POINT
à	S	À
mon	Ds	MON
