Non	Rg	NON
,	Fw	,
tout	Di	TOUT
cet	Dd	CE
appareil	Nc	APPAREIL
ne	Rp	NE
doit	Vvc	DEVOIR
point	Rg	POINT
te	Pp	TU
surprendre	Vvn	SURPRENDRE
,	Fw	,
Alcime	Vvc	Alcime
.	Fs	.
Dans	S	DANS
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
,	Fw	,
le	Da	LE
vainqueur	Nc	VAINQUEUR
va	Vvc	ALLER
se	Pp	IL
rendre	Vvn	RENDRE
;	Fw	;
Et	Vvc	Et
sur	S	SUR
ce	Dd	CE
Trône	Nc	Trône
assis	Ge	ASSEOIR
,	Fw	,
couronnant	Ga	COURONNER
ses	Ds	SON
exploits	Nc	EXPLOIT
,	Fw	,
À	Nc	À
nos	Ds	NOTRE
Juifs	Nc	JUIF
assemblés	Ge	ASSEMBLER
,	Fw	,
il	Pp	IL
doit	Vvc	DEVOIR
dicter	Vvn	DICTER
ses	Ds	SON
lois	Nc	LOI
.	Fs	.
Voudrait-il	Vvc	Voudrait-il
abolir	Vvn	ABOLIR
nos	Ds	NOTRE
usages	Nc	USAGE|USAGES
,	Fw	,
nos	Ds	NOTRE
fêtes	Nc	FÊTE
?	Fs	?
Et	Cc	ET
,	Fw	,
de	S	DE
ses	Ds	SON
Dieux	Nc	DIEU|DIEUX
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
croit	Vvc	CROIRE|CROÎTRE
auteurs	Nc	AUTEUR
de	S	DE
ses	Ds	SON
Conquêtes	Nc	Conquêtes
,	Fw	,
Vengeant	Ga	VENGER
avec	S	AVEC
éclat	Nc	ÉCLAT
l'	Da	LE
injurieux	Ag	INJURIEUX
mépris	Nc	MÉPRIS
,	Fw	,
Prétend-il	Vvc	Prétend-il
asservir	Vvn	ASSERVIR
jusques	Nc	jusques
à	S	À
nos	Ds	NOTRE
esprits	Nc	ESPRIT|ESPRITS
?	Fs	?
Mais	Cc	MAIS
lorsque	Cs	LORSQUE
Antiochus	Vvc	Antiochus
triomphe	Nc	TRIOMPHE
de	S	DE
Solime	Nc	Solime
,	Fw	,
Que	Vvc	Que
libre	Ag	LIBRE
seul	Ag	SEUL
,	Fw	,
ici	Rg	ICI
,	Fw	,
du	S+Da	DE+LE
joug	Nc	JOUG
qui	Pr	QUI
nous	Pp	NOUS
opprime	Vvc	OPPRIMER
,	Fw	,
Ménélaüs	Ag	Ménélaüs
jouit	Vvc	JOUIR
de	S	DE
la	Da	LE
faveur	Nc	FAVEUR
du	S+Da	DE+LE
Roi	Nc	ROI
,	Fw	,
D'	Nc	D'
où	Pr	OÙ
naît	Vvc	NAÎTRE
ce	Dd	CE
trouble	Nc	TROUBLE
,	Fw	,
en	S	EN
lui	Pp	IL
,	Fw	,
qui	Pr	QUI
me	Pp	JE
glace	Vvc	GLACER
d'	S	DE
effroi	Nc	EFFROI
?	Fs	?
Ah	I	AH
!	Fs	!
Si	Rg	SI
,	Fw	,
du	S+Da	DE+LE
coeur	Nc	CUR
des	S+Da	DE+LE|DE+LES
Rois	Vvc	Rois
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
quelque	Di	QUELQUE
science	Nc	SCIENCE
,	Fw	,
Peut	Vvc	POUVOIR
-on	Nc	-on
prendre	Vvn	PRENDRE
,	Fw	,
dis	Vvc	DIRE
-moi	Vvc	-moi
,	Fw	,
la	Da	LE
moindre	Ag	MOINDRE
confiance	Nc	CONFIANCE
.	Fs	.
Dans	S	DANS
ces	Dd	CE
mêmes	Ag	MÊME
Héros	Nc	Héros
que	Pr	QUE
nous	Pp	NOUS
avons	Vuc	AVOIR
servis	Ge	SERVIR
,	Fw	,
Contre	Vvc	CONTRER
les	Da	LE
droits	Nc	DROIT|DROITS
du	S+Da	DE+LE
Sang	Nc	SANG
,	Fw	,
et	Cc	ET
l'	Da	LE
honneur	Nc	HONNEUR
du	S+Da	DE+LE
Pays	Nc	PAYS
?	Fs	?
Mais	Cc	MAIS
,	Fw	,
Alcime	Vvc	Alcime
,	Fw	,
s'	Pp	SE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
te	Pp	TU
parler	Vvn	PARLER
sans	S	SANS
contrainte	Nc	CONTRAINTE
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
encor	Nc	encor
,	Fw	,
pour	S	POUR
moi	Pp	JE
,	Fw	,
d'	S	DE
autres	Ag	AUTRE
sujets	Nc	SUJET
de	S	DE
crainte	Nc	CRAINTE
.	Fs	.
Tu	Pp	TU
sais	Vvc	SAVOIR
que	Cs	QUE
la	Da	LE
tiare	Nc	TIARE
allait	Vvc	ALLER
ceindre	Vvn	CEINDRE
mon	Ds	MON
front	Nc	FRONT
;	Fw	;
Mais	Vvc	Mais
que	Rg	QUE
bientôt	Rg	BIENTÔT
couvert	Ge	COUVRIR
d'	S	DE
un	Dn	UN
éternel	Ag	ÉTERNEL
affront	Nc	AFFRONT
,	Fw	,
De	Vvc	De
mes	Ds	MON
efforts	Nc	EFFORT
,	Fw	,
des	S+Da	DE+LE|DE+LES
tiens	Ps	TIEN
,	Fw	,
perdant	Ga	PERDRE
tout	Di	TOUT
le	Da	LE
salaire	Nc	SALAIRE
,	Fw	,
Je	Vvc	Je
me	Pp	JE
vis	Vvc	VIVRE|VOIR
,	Fw	,
pour	S	POUR
jamais	Rg	JAMAIS
,	Fw	,
banni	Ge	BANNIR
du	S+Da	DE+LE
Sanctuaire	Nc	SANCTUAIRE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
alors	Rg	ALORS
que	Rg	QUE
,	Fw	,
déchu	Ge	DÉCHOIR
de	S	DE
mes	Ds	MON
prétentions	Nc	PRÉTENTION
,	Fw	,
J'	Vvc	J'
allumai	Vvc	ALLUMER
seul	Ag	SEUL
le	Da	LE
feu	Nc	FEU
de	S	DE
nos	Ds	NOTRE
dissensions	Nc	DISSENSION
;	Fw	;
Et	Vvc	Et
qu'	Cs	QUE
écoutant	Ga	ÉCOUTER
trop	Rg	TROP
tôt	Rg	TÔT
la	Da	LE
chaleur	Nc	CHALEUR
qui	Pr	QUI
m'	Pp	JE
emporte	Vvc	EMPORTER
,	Fw	,
À	Nc	À
nos	Ds	NOTRE
plus	Rg	PLUS
grands	Ag	GRAND
revers	Nc	REVERS
,	Fw	,
moi	Pp	JE
seul	Ag	SEUL
,	Fw	,
j'	Pp	JE
ouvris	Vvc	OUVRIR
la	Da	LE
porte	Nc	PORTE|PORTÉ
.	Fs	.
Antiochus	Vvc	Antiochus
,	Fw	,
par	S	PAR
moi	Pp	JE
,	Fw	,
de	S	DE
nos	Ds	NOTRE
projets	Nc	PROJET
,	Fw	,
instruits	Ge	INSTRUIRE
,	Fw	,
Par	Nc	PAR
mes	Ds	MON
