Oui	Rg	OUI
,	Fw	,
Sunnon	Nc	Sunnon
,	Fw	,
je	Pp	JE
le	Pp	IL
veux	Vvc	VOULOIR
?	Fs	?
je	Pp	JE
l'	Pp	IL
attends	Vvc	ATTENDRE
de	S	DE
ton	Ds	TON
zèle	Nc	ZÈLE
,	Fw	,
Parle	Vvc	PARLER
,	Fw	,
trace	Nc	TRACE|TRACÉ
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
la	Da	LE
peinture	Nc	PEINTURE
fidèle	Ag	FIDÈLE
Des	Vvc	Des
sentiments	Nc	SENTIMENT
divers	Ag	DIVERS
du	S+Da	DE+LE
peuple	Nc	PEUPLE
et	Cc	ET
des	S+Da	DE+LE|DE+LES
soldats	Nc	SOLDAT
.	Fs	.
Seigneur	Nc	SEIGNEUR
...	Fs	...
Parle	Vvc	PARLER
te	Pp	TU
dis	Vvc	DIRE
-je	Nc	-je
,	Fw	,
et	Cc	ET
ne	Rp	NE
me	Pp	JE
flatte	Vvc	FLATTER
pas	Rg	PAS
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
que	Cs	QUE
le	Da	LE
traité	Nc	TRAITÉ
que	Pr	QUE
je	Pp	JE
viens	Vvc	VENIR
de	S	DE
conclure	Vvn	CONCLURE
De	Vvc	De
la	Da	LE
plupart	Nc	PLUPART
des	S+Da	DE+LE|DE+LES
miens	Ps	MIEN
excite	Vvc	EXCITER
le	Da	LE
murmure	Nc	MURMURE
,	Fw	,
Que	Vvc	Que
ne	Rp	NE
pénétrant	Ga	PÉNÉTRER
point	Rg	POINT
dans	S	DANS
mes	Ds	MON
justes	Ag	JUSTE
desseins	Nc	DESSEIN
,	Fw	,
On	Vvc	On
me	Pp	JE
voit	Vvc	VOIR
à	S	À
regret	Nc	REGRET
dans	S	DANS
le	Da	LE
camp	Nc	CAMP
des	S+Da	DE+LE|DE+LES
Romains	Nc	ROMAIN
.	Fs	.
Je	Pp	JE
le	Pp	IL
sais	Vvc	SAVOIR
,	Fw	,
dis	Vvc	DIRE
le	Da	LE
reste	Nc	RESTE
,	Fw	,
il	Pp	IL
ne	Rp	NE
me	Pp	JE
