Approuvez	Vvc	APPROUVER
Reconnaît	Vvc	Reconnaît
un	Dn	UN
beau-frère	Nc	BEAU-FRÈRE
,	Fw	,
un	Dn	UN
cousin	Nc	COUSIN
,	Fw	,
un	Dn	UN
ami	Nc	AMI
,	Fw	,
Ils	Vvc	Ils
s'	Pp	SE
étonnent	Vvc	ÉTONNER
comment	Rt	COMMENT
leurs	Ds	LEUR
mains	Nc	MAIN
de	S	DE
sang	Nc	SANG
avides	Ag	AVIDE
Volaient	Vvc	VOLER
sans	S	SANS
y	Pp	Y
penser	Vvn	PENSER
à	S	À
tant	Rg	TANT
de	S	DE
parricides	Nc	PARRICIDE
,	Fw	,
Et	Vvc	Et
font	Vvc	FAIRE
paraître	Vvn	PARAÎTRE
un	Dn	UN
front	Nc	FRONT
couvert	Ge	COUVRIR
tout	Rg	TOUT
à	S	À
la	Da	LE
fois	Nc	FOI|FOIS
D'	Ag	D'
horreur	Nc	HORREUR
pour	S	POUR
la	Da	LE
bataille	Nc	BATAILLE
,	Fw	,
et	Cc	ET
d'	S	DE
ardeur	Nc	ARDEUR
pour	S	POUR
ce	Dd	CE
choix	Nc	CHOIX
.	Fs	.
Enfin	Rg	ENFIN
l'	Da	LE
offre	Nc	OFFRE
s'	Pp	SE
accepte	Vvc	ACCEPTER
,	Fw	,
et	Cc	ET
la	Da	LE
paix	Nc	PAIX
désirée	Ge	DÉSIRER
Sous	Vvc	Sous
ces	Dd	CE
conditions	Nc	CONDITION
est	Vuc	ÊTRE
aussitôt	Rg	AUSSITÔT
jurée	Ge	JURER
:	Fw	:
Trois	Nc	TROIS
combattront	Vvc	COMBATTRE
pour	S	POUR
tous	Pi	TOUT
;	Fw	;
mais	Cc	MAIS
pour	S	POUR
les	Da	LE
mieux	Rg	MIEUX
choisir	Vvn	CHOISIR
Nos	Ag	Nos
chefs	Nc	CHEF
ont	Vuc	AVOIR
voulu	Ge	VOULOIR
prendre	Vvn	PRENDRE
un	Dn	UN
peu	Rg	PEU
plus	Rg	PLUS
de	S	DE
loisir	Nc	LOISIR
,	Fw	,
Le	Ga	Le
vôtre	As#Ps	VÔTRE
est	Vuc	ÊTRE
au	S+Da	À+LE
Sénat	Nc	Sénat
,	Fw	,
le	Da	LE
nôtre	As#Ps	NÔTRE
dans	S	DANS
sa	Ds	SON
tente	Nc	TENTE
.	Fs	.
Ô	Vvc	Ô
dieux	Nc	DIEU|DIEUX
,	Fw	,
que	Cs	QUE
ce	Dd	CE
discours	Nc	DISCOURS
rend	Vvc	RENDRE
mon	Ds	MON
âme	Nc	ÂME
contente	Ag	CONTENT
!	Fs	!
Dans	S	DANS
deux	Nc	DEUX
heures	Nc	HEURE|HURE
au	S+Da	À+LE
plus	Rg	PLUS
,	Fw	,
par	S	PAR
un	Dn	UN
commun	Ag	COMMUN
accord	Nc	ACCORD
Le	Vvc	Le
sort	Nc	SORT
de	S	DE
nos	Ds	NOTRE
guerriers	Nc	GUERRIER
réglera	Vvc	RÉGLER
notre	Ds	NOTRE
sort	Nc	SORT
,	Fw	,
Cependant	Ga	Cependant
tout	Pi	TOUT
est	Vuc	ÊTRE
libre	Ag	LIBRE
attendant	Ga	ATTENDRE
qu'	Cs	QUE
on	Pp	ON
les	Pp	ILS
nomme	Vvc	NOMMER
,	Fw	,
Rome	Vvc	Rome
est	Vuc	ÊTRE
dans	S	DANS
notre	Ds	NOTRE
camp	Nc	CAMP
,	Fw	,
et	Cc	ET
notre	Ds	NOTRE
camp	Nc	CAMP
dans	S	DANS
Rome	Nc	Rome
,	Fw	,
D'	Ag	D'
un	Pi	UN
et	Cc	ET
d'	S	DE
autre	Ag	AUTRE
côté	Nc	CÔTÉ
l'	Da	LE
accès	Nc	ACCÈS
étant	Ga	ÊTRE
permis	Ge	PERMETTRE
Chacun	Ag	Chacun
va	Vvc	ALLER
renouer	Vvn	RENOUER|RÉNOVER
avec	S	AVEC
ses	Ds	SON
vieux	Ag	VIEUX
amis	Nc	AMI
.	Fs	.
Pour	S	POUR
moi	Pp	JE
,	Fw	,
ma	Ds	MON
passion	Nc	PASSION
m'	Pp	JE
a	Vuc	AVOIR
fait	Ge	FAIRE
suivre	Vvn	SUIVRE
vos	Ds	VOTRE
frères	Nc	FRÈRE
,	Fw	,
Et	Vvc	Et
mes	Ds	MON
désirs	Nc	DÉSIR
ont	Vuc	AVOIR
eu	Ge	AVOIR
des	S+Da	DE+LE|DE+LES
succès	Nc	SUCCÈS
si	Rg	SI
prospères	Ag	PROSPÈRE
,	Fw	,
Que	Vvc	Que
l'	Da	LE
auteur	Nc	AUTEUR
de	S	DE
vos	Ds	VOTRE
jours	Nc	JOUR|JOURS
m'	Pp	JE
a	Vuc	AVOIR
promis	Ge	PROMETTRE
à	S	À
demain	Rg	DEMAIN
Le	Ag	Le
bonheur	Nc	BONHEUR
sans	S	SANS
pareil	Nc	PAREIL
de	S	DE
vous	Pp	VOUS
donner	Vvn	DONNER
la	Da	LE
main	Nc	MAIN
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
deviendrez	Vvc	DEVENIR
pas	Rg	PAS
rebelle	Nc	REBELLE
à	S	À
sa	Ds	SON
puissance	Nc	PUISSANCE
?	Fs	?
Le	Da	LE
devoir	Nc	DEVOIR
d'	S	DE
une	Dn	UN
fille	Nc	FILLE
est	Vuc	ÊTRE
en	S	EN
l'	Da	LE
obéissance	Nc	OBÉISSANCE
.	Fs	.
Venez	Vvc	VENIR
donc	Rg	DONC
recevoir	Vvn	RECEVOIR
ce	Dd	CE
doux	Ag	DOUX
commandement	Nc	COMMANDEMENT
Qui	Ag	Qui
doit	Vvc	DEVOIR
mettre	Vvn	METTRE
le	Da	LE
comble	Nc	COMBLE
à	S	À
mon	Ds	MON
contentement	Nc	CONTENTEMENT
.	Fs	.
Je	Pp	JE
vais	Vvc	ALLER
suivre	Vvn	SUIVRE
vos	Ds	VOTRE
pas	Nc	PAS
,	Fw	,
mais	Cc	MAIS
pour	S	POUR
revoir	Vvn	REVOIR
mes	Ds	MON
frères	Nc	FRÈRE
,	Fw	,
Et	Vvc	Et
savoir	Vvn	SAVOIR
d'	S	DE
eux	Pp	EUX
encore	Rg	ENCORE
la	Da	LE
fin	Nc	FIN
de	S	DE
nos	Ds	NOTRE
misères	Nc	MISÈRE
.	Fs	.
Allez	I	ALLEZ
,	Fw	,
et	Cc	ET
cependant	Rg	CEPENDANT
au	S+Da	À+LE
pied	Nc	PIED
de	S	DE
nos	Ds	NOTRE
autels	Nc	AUTEL
J'	Ag	J'
irai	Vvc	ALLER
rendre	Vvn	RENDRE
pour	S	POUR
vous	Pp	VOUS
grâces	Nc	GRÂCE
aux	S+Da	À+LES
immortels	Nc	IMMORTEL
.	Fs	.
Ainsi	Rg	AINSI
Rome	Vvc	Rome
n'	Rp	NE
a	Vuc	AVOIR
point	Rg	POINT
séparé	Ge	SÉPARER
son	Ds	SON
estime	Nc	ESTIME
;	Fw	;
Elle	Vvc	Elle
eût	Vuc	AVOIR
cru	Ge	CROIRE|CROÎTRE
faire	Vvn	FAIRE
ailleurs	Rg	AILLEURS
un	Dn	UN
choix	Nc	CHOIX
illégitime	Ag	ILLÉGITIME
,	Fw	,
Cette	Vvc	Cette
superbe	Ag	SUPERBE
ville	Nc	VILLE
en	S	EN
vos	Ds	VOTRE
frères	Nc	FRÈRE
et	Cc	ET
vous	Pp	VOUS
Trouve	Vvc	TROUVER
les	Da	LE
trois	Nc	TROIS
guerriers	Nc	GUERRIER
qu'	Pr	QUE
elle	Pp	IL
préfère	Vvc	PRÉFÉRER
à	S	À
tous	Pi	TOUT
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
nous	Pp	NOUS
opposant	Ga	OPPOSER
d'	S	DE
autres	Ag	AUTRE
bras	Nc	BRAS
que	Cs	QUE
les	Da	LE
vôtres	As#Ps	VÔTRE
,	Fw	,
D'	Nc	D'
une	Dn	UN
seule	Ag	SEUL
maison	Nc	MAISON
brave	Vvc	BRAVER
toutes	Di	TOUT
les	Da	LE
nôtres	As#Ps	NÔTRE
:	Fw	:
Nous	Pp	NOUS
croirons	Vvc	CROIRE
,	Fw	,
à	S	À
la	Pp	IL
voir	Vvn	VOIR
toute	Di	TOUT
entière	Ag	ENTIER
en	S	EN
vos	Ds	VOTRE
mains	Nc	MAIN
,	Fw	,
Que	Vvc	Que
hors	S	HORS
les	Da	LE
fils	Nc	FIL|FILS
d'	S	DE
Horace	Ag	Horace
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
de	S	DE
Romains	Nc	ROMAIN
:	Fw	:
Ce	Dd	CE
choix	Nc	CHOIX
pouvait	Vvc	POUVOIR
combler	Vvn	COMBLER
trois	Vvc	TRAIRE
familles	Nc	FAMILLE
de	S	DE
gloire	Nc	GLOIRE
,	Fw	,
Consacrer	Nc	CONSACRER
hautement	Rg	HAUTEMENT
leurs	Ds	LEUR
noms	Nc	NOM
à	S	À
la	Da	LE
mémoire	Nc	MÉMOIRE
,	Fw	,
Oui	Vvc	Oui
,	Fw	,
l'	Da	LE
honneur	Nc	HONNEUR
que	Pr	QUE
reçoit	Vvc	RECEVOIR
la	Da	LE
vôtre	As#Ps	VÔTRE
par	S	PAR
ce	Dd	CE
choix	Nc	CHOIX
En	Ag	En
pouvait	Vvc	POUVOIR
à	S	À
bon	Ag	BON
titre	Nc	TITRE
immortaliser	Vvn	IMMORTALISER
trois	Nc	TROIS
,	Fw	,
Et	Vvc	Et
puisque	Cs	PUISQUE
c'	Pd	CE
est	Vuc	ÊTRE
chez	S	CHEZ
vous	Pp	VOUS
que	Cs	QUE
mon	Ds	MON
heur	Nc	HEUR
et	Cc	ET
ma	Ds	MON
flamme	Nc	FLAMME
M'	Ag	M'
ont	Vuc	AVOIR
fait	Ge	FAIRE
placer	Vvn	PLACER
ma	Ds	MON
soeur	Nc	SUR
et	Cc	ET
choisir	Vvn	CHOISIR
une	Dn	UN
femme	Nc	FEMME
,	Fw	,
Ce	Vvc	Ce
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
dois	Vvc	DEVOIR
être	Vun	ÊTRE
et	Cc	ET
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
suis	Vuc	ÊTRE
Me	Ge	Me
font	Vvc	FAIRE
y	Pp	Y
prendre	Vvn	PRENDRE
part	Nc	PART
autant	Rg	AUTANT
que	Cs	QUE
je	Pp	JE
le	Pp	IL
puis	Vvc	POUVOIR
;	Fw	;
Mais	Vvc	Mais
un	Dn	UN
autre	Ag	AUTRE
intérêt	Nc	INTÉRÊT
tient	Vvc	TENIR
ma	Ds	MON
joie	Nc	JOIE
en	S	EN
contrainte	Nc	CONTRAINTE
,	Fw	,
Et	Vvc	Et
parmi	S	PARMI
ses	Ds	SON
douceurs	Nc	DOUCEUR
mêle	Vvc	MÊLER
beaucoup	Rg	BEAUCOUP
de	S	DE
crainte	Nc	CRAINTE
;	Fw	;
La	Vvc	La
guerre	Nc	GUERRE
en	S	EN
tel	Di	TEL
éclat	Nc	ÉCLAT
a	Vuc	AVOIR
mis	Ge	METTRE
votre	Ds	VOTRE
valeur	Nc	VALEUR
,	Fw	,
Que	Vvc	Que
je	Pp	JE
tremble	Vvc	TREMBLER
pour	S	POUR
Albe	Vvc	Albe
et	Cc	ET
prévois	Vvc	PRÉVOIR
son	Ds	SON
malheur	Nc	MALHEUR
,	Fw	,
Puisque	Nc	Puisque
vous	Pp	VOUS
combattez	Vvc	COMBATTRE
,	Fw	,
sa	Ds	SON
perte	Nc	PERTE
est	Vuc	ÊTRE
assurée	Ge	ASSURER
,	Fw	,
En	Vvc	En
vous	Pp	VOUS
faisant	Ga	FAIRE
nommer	Vvn	NOMMER
le	Da	LE
destin	Nc	DESTIN
l'	Pp	IL
a	Vuc	AVOIR
jurée	Ge	JURER
.	Fs	.
Je	Pp	JE
vois	Vvc	ALLER|VOIR
trop	Rg	TROP
dans	S	DANS
ce	Dd	CE
choix	Nc	CHOIX
ses	Ds	SON
funestes	Ag	FUNESTE
projets	Nc	PROJET
Et	Vvc	Et
me	Pp	JE
compte	Vvc	COMPTER
déjà	Rg	DÉJÀ
pour	S	POUR
un	Dn	UN
de	S	DE
vos	Ds	VOTRE
sujets	Nc	SUJET
.	Fs	.
Loin	Rg	LOIN
de	S	DE
trembler	Vvn	TREMBLER
pour	S	POUR
Albe	Nc	Albe
,	Fw	,
il	Pp	IL
vous	Pp	VOUS
faut	Vvc	FAILLIR|FALLOIR
plaindre	Vvn	PLAINDRE
Rome	Vvc	Rome
Vu	Vvc	Vu
ceux	Pd	CELUI
qu'	Pr	QUE
elle	Pp	IL
rejette	Vvc	REJETER
et	Cc	ET
les	Da	LE
trois	Nc	TROIS
qu'	Pr	QUE
elle	Pp	IL
nomme	Vvc	NOMMER
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
un	Dn	UN
aveuglement	Nc	AVEUGLEMENT
pour	S	POUR
elle	Pp	IL
bien	Rg	BIEN
fatal	Ag	FATAL
D'	Nc	D'
avoir	Vun	AVOIR
tant	Rg	TANT
à	S	À
choisir	Vvn	CHOISIR
,	Fw	,
et	Cc	ET
de	S	DE
choisir	Vvn	CHOISIR
si	Rg	SI
mal	Rg	MAL
.	Fs	.
Mille	Nc	MILLE
de	S	DE
ses	Ds	SON
enfants	Nc	ENFANT
beaucoup	Rg	BEAUCOUP
plus	Rg	PLUS
dignes	Ag	DIGNE
d'	S	DE
elle	Pp	IL
Pouvaient	Vvc	POUVOIR
bien	Rg	BIEN
mieux	Rg	MIEUX
que	Cs	QUE
nous	Pp	NOUS
soutenir	Vvn	SOUTENIR
sa	Ds	SON
querelle	Nc	QUERELLE
;	Fw	;
Mais	Vvc	Mais
quoique	Cs	QUOIQUE
ce	Dd	CE
combat	Nc	COMBAT
me	Pp	JE
promette	Vvc	PROMETTRE
un	Dn	UN
cercueil	Nc	CERCUEIL
,	Fw	,
La	Vvc	La
gloire	Nc	GLOIRE
de	S	DE
ce	Dd	CE
choix	Nc	CHOIX
m'	Pp	JE
enfle	Vvc	ENFLER
d'	S	DE
un	Dn	UN
juste	Ag	JUSTE
orgueil	Nc	ORGUEIL
;	Fw	;
Mon	Nc	Mon
esprit	Nc	ESPRIT
en	Pp	EN
conçoit	Vvc	CONCEVOIR
une	Dn	UN
mâle	Ag	MÂLE
assurance	Nc	ASSURANCE
,	Fw	,
J'	Vvc	J'
ose	Vvc	OSER
espérer	Vvn	ESPÉRER
beaucoup	Rg	BEAUCOUP
de	S	DE
mon	Ds	MON
peu	Rg	PEU
de	S	DE
vaillance	Nc	VAILLANCE
,	Fw	,
Et	Vvc	Et
du	S+Da	DE+LE
sort	Nc	SORT
envieux	Nc	ENVIEUX
quels	Dt	QUEL
que	Pr	QUE
soient	Vuc	ÊTRE
les	Da	LE
projets	Nc	PROJET
Je	Vvc	Je
ne	Rp	NE
me	Pp	JE
compte	Vvc	COMPTER
point	Rg	POINT
pour	S	POUR
un	Dn	UN
de	S	DE
vos	Ds	VOTRE
sujets	Nc	SUJET
.	Fs	.
Rome	Vvc	Rome
a	Vuc	AVOIR
trop	Rg	TROP
cru	Ge	CROIRE|CROÎTRE
de	S	DE
moi	Pp	JE
,	Fw	,
mais	Cc	MAIS
mon	Ds	MON
âme	Nc	ÂME
ravie	Ge	RAVIR
Remplira	Vvc	REMPLIR
son	Ds	SON
attente	Nc	ATTENTE
ou	Pr	OÙ
quittera	Vvc	QUITTER
la	Da	LE
vie	Nc	VIE
.	Fs	.
Qui	Pt	QUI
veut	Vvc	VOULOIR
mourir	Vvn	MOURIR
,	Fw	,
ou	Cc	OU
vaincre	Vvn	VAINCRE
,	Fw	,
est	Vuc	ÊTRE
vaincu	Ge	VAINCRE
rarement	Rg	RAREMENT
,	Fw	,
Ce	Vvc	Ce
noble	Ag	NOBLE
désespoir	Nc	DÉSESPOIR
périt	Vvc	PÉRIR
malaisément	Rg	MALAISÉMENT
.	Fs	.
Rome	Vvc	Rome
,	Fw	,
quoi	Pr	QUE|QUOI
qu'	Pr	QUE
il	Pp	IL
en	Pp	EN
soit	Vuc	ÊTRE
,	Fw	,
ne	Rp	NE
sera	Vuc	ÊTRE
point	Rg	POINT
sujette	Nc	sujette
Que	Vvc	Que
mes	Ds	MON
derniers	Ag	DERNIER
soupirs	Nc	SOUPIR
n'	Rp	NE
assurent	Vvc	ASSURER
ma	Ds	MON
défaite	Nc	DÉFAITE
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
bien	Rg	BIEN
ici	Rg	ICI
que	Cs	QUE
je	Pp	JE
dois	Vvc	DEVOIR
être	Vun	ÊTRE
plaint	Vvc	PLAINDRE
!	Fs	!
Ce	Pd	CE
que	Pr	QUE
veut	Vvc	VOULOIR
mon	Ds	MON
pays	Nc	PAYS
,	Fw	,
mon	Ds	MON
amitié	Nc	AMITIÉ
le	Pp	IL
craint	Vvc	CRAINDRE
.	Fs	.
Dures	Ag	DUR
extrémités	Nc	EXTRÉMITÉ
,	Fw	,
de	S	DE
voir	Vvn	VOIR
Albe	Vvc	Albe
asservie	Ge	ASSERVIR
,	Fw	,
Ou	Vvc	Ou
sa	Ds	SON
victoire	Nc	VICTOIRE
au	S+Da	À+LE
prix	Nc	PRIX
d'	S	DE
une	Dn	UN
si	Rg	SI
chère	Ag	CHER
vie	Nc	VIE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
l'	Da	LE
unique	Ag	UNIQUE
bien	Nc	BIEN
où	Pr	OÙ
tendent	Vvc	TENDRE
ses	Ds	SON
désirs	Nc	DÉSIR
S'	Ag	S'
achète	Vvc	ACHETER
seulement	Rg	SEULEMENT
par	S	PAR
vos	Ds	VOTRE
derniers	Ag	DERNIER
soupirs	Nc	SOUPIR
!	Fs	!
Quels	Dt	QUEL
voeux	Nc	VU
puis	Vvc	POUVOIR
-je	Vvc	-je
former	Vvn	FORMER
,	Fw	,
et	Cc	ET
quel	Dt	QUEL
bonheur	Nc	BONHEUR
attendre	Vvn	ATTENDRE
?	Fs	?
De	S	DE
tous	Di	TOUT
les	Da	LE
deux	Nc	DEUX
côtés	Nc	CÔTÉ
j'	Pp	JE
ai	Vuc	AVOIR
des	Dn	UN
pleurs	Nc	PLEUR
à	S	À
répandre	Vvn	RÉPANDRE
;	Fw	;
De	Vvc	De
tous	Di	TOUT
les	Da	LE
deux	Nc	DEUX
côtés	Nc	CÔTÉ
mes	Ds	MON
désirs	Nc	DÉSIR
sont	Vuc	ÊTRE
trahis	Ge	TRAHIR
.	Fs	.
Quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
me	Pp	JE
pleureriez	Vvc	PLEURER
mourant	Ga	MOURIR
pour	S	POUR
mon	Ds	MON
pays	Nc	PAYS
!	Fs	!
Pour	S	POUR
un	Dn	UN
coeur	Nc	CUR
généreux	Ag	GÉNÉREUX
ce	Dd	CE
trépas	Nc	TRÉPAS
a	Vuc	AVOIR
des	Dn	UN
charmes	Nc	CHARME
,	Fw	,
La	Vvc	La
gloire	Nc	GLOIRE
qui	Pr	QUI
le	Pp	IL
suit	Vvc	SUIVRE
ne	Rp	NE
souffre	Vvc	SOUFFRIR
point	Rg	POINT
de	S	DE
larmes	Nc	LARME
,	Fw	,
Et	Vvc	Et
je	Pp	JE
le	Pp	IL
recevrais	Vvc	RECEVOIR
en	S	EN
bénissant	Ga	BÉNIR
mon	Ds	MON
sort	Nc	SORT
Si	Ag	Si
Rome	Vvc	Rome
et	Cc	ET
tout	Di	TOUT
l'	Da	LE
État	Nc	État
perdaient	Vvc	PERDRE
moins	Rg	MOINS
en	S	EN
ma	Ds	MON
mort	Nc	MORT
.	Fs	.
À	Vvc	À
vos	Ds	VOTRE
amis	Nc	AMI
pourtant	Rg	POURTANT
permettez	Vvc	PERMETTRE
de	S	DE
le	Pp	IL
craindre	Vvn	CRAINDRE
,	Fw	,
Dans	Vvc	Dans
un	Dn	UN
si	Rg	SI
beau	Ag	BEAU
trépas	Nc	TRÉPAS
ils	Pp	ILS
sont	Vuc	ÊTRE
les	Da	LE
seuls	Ag	SEUL
à	S	À
plaindre	Vvn	PLAINDRE
,	Fw	,
La	Vvc	La
gloire	Nc	GLOIRE
en	Pp	EN
est	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
la	Da	LE
perte	Nc	PERTE
pour	S	POUR
eux	Pp	EUX
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
fait	Vvc	FAIRE
immortel	Ag	IMMORTEL
et	Cc	ET
les	Pp	ILS
rend	Vvc	RENDRE
malheureux	Ag	MALHEUREUX
,	Fw	,
On	Vvc	On
perd	Vvc	PERDRE
tout	Rg	TOUT
quand	Cs	QUAND
on	Pp	ON
perd	Vvc	PERDRE
un	Dn	UN
ami	Nc	AMI
si	Rg	SI
fidèle	Ag	FIDÈLE
;	Fw	;
Mais	Vvc	Mais
Flavian	Nc	Flavian
m'	Pp	JE
apporte	Vvc	APPORTER
ici	Rg	ICI
quelque	Di	QUELQUE
nouvelle	Ag	NOUVEAU
,	Fw	,
Albe	Vvc	Albe
de	S	DE
trois	Nc	TROIS
guerriers	Nc	GUERRIER
a-t-elle	V	AVOIR
fait	Vvc	FAIRE
le	Da	LE
choix	Nc	CHOIX
?	Fs	?
Je	Pp	JE
viens	Vvc	VENIR
pour	S	POUR
vous	Pp	VOUS
l'	Pp	IL
apprendre	Vvn	APPRENDRE
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
,	Fw	,
qui	Pr	QUI
sont	Vuc	ÊTRE
les	Da	LE
trois	Nc	TROIS
?	Fs	?
Vos	Ds	VOTRE
deux	Nc	DEUX
frères	Ag	FRÈRE
et	Cc	ET
vous	Pp	VOUS
.	Fs	.
Qui	Pt	QUI
?	Fs	?
Vous	Pp	VOUS
et	Cc	ET
vos	Ds	VOTRE
deux	Nc	DEUX
frères	Ag	FRÈRE
.	Fs	.
Mais	Cc	MAIS
pourquoi	Rt	POURQUOI
ce	Dd	CE
front	Nc	FRONT
triste	Ag	TRISTE
et	Cc	ET
ces	Dd	CE
regards	Nc	REGARD
sévères	Ag	SÉVÈRE
,	Fw	,
Ce	Vvc	Ce
choix	Nc	CHOIX
vous	Pp	VOUS
déplaît-il	Vvc	déplaît-il
?	Fs	?
Non	Rg	NON
,	Fw	,
mais	Cc	MAIS
il	Pp	IL
me	Pp	JE
surprend	Vvc	SURPRENDRE
,	Fw	,
Je	Vvc	Je
m'	Pp	JE
estimais	Vvc	ESTIMER
trop	Rg	TROP
peu	Rg	PEU
pour	S	POUR
un	Dn	UN
honneur	Nc	HONNEUR
si	Rg	SI
grand	Ag	GRAND
.	Fs	.
Dirai	Vvc	DIRE
-je	Nc	-je
au	S+Da	À+LE
Dictateur	Nc	DICTATEUR
,	Fw	,
dont	Pr	DONT
l'	Da	LE
ordre	Nc	ORDRE
ici	Rg	ICI
m'	Pp	JE
envoie	Vvc	ENVOYER
Que	Vvc	Que
vous	Pp	VOUS
le	Pp	IL
recevez	Vvc	RECEVOIR
avec	S	AVEC
si	Rg	SI
peu	Rg	PEU
de	S	DE
joie	Nc	JOIE
?	Fs	?
Ce	Dd	CE
morne	Nc	MORNE
et	Cc	ET
froid	Ag	FROID
accueil	Nc	ACCUEIL
me	Pp	JE
surprend	Vvc	SURPRENDRE
à	S	À
mon	Ds	MON
tour	Nc	TOUR
.	Fs	.
Dis	Vvc	DIRE
-lui	Pd	-lui
que	Pr	QUE
l'	Da	LE
amitié	Nc	AMITIÉ
,	Fw	,
l'	Da	LE
alliance	Nc	ALLIANCE
et	Cc	ET
l'	Da	LE
amour	Nc	AMOUR
Ne	Ag	Ne
pourront	Vvc	POUVOIR
empêcher	Vvn	EMPÊCHER
que	Cs	QUE
les	Da	LE
trois	Nc	TROIS
Curiaces	Ag	Curiaces
Ne	Vvc	Ne
servent	Vvc	SERVIR
leur	Ds	LEUR
pays	Nc	PAYS
contre	S	CONTRE
les	Da	LE
trois	Nc	TROIS
Horaces	Vvc	Horaces
.	Fs	.
Contre	S	CONTRE
eux	Pp	EUX
!	Fs	!
Ah	I	AH
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
beaucoup	Rg	BEAUCOUP
me	Pp	JE
dire	Vvn	DIRE
en	S	EN
peu	Rg	PEU
de	S	DE
mots	Nc	MOT|MOTS
!	Fs	!
Porte	Vvc	PORTER
-lui	Nc	-lui
ma	Ds	MON
réponse	Nc	RÉPONSE
,	Fw	,
et	Cc	ET
nous	Pp	NOUS
laisse	Vvc	LAISSER
en	S	EN
repos	Nc	REPOS
.	Fs	.
Que	Cs	QUE
désormais	Rg	DÉSORMAIS
le	Da	LE
ciel	Nc	CIEL
,	Fw	,
les	Da	LE
enfers	Nc	ENFER
et	Cc	ET
la	Da	LE
terre	Nc	TERRE
Unissent	Vvc	UNIR
leurs	Ds	LEUR
fureurs	Nc	FUREUR
à	S	À
nous	Pp	NOUS
faire	Vvn	FAIRE
la	Da	LE
guerre	Nc	GUERRE
,	Fw	,
Que	Vvc	Que
les	Da	LE
hommes	Nc	HOMME
,	Fw	,
les	Da	LE
dieux	Nc	DIEU|DIEUX
,	Fw	,
les	Da	LE
démons	Nc	DÉMON
et	Cc	ET
le	Da	LE
sort	Nc	SORT
Préparent	Vvc	Préparent
contre	S	CONTRE
nous	Pp	NOUS
un	Dn	UN
général	Nc	GÉNÉRAL
effort	Nc	EFFORT
,	Fw	,
Je	Vvc	Je
mets	Vvc	METTRE
à	S	À
faire	Vvn	FAIRE
pis	Nc	PIS
en	S	EN
l'	Da	LE
état	Nc	ÉTAT
où	Pr	OÙ
nous	Pp	NOUS
sommes	Vuc	ÊTRE
,	Fw	,
Le	Vvc	Le
sort	Nc	SORT
,	Fw	,
et	Cc	ET
les	Da	LE
démons	Nc	DÉMON
,	Fw	,
et	Cc	ET
les	Da	LE
dieux	Nc	DIEU|DIEUX
,	Fw	,
et	Cc	ET
les	Da	LE
hommes	Nc	HOMME
.	Fs	.
Ce	Pd	CE
qu'	Pr	QUE
ils	Pp	ILS
ont	Vuc	AVOIR
de	S	DE
cruel	Ag	CRUEL
,	Fw	,
et	Cc	ET
d'	S	DE
horrible	Ag	HORRIBLE
et	Cc	ET
d'	S	DE
affreux	Nc	AFFREUX
,	Fw	,
L'	Vvc	L'
est	Vuc	ÊTRE
bien	Rg	BIEN
moins	Rg	MOINS
que	Cs	QUE
l'	Da	LE
honneur	Nc	HONNEUR
qu'	Pr	QUE
on	Pp	ON
nous	Pp	NOUS
fait	Vvc	FAIRE
à	S	À
tous	Di	TOUT
deux	Nc	DEUX
.	Fs	.
Le	Da	LE
sort	Nc	SORT
qui	Pr	QUI
de	S	DE
l'	Da	LE
honneur	Nc	HONNEUR
nous	Pp	NOUS
ouvre	Vvc	OUVRER|OUVRIR
la	Da	LE
barrière	Nc	BARRIÈRE
Offre	Vvc	OFFRIR
à	S	À
notre	Ds	NOTRE
constance	Nc	CONSTANCE
une	Dn	UN
illustre	Ag	ILLUSTRE
matière	Nc	MATIÈRE
,	Fw	,
Il	Vvc	Il
épuise	Vvc	ÉPUISER
sa	Ds	SON
force	Nc	FORCE|FORCÉ
à	S	À
former	Vvn	FORMER
un	Dn	UN
malheur	Nc	MALHEUR
Pour	Ag	Pour
mieux	Rg	MIEUX
se	Pp	IL
mesurer	Vvn	MESURER
avec	S	AVEC
notre	Ds	NOTRE
valeur	Nc	VALEUR
,	Fw	,
Comme	Vvc	Comme
il	Pp	IL
ne	Rp	NE
nous	Pp	NOUS
prend	Vvc	PRENDRE
pas	Rg	PAS
pour	S	POUR
des	Dn	UN
âmes	Nc	ÂME
peu	Rg	PEU
