Oui	Rg	OUI
,	Fw	,
de	S	DE
Venise	Vvc	Venise
enfin	Rg	ENFIN
la	Da	LE
gloire	Nc	GLOIRE
est	Vuc	ÊTRE
affermie	Ge	AFFERMIR
,	Fw	,
Gradonigue	Vvc	Gradonigue
;	Fw	;
longtemps	Rg	LONGTEMPS
cette	Dd	CE
altière	Ag	ALTIER
ennemie	Ag	ENNEMI
,	Fw	,
Gênes	Vvc	Gênes
,	Fw	,
de	S	DE
l'	Da	LE
Archipel	Nc	ARCHIPEL
nous	Pp	NOUS
disputant	Ga	DISPUTER
l'	Da	LE
accès	Nc	ACCÈS
,	Fw	,
Crut	Vvc	CROIRE|CROÎTRE
aux	S+Da	À+LES
bords	Nc	BORD
de	S	DE
l'	Pp	IL
Asie	Vvc	Asie
arrêter	Vvn	ARRÊTER
nos	Ds	NOTRE
succès	Nc	SUCCÈS
;	Fw	;
Mais	Vvc	Mais
sa	Ds	SON
flotte	Nc	FLOTTE|FLOTTÉ
,	Fw	,
par	S	PAR
nous	Pp	NOUS
surprise	Nc	SURPRISE
et	Cc	ET
renversée	Ge	RENVERSER
,	Fw	,
A	Vvc	A
vu	Ge	VOIR
de	S	DE
son	Ds	SON
espoir	Nc	ESPOIR
l'	Da	LE
insolence	Nc	INSOLENCE
abaissée	Ge	ABAISSER
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
ce	Dd	CE
jeune	Ag	JEUNE
Orzano	Nc	Orzano
,	Fw	,
ce	Dd	CE
fils	Nc	FIL|FILS
heureux	Ag	HEUREUX
du	S+Da	DE+LE
Sort	Nc	SORT
,	Fw	,
Ce	Vvc	Ce
superbe	Nc	SUPERBE
étranger	Ag	ÉTRANGER
qui	Pr	QUI
,	Fw	,
du	S+Da	DE+LE
sang	Nc	SANG
dont	Pr	DONT
il	Pp	IL
sort	Vvc	SORTIR
,	Fw	,
Couvrant	Ga	COUVRIR
l'	Da	LE
obscurité	Nc	OBSCURITÉ
par	S	PAR
sa	Ds	SON
rare	Ag	RARE
vaillance	Nc	VAILLANCE
,	Fw	,
Doit	Vvc	DEVOIR
tout	Rg	TOUT
à	S	À
la	Da	LE
victoire	Nc	VICTOIRE
,	Fw	,
et	Cc	ET
rien	Pi	RIEN
à	S	À
la	Da	LE
naissance	Nc	NAISSANCE
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
lui	Pp	IL
,	Fw	,
de	S	DE
qui	Pr	QUI
le	Da	LE
bras	Nc	BRAS
,	Fw	,
par	S	PAR
des	Dn	UN
exploits	Nc	EXPLOIT
nouveaux	Ag	NOUVEAU
,	Fw	,
Des	Vvc	Des
Génois	Vvc	Génois
abattus	Nc	ABATTU
a	Vuc	AVOIR
fait	Ge	FAIRE
fuir	Vvn	FUIR
les	Da	LE
vaisseaux	Nc	VAISSEAU
,	Fw	,
De	Vvc	De
l'	Da	LE
Archipel	Nc	ARCHIPEL
soumis	Ge	SOUMETTRE
nous	Pp	NOUS
a	Vuc	AVOIR
reconquis	Ge	RECONQUÉRIR
l'	Da	LE
onde	Nc	ONDE
;	Fw	;
Et	Vvc	Et
rouvert	Ge	ROUVRIR
cette	Dd	CE
source	Nc	SOURCE
,	Fw	,
où	Pr	OÙ
de	S	DE
l'	Da	LE
Inde	Nc	INDE
féconde	Ag	FÉCOND
Nous	Vvc	Nous
pourrons	Vvc	POUVOIR
,	Fw	,
sans	S	SANS
danger	Nc	DANGER
,	Fw	,
puiser	Vvn	PUISER
tous	Di	TOUT
les	Da	LE
trésors	Nc	TRÉSOR
Qui	Vvc	Qui
,	Fw	,
versés	Ge	VERSER
dans	S	DANS
l'	Da	LE
Europe	Nc	Europe
,	Fw	,
enrichissent	Vvc	ENRICHIR
nos	Ds	NOTRE
bords	Nc	BORD
.	Fs	.
Le	Pp	IL
Sénat	Vvc	Sénat
veut	Vvc	VOULOIR
soudain	Rg	SOUDAIN
que	Cs	QUE
cette	Dd	CE
ville	Nc	VILLE
apprête	Vvc	APPRÊTER
Sur	Nc	Sur
la	Da	LE
mer	Nc	MER
,	Fw	,
qui	Pr	QUI
l'	Pp	IL
arrose	Vvc	ARROSER
,	Fw	,
une	Dn	UN
pompeuse	Ag	POMPEUX
fête	Nc	FÊTE
,	Fw	,
En	Vvc	En
l'	Da	LE
honneur	Nc	HONNEUR
des	S+Da	DE+LE|DE+LES
travaux	Nc	TRAVAIL|TRAVAUX
pour	S	POUR
sa	Ds	SON
gloire	Nc	GLOIRE
entrepris	Ge	ENTREPRENDRE
;	Fw	;
Mais	Vvc	Mais
ce	Dd	CE
brillant	Ag	BRILLANT
tribut	Nc	TRIBUT
est	Vuc	ÊTRE
le	Da	LE
plus	Rg	PLUS
faible	Ag	FAIBLE
prix	Nc	PRIX
Que	Vvc	Que
sa	Ds	SON
main	Nc	MAIN
généreuse	Ag	GÉNÉREUX
à	S	À
ce	Dd	CE
vainqueur	Nc	VAINQUEUR
dispense	Nc	DISPENSE|DISPENSÉ
;	Fw	;
Il	Vvc	Il
lui	Pp	IL
laisse	Vvc	LAISSER
le	Da	LE
choix	Nc	CHOIX
d'	S	DE
une	Dn	UN
autre	Ag	AUTRE
récompense	Nc	RÉCOMPENSE
;	Fw	;
Et	Vvc	Et
,	Fw	,
quoi	Pr	QUE|QUOI
qu'	Rg	QUE
enfin	Rg	ENFIN
sa	Ds	SON
voix	Nc	VOIX
lui	Pp	IL
veuille	Vvc	VOULOIR
demander	Vvn	DEMANDER
,	Fw	,
D'	Ag	D'
avance	Nc	AVANCE
,	Fw	,
s'	Cs	SI
il	Pp	IL
le	Pp	IL
peut	Vvc	POUVOIR
,	Fw	,
il	Pp	IL
prétend	Vvc	PRÉTENDRE
l'	Pp	IL
accorder	Vvn	ACCORDER
.	Fs	.
Nous	Pp	NOUS
ignorons	Vvc	IGNORER
encor	Nc	encor
ce	Pd	CE
qu'	Pr	QUE
Orzano	Nc	Orzano
désire	Vvc	DÉSIRER
.	Fs	.
Dans	S	DANS
une	Dn	UN
heure	Nc	HEURE|HURE
,	Fw	,
a-t-il	V	AVOIR
dit	Vvc	DIRE
,	Fw	,
il	Pp	IL
doit	Vvc	DEVOIR
nous	Pp	NOUS
en	S	EN
instruire	Vvn	INSTRUIRE
;	Fw	;
Mais	Vvc	Mais
il	Pp	IL
m'	Pp	JE
a	Vuc	AVOIR
demandé	Ge	DEMANDER
,	Fw	,
pour	S	POUR
expliquer	Vvn	EXPLIQUER
ses	Ds	SON
voeux	Nc	VU
,	Fw	,
Que	Vvc	Que
vous	Pp	VOUS
fussiez	Vuc	ÊTRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
présent	Nc	PRÉSENT
à	S	À
ses	Ds	SON
aveux	Nc	AVEU
Un	Vvc	Un
tel	Di	TEL
souhait	Nc	SOUHAIT
répond	Vvc	RÉPONDRE
à	S	À
notre	Ds	NOTRE
impatience	Nc	IMPATIENCE
.	Fs	.
Dans	S	DANS
le	Da	LE
conseil	Nc	CONSEIL
