Princesse	Nc	PRINCE|PRINCESSE
,	Fw	,
Sut	Vvc	SAVOIR
cacher	Vvn	CACHER
un	Dn	UN
forfait	Nc	FORFAIT
près	Rg	PRÈS
de	S	DE
se	Pp	IL
découvrir	Vvn	DÉCOUVRIR
:	Fw	:
Trop	Rg	TROP
heureux	Ag	HEUREUX
,	Fw	,
si	Cs	SI
tes	Ds	TON
soins	Nc	SOIN
plus	Rg	PLUS
utiles	Ag	UTILE
encore	Rg	ENCORE
M'	Ag	M'
eussent	Vuc	AVOIR
fait	Ge	FAIRE
oublier	Vvn	OUBLIER
ce	Dd	CE
forfait	Nc	FORFAIT
que	Pr	QUE
j'	Pp	JE
abhorre	Vvc	ABHORRER
!	Fs	!
Mais	Cc	MAIS
non	Rg	NON
;	Fw	;
de	S	DE
mon	Ds	MON
état	Nc	ÉTAT
je	Pp	JE
sens	Vvc	SENTIR
toute	Di	TOUT
l'	Da	LE
horreur	Nc	HORREUR
:	Fw	:
Mon	Ds	MON
juge	Nc	JUGE
et	Cc	ET
mes	Ds	MON
bourreaux	Nc	BOURREAU
sont	Vuc	ÊTRE
au	S+Da	À+LE
fond	Nc	FOND
de	S	DE
mon	Ds	MON
coeur	Nc	CUR
;	Fw	;
Leur	Vvc	Leur
fureur	Nc	FUREUR
renaissante	Ag	RENAISSANT
et	Cc	ET
jamais	Rg	JAMAIS
assouvie	Ge	ASSOUVIR
Marque	Vvc	MARQUER
par	S	PAR
des	Dn	UN
tourments	Nc	TOURMENT
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
de	S	DE
ma	Ds	MON
vie	Nc	VIE
...	Fs	...
.	Fs	.
Tu	Pp	TU
sais	Vvc	SAVOIR
pour	S	POUR
me	Pp	JE
punir	Vvn	PUNIR
,	Fw	,
tu	Pp	TU
sais	Vvc	SAVOIR
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
fui	Ge	FUIR
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
chéris	Nc	CHÉRI
où	Pr	OÙ
l'	Da	LE
amour	Nc	AMOUR
m'	Pp	JE
appelait	Vvc	APPELER
:	Fw	:
Renonçant	Ga	Renonçant
aux	S+Da	À+LES
honneurs	Nc	HONNEUR
que	Pr	QUE
donne	Vvc	DONNER
la	Da	LE
victoire	Nc	VICTOIRE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
tout	Rg	TOUT
abandonné	Ge	ABANDONNER
,	Fw	,
jusqu'	S	JUSQUE
au	S+Da	À+LE
soin	Nc	SOIN
de	S	DE
ma	Ds	MON
gloire	Nc	GLOIRE
;	Fw	;
Et	Vvc	Et
de	S	DE
mes	Ds	MON
sentiments	Nc	SENTIMENT
condamnant	Ga	CONDAMNER
les	Da	LE
transports	Nc	TRANSPORT|TRANSPORTS
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
couru	Ge	COURIR
m'	Pp	JE
enfermer	Vvn	ENFERMER
seul	Ag	SEUL
...	Fs	...
.	Fs	.
avec	S	AVEC
mes	Ds	MON
remords	Nc	REMORD
.	Fs	.
Les	Da	LE
malheurs	Nc	MALHEUR
d'	S	DE
Eudoxie	Nc	Eudoxie
ont	Vuc	AVOIR
percé	Ge	PERCER
ma	Ds	MON
retraite	Nc	RETRAITE|RETRAITÉ
:	Fw	:
J'	Pp	JE
ai	Vuc	AVOIR
su	Ge	SAVOIR
que	Cs	QUE
sa	Ds	SON
tendresse	Nc	TENDRESSE
,	Fw	,
alarmée	Ge	ALARMER
,	Fw	,
inquiète	Ag	INQUIET
,	Fw	,
Pleurait	Vvc	PLEURER
le	Da	LE
sort	Nc	SORT
d'	S	DE
un	Dn	UN
fils	Nc	FIL|FILS
dans	S	DANS
les	Da	LE
fers	Nc	FER|FERS
opprimé	Ge	OPPRIMER
.	Fs	.
Mon	Ds	MON
courage	Nc	COURAGE
,	Fw	,
à	S	À
ces	Dd	CE
mots	Nc	MOT|MOTS
,	Fw	,
s'	Pp	SE
est	Vuc	ÊTRE
senti	Ge	SENTIR
ranimé	Ge	RANIMER
:	Fw	:
Insensible	Ag	INSENSIBLE
à	S	À
mon	Ds	MON
sort	Nc	SORT
,	Fw	,
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
vu	Ge	VOIR
que	Cs	QUE
ses	Ds	SON
peines	Nc	PEINE
:	Fw	:
Pour	S	POUR
arracher	Vvn	ARRACHER
son	Ds	SON
fils	Nc	FIL|FILS
à	S	À
de	Dn	UN
honteuses	Ag	HONTEUX
chaînes	Nc	CHAÎNE
J'	Ag	J'
ai	Vuc	AVOIR
couru	Ge	COURIR
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
volé	Ge	VOLER
;	Fw	;
l'	Da	LE
amour	Nc	AMOUR
seul	Ag	SEUL
m'	Pp	JE
a	Vuc	AVOIR
conduit	Vvc	CONDUIRE
...	Fs	...
.	Fs	.
Mais	Cc	MAIS
admire	Vvc	ADMIRER
avec	S	AVEC
moi	Pp	JE
le	Da	LE
sort	Nc	SORT
qui	Pr	QUI
me	Pp	JE
poursuit	Vvc	POURSUIVRE
;	Fw	;
Son	Nc	SON
fatal	Ag	FATAL
ascendant	Nc	ASCENDANT
me	Pp	JE
pousse	Vvc	POUSSER
dans	S	DANS
l'	Da	LE
abîme	Nc	ABÎME
,	Fw	,
Je	Vvc	Je
combattais	Vvc	COMBATTRE
,	Fw	,
Ami	Nc	AMI
,	Fw	,
pour	S	POUR
réparer	Vvn	RÉPARER
mon	Ds	MON
crime	Nc	CRIME
,	Fw	,
Ma	Vvc	Ma
victoire	Nc	VICTOIRE
m'	Pp	JE
expose	Vvc	EXPOSER
à	S	À
des	Dn	UN
crimes	Nc	CRIME
nouveaux	Ag	NOUVEAU
:	Fw	:
L'	Da	LE
État	Nc	État
assigne	Vvc	ASSIGNER
un	Dn	UN
prix	Nc	PRIX
à	S	À
mes	Ds	MON
faibles	Ag	FAIBLE
travaux	Nc	TRAVAIL|TRAVAUX
,	Fw	,
Et	Vvc	Et
j'	Pp	JE
obtiens	Vvc	OBTENIR
à	S	À
la	Da	LE
fois	Nc	FOI|FOIS
Eudoxie	Nc	Eudoxie
et	Cc	ET
l'	Da	LE
Empire	Nc	EMPIRE
.	Fs	.
Ce	Dd	CE
choix	Nc	CHOIX
est	Vuc	ÊTRE
fait	Ge	FAIRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
vous	Pp	VOUS
devez	Vvc	DEVOIR
y	Pp	Y
souscrire	Vvn	SOUSCRIRE
:	Fw	:
Entrez	Vvc	ENTRER
dans	S	DANS
les	Da	LE
chemins	Nc	CHEMIN
qui	Pr	QUI
pour	S	POUR
vous	Pp	VOUS
sont	Vuc	ÊTRE
ouverts	Ge	OUVRIR
;	Fw	;
Soutenez	Vvc	SOUTENIR
cet	Dd	CE
Empire	Nc	EMPIRE
et	Cc	ET
vengez	Vvc	VENGER
l'	Da	LE
Univers	Nc	UNIVERS
,	Fw	,
Le	Vvc	Le
remords	Nc	REMORD
vous	Pp	VOUS
retient	Vvc	RETENIR
;	Fw	;
mais	Cc	MAIS
gardez	Vvc	GARDER
de	S	DE
le	Pp	IL
croire	Vvn	CROIRE
,	Fw	,
S'	Vvc	S'
il	Pp	IL
écarte	Vvc	ÉCARTER
du	S+Da	DE+LE
trône	Nc	TRÔNE
un	Dn	UN
coeur	Nc	CUR
né	Ge	NAÎTRE
pour	S	POUR
la	Da	LE
gloire	Nc	GLOIRE
:	Fw	:
Cette	Dd	CE
honte	Nc	HONTE
du	S+Da	DE+LE
crime	Nc	CRIME
alors	Rg	ALORS
ne	Rp	NE
serait	Vuc	ÊTRE
plus	Rg	PLUS
Qu'	Vvc	Qu'
un	Dn	UN
sentiment	Nc	SENTIMENT
stérile	Ag	STÉRILE
et	Cc	ET
funeste	Ag	FUNESTE
aux	S+Da	À+LES
vertus	Nc	VERTU
:	Fw	:
Vous	Pp	VOUS
vous	Pp	VOUS
devez	Vvc	DEVOIR
aux	S+Da	À+LES
voeux	Nc	VU
d'	S	DE
un	Dn	UN
peuple	Nc	PEUPLE
qui	Pr	QUI
vous	Pp	VOUS
aime	Vvc	AIMER
,	Fw	,
Aux	Vvc	Aux
besoins	Nc	BESOIN
de	S	DE
l'	Da	LE
Empire	Nc	EMPIRE
,	Fw	,
à	S	À
la	Da	LE
terre	Nc	TERRE
,	Fw	,
à	S	À
vous	Pp	VOUS
-même	Vvc	-même
:	Fw	:
Régnez	Vvc	Régnez
,	Fw	,
et	Cc	ET
que	Cs	QUE
l'	Da	LE
État	Nc	État
par	S	PAR
vos	Ds	VOTRE
mains	Nc	MAIN
défendu	Ge	DÉFENDRE
,	Fw	,
Retrouve	Vvc	RETROUVER
en	S	EN
vous	Pp	VOUS
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
plus	Rg	PLUS
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
avait	Vuc	AVOIR
perdu	Ge	PERDRE
,	Fw	,
Qu'	Vvc	Qu'
à	S	À
tes	Ds	TON
conseils	Nc	CONSEIL
,	Fw	,
Ami	Nc	AMI
,	Fw	,
sans	S	SANS
peine	Nc	PEINE
je	Pp	JE
me	Pp	JE
livre	Vvc	LIVRER
!	Fs	!
Que	Cs	QUE
mon	Ds	MON
coeur	Nc	CUR
prévenu	Ge	PRÉVENIR
se	Pp	IL
plairait	Vvc	PLAIRE
à	S	À
les	Pp	ILS
suivre	Vvn	SUIVRE
!	Fs	!
Mais	Cc	MAIS
Eudoxie	Nc	Eudoxie
!	Fs	!
Hé	Vvc	Hé
quoi	Pt	QUE|QUOI
!	Fs	!
ne	Rp	NE
l'	Pp	IL
aimeriez	Vvc	AIMER
-vous	Nc	-vous
plus	Rg	PLUS
?	Fs	?
Ah	I	AH
!	Fs	!
Tu	Pp	TU
vois	Vvc	ALLER|VOIR
la	Da	LE
douleur	Nc	DOULEUR
de	S	DE
mes	Ds	MON
sens	Nc	SENS
éperdus	Ge	ÉPERDRE
:	Fw	:
L'	Da	LE
amour	Nc	AMOUR
seul	Ag	SEUL
a	Vuc	AVOIR
causé	Ge	CAUSER
les	Da	LE
tourments	Nc	TOURMENT
de	S	DE
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
Ma	Vvc	Ma
résistance	Nc	RÉSISTANCE
encore	Rg	ENCORE
et	Cc	ET
l'	Pp	IL
irrite	Vvc	IRRITER
et	Cc	ET
l'	Pp	IL
enflamme	Vvc	ENFLAMMER
,	Fw	,
Je	Vvc	Je
sens	Nc	SENS
à	S	À
chaque	Di	CHAQUE
instant	Nc	INSTANT
accroître	Vvn	ACCROÎTRE
son	Ds	SON
ardeur	Nc	ARDEUR
...	Fs	...
.	Fs	.
L'	Da	LE
amour	Nc	AMOUR
et	Cc	ET
les	Da	LE
remords	Nc	REMORD
,	Fw	,
en	S	EN
moi	Pp	JE
tout	Pi	TOUT
est	Vuc	ÊTRE
fureur	Nc	FUREUR
...	Fs	...
.	Fs	.
Ah	I	AH
!	Fs	!
si	Cs	SI
je	Pp	JE
n'	Rp	NE
en	Pp	EN
croyais	Vvc	CROIRE
que	Cs	QUE
l'	Da	LE
ardeur	Nc	ARDEUR
qui	Pr	QUI
m'	Pp	JE
inspire	Vvc	INSPIRER
J'	Nc	J'
irais	Vvc	ALLER
...	Fs	...
.	Fs	.
Eh	I	EH
!	Fs	!
malheureux	Ag	MALHEUREUX
!	Fs	!
que	Pt	QUE
pourrais	Vvc	POUVOIR
tu	Pp	TU
lui	Pp	IL
dire	Vvn	DIRE
?	Fs	?
Que	Cs	QUE
ton	Ds	TON
bras	Nc	BRAS
est	Vuc	ÊTRE
souillé	Ge	SOUILLER
d'	S	DE
un	Dn	UN
parricide	Nc	PARRICIDE
affreux	Ag	AFFREUX
?	Fs	?
Ô	Vvc	Ô
pensée	Nc	PENSÉE
accablante	Ag	ACCABLANT
!	Fs	!
ô	I	OH
souvenir	Nc	SOUVENIR
honteux	Ag	HONTEUX
,	Fw	,
Qui	Vvc	Qui
seul	Ag	SEUL
fait	Vvc	FAIRE
mon	Ds	MON
malheur	Nc	MALHEUR
,	Fw	,
m'	Pp	JE
arrache	Vvc	ARRACHER
à	S	À
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
aime	Vvc	AIMER
!	Fs	!
...	Fs	...
.	Fs	.
Ami	Nc	AMI
,	Fw	,
pour	S	POUR
me	Pp	JE
punir	Vvn	PUNIR
de	S	DE
ma	Ds	MON
fureur	Nc	FUREUR
extrême	Ag	EXTRÊME
,	Fw	,
S'	Vvc	S'
il	Pp	IL
ne	Rp	NE
fallait	Vvc	FALLOIR
que	Rg	QUE
voir	Vvn	VOIR
passer	Vvn	PASSER
en	S	EN
d'	Dn	UN
autres	Ag	AUTRE
mains	Nc	MAIN
Cet	Vvc	Cet
éclat	Nc	ÉCLAT
envié	Ge	ENNUYER|ENVIER
du	S+Da	DE+LE
rang	Nc	RANG
des	S+Da	DE+LE|DE+LES
Souverains	Nc	SOUVERAIN
,	Fw	,
Mon	Nc	Mon
âme	Nc	ÂME
à	S	À
cet	Dd	CE
effort	Nc	EFFORT
justement	Rg	JUSTEMENT
résignée	Ge	RÉSIGNER
,	Fw	,
Du	Vvc	Du
trône	Nc	TRÔNE
sans	S	SANS
regret	Nc	REGRET
se	Pp	IL
verrait	Vvc	VOIR
éloignée	Ge	ÉLOIGNER
:	Fw	:
Mais	Cc	MAIS
perdre	Vvn	PERDRE
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
aime	Vvc	AIMER
,	Fw	,
et	Cc	ET
se	Pp	IL
voir	Vvn	VOIR
séparé	Ge	SÉPARER
Du	Vvc	Du
seul	Ag	SEUL
bien	Rg	BIEN
sur	S	SUR
la	Da	LE
terre	Nc	TERRE
,	Fw	,
où	Pr	OÙ
l'	Pp	IL
on	Pp	ON
ait	Vuc	AVOIR
aspiré	Ge	ASPIRER
,	Fw	,
D'	Nc	D'
un	Dn	UN
bien	Nc	BIEN
qui	Pr	QUI
nous	Pp	NOUS
couta	Vvc	COÛTER
tant	Rg	TANT
de	S	DE
soins	Nc	SOIN
et	Cc	ET
d'	S	DE
alarmes	Nc	ALARME
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
seul	Ag	SEUL
,	Fw	,
à	S	À
la	Da	LE
vie	Nc	VIE
,	Fw	,
eût	Vuc	AVOIR
fait	Ge	FAIRE
trouver	Vvn	TROUVER
des	Dn	UN
charmes	Nc	CHARME
,	Fw	,
Le	Vvc	Le
perdre	Vvn	PERDRE
quand	Cs	QUAND
le	Da	LE
Ciel	Nc	CIEL
daigne	Vvc	DAIGNER
nous	Pp	NOUS
l'	Pp	IL
accorder	Vvn	ACCORDER
:	Fw	:
Au	S+Da	À+LE
moment	Nc	MOMENT
d'	S	DE
en	Pp	EN
jouir	Vvn	JOUIR
et	Cc	ET
de	S	DE
le	Pp	IL
posséder	Vvn	POSSÉDER
Le	Vvc	Le
perdre	Vvn	PERDRE
,	Fw	,
et	Cc	ET
se	Pp	IL
contraindre	Vvn	CONTRAINDRE
à	S	À
prononcer	Vvn	PRONONCER
soi	Pp	IL
-même	Vvc	-même
L'	Ag	L'
arrêt	Nc	ARRÊT
qui	Pr	QUI
nous	Pp	NOUS
condamne	Vvc	CONDAMNER
à	S	À
ce	Dd	CE
malheur	Nc	MALHEUR
suprême	Ag	SUPRÊME
:	Fw	:
Vas	Vvc	ALLER
,	Fw	,
crois	Vvc	CROIRE|CROÎTRE
-moi	Vvc	-moi
,	Fw	,
cher	Ag	CHER
Aspar	Nc	Aspar
,	Fw	,
cet	Dd	CE
effort	Nc	EFFORT
peu	Rg	PEU
connu	Ge	CONNAÎTRE
Est	Vvc	Est
le	Da	LE
plus	Rg	PLUS
grand	Ag	GRAND
où	Pr	OÙ
puisse	Vvc	POUVOIR
atteindre	Vvn	ATTEINDRE
la	Da	LE
vertu	Nc	VERTU
...	Fs	...
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
bien	Rg	BIEN
se	Pp	IL
résoudre	Vvn	RÉSOUDRE
à	S	À
cet	Dd	CE
effort	Nc	EFFORT
terrible	Ag	TERRIBLE
.	Fs	.
Vous	Pp	VOUS
y	Pp	Y
résoudre	Vvn	RÉSOUDRE
,	Fw	,
ô	I	OH
Ciel	Ag	Ciel
!	Fs	!
Le	Pp	IL
croyez	Vvc	CROIRE
-vous	Nc	-vous
possible	Ag	POSSIBLE
?	Fs	?
Tout	Rg	TOUT
l'	Pp	IL
est	Vuc	ÊTRE
,	Fw	,
Ami	Nc	AMI
;	Fw	;
je	Pp	JE
sais	Vvc	SAVOIR
que	Cs	QUE
ce	Dd	CE
cruel	Ag	CRUEL
effort	Nc	EFFORT
À	Nc	À
mes	Ds	MON
sens	Nc	SENS
déchirés	Ge	DÉCHIRER
peut	Vvc	POUVOIR
apporter	Vvn	APPORTER
la	Da	LE
mort	Nc	MORT
;	Fw	;
Mais	Vvc	Mais
mon	Ds	MON
honneur	Nc	HONNEUR
encor	Nc	encor
m'	Pp	JE
est	Vuc	ÊTRE
plus	Rg	PLUS
cher	Ag	CHER
que	Cs	QUE
ma	Ds	MON
vie	Nc	VIE
,	Fw	,
Ainsi	Vvc	Ainsi
l'	Da	LE
État	Nc	État
en	S	EN
vain	Ag	VAIN
couronnait	Vvc	COURONNER
Eudoxie	Nc	Eudoxie
,	Fw	,
Vous	Nc	Vous
détournez	Vvc	DÉTOURNER
le	Da	LE
cours	Nc	COUR|COURS|COURT
de	S	DE
ses	Ds	SON
justes	Ag	JUSTE
bienfaits	Nc	BIENFAIT
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
la	Pp	IL
punissez	Vvc	PUNIR
de	S	DE
vos	Ds	VOTRE
propres	Ag	PROPRE
forfaits	Nc	FORFAIT
.	Fs	.
Que	Pt	QUE
dis	Vvc	DIRE
tu	Pp	TU
,	Fw	,
cher	Ag	CHER
Aspar	Nc	Aspar
?	Fs	?
Je	Pp	JE
me	Pp	JE
punis	Vvc	PUNIR
plus	Rg	PLUS
qu'	Cs	QUE
elle	Pp	IL
...	Fs	...
.	Fs	.
Pour	S	POUR
remplir	Vvn	REMPLIR
mon	Ds	MON
dessein	Nc	DESSEIN
j'	Pp	JE
ai	Vuc	AVOIR
besoin	Nc	BESOIN
de	S	DE
ton	Ds	TON
zélé	Nc	ZÉLÉ
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
ton	Ds	TON
adresse	Nc	ADRESSE
invente	Vvc	INVENTER
des	Dn	UN
raisons	Nc	RAISON
Qui	Ag	Qui
puissent	Vvc	POUVOIR
d'	S	DE
un	Dn	UN
refus	Nc	REFUS
lui	Pp	IL
cacher	Vvn	CACHER
les	Da	LE
affronts	Nc	AFFRONT
.	Fs	.
Dis	Vvc	DIRE
lui	Pp	IL
que	Cs	QUE
je	Pp	JE
sais	Vvc	SAVOIR
trop	Rg	TROP
quelle	Dt	QUEL
douleur	Nc	DOULEUR
la	Da	LE
presse	Nc	PRESSE|PRESSÉ
,	Fw	,
Pour	Nc	POUR
vouloir	Vvn	VOULOIR
en	S	EN
des	Dn	UN
jours	Nc	JOUR|JOURS
de	S	DE
deuil	Nc	DEUIL
et	Cc	ET
de	S	DE
tristesse	Nc	TRISTESSE
Allier	Ag	Allier
de	S	DE
l'	Da	LE
hymen	Nc	HYMEN
la	Da	LE
pompe	Nc	POMPE
et	Cc	ET
les	Da	LE
festins	Nc	FESTIN
Aux	Vvc	Aux
sentiments	Nc	SENTIMENT
d'	S	DE
un	Dn	UN
coeur	Nc	CUR
noyé	Ge	NOYER
dans	S	DANS
les	Da	LE
chagrins	Ag	CHAGRIN
.	Fs	.
Dis	Vvc	DIRE
-lui	Nc	-lui
que	Cs	QUE
de	S	DE
son	Ds	SON
fils	Nc	FIL|FILS
je	Pp	JE
prends	Vvc	PRENDRE
en	S	EN
main	Nc	MAIN
la	Da	LE
cause	Nc	CAUSE
;	Fw	;
Qu'	Vvc	Qu'
à	S	À
défendre	Vvn	DÉFENDRE
ses	Ds	SON
jours	Nc	JOUR|JOURS
mon-bras	Nc	mon-bras
qui	Pr	QUI
se	Pp	IL
dispose	Vvc	DISPOSER
,	Fw	,
Jusqu'	Vvc	Jusqu'
au	S+Da	À+LE
dernier	Ag	DERNIER
moment	Nc	MOMENT
lui	Pp	IL
servira	Vvc	SERVIR
d'	S	DE
appui	Nc	APPUI
;	Fw	;
Que	Vvc	Que
je	Pp	JE
ne	Rp	NE
cesserai	Vvc	CESSER
de	S	DE
combattre	Vvn	COMBATTRE
pour	S	POUR
lui	Pp	IL
,	Fw	,
Qu'	Vvc	Qu'
après	S	APRÈS
avoir	Vun	AVOIR
forcé	Ge	FORCER
ses	Ds	SON
vainqueurs	Nc	VAINQUEUR
à	S	À
se	Pp	IL
rendre	Vvn	RENDRE
.	Fs	.
Dis	Vvc	DIRE
,	Fw	,
qu'	Cs	QUE
à	S	À
son	Ds	SON
rang	Nc	RANG
,	Fw	,
Ami	Nc	AMI
,	Fw	,
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
prétendre	Vvn	PRÉTENDRE
;	Fw	;
Qu'	Vvc	Qu'
à	S	À
le	Pp	IL
lui	Pp	IL
rendre	Vvn	RENDRE
un	Dn	UN
jour	Nc	JOUR
je	Pp	JE
borne	Vvc	BORNER
mes	Ds	MON
souhaits	Nc	SOUHAIT
;	Fw	;
Dis	Vvc	DIRE
lui	Pp	IL
...	Fs	...
.	Fs	.
que	Cs	QUE
je	Pp	JE
l'	Pp	IL
adore	Vvc	ADORER
...	Fs	...
.	Fs	.
et	Cc	ET
la	Pp	IL
fuis	Vvc	FUIR
pour	S	POUR
jamais	Rg	JAMAIS
.	Fs	.
Eh-quoi	Vvc	Eh-quoi
!	Fs	!
...	Fs	...
Vas	Vvc	ALLER
,	Fw	,
dis	Vvc	DIRE
-je	Nc	-je
,	Fw	,
et	Cc	ET
.	Fs	.
crains	Vvc	CRAINDRE
que	Cs	QUE
ma	Ds	MON
bouche	Nc	BOUCHE
infidèle	Ag	INFIDÈLE
Pour	Nc	POUR
des	S+Da	DE+LE|DE+LES
ordres	Nc	ORDRE
nouveaux	Ag	NOUVEAU
ici	Rg	ICI
ne	Rp	NE
ce	Pp	CE
rappelle	Vvc	RAPPELER
.	Fs	.
En	Pp	EN
est	Vuc	ÊTRE
-ce	Vvc	-ce
assez	Rg	ASSEZ
?	Fs	?
Mon	Ds	MON
coeur	Nc	CUR
de	S	DE
soi	Pp	IL
-même	Vvc	-même
ennemi	Nc	ENNEMI
,	Fw	,
D'	Nc	D'
un	Dn	UN
forfait	Nc	FORFAIT
ignoré	Ge	IGNORER
s'	Cs	SI
est-il	Ag	est-il
assez	Rg	ASSEZ
puni	Ge	PUNIR
?	Fs	?
...	Fs	...
.	Fs	.
Ainsi	Rg	AINSI
seul	Ag	SEUL
artisan	Nc	ARTISAN
de	S	DE
ma	Ds	MON
peine	Nc	PEINE
cruelle	Ag	CRUEL
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
moi	Pp	JE
qui	Pr	QUI
me	Pp	JE
condamne	Vvc	CONDAMNER
à	S	À
vivre	Vvn	VIVRE
éloigné	Ge	ÉLOIGNER
d'	S	DE
elle	Pp	IL
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
,	Fw	,
dont	Pr	DONT
la	Da	LE
main	Nc	MAIN
brise	Vvc	BRISER
un	Dn	UN
aussi	Rg	AUSSI
beau	Ag	BEAU
lien	Nc	LIEN
,	Fw	,
Et	Vvc	Et
déchire	Vvc	DÉCHIRER
à	S	À
la	Da	LE
fois	Nc	FOI|FOIS
et	Cc	ET
mon	Ds	MON
coeur	Nc	CUR
et	Cc	ET
le	Da	LE
sien	Ps	SIEN
!	Fs	!
...	Fs	...
.	Fs	.
Quand	Cs	QUAND
son	Ds	SON
père	Nc	PÈRE
autrefois	Rg	AUTREFOIS
,	Fw	,
par	S	PAR
un	Dn	UN
arrêt	Nc	ARRÊT
sévère	Ag	SÉVÈRE
,	Fw	,
À	Nc	À
nos	Ds	NOTRE
feux	Nc	FEU|FEUX
innocents	Ag	INNOCENT
se	Pp	IL
déclarait	Vvc	DÉCLARER
contraire	Ag	CONTRAIRE
,	Fw	,
Combien	Vvc	Combien
nous	Pp	NOUS
détestions	Vvc	DÉTESTER
cette	Dd	CE
rigueur	Nc	RIGUEUR
du	S+Da	DE+LE
sort	Nc	SORT
Qui	Ag	Qui
rompait	Vvc	ROMPRE
de	S	DE
nos	Ds	NOTRE
coeurs	Nc	CUR
le	Da	LE
mutuel	Ag	MUTUEL
accord	Nc	ACCORD
!	Fs	!
Moi-même	Vvc	Moi-même
de	S	DE
son	Ds	SON
sort	Nc	SORT
aujourd'hui	Rg	AUJOURD'HUI
rendu	Ge	RENDRE
maître	Nc	MAÎTRE
J'	Ag	J'
éteins	Vvc	ÉTEINDRE
l'	Da	LE
espoir	Nc	ESPOIR
heureux	Ag	HEUREUX
qui	Pr	QUI
venait	Vvc	VENIR
de	S	DE
renaître	Vvn	RENAÎTRE
,	Fw	,
Et	Vvc	Et
du	S+Da	DE+LE
bandeau	Nc	BANDEAU
sacré	Ge	SACRER
je	Pp	JE
dépouille	Vvc	DÉPOUILLER
son	Ds	SON
front	Nc	FRONT
...	Fs	...
.	Fs	.
Que	Pt	QUE
dis	Vvc	DIRE
-je	Nc	-je
?	Fs	?
...	Fs	...
.	Fs	.
Moi	Pp	JE
!	Fs	!
Lui	Pp	IL
faire	Vvn	FAIRE
un	Dn	UN
si	Rg	SI
cruel	Ag	CRUEL
affront	Nc	AFFRONT
...	Fs	...
Hé	Vvc	Hé
!	Fs	!
Pourquoi	Rt	POURQUOI
lui	Pp	IL
ravir	Vvn	RAVIR
un	Dn	UN
honneur	Nc	HONNEUR
légitime	Ag	LÉGITIME
?	Fs	?
Faut-il	Vvc	Faut-il
de	S	DE
mes	Ds	MON
fureurs	Nc	FUREUR
qu'	Pr	QUE
elle	Pp	IL
soit	Vuc	ÊTRE
la	Da	LE
victime	Nc	VICTIME
?	Fs	?
Ah	I	AH
!	Fs	!
du	S+Da	DE+LE
Sénat	Nc	Sénat
plutôt	Rg	PLUTÔT
remplissons	Vvc	REMPLIR
le	Da	LE
dessein	Nc	DESSEIN
!	Fs	!
Couronnons	Vvc	COURONNER
ses	Ds	SON
appas	Nc	APPAS
et	Cc	ET
que	Cs	QUE
l'	Da	LE
hymen	Nc	HYMEN
enfin	Rg	ENFIN
...	Fs	...
.	Fs	.
Où	Vvc	Où
vais	Vvc	ALLER
je	Pp	JE
?	Fs	?
En	S	EN
quels	Dt	QUEL
forfaits	Nc	FORFAIT
l'	Da	LE
amour	Nc	AMOUR
encor	Nc	encor
m'	Pp	JE
égare	Vvc	ÉGARER
!	Fs	!
Hé	Vvc	Hé
quoi	Pt	QUE|QUOI
!	Fs	!
Jusques	Nc	Jusques
au	S+Da	À+LE
bout	Nc	BOUT
furieux	Ag	FURIEUX
et	Cc	ET
barbare	Ag	BARBARE
Veux	Nc	Veux
-tu	Vvc	-tu
l'	Pp	IL
envelopper	Vvn	ENVELOPPER
dans	S	DANS
ton	Ds	TON
affreux	Ag	AFFREUX
destin	Nc	DESTIN
?	Fs	?
Malheureux	Ag	MALHEUREUX
!	Fs	!
Songe	Vvc	SONGER
au	S+Da	À+LE
sang	Nc	SANG
qu'	Pr	QUE
a	Vuc	AVOIR
répandu	Ge	RÉPANDRE
ta	Ds	TON
main	Nc	MAIN
