	docprops1	docprops2	relfreqs1	relfreqs2	meanrelfreqs	sd0	sd2	sdX	sr0	sr2	srX	dd0	dd2	ddX	dr0	dr2	drX
mystery	0.1921182266009852	0.003663003663003663	0.22167487684729062	0.003663003663003663	0.09002433090024332	0.18845522293798156	0.328209850146931	0.32820985014693105	0.14171584388859448	0.26051575833863083	0.26051575833863083	-0.41758241581873223	-0.3757014628663832	-0.3757014628663832	-0.4175824162624036	-0.36258488994526694	-0.36258488994526694
moor	0.22660098522167488	0.040293040293040296	0.7241379310344829	0.051282051282051294	0.21776155717761556	0.1863079449286346	0.2750563859503066	0.2750563859503067	0.2912246434993966	0.3585047692939314	0.3585047692939314	-0.4175824173933045	-0.37014349737910957	-0.37014349737910957	-0.4175824172744143	-0.36655747775967484	-0.36655747775967484
business	0.28078817733990147	0.09523809523809523	0.4088669950738916	0.09890109890109891	0.30900243309002434	0.18555008210180624	0.22580582563215074	0.22580582563215074	0.17194144958608515	0.2269093411634747	0.2269093411634747	-0.4175824174832755	-0.36573184417639937	-0.36573184417639937	-0.4175824174922438	-0.36340417219990867	-0.36340417219990867
place	0.47783251231527096	0.30036630036630035	0.748768472906404	0.3553113553113553	0.5182481751824818	0.1774662119489706	0.14201051923984648	0.14201051923984653	0.19938530311086722	0.17179029203066018	0.17179029203066018	-0.41758241752892244	-0.36405005049151434	-0.36405005049151434	-0.4175824175364515	-0.3654994810962424	-0.3654994810962424
matter	0.4729064039408867	0.30036630036630035	0.7339901477832513	0.44688644688644685	0.5924574209245742	0.17254010357458632	0.13962797505633584	0.13962797505633587	0.16442656685085744	0.13682450625137338	0.13682450625137338	-0.41758241752947395	-0.3621127452159876	-0.3621127452159876	-0.4175824175465921	-0.36457729614611656	-0.36457729614611656
cab	0.1724137931034483	0.0	0.3448275862068966	0.0	0.12043795620437957	0.1724137931034483	0.3187869472292325	0.31878694722923256	0.18340060779007888	0.32321674053542526	0.32321674053542526	0.1621958022911167	-0.3711763441358449	-0.3711763441358449	0.33456230008072035	-0.3640680930374879	-0.3640680930374879
chance	0.2955665024630542	0.12454212454212454	0.36453201970443355	0.13553113553113555	0.28223844282238447	0.17102437792092967	0.19748592421108208	0.19748592421108213	0.1453279698442012	0.1816070962291149	0.1816070962291149	-0.4175824175026128	-0.3595500532546503	-0.3595500532546503	-0.4175824175237503	-0.36228674117275755	-0.36228674117275755
point	0.33497536945812806	0.16483516483516483	0.45320197044334976	0.2087912087912088	0.35158150851581516	0.17014020462296323	0.17798582505524943	0.17798582505524943	0.15039324991987957	0.16486987219162824	0.1648698721916283	-0.4175824175140811	-0.3583799417625838	-0.3583799417625838	-0.4175824175350721	-0.3625507771560036	-0.3625507771560036
course	0.3251231527093596	0.1575091575091575	0.4236453201970444	0.2014652014652015	0.380778588807786	0.1676139952002021	0.17941668818242415	0.17941668818242423	0.14308596063037632	0.1594902188243733	0.1594902188243733	-0.417582417513006	-0.35756555631305353	-0.35756555631305353	-0.41758241753655045	-0.3621944015485689	-0.3621944015485689
moment	0.4088669950738916	0.2454212454212454	0.5566502463054188	0.2893772893772894	0.4890510948905109	0.16344574965264622	0.14772020879748532	0.14772020879748538	0.15790813265510736	0.15434397588468735	0.15434397588468735	-0.41758241752639547	-0.35651899446258495	-0.35651899446258495	-0.4175824175404593	-0.36312860493605176	-0.36312860493605176
anyone	0.17733990147783252	0.014652014652014652	0.21674876847290644	0.014652014652014652	0.08272506082725062	0.16268788682581786	0.2857246288528956	0.28572462885289557	0.13648448905633648	0.24028601595337587	0.24028601595337581	-0.4175824171754133	-0.365505272021049	-0.365505272021049	-0.41758241725974754	-0.36228140578120355	-0.36228140578120355
study	0.15270935960591134	0.0	0.19211822660098524	0.0	0.10218978102189781	0.15270935960591134	0.2978931252476838	0.2978931252476839	0.133204512613889	0.24999811961280904	0.24999811961280904	0.09593543430941293	-0.3644223833270336	-0.3644223833270336	0.0014696394109903754	-0.36224511073393356	-0.36224511073393356
deal	0.1724137931034483	0.02197802197802198	0.19211822660098526	0.025641025641025644	0.09975669099756691	0.1504357711254263	0.2635009734144846	0.2635009734144847	0.12477621871747335	0.21025575388516182	0.21025575388516182	-0.4175824173186185	-0.3601300768065716	-0.3601300768065716	-0.4175824174189873	-0.361658090248619	-0.361658090248619
companion	0.3793103448275862	0.23076923076923078	0.4975369458128079	0.3003663003663004	0.39781021897810226	0.1485411140583554	0.14313008434267843	0.14313008434267843	0.1348652601796852	0.1330734281184936	0.13307342811849363	-0.4175824175271454	-0.35047332188259916	-0.3504733218825991	-0.4175824175462871	-0.36196459695033995	-0.36196459695033995
theory	0.1477832512315271	0.0	0.21182266009852213	0.0	0.0705596107055961	0.1477832512315271	0.29241500620439476	0.2924150062043948	0.13968142812049414	0.2613634000200059	0.2613634000200059	0.0793703423139871	-0.36265157273254056	-0.36265157273254056	0.04444933756192315	-0.36252808116954377	-0.36252808116954377
everything	0.18719211822660098	0.040293040293040296	0.2118226600985222	0.05128205128205129	0.13017031630170314	0.1468990779335607	0.2392730412398223	0.23927304123982235	0.12282484032766282	0.18928561714156267	0.18928561714156264	-0.41758241742619373	-0.35658252157664916	-0.35658252157664916	-0.4175824174923214	-0.3614207802848436	-0.3614207802848436
letter	0.20689655172413793	0.06227106227106227	0.41871921182266014	0.10622710622710622	0.27007299270072993	0.14462548945307566	0.21724014014667742	0.21724014014667753	0.17277182336898325	0.22395045090171042	0.22395045090171042	-0.4175824174706909	-0.3536110061817854	-0.3536110061817854	-0.41758241749643965	-0.3634297475608574	-0.3634297475608574
evening	0.27586206896551724	0.13186813186813187	0.40394088669950745	0.14652014652014653	0.27007299270072993	0.14399393709738537	0.17433246952453552	0.17433246952453557	0.15466967490180478	0.18784512758008204	0.18784512758008207	-0.41758241751207115	-0.34948395481205236	-0.34948395481205236	-0.41758241752228364	-0.3626948136904318	-0.3626948136904318
difficulty	0.15763546798029557	0.014652014652014652	0.19704433497536947	0.014652014652014652	0.10097323600973238	0.1429834533282809	0.265215943495818	0.265215943495818	0.13000757354973133	0.22910329027814103	0.229103290278141	-0.417582417220636	-0.35845728590122805	-0.35845728590122805	-0.41758241728908113	-0.36198540343648655	-0.36198540343648655
result	0.15763546798029557	0.014652014652014652	0.1970443349753695	0.014652014652014652	0.13381995133819952	0.1429834533282809	0.265215943495818	0.265215943495818	0.13000757354973136	0.22910329027814108	0.229103290278141	-0.417582417220636	-0.35845728590122805	-0.35845728590122805	-0.41758241728908113	-0.36198540343648655	-0.36198540343648655
knowledge	0.15763546798029557	0.014652014652014652	0.1970443349753695	0.014652014652014652	0.13381995133819954	0.1429834533282809	0.265215943495818	0.265215943495818	0.13000757354973136	0.22910329027814108	0.229103290278141	-0.417582417220636	-0.35845728590122805	-0.35845728590122805	-0.41758241728908113	-0.36198540343648655	-0.36198540343648655
baronet	0.14285714285714285	0.0	0.2315270935960591	0.0	0.05839416058394161	0.14285714285714285	0.28682687745029267	0.2868268774502927	0.14615834362709929	0.272032041767779	0.272032041767779	0.0628052503185611	-0.3608452013260489	-0.3608452013260489	0.08742903571285615	-0.3627937068377697	-0.3627937068377697
someone	0.14285714285714285	0.0	0.2118226600985222	0.0	0.0681265206812652	0.14285714285714285	0.28682687745029267	0.2868268774502927	0.13968142812049417	0.26136340002000596	0.26136340002000596	0.0628052503185611	-0.3608452013260489	-0.3608452013260489	0.04444933756192326	-0.36252808116954377	-0.36252808116954377
card	0.15270935960591134	0.01098901098901099	0.187192118226601	0.018315018315018316	0.08272506082725062	0.14172034861690036	0.2688794275172348	0.2688794275172349	0.12556507381122653	0.21775487776982103	0.217754877769821	-0.41758241711511634	-0.3585540143436639	-0.35855401434366396	-0.4175824173594819	-0.3617452341987172	-0.3617452341987172
sort	0.1921182266009852	0.05128205128205128	0.20689655172413796	0.051282051282051294	0.20072992700729927	0.14083617531893394	0.22302002049032707	0.22302002049032707	0.12120561145101152	0.18651308875973674	0.1865130887597367	-0.4175824174564401	-0.3531939813727156	-0.3531939813727156	-0.41758241749441666	-0.36133661936477823	-0.36133661936477823
reason	0.24630541871921183	0.10622710622710622	0.34975369458128086	0.12454212454212456	0.24574209245742093	0.14007831249210562	0.1841528555574322	0.1841528555574322	0.14408240916985407	0.1842970059162175	0.18429700591621745	-0.4175824175044474	-0.34903240453287687	-0.34903240453287687	-0.41758241752116204	-0.36224000221981834	-0.36224000221981834
problem	0.14285714285714285	0.003663003663003663	0.15763546798029557	0.003663003663003663	0.07177615571776155	0.1391941391941392	0.2768157453377349	0.276815745337735	0.12066586849212776	0.2218638481471904	0.22186384814719046	-0.41758241627095927	-0.35882455645917577	-0.35882455645917577	-0.417582416643741	-0.3616072684095502	-0.3616072684095502
lodge	0.14285714285714285	0.003663003663003663	0.4088669950738916	0.003663003663003663	0.10462287104622872	0.1391941391941392	0.2768157453377349	0.276815745337735	0.20324654120134333	0.3403710044690104	0.3403710044690105	-0.41758241627095927	-0.35882455645917577	-0.35882455645917577	-0.41758241514772515	-0.36460466614702136	-0.36460466614702136
pocket	0.18226600985221675	0.04395604395604396	0.22167487684729062	0.04761904761904762	0.1374695863746959	0.13830996589617278	0.22728584949652944	0.22728584949652955	0.12726734006616763	0.1989692828917269	0.19896928289172694	-0.4175824174429809	-0.35298398128058717	-0.3529839812805872	-0.41758241748087804	-0.3616619877450347	-0.3616619877450347
evidence	0.13793103448275862	0.0	0.18719211822660098	0.0	0.07907542579075426	0.13793103448275862	0.2811242299266984	0.2811242299266985	0.1315852837372377	0.24703697505522823	0.24703697505522823	0.046240158323135216	-0.3590018115472505	-0.3590018115472505	-0.009275285126742916	-0.36217138476014826	-0.36217138476014826
window	0.35960591133004927	0.22344322344322345	0.6502463054187192	0.39560439560439564	0.4768856447688564	0.1361626878868258	0.1376809471438808	0.13768094714388088	0.15375626374061685	0.13554359526286935	0.13554359526286935	-0.4175824175282986	-0.3455020333104555	-0.3455020333104555	-0.4175824175465654	-0.3634937404016195	-0.3634937404016195
story	0.1724137931034483	0.03663003663003663	0.25615763546798026	0.03663003663003663	0.14720194647201945	0.13578375647341165	0.23193408407795377	0.23193408407795377	0.14221406815833332	0.23016829243528097	0.23016829243528097	-0.41758241742413815	-0.35283398016312495	-0.35283398016312495	-0.41758241742988267	-0.36240263341419854	-0.36240263341419854
street	0.19704433497536947	0.06227106227106227	0.28078817733990147	0.07326007326007326	0.15815085158150852	0.1347732727043072	0.2081600699990698	0.2081600699990699	0.13826979268956738	0.20045673019851978	0.2004567301985198	-0.41758241747601127	-0.34989449614907364	-0.34989449614907364	-0.4175824174988167	-0.36208193324810156	-0.36208193324810156
event	0.15270935960591134	0.018315018315018316	0.18719211822660098	0.018315018315018316	0.1070559610705596	0.13439434129089303	0.25109193859650625	0.25109193859650636	0.12556507381122653	0.21775487776982097	0.21775487776982094	-0.4175824173020368	-0.354672797378758	-0.354672797378758	-0.4175824173594819	-0.3617452341987172	-0.3617452341987172
gentleman	0.28078817733990147	0.15018315018315018	0.4236453201970444	0.19780219780219782	0.29318734793187345	0.1306050271567513	0.156799911747047	0.15679991174704705	0.1442900026155786	0.16161874292848183	0.16161874292848183	-0.417582417519547	-0.343821671886688	-0.343821671886688	-0.4175824175357011	-0.36224875198398454	-0.36224875198398454
time	0.7881773399014779	0.6593406593406593	1.7093596059113305	1.1062271062271063	1.5693430656934306	0.12883668056081854	0.08352083785178605	0.08352083785178607	0.2683063270914092	0.13395083363153826	0.13395083363153826	-0.41758241754221964	-0.3989385130339411	-0.3989385130339411	-0.41758241754871306	-0.33601204158633935	-0.33601204158633935
affair	0.1724137931034483	0.04395604395604396	0.24630541871921185	0.0695970695970696	0.13138686131386862	0.12845774914740432	0.21739921607106585	0.21739921607106594	0.12813923253821063	0.18765019303566752	0.18765019303566755	-0.41758241745051805	-0.3491873748044205	-0.3491873748044205	-0.4175824175052238	-0.36161414950266896	-0.361614149502669
detail	0.14285714285714285	0.014652014652014652	0.15763546798029557	0.014652014652014652	0.11435523114355231	0.1282051282051282	0.2487773384830942	0.2487773384830942	0.11705374253652105	0.20432105882937376	0.20432105882937376	-0.41758241725455303	-0.3528080178988344	-0.3528080178988344	-0.4175824173477484	-0.36132942752961084	-0.36132942752961084
expression	0.21182266009852216	0.08424908424908426	0.2561576354679803	0.09523809523809525	0.1885644768856448	0.1275735758494379	0.18632426695424692	0.18632426695424698	0.12294939639509754	0.16802055211294797	0.16802055211294797	-0.4175824174978708	-0.34545733440734977	-0.34545733440734977	-0.4175824175237503	-0.3612713895192861	-0.3612713895192861
murderer	0.13793103448275862	0.01098901098901099	0.1724137931034483	0.010989010989010988	0.049878345498783457	0.12694202349374764	0.25211053219624946	0.2521105321962495	0.12311547115167715	0.21968582786409785	0.21968582786409782	-0.41758241716033906	-0.35287635840838644	-0.35287635840838644	-0.41758241724019174	-0.36167500551521053	-0.36167500551521053
glass	0.16748768472906403	0.047619047619047616	0.22167487684729067	0.06959706959706961	0.16545012165450124	0.11986863711001641	0.20532866868135985	0.2053286686813599	0.12004308815495421	0.1748043171817314	0.1748043171817314	-0.4175824174641428	-0.3453864348500043	-0.3453864348500043	-0.41758241751294317	-0.3611990942040722	-0.3611990942040722
appearance	0.16748768472906403	0.047619047619047616	0.17733990147783252	0.05860805860805861	0.13868613138686134	0.11986863711001641	0.20532866868135985	0.2053286686813599	0.10908215422069933	0.1606476611182714	0.16064766111827133	-0.4175824174641428	-0.3453864348500043	-0.3453864348500043	-0.4175824175164169	-0.36062731826164546	-0.36062731826164546
inquiry	0.12807881773399016	0.01098901098901099	0.1477832512315271	0.010989010989010988	0.06082725060827251	0.11708980674497917	0.2403422052335458	0.2403422052335458	0.11501932676842072	0.20318569618047325	0.20318569618047325	-0.4175824171904875	-0.3488918078372785	-0.3488918078372785	-0.41758241728908113	-0.3612447045805327	-0.3612447045805327
boy	0.16748768472906403	0.05128205128205128	0.2315270935960591	0.05494505494505495	0.18004866180048665	0.11620563344701275	0.1985077521882313	0.19850775218823133	0.1280977138490657	0.19578872281072243	0.19578872281072246	-0.41758241747259106	-0.3435335234424998	-0.34353352344249977	-0.4175824174905055	-0.36166976365032144	-0.36166976365032144
importance	0.14285714285714285	0.029304029304029304	0.1625615763546798	0.029304029304029304	0.08515815085158152	0.11355311355311354	0.21531009631589848	0.21531009631589854	0.11385680347236338	0.18667926760596543	0.18667926760596543	-0.4175824174184853	-0.3448506075893843	-0.3448506075893843	-0.41758241746141633	-0.36105437765363657	-0.36105437765363657
criminal	0.11330049261083744	0.0	0.13793103448275862	0.0	0.038929440389294405	0.11330049261083744	0.250714149425326	0.2507141494253261	0.11539299497072486	0.21427439600402948	0.21427439600402948	-0.03658530165399443	-0.34917170520861873	-0.34917170520861873	-0.11672453050407511	-0.36135566874314956	-0.36135566874314956
information	0.11330049261083744	0.0	0.12807881773399016	0.0	0.06204379562043796	0.11330049261083744	0.250714149425326	0.2507141494253261	0.1121545372174223	0.20691130716662923	0.20691130716662923	-0.03658530165399443	-0.34917170520861873	-0.34917170520861873	-0.13821437957954152	-0.36117234405769466	-0.36117234405769466
station	0.12315270935960591	0.01098901098901099	0.13793103448275862	0.010989010989010988	0.08515815085158152	0.11216369837059492	0.2342659930763069	0.23426599307630697	0.11178086901511815	0.19612139646825744	0.19612139646825744	-0.4175824172055618	-0.3468345082144835	-0.3468345082144835	-0.41758241730863693	-0.3610604772769393	-0.3610604772769393
object	0.1477832512315271	0.03663003663003663	0.16748768472906406	0.04395604395604395	0.11313868613138685	0.11115321460149047	0.205562143053116	0.20556214305311601	0.11065986440820573	0.17122627008887464	0.17122627008887464	-0.4175824174467495	-0.3429725263143548	-0.3429725263143548	-0.4175824174993056	-0.3607887237942995	-0.3607887237942995
hour	0.39901477832512317	0.2893772893772894	0.5221674876847291	0.42490842490842495	0.4768856447688564	0.10963748894783376	0.10894612327570538	0.10894612327570541	0.10202397706606553	0.09294939792225156	0.09294939792225154	-0.41758241753605	-0.3355081743384011	-0.3355081743384011	-0.4175824175556127	-0.36023057436474226	-0.36023057436474226
lamp	0.15270935960591134	0.04395604395604396	0.21182266009852213	0.04395604395604395	0.11435523114355231	0.10875331564986737	0.19650539408951714	0.1965053940895173	0.12523292429806726	0.19792814079361506	0.19792814079361506	-0.41758241746559227	-0.3411638529003197	-0.34116385290031975	-0.4175824174773054	-0.36157850919799517	-0.36157850919799517
explanation	0.10837438423645321	0.0	0.1330049261083744	0.0	0.0681265206812652	0.10837438423645321	0.24421199706163624	0.24421199706163638	0.11377376609407358	0.2106317714450773	0.21063177144507733	-0.05315039364942031	-0.3470698742331245	-0.3470698742331246	-0.12746945504180834	-0.3612649754191592	-0.3612649754191592
chair	0.17733990147783252	0.0695970695970696	0.21674876847290644	0.08424908424908424	0.21046228710462286	0.10774283188076292	0.17677157923407696	0.176771579234077	0.11360769133749396	0.15768997556467698	0.15768997556467695	-0.41758241749673247	-0.3384411774279732	-0.3384411774279732	-0.41758241752630104	-0.3607954444260864	-0.36079544442608635
inspector	0.10344827586206896	0.0	0.17733990147783252	0.0	0.06082725060827251	0.10344827586206896	0.23755427614713928	0.23755427614713934	0.12834682598393515	0.24095918158263546	0.24095918158263543	-0.0697154856448462	-0.3449177554789672	-0.3449177554789672	-0.030765134202209332	-0.36202006109677437	-0.36202006109677437
clue	0.10344827586206896	0.0	0.11330049261083744	0.0	0.037712895377128956	0.10344827586206896	0.23755427614713928	0.23755427614713934	0.10729685058746843	0.19524772169478202	0.19524772169478205	-0.0697154856448462	-0.3449177554789672	-0.3449177554789672	-0.17044915319274126	-0.36088194648337213	-0.36088194648337213
job	0.11330049261083744	0.01098901098901099	0.1527093596059113	0.010989010989010988	0.07299270072992702	0.10231148162182645	0.22170045169487704	0.2217004516948771	0.116638555645072	0.2066131907857323	0.20661319078573231	-0.4175824172357102	-0.34258003472421317	-0.34258003472421317	-0.4175824172793033	-0.36133408896609553	-0.36133408896609553
impression	0.12315270935960591	0.02197802197802198	0.1625615763546798	0.021978021978021976	0.09975669099756693	0.10117468738158393	0.20799371699200794	0.20799371699200808	0.11626488744276786	0.19683439641705558	0.19683439641705563	-0.41758241739398966	-0.34049294609765035	-0.34049294609765035	-0.41758241742108254	-0.36123527600600636	-0.36123527600600636
address	0.10837438423645321	0.007326007326007326	0.15763546798029557	0.007326007326007326	0.07420924574209245	0.10104837691044588	0.22453741271376834	0.2245374127137685	0.11946182650692552	0.21581771622800927	0.21581771622800933	-0.4175824170849679	-0.3426006041111139	-0.342600604111114	-0.4175824171130793	-0.3615143434115283	-0.3615143434115283
couple	0.11330049261083744	0.014652014652014652	0.12807881773399016	0.014652014652014652	0.08150851581508517	0.09864847795882278	0.2126646104581275	0.21266461045812754	0.10733836927661333	0.18310485306950075	0.1831048530695007	-0.41758241732238705	-0.3403975683045606	-0.3403975683045606	-0.4175824173917489	-0.36076784291837166	-0.36076784291837166
revolver	0.09852216748768473	0.0	0.10344827586206898	0.0	0.0340632603406326	0.09852216748768473	0.23073335965401073	0.23073335965401084	0.10405839283416587	0.18701398410886125	0.18701398410886125	-0.08628057764027208	-0.3427128834974098	-0.3427128834974098	-0.19193900226820768	-0.36067694456279364	-0.36067694456279364
butler	0.09852216748768473	0.0	0.13793103448275862	0.0	0.04136253041362531	0.09852216748768473	0.23073335965401073	0.23073335965401084	0.11539299497072486	0.21427439600402948	0.21427439600402948	-0.08628057764027208	-0.3427128834974098	-0.3427128834974098	-0.11672453050407511	-0.36135566874314956	-0.36135566874314956
nerve	0.13793103448275862	0.040293040293040296	0.15763546798029557	0.04029304029304029	0.09489051094890513	0.09763799418971833	0.18690904687138457	0.18690904687138463	0.10862544864010538	0.1691799016928298	0.16917990169282981	-0.4175824174673053	-0.3367379020673248	-0.3367379020673248	-0.41758241749708336	-0.36068711849795254	-0.36068711849795254
secret	0.13793103448275862	0.040293040293040296	0.17241379310344826	0.04395604395604395	0.12043795620437957	0.09763799418971833	0.18690904687138457	0.18690904687138463	0.112279093284857	0.17440356817347902	0.17440356817347902	-0.4175824174673053	-0.3367379020673248	-0.3367379020673248	-0.41758241749686115	-0.3608827016162341	-0.3608827016162341
part	0.3497536945812808	0.25274725274725274	0.47783251231527096	0.30402930402930406	0.36861313868613144	0.09700644183402807	0.10751614054617928	0.10751614054617936	0.1271843026878778	0.12564940182245052	0.12564940182245052	-0.4175824175358841	-0.329321261825419	-0.329321261825419	-0.41758241754813613	-0.36153884444796786	-0.36153884444796786
mark	0.1921182266009852	0.09523809523809523	0.29064039408866993	0.14652014652014653	0.16180048661800486	0.09688013136288998	0.15203821229091674	0.15203821229091669	0.11742741073882518	0.1435039840272606	0.14350398402726067	-0.4175824175145835	-0.33211991033940924	-0.3321199103394092	-0.4175824175391505	-0.3608794701986162	-0.3608794701986162
report	0.10344827586206896	0.007326007326007326	0.12807881773399016	0.007326007326007326	0.06447688564476885	0.09612226853606164	0.21787969179927139	0.21787969179927147	0.10974645324701782	0.19460151046813626	0.19460151046813626	-0.41758241710757926	-0.3403803113262496	-0.3403803113262496	-0.41758241720108025	-0.36096937335275536	-0.36096937335275536
no.	0.12807881773399016	0.03296703296703297	0.15763546798029557	0.03663003663003663	0.07542579075425791	0.0951117847669572	0.19006544705757167	0.19006544705757175	0.10982949062530761	0.17378628420366343	0.17378628420366346	-0.4175824174517742	-0.33642146411281926	-0.33642146411281926	-0.41758241748854996	-0.36077873202475325	-0.36077873202475325
candle	0.11330049261083744	0.018315018315018316	0.187192118226601	0.018315018315018316	0.06447688564476886	0.09498547429581912	0.20391296277414844	0.20391296277414853	0.12556507381122653	0.21775487776982103	0.217754877769821	-0.41758241737439317	-0.3382204412181392	-0.3382204412181392	-0.4175824173594819	-0.3617452341987172	-0.3617452341987172
