	docprops1	docprops2	relfreqs1	relfreqs2	devprops1	devprops2	meanrelfreqs	sd0	sd2	sr0	sr2	sg0	sg2	dd0	dd2	dr0	dr2	dg0	dg2
reparation	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
repetition	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
coruscation	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
corroboration	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.004901960784313725	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
correspondence	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.007352941176470588	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
reporting	0.01	0.0	0.01	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13916221088607408	0.1237687106915113	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5071837227754197	-0.45317625636427405	0.5429411764705881	-0.10396087259204088
corpuscle	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
requisition	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
residue	0.01	0.0	0.01	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13916221088607408	0.1237687106915113	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5071837227754197	-0.45317625636427405	0.5429411764705881	-0.10396087259204088
corkcutters	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
restaurant	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
restitution	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
restlessness	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.008578431372549019	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
restoration	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
coolie	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
reversion	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
revoir	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
revolutionist	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
convict-huts	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
convict-gang	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
rhythm	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.004901960784313725	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
conventionality	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
convenience	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.008578431372549019	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
riddle	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.003676470588235294	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
contribution	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.004901960784313725	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
contretemps	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
riding	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
contractor	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
composer	0.01	0.0	0.01	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13916221088607408	0.1237687106915113	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5071837227754197	-0.45317625636427405	0.5429411764705881	-0.10396087259204088
runaway	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
counter	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.007352941176470588	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
scion	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
cocoa-nuts	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
savage-looking	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
sawdust	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
sawyer	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
cob	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
coarseness	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.003676470588235294	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
scarecrow	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
coal-owner	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
coal-mining	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
coal-black	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
co-religionist	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
schism	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
school-ruler	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
schoolmaster	0.01	0.0	0.01	0.0	0.9900000000000003	0.0	0.004901960784313725	0.01	0.07410933811240385	0.13916221088607408	0.1237687106915113	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5071837227754197	-0.45317625636427405	0.5429411764705881	-0.10396087259204088
closeness	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
compilation	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
scope	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0024509803921568627	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
clog	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
scorpion	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
clinker	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
scrap-book	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.0012254901960784314	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
climber	0.01	0.0	0.005	0.0	0.9900000000000003	0.0	0.003676470588235294	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
climax	0.01	0.0	0.005	0.0	0.9900000000000004	0.0	0.007352941176470588	0.01	0.07410933811240385	0.13690757386359526	0.1130283325208901	0.542941176470588	0.5429411764705881	-0.5090799396412	-0.31058538177489914	-0.5219742143140957	-0.4528915138286631	0.5429411764705881	-0.10396087259204088
