	docpropone	docproptwo	zetascores
today	0.13095238095238096	0.006493506493506494	0.12445887445887446
during	0.34523809523809523	0.22077922077922077	0.12445887445887446
mysterious	0.16666666666666666	0.04220779220779221	0.12445887445887445
anyone	0.23809523809523808	0.11363636363636363	0.12445887445887445
begin	0.4880952380952381	0.36363636363636365	0.12445887445887444
only	0.8928571428571429	0.7694805194805194	0.12337662337662347
idea	0.32142857142857145	0.19805194805194806	0.12337662337662339
neighbour	0.17857142857142858	0.05519480519480519	0.12337662337662339
clearly	0.25	0.1266233766233766	0.12337662337662339
keep	0.6785714285714286	0.5551948051948052	0.12337662337662336
remain	0.42857142857142855	0.3051948051948052	0.12337662337662336
find	0.9047619047619048	0.7824675324675324	0.12229437229437234
telegram	0.15476190476190477	0.032467532467532464	0.1222943722943723
poison	0.19047619047619047	0.06818181818181818	0.12229437229437229
everything	0.27380952380952384	0.1525974025974026	0.12121212121212124
glass	0.27380952380952384	0.1525974025974026	0.12121212121212124
engage	0.20238095238095238	0.08116883116883117	0.12121212121212122
scent	0.17857142857142858	0.05844155844155844	0.12012987012987014
footstep	0.14285714285714285	0.022727272727272728	0.12012987012987011
couple	0.21428571428571427	0.09415584415584416	0.12012987012987011
fairly	0.21428571428571427	0.09415584415584416	0.12012987012987011
almost	0.2619047619047619	0.14285714285714285	0.11904761904761907
driver	0.15476190476190477	0.03571428571428571	0.11904761904761905
ferrier	0.11904761904761904	0.0	0.11904761904761904
tor	0.11904761904761904	0.0	0.11904761904761904
baskervilles	0.11904761904761904	0.0	0.11904761904761904
frankland	0.11904761904761904	0.0	0.11904761904761904
lucy	0.11904761904761904	0.0	0.11904761904761904
conversation	0.20238095238095238	0.08441558441558442	0.11796536796536797
small	0.6785714285714286	0.5616883116883117	0.11688311688311692
any	0.8928571428571429	0.775974025974026	0.11688311688311692
really	0.35714285714285715	0.24025974025974026	0.1168831168831169
stair	0.21428571428571427	0.09740259740259741	0.11688311688311687
natural	0.21428571428571427	0.09740259740259741	0.11688311688311687
practical	0.15476190476190477	0.03896103896103896	0.11580086580086581
print	0.15476190476190477	0.03896103896103896	0.11580086580086581
go	0.8690476190476191	0.7532467532467533	0.1158008658008658
house	0.6190476190476191	0.5032467532467533	0.1158008658008658
notice	0.27380952380952384	0.1590909090909091	0.11471861471861475
ourselves	0.30952380952380953	0.19480519480519481	0.11471861471861472
address	0.23809523809523808	0.12337662337662338	0.1147186147186147
candle	0.16666666666666666	0.05194805194805195	0.1147186147186147
interest	0.32142857142857145	0.2077922077922078	0.11363636363636365
naturalist	0.11904761904761904	0.006493506493506494	0.11255411255411255
vague	0.20238095238095238	0.09090909090909091	0.11147186147186147
legend	0.13095238095238096	0.01948051948051948	0.11147186147186147
professional	0.13095238095238096	0.01948051948051948	0.11147186147186147
knowledge	0.23809523809523808	0.1266233766233766	0.11147186147186147
adventure	0.20238095238095238	0.09090909090909091	0.11147186147186147
nearly	0.25	0.1396103896103896	0.1103896103896104
result	0.25	0.1396103896103896	0.1103896103896104
interesting	0.17857142857142858	0.06818181818181818	0.1103896103896104
missing	0.14285714285714285	0.032467532467532464	0.11038961038961038
lonely	0.21428571428571427	0.1038961038961039	0.11038961038961037
several	0.2857142857142857	0.17532467532467533	0.11038961038961037
ghastly	0.11904761904761904	0.00974025974025974	0.1093073593073593
deduction	0.11904761904761904	0.00974025974025974	0.1093073593073593
certain	0.27380952380952384	0.16558441558441558	0.10822510822510825
latter	0.20238095238095238	0.09415584415584416	0.10822510822510822
important	0.16666666666666666	0.05844155844155844	0.10822510822510822
concern	0.20238095238095238	0.09415584415584416	0.10822510822510822
home	0.38095238095238093	0.2727272727272727	0.10822510822510822
farmer	0.13095238095238096	0.022727272727272728	0.10822510822510822
explain	0.25	0.14285714285714285	0.10714285714285715
norwood	0.10714285714285714	0.0	0.10714285714285714
agra	0.10714285714285714	0.0	0.10714285714285714
brixton	0.10714285714285714	0.0	0.10714285714285714
athelney	0.10714285714285714	0.0	0.10714285714285714
something	0.6190476190476191	0.512987012987013	0.10606060606060608
curious	0.19047619047619047	0.08441558441558442	0.10606060606060605
manage	0.19047619047619047	0.08441558441558442	0.10606060606060605
tonight	0.11904761904761904	0.012987012987012988	0.10606060606060605
answer	0.7380952380952381	0.6331168831168831	0.10497835497835506
boulder	0.13095238095238096	0.025974025974025976	0.10497835497835498
inquire	0.13095238095238096	0.025974025974025976	0.10497835497835498
share	0.20238095238095238	0.09740259740259741	0.10497835497835498
wooden-legged	0.10714285714285714	0.003246753246753247	0.10389610389610389
lyons	0.10714285714285714	0.003246753246753247	0.10389610389610389
mire	0.10714285714285714	0.003246753246753247	0.10389610389610389
alley	0.10714285714285714	0.003246753246753247	0.10389610389610389
hour	0.5833333333333334	0.4805194805194805	0.10281385281385286
character	0.2261904761904762	0.12337662337662338	0.10281385281385282
bed	0.19047619047619047	0.08766233766233766	0.1028138528138528
escape	0.27380952380952384	0.17207792207792208	0.10173160173160176
seldom	0.13095238095238096	0.02922077922077922	0.10173160173160174
opposite	0.16666666666666666	0.06493506493506493	0.10173160173160173
energy	0.20238095238095238	0.10064935064935066	0.10173160173160173
advantage	0.16666666666666666	0.06493506493506493	0.10173160173160173
intend	0.16666666666666666	0.06493506493506493	0.10173160173160173
move	0.38095238095238093	0.2792207792207792	0.10173160173160173
abandon	0.14285714285714285	0.04220779220779221	0.10064935064935064
box	0.21428571428571427	0.11363636363636363	0.10064935064935064
detail	0.21428571428571427	0.11363636363636363	0.10064935064935064
happen	0.2619047619047619	0.16233766233766234	0.09956709956709958
@card@	0.19047619047619047	0.09090909090909091	0.09956709956709955
description	0.11904761904761904	0.01948051948051948	0.09956709956709955
net	0.11904761904761904	0.01948051948051948	0.09956709956709955
cigar	0.13095238095238096	0.032467532467532464	0.0984848484848485
thrill	0.16666666666666666	0.06818181818181818	0.09848484848484848
boy	0.23809523809523808	0.1396103896103896	0.09848484848484848
moon	0.17857142857142858	0.08116883116883117	0.09740259740259741
ought	0.14285714285714285	0.045454545454545456	0.0974025974025974
tragedy	0.14285714285714285	0.045454545454545456	0.0974025974025974
moorland	0.10714285714285714	0.00974025974025974	0.0974025974025974
our	0.9285714285714286	0.8311688311688312	0.09740259740259738
event	0.2261904761904762	0.12987012987012986	0.09632034632034633
arrest	0.15476190476190477	0.05844155844155844	0.09632034632034633
visit	0.2261904761904762	0.12987012987012986	0.09632034632034633
stick	0.2619047619047619	0.16558441558441558	0.09632034632034633
reasoning	0.11904761904761904	0.022727272727272728	0.0963203463203463
sort	0.30952380952380953	0.21428571428571427	0.09523809523809526
leg	0.27380952380952384	0.17857142857142858	0.09523809523809526
butler	0.13095238095238096	0.03571428571428571	0.09523809523809525
tracey	0.09523809523809523	0.0	0.09523809523809523
coombe	0.09523809523809523	0.0	0.09523809523809523
before	0.9523809523809523	0.8571428571428571	0.09523809523809523
devonshire	0.09523809523809523	0.0	0.09523809523809523
merripit	0.09523809523809523	0.0	0.09523809523809523
remarkable	0.17857142857142858	0.08441558441558442	0.09415584415584416
date	0.17857142857142858	0.08441558441558442	0.09415584415584416
tell	0.8214285714285714	0.7272727272727273	0.0941558441558441
friend	0.7261904761904762	0.6331168831168831	0.09307359307359309
risk	0.15476190476190477	0.06168831168831169	0.09307359307359309
name	0.6190476190476191	0.525974025974026	0.09307359307359309
search	0.19047619047619047	0.09740259740259741	0.09307359307359306
impression	0.20238095238095238	0.11038961038961038	0.091991341991342
study	0.23809523809523808	0.1461038961038961	0.09199134199134198
advertisement	0.09523809523809523	0.003246753246753247	0.09199134199134198
knock	0.16666666666666666	0.07467532467532467	0.09199134199134198
unravel	0.09523809523809523	0.003246753246753247	0.09199134199134198
dead	0.38095238095238093	0.288961038961039	0.09199134199134196
watch	0.38095238095238093	0.288961038961039	0.09199134199134196
visitor	0.17857142857142858	0.08766233766233766	0.09090909090909091
prove	0.2857142857142857	0.19480519480519481	0.09090909090909088
seem	0.8214285714285714	0.7305194805194806	0.09090909090909083
help	0.5476190476190477	0.4577922077922078	0.08982683982683987
mistake	0.2261904761904762	0.13636363636363635	0.08982683982683984
instantly	0.15476190476190477	0.06493506493506493	0.08982683982683984
communicate	0.11904761904761904	0.02922077922077922	0.08982683982683982
occasionally	0.11904761904761904	0.02922077922077922	0.08982683982683982
show	0.7261904761904762	0.6363636363636364	0.08982683982683981
pay	0.2976190476190476	0.2077922077922078	0.08982683982683981
---	0.9761904761904762	0.8863636363636364	0.08982683982683981
usually	0.13095238095238096	0.04220779220779221	0.08874458874458875
grave	0.20238095238095238	0.11363636363636363	0.08874458874458875
satisfaction	0.13095238095238096	0.04220779220779221	0.08874458874458875
probably	0.13095238095238096	0.04220779220779221	0.08874458874458875
agency	0.09523809523809523	0.006493506493506494	0.08874458874458874
soon	0.4166666666666667	0.32792207792207795	0.08874458874458874
dull	0.23809523809523808	0.14935064935064934	0.08874458874458874
tomorrow	0.09523809523809523	0.006493506493506494	0.08874458874458874
sir	0.6309523809523809	0.5422077922077922	0.08874458874458868
appointment	0.10714285714285714	0.01948051948051948	0.08766233766233766
dinner	0.10714285714285714	0.01948051948051948	0.08766233766233766
probability	0.10714285714285714	0.01948051948051948	0.08766233766233766
footmark	0.10714285714285714	0.01948051948051948	0.08766233766233766
feature	0.2857142857142857	0.19805194805194806	0.08766233766233764
myself	0.5714285714285714	0.4837662337662338	0.08766233766233761
suggest	0.2261904761904762	0.1396103896103896	0.08658008658008659
opportunity	0.15476190476190477	0.06818181818181818	0.08658008658008659
recollection	0.11904761904761904	0.032467532467532464	0.08658008658008658
lantern	0.11904761904761904	0.032467532467532464	0.08658008658008658
fancy	0.19047619047619047	0.1038961038961039	0.08658008658008656
ordinary	0.13095238095238096	0.045454545454545456	0.0854978354978355
arrive	0.20238095238095238	0.11688311688311688	0.0854978354978355
pound	0.13095238095238096	0.045454545454545456	0.0854978354978355
extraordinary	0.20238095238095238	0.11688311688311688	0.0854978354978355
launch	0.09523809523809523	0.00974025974025974	0.08549783549783549
how	0.9166666666666666	0.8311688311688312	0.0854978354978354
enough	0.6428571428571429	0.5584415584415584	0.0844155844155845
girl	0.21428571428571427	0.12987012987012986	0.08441558441558442
method	0.14285714285714285	0.05844155844155844	0.08441558441558442
outside	0.25	0.16558441558441558	0.08441558441558442
believe	0.36904761904761907	0.2857142857142857	0.08333333333333337
much	0.7976190476190477	0.7142857142857143	0.08333333333333337
acquaintance	0.15476190476190477	0.07142857142857142	0.08333333333333334
receive	0.2261904761904762	0.14285714285714285	0.08333333333333334
stay	0.2261904761904762	0.14285714285714285	0.08333333333333334
mormon	0.08333333333333333	0.0	0.08333333333333333
enoch	0.08333333333333333	0.0	0.08333333333333333
reconcile	0.08333333333333333	0.0	0.08333333333333333
hansom	0.08333333333333333	0.0	0.08333333333333333
violin	0.08333333333333333	0.0	0.08333333333333333
selden	0.08333333333333333	0.0	0.08333333333333333
smith	0.11904761904761904	0.03571428571428571	0.08333333333333333
lie	0.7261904761904762	0.6428571428571429	0.08333333333333326
view	0.30952380952380953	0.22727272727272727	0.08225108225108227
indication	0.13095238095238096	0.048701298701298704	0.08225108225108226
hunt	0.13095238095238096	0.048701298701298704	0.08225108225108226
queer	0.16666666666666666	0.08441558441558442	0.08225108225108224
prepare	0.16666666666666666	0.08441558441558442	0.08225108225108224
joseph	0.09523809523809523	0.012987012987012988	0.08225108225108224
follow	0.5952380952380952	0.512987012987013	0.08225108225108224
do	0.9880952380952381	0.9058441558441559	0.08225108225108224
give	0.9285714285714286	0.8474025974025974	0.08116883116883122
expert	0.10714285714285714	0.025974025974025976	0.08116883116883117
alone	0.35714285714285715	0.275974025974026	0.08116883116883117
ring	0.2857142857142857	0.20454545454545456	0.08116883116883114
value	0.15476190476190477	0.07467532467532467	0.0800865800865801
understand	0.40476190476190477	0.3246753246753247	0.0800865800865801
rain	0.15476190476190477	0.07467532467532467	0.0800865800865801
presume	0.11904761904761904	0.03896103896103896	0.08008658008658008
dreary	0.11904761904761904	0.03896103896103896	0.08008658008658008
jonathan	0.08333333333333333	0.003246753246753247	0.08008658008658008
aurora	0.08333333333333333	0.003246753246753247	0.08008658008658008
singular	0.19047619047619047	0.11038961038961038	0.08008658008658008
employ	0.11904761904761904	0.03896103896103896	0.08008658008658008
stapletons	0.08333333333333333	0.003246753246753247	0.08008658008658008
divide	0.11904761904761904	0.03896103896103896	0.08008658008658008
straight	0.27380952380952384	0.19480519480519481	0.07900432900432902
sometimes	0.20238095238095238	0.12337662337662338	0.07900432900432901
overtake	0.13095238095238096	0.05194805194805195	0.07900432900432901
heir	0.09523809523809523	0.016233766233766232	0.079004329004329
smart	0.10714285714285714	0.02922077922077922	0.07792207792207792
key	0.14285714285714285	0.06493506493506493	0.07792207792207792
call	0.5714285714285714	0.4935064935064935	0.07792207792207789
remark	0.42857142857142855	0.35064935064935066	0.07792207792207789
morning	0.5833333333333334	0.5064935064935064	0.07683982683982693
distance	0.2619047619047619	0.18506493506493507	0.07683982683982685
explanation	0.15476190476190477	0.07792207792207792	0.07683982683982685
evidence	0.15476190476190477	0.07792207792207792	0.07683982683982685
evident	0.15476190476190477	0.07792207792207792	0.07683982683982685
therefore	0.2976190476190476	0.22077922077922077	0.07683982683982685
afterwards	0.2261904761904762	0.14935064935064934	0.07683982683982685
prevent	0.15476190476190477	0.07792207792207792	0.07683982683982685
cunning	0.11904761904761904	0.04220779220779221	0.07683982683982683
coarse	0.11904761904761904	0.04220779220779221	0.07683982683982683
mention	0.19047619047619047	0.11363636363636363	0.07683982683982683
halloa	0.08333333333333333	0.006493506493506494	0.07683982683982683
wire	0.11904761904761904	0.04220779220779221	0.07683982683982683
whether	0.3333333333333333	0.2564935064935065	0.07683982683982682
strike	0.47619047619047616	0.39935064935064934	0.07683982683982682
wait	0.47619047619047616	0.39935064935064934	0.07683982683982682
hut	0.13095238095238096	0.05519480519480519	0.07575757575757577
recover	0.13095238095238096	0.05519480519480519	0.07575757575757577
valuable	0.09523809523809523	0.01948051948051948	0.07575757575757575
breakfast	0.16666666666666666	0.09090909090909091	0.07575757575757575
express	0.16666666666666666	0.09090909090909091	0.07575757575757575
proceed	0.16666666666666666	0.09090909090909091	0.07575757575757575
considerably	0.09523809523809523	0.01948051948051948	0.07575757575757575
right	0.7023809523809523	0.6266233766233766	0.07575757575757569
work	0.6428571428571429	0.5681818181818182	0.07467532467532467
hail	0.10714285714285714	0.032467532467532464	0.07467532467532467
exceedingly	0.10714285714285714	0.032467532467532464	0.07467532467532467
regret	0.10714285714285714	0.032467532467532464	0.07467532467532467
contain	0.14285714285714285	0.06818181818181818	0.07467532467532467
excuse	0.14285714285714285	0.06818181818181818	0.07467532467532467
someone	0.14285714285714285	0.06818181818181818	0.07467532467532467
succeed	0.14285714285714285	0.06818181818181818	0.07467532467532467
fantastic	0.10714285714285714	0.032467532467532464	0.07467532467532467
salt	0.10714285714285714	0.032467532467532464	0.07467532467532467
unless	0.19047619047619047	0.11688311688311688	0.07359307359307359
fog	0.08333333333333333	0.00974025974025974	0.07359307359307359
sum	0.11904761904761904	0.045454545454545456	0.07359307359307359
light	0.6547619047619048	0.5811688311688312	0.07359307359307354
purpose	0.20238095238095238	0.12987012987012986	0.07251082251082253
success	0.13095238095238096	0.05844155844155844	0.07251082251082253
puzzle	0.13095238095238096	0.05844155844155844	0.07251082251082253
barren	0.09523809523809523	0.022727272727272728	0.0725108225108225
allow	0.23809523809523808	0.16558441558441558	0.0725108225108225
hurry	0.23809523809523808	0.16558441558441558	0.0725108225108225
pretend	0.09523809523809523	0.022727272727272728	0.0725108225108225
irregular	0.09523809523809523	0.022727272727272728	0.0725108225108225
complex	0.09523809523809523	0.022727272727272728	0.0725108225108225
example	0.17857142857142858	0.10714285714285714	0.07142857142857144
desperate	0.10714285714285714	0.03571428571428571	0.07142857142857142
footprint	0.07142857142857142	0.0	0.07142857142857142
careful	0.10714285714285714	0.03571428571428571	0.07142857142857142
pondicherry	0.07142857142857142	0.0	0.07142857142857142
approach	0.25	0.17857142857142858	0.07142857142857142
dartmoor	0.07142857142857142	0.0	0.07142857142857142
thread	0.10714285714285714	0.03571428571428571	0.07142857142857142
introduce	0.10714285714285714	0.03571428571428571	0.07142857142857142
message	0.21428571428571427	0.14285714285714285	0.07142857142857142
investigation	0.10714285714285714	0.03571428571428571	0.07142857142857142
determine	0.14285714285714285	0.07142857142857142	0.07142857142857142
nevada	0.07142857142857142	0.0	0.07142857142857142
cleveland	0.07142857142857142	0.0	0.07142857142857142
second	0.39285714285714285	0.32142857142857145	0.0714285714285714
swear	0.2261904761904762	0.15584415584415584	0.07034632034632035
commonplace	0.08333333333333333	0.012987012987012988	0.07034632034632034
ill-omened	0.08333333333333333	0.012987012987012988	0.07034632034632034
along	0.44047619047619047	0.37012987012987014	0.07034632034632032
outline	0.13095238095238096	0.06168831168831169	0.06926406926406928
perfectly	0.13095238095238096	0.06168831168831169	0.06926406926406928
credit	0.13095238095238096	0.06168831168831169	0.06926406926406928
argue	0.13095238095238096	0.06168831168831169	0.06926406926406928
medical	0.09523809523809523	0.025974025974025976	0.06926406926406925
dark	0.5595238095238095	0.4902597402597403	0.06926406926406925
away	0.8095238095238095	0.7402597402597403	0.06926406926406925
moan	0.09523809523809523	0.025974025974025976	0.06926406926406925
equally	0.09523809523809523	0.025974025974025976	0.06926406926406925
housekeeper	0.09523809523809523	0.025974025974025976	0.06926406926406925
wheel	0.14285714285714285	0.07467532467532467	0.06818181818181818
somewhere	0.14285714285714285	0.07467532467532467	0.06818181818181818
sitting-room	0.10714285714285714	0.03896103896103896	0.06818181818181818
northumberland	0.07142857142857142	0.003246753246753247	0.06818181818181818
luggage	0.07142857142857142	0.003246753246753247	0.06818181818181818
devote	0.10714285714285714	0.03896103896103896	0.06818181818181818
servant	0.21428571428571427	0.1461038961038961	0.06818181818181818
except	0.14285714285714285	0.07467532467532467	0.06818181818181818
toby	0.07142857142857142	0.003246753246753247	0.06818181818181818
unnatural	0.08333333333333333	0.016233766233766232	0.0670995670995671
intention	0.15476190476190477	0.08766233766233766	0.0670995670995671
genius	0.08333333333333333	0.016233766233766232	0.0670995670995671
know	0.9761904761904762	0.9090909090909091	0.0670995670995671
far	0.6547619047619048	0.5876623376623377	0.0670995670995671
conclude	0.08333333333333333	0.016233766233766232	0.0670995670995671
enter	0.2976190476190476	0.2305194805194805	0.0670995670995671
research	0.08333333333333333	0.016233766233766232	0.0670995670995671
alternative	0.08333333333333333	0.016233766233766232	0.0670995670995671
scrawl	0.08333333333333333	0.016233766233766232	0.0670995670995671
lane	0.11904761904761904	0.05194805194805195	0.06709956709956709
until	0.7380952380952381	0.672077922077922	0.06601731601731609
rub	0.13095238095238096	0.06493506493506493	0.06601731601731603
statement	0.13095238095238096	0.06493506493506493	0.06601731601731603
post	0.13095238095238096	0.06493506493506493	0.06601731601731603
excite	0.13095238095238096	0.06493506493506493	0.06601731601731603
seize	0.20238095238095238	0.13636363636363635	0.06601731601731603
